time/time_elapsed,time/fps,time/total_timesteps,rollout/exploration_rate,rollout/ep_rew_mean,rollout/ep_len_mean,time/episodes,train/loss,train/learning_rate,train/n_updates
29,168,4956,0.9476866666666668,127.43825488135593,84.0,59,1.139369249343872,0.0001,1213
29,168,5040,0.9467999999999995,126.54564383333333,84.0,60,1.413952350616455,0.0001,1234
30,168,5124,0.9459133333333334,126.51605614754098,84.0,61,1.1982489824295044,0.0001,1255
31,167,5208,0.9450266666666662,125.98385111290322,84.0,62,3.375316619873047,0.0001,1276
31,168,5292,0.9441400000000001,124.85412107936507,84.0,63,0.9952948689460754,0.0001,1297
31,168,5376,0.9432533333333328,125.72279114062499,84.0,64,1.2534135580062866,0.0001,1318
32,168,5460,0.9423666666666667,125.82199129230769,84.0,65,6.902512073516846,0.0001,1339
33,167,5544,0.9414799999999994,125.37933281818181,84.0,66,1.1335777044296265,0.0001,1360
33,167,5628,0.9405933333333334,125.51382901492538,84.0,67,0.802765965461731,0.0001,1381
33,168,5712,0.9397066666666672,125.69013054411765,84.0,68,1.4501625299453735,0.0001,1402
34,167,5796,0.93882,125.34341307246378,84.0,69,0.9218889474868774,0.0001,1423
35,167,5880,0.9379333333333338,125.40244441428572,84.0,70,3.636753797531128,0.0001,1444
35,167,5964,0.9370466666666666,125.73447981690141,84.0,71,0.995733380317688,0.0001,1465
36,167,6048,0.9361600000000005,126.14875873611112,84.0,72,0.6849753260612488,0.0001,1486
36,167,6132,0.9352733333333333,125.80706309589041,84.0,73,0.6081141233444214,0.0001,1507
37,167,6216,0.9343866666666671,125.86966609459459,84.0,74,3.7456514835357666,0.0001,1528
37,167,6300,0.9335,126.35154642666666,84.0,75,3.586487054824829,0.0001,1549
38,167,6384,0.9326133333333338,126.86102782894736,84.0,76,3.901047468185425,0.0001,1570
38,167,6468,0.9317266666666666,126.79707554545455,84.0,77,3.5169501304626465,0.0001,1591
39,167,6552,0.9308400000000004,127.27815464102562,84.0,78,0.8707587718963623,0.0001,1612
39,167,6636,0.9299533333333332,126.66011663291138,84.0,79,0.928898274898529,0.0001,1633
40,166,6720,0.9290666666666672,126.97583125000001,84.0,80,0.6039801836013794,0.0001,1654
40,166,6804,0.9281799999999999,127.03823961728395,84.0,81,3.573265552520752,0.0001,1675
41,166,6888,0.9272933333333337,127.391935,84.0,82,3.7755961418151855,0.0001,1696
41,166,6972,0.9264066666666666,126.40536390361446,84.0,83,3.699404001235962,0.0001,1717
42,166,7056,0.9255200000000005,126.85731672619048,84.0,84,0.8057222962379456,0.0001,1738
42,166,7140,0.9246333333333332,126.92840111764706,84.0,85,0.8280559778213501,0.0001,1759
43,166,7224,0.923746666666667,127.1472848139535,84.0,86,0.8762674927711487,0.0001,1780
43,166,7308,0.9228599999999998,127.28073429885059,84.0,87,0.6402491331100464,0.0001,1801
44,166,7392,0.9219733333333338,127.60294785227275,84.0,88,0.7651654481887817,0.0001,1822
44,166,7476,0.9210866666666665,127.68645871910115,84.0,89,0.8035568594932556,0.0001,1843
45,166,7560,0.9202000000000004,127.48326682222225,84.0,90,0.6341726779937744,0.0001,1864
46,166,7644,0.9193133333333332,127.73786280219782,84.0,91,0.8036685585975647,0.0001,1885
46,166,7728,0.9184266666666671,127.09363429347827,84.0,92,0.5348764061927795,0.0001,1906
47,166,7812,0.9175399999999998,127.36290708602152,84.0,93,0.5871081352233887,0.0001,1927
47,165,7896,0.9166533333333337,127.49957982978727,84.0,94,0.6305792331695557,0.0001,1948
48,165,7980,0.9157666666666665,127.46781695789475,84.0,95,3.418494701385498,0.0001,1969
48,165,8064,0.9148800000000004,127.63178117708334,84.0,96,3.523099899291992,0.0001,1990
49,165,8148,0.9139933333333331,127.83452204123714,84.0,97,0.35934990644454956,0.0001,2011
49,165,8232,0.913106666666667,128.03395510204084,84.0,98,0.5950259566307068,0.0001,2032
50,165,8316,0.9122199999999998,127.51161688888891,84.0,99,0.606356680393219,0.0001,2053
50,165,8400,0.9113333333333337,127.18297508000002,84.0,100,3.544196128845215,0.0001,2074
51,164,8484,0.9104466666666664,126.92365389000001,84.0,101,0.4940580129623413,0.0001,2095
51,164,8568,0.9095600000000003,127.03819341999998,84.0,102,3.4484901428222656,0.0001,2116
52,164,8652,0.9086733333333331,127.41819307000002,84.0,103,3.460113048553467,0.0001,2137
53,164,8736,0.907786666666667,126.43342835000003,84.0,104,0.4883154630661011,0.0001,2158
53,164,8820,0.9068999999999997,126.88479598000004,84.0,105,3.3843677043914795,0.0001,2179
54,164,8904,0.9060133333333336,126.77846766,84.0,106,3.3897833824157715,0.0001,2200
54,164,8988,0.9051266666666664,126.98412677,84.0,107,0.7609535455703735,0.0001,2221
55,164,9072,0.9042400000000003,127.22448023999999,84.0,108,0.4733079671859741,0.0001,2242
55,164,9156,0.903353333333333,127.01574762,84.0,109,0.5368028879165649,0.0001,2263
56,164,9240,0.9024666666666669,127.49483077999999,84.0,110,0.694549560546875,0.0001,2284
56,164,9324,0.9015799999999997,127.74793286000002,84.0,111,0.5136580467224121,0.0001,2305
57,164,9408,0.9006933333333336,127.19228071000002,84.0,112,0.6679631471633911,0.0001,2326
57,164,9492,0.8998066666666663,127.73813538,84.0,113,0.5124413371086121,0.0001,2347
58,164,9576,0.8989200000000002,127.60770393000001,84.0,114,0.6759085059165955,0.0001,2368
58,164,9660,0.898033333333333,127.71749283000001,84.0,115,0.5073840022087097,0.0001,2389
59,164,9744,0.8971466666666669,127.47415757,84.0,116,0.6509514451026917,0.0001,2410
59,164,9828,0.8962599999999996,127.67659418,84.0,117,6.205338954925537,0.0001,2431
60,164,9912,0.8953733333333335,128.05654791,84.0,118,0.5874171257019043,0.0001,2452
60,164,9996,0.8944866666666663,128.81161382,84.0,119,0.8795676827430725,0.0001,2473
61,164,10080,0.8936000000000002,128.75849601,84.0,120,1.5435863733291626,0.0001,2494
61,164,10164,0.8927133333333329,128.95932366,84.0,121,2.4292001724243164,0.0001,2515
62,164,10248,0.8918266666666668,129.38500388,84.0,122,6.994420051574707,0.0001,2536
62,164,10332,0.8909399999999996,129.60384165000002,84.0,123,7.04024600982666,0.0001,2557
63,164,10416,0.8900533333333335,128.99963387000003,84.0,124,1.1149661540985107,0.0001,2578
63,164,10500,0.8891666666666662,129.36703710000003,84.0,125,3.983891010284424,0.0001,2599
64,164,10584,0.8882800000000001,129.26477830000002,84.0,126,0.6181554794311523,0.0001,2620
64,164,10668,0.8873933333333329,128.8810191,84.0,127,1.4575872421264648,0.0001,2641
65,164,10752,0.8865066666666668,128.53672441000003,84.0,128,0.9864169955253601,0.0001,2662
65,164,10836,0.8856199999999995,128.83081430000001,84.0,129,0.9222460985183716,0.0001,2683
66,164,10920,0.8847333333333334,129.38689689999998,84.0,130,1.0989832878112793,0.0001,2704
66,164,11004,0.8838466666666662,129.64133084,84.0,131,0.628602921962738,0.0001,2725
67,164,11088,0.8829600000000001,129.45591866,84.0,132,0.7043691873550415,0.0001,2746
67,164,11172,0.8820733333333328,129.73220038,84.0,133,0.9109429121017456,0.0001,2767
68,164,11256,0.8811866666666667,128.98585538000003,84.0,134,0.6623761653900146,0.0001,2788
68,164,11340,0.8803000000000005,129.32241001000003,84.0,135,3.3772006034851074,0.0001,2809
