#{"t_start": 1755439680.3971906, "env_id": "None"}
r,l,t
140.690246,84,0.734072
136.400647,84,1.329862
116.305386,84,1.859814
162.206937,84,2.305409
66.294787,84,2.777538
167.698533,84,3.238762
100.58412,84,3.698694
122.368158,84,4.132039
152.386723,84,4.660824
146.097593,84,5.083653
132.468302,84,5.504138
152.360366,84,5.971777
113.300217,84,6.467258
170.349211,84,6.964465
101.209163,84,7.422685
144.048898,84,7.860569
132.617224,84,8.299744
110.398635,84,8.806728
67.749234,84,9.250991
160.105905,84,9.748905
114.663002,84,10.182362
96.202579,84,10.620861
122.605409,84,11.096488
151.28745,84,11.620524
143.525184,84,12.139663
127.891899,84,12.687047
167.757025,84,13.170839
162.236025,84,13.659857
130.273003,84,14.170054
59.508307,84,14.589223
107.670694,84,15.19173
101.798301,84,15.697862
142.652414,84,16.193655
182.936874,84,16.68539
100.065629,84,17.180328
121.999383,84,17.670013
127.945664,84,18.302947
157.485519,84,18.814234
154.037647,84,19.387745
65.526554,84,19.954432
117.958741,84,20.417777
128.672927,84,20.930937
110.905962,84,21.374361
131.548564,84,21.888076
130.055876,84,22.393459
77.854587,84,22.864645
47.73109,84,23.333601
140.378947,84,23.914741
141.699649,84,24.415397
143.700083,84,25.013456
133.68098,84,25.486057
65.445858,84,25.956743
143.508673,84,26.449162
132.165936,84,26.894014
145.715927,84,27.414708
136.977168,84,27.910134
126.931706,84,28.485206
162.260972,84,29.085843
167.954545,84,29.669776
73.881592,84,30.20168
124.740795,84,30.748126
93.519344,84,31.24345
54.810859,84,31.73675
180.449005,84,32.235698
132.170801,84,32.727996
96.606532,84,33.278275
134.390578,84,33.733891
137.502333,84,34.258679
101.766625,84,34.746739
129.475607,84,35.289077
148.976958,84,35.786303
155.562562,84,36.294749
101.204977,84,36.811805
130.439685,84,37.324045
162.010691,84,37.858764
165.072133,84,38.432659
121.936702,84,38.948689
164.321245,84,39.449926
78.453152,84,39.978924
151.917286,84,40.543358
132.030909,84,41.0912
156.041261,84,41.547798
45.506534,84,42.170661
164.369401,84,42.65565
132.89949,84,43.176814
145.752399,84,43.730895
138.75739,84,44.235165
155.635527,84,44.72967
135.035415,84,45.202179
109.399188,84,45.693169
150.651501,84,46.244394
68.46884,84,46.743036
152.136004,84,47.283506
140.210145,84,47.807731
124.482107,84,48.31456
143.208382,84,48.876939
147.297645,84,49.442423
147.378962,84,49.988745
76.322472,84,50.542508
94.647436,84,51.095835
114.758127,84,51.641978
147.8546,84,52.187771
154.305351,84,52.756238
63.730465,84,53.328914
111.43155,84,53.831334
157.065701,84,54.398311
121.150031,84,54.887229
146.403505,84,55.439696
131.513461,84,55.945165
194.005909,84,56.447861
157.77851,84,56.971804
96.795151,84,57.507404
167.885684,84,58.033769
157.306066,84,58.525471
112.188053,84,59.023237
119.715372,84,59.536852
152.860885,84,60.071669
148.394008,84,60.634233
143.255825,84,61.101871
154.794124,84,61.552828
134.745767,84,62.033398
138.770601,84,62.600385
144.489186,84,63.105805
90.866672,84,63.546013
180.265507,84,64.051195
117.666019,84,64.645343
129.381105,84,65.136734
127.806556,84,65.641935
159.681992,84,66.136032
115.116567,84,66.618717
133.114088,84,67.101595
83.257083,84,67.604051
170.280586,84,68.074981
108.302374,84,68.640018
133.721092,84,69.157525
100.970473,84,69.672952
110.342092,84,70.240433
180.719953,84,70.738953
171.485775,84,71.210477
134.357247,84,71.72338
155.224015,84,72.199225
195.830656,84,72.843655
138.580824,84,73.427365
137.346009,84,73.926565
104.051118,84,74.455855
95.399825,84,74.950847
130.57533,84,75.473898
155.352858,84,76.000299
94.194447,84,76.510193
115.968088,84,77.022497
112.784556,84,77.554042
179.594581,84,78.082177
154.395409,84,78.641972
112.963099,84,79.187976
128.94447,84,79.736721
76.500404,84,80.306753
55.249376,84,80.845697
156.8935,84,81.357077
85.31091,84,81.867034
175.44781,84,82.401181
69.301797,84,82.922629
125.587188,84,83.500135
139.266513,84,84.056714
162.382099,84,84.57803
187.172429,84,85.161637
143.460183,84,85.700639
121.773654,84,86.239066
153.678827,84,86.739552
149.016739,84,87.245487
108.44923,84,87.705962
88.837938,84,88.254226
75.201564,84,88.771301
129.389224,84,89.333547
114.275095,84,89.872288
132.075083,84,90.426441
51.510708,84,91.043767
120.62472,84,91.573572
111.167194,84,92.067715
99.999902,84,92.623731
134.762067,84,93.15089
143.084879,84,93.678519
128.016929,84,94.216749
180.939852,84,94.854783
77.526716,84,95.390644
145.225462,84,95.961975
121.916535,84,96.50811
89.256252,84,97.015872
136.675477,84,97.573725
143.567205,84,98.089738
132.295033,84,98.720245
148.165977,84,99.254765
107.774085,84,99.802479
151.319207,84,100.552843
128.320901,84,101.327136
116.53758,84,102.014653
173.595492,84,102.600361
148.772624,84,103.18422
171.635268,84,103.765994
89.034326,84,104.362874
87.720189,84,104.87975
173.145172,84,105.534295
167.222802,84,106.146369
67.686993,84,106.71954
161.745976,84,107.297995
130.42894,84,107.88398
96.776203,84,108.497258
98.265476,84,109.071936
91.458553,84,109.615047
117.935446,84,110.200887
138.954623,84,110.706356
110.744549,84,111.232839
164.255216,84,111.860619
131.591729,84,112.711574
142.55868,84,113.504616
133.984022,84,114.060432
132.948999,84,114.641712
85.807779,84,115.190741
174.927933,84,115.752288
76.441118,84,116.389145
125.078745,84,116.950593
178.69787,84,117.510581
157.023145,84,118.001002
148.975914,84,118.548557
181.465222,84,119.13704
140.903637,84,119.728313
145.652186,84,120.330411
