time/episodes,rollout/exploration_rate,time/fps,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,train/n_updates,train/loss,train/learning_rate
70,0.9379333333333338,135,84.0,5880,394.41274822857144,43,1444,5.066056251525879,0.0001
71,0.9370466666666666,135,84.0,5964,391.5147908732394,43,1465,1.9746448993682861,0.0001
72,0.9361600000000005,135,84.0,6048,389.9856456250001,44,1486,3.155704975128174,0.0001
73,0.9352733333333333,135,84.0,6132,390.51377323287676,45,1507,1.8303340673446655,0.0001
74,0.9343866666666671,135,84.0,6216,387.9802854594595,45,1528,4.42901086807251,0.0001
75,0.9335,135,84.0,6300,388.1716316666667,46,1549,4.86043643951416,0.0001
76,0.9326133333333338,135,84.0,6384,385.03802677631586,47,1570,4.932755947113037,0.0001
77,0.9317266666666666,135,84.0,6468,385.8600403636364,47,1591,4.585560321807861,0.0001
78,0.9308400000000004,135,84.0,6552,383.9943817307693,48,1612,2.209470748901367,0.0001
79,0.9299533333333332,135,84.0,6636,384.745333607595,49,1633,2.9649240970611572,0.0001
80,0.9290666666666672,135,84.0,6720,385.3769452875,49,1654,2.132547616958618,0.0001
81,0.9281799999999999,135,84.0,6804,384.82097240740745,50,1675,4.28404426574707,0.0001
82,0.9272933333333337,134,84.0,6888,385.3372021097561,51,1696,4.909301280975342,0.0001
83,0.9264066666666666,134,84.0,6972,385.4929615180723,51,1717,3.948295831680298,0.0001
84,0.9255200000000005,133,84.0,7056,384.63947792857147,52,1738,1.4807254076004028,0.0001
85,0.9246333333333332,133,84.0,7140,385.40957695294117,53,1759,2.3792381286621094,0.0001
86,0.923746666666667,133,84.0,7224,384.7758416744186,54,1780,1.761263370513916,0.0001
87,0.9228599999999998,133,84.0,7308,385.61983973563224,54,1801,1.8852992057800293,0.0001
88,0.9219733333333338,133,84.0,7392,386.23946122727267,55,1822,1.9809750318527222,0.0001
89,0.9210866666666665,133,84.0,7476,387.79761243820224,56,1843,1.5510644912719727,0.0001
90,0.9202000000000004,132,84.0,7560,388.5876489,56,1864,1.9106762409210205,0.0001
91,0.9193133333333332,132,84.0,7644,385.4927346813186,57,1885,1.649511456489563,0.0001
92,0.9184266666666671,132,84.0,7728,385.53154107608685,58,1906,2.3488922119140625,0.0001
93,0.9175399999999998,132,84.0,7812,386.7140696559139,58,1927,1.7726562023162842,0.0001
94,0.9166533333333337,132,84.0,7896,385.01284455319137,59,1948,1.954613208770752,0.0001
95,0.9157666666666665,132,84.0,7980,384.5692646105262,60,1969,4.52858829498291,0.0001
96,0.9148800000000004,132,84.0,8064,385.8867548854167,60,1990,5.171266555786133,0.0001
97,0.9139933333333331,132,84.0,8148,385.92776181443304,61,2011,1.5280109643936157,0.0001
98,0.913106666666667,132,84.0,8232,387.64880091836733,62,2032,1.9935672283172607,0.0001
99,0.9122199999999998,132,84.0,8316,387.16632732323234,62,2053,1.2060420513153076,0.0001
100,0.9113333333333337,132,84.0,8400,386.10912658,63,2074,4.728160858154297,0.0001
101,0.9104466666666664,132,84.0,8484,386.53913494,63,2095,1.6982088088989258,0.0001
102,0.9095600000000003,132,84.0,8568,386.01921842999997,64,2116,4.639843463897705,0.0001
103,0.9086733333333331,132,84.0,8652,384.86004698,65,2137,4.679628849029541,0.0001
104,0.907786666666667,132,84.0,8736,384.11626635,65,2158,1.707308053970337,0.0001
105,0.9068999999999997,132,84.0,8820,385.14148092999994,66,2179,4.166472911834717,0.0001
106,0.9060133333333336,132,84.0,8904,384.96562518999997,67,2200,4.439481735229492,0.0001
107,0.9051266666666664,132,84.0,8988,387.09360613999996,67,2221,1.2772936820983887,0.0001
108,0.9042400000000003,132,84.0,9072,387.29712653,68,2242,0.9592800140380859,0.0001
109,0.903353333333333,132,84.0,9156,387.00205171,69,2263,1.347856044769287,0.0001
110,0.9024666666666669,132,84.0,9240,385.1517899600001,69,2284,1.7570624351501465,0.0001
111,0.9015799999999997,132,84.0,9324,385.56579755000007,70,2305,1.7639158964157104,0.0001
112,0.9006933333333336,132,84.0,9408,384.56126517000007,71,2326,1.581831932067871,0.0001
113,0.8998066666666663,132,84.0,9492,385.3013256,71,2347,1.8944969177246094,0.0001
114,0.8989200000000002,132,84.0,9576,385.78348680000005,72,2368,2.1882081031799316,0.0001
115,0.898033333333333,132,84.0,9660,387.21589528000004,72,2389,1.4970111846923828,0.0001
116,0.8971466666666669,132,84.0,9744,387.31514453000005,73,2410,1.7818223237991333,0.0001
117,0.8962599999999996,132,84.0,9828,388.54181617,74,2431,7.283416748046875,0.0001
118,0.8953733333333335,132,84.0,9912,386.65699939999996,75,2452,1.231550931930542,0.0001
119,0.8944866666666663,131,84.0,9996,386.27558418,75,2473,1.4283511638641357,0.0001
120,0.8936000000000002,131,84.0,10080,384.2000774400001,76,2494,3.871751070022583,0.0001
121,0.8927133333333329,132,84.0,10164,384.60300943000004,76,2515,4.012115955352783,0.0001
122,0.8918266666666668,132,84.0,10248,383.28378139000006,77,2536,10.600841522216797,0.0001
123,0.8909399999999996,132,84.0,10332,383.10203613000004,78,2557,9.679835319519043,0.0001
124,0.8900533333333335,132,84.0,10416,382.86688790000005,78,2578,3.691178321838379,0.0001
125,0.8891666666666662,132,84.0,10500,382.82872277,79,2599,6.266186714172363,0.0001
126,0.8882800000000001,131,84.0,10584,383.33529854,80,2620,3.1051313877105713,0.0001
127,0.8873933333333329,131,84.0,10668,383.21674656000005,80,2641,1.6836509704589844,0.0001
128,0.8865066666666668,131,84.0,10752,383.19862286000006,81,2662,3.0515975952148438,0.0001
129,0.8856199999999995,131,84.0,10836,383.45799943000003,82,2683,2.2072339057922363,0.0001
130,0.8847333333333334,131,84.0,10920,383.7183156500001,83,2704,2.497188091278076,0.0001
131,0.8838466666666662,131,84.0,11004,382.6953979200001,83,2725,2.134005546569824,0.0001
132,0.8829600000000001,131,84.0,11088,379.9489245000001,84,2746,2.6579957008361816,0.0001
133,0.8820733333333328,131,84.0,11172,378.6331737500001,85,2767,2.3079755306243896,0.0001
134,0.8811866666666667,131,84.0,11256,377.48449777999997,85,2788,2.002779960632324,0.0001
135,0.8803000000000005,131,84.0,11340,377.7083147899999,86,2809,5.815773963928223,0.0001
136,0.8794133333333334,131,84.0,11424,377.2176610599999,86,2830,2.9566726684570312,0.0001
137,0.8785266666666672,131,84.0,11508,377.0202696299999,87,2851,5.344997406005859,0.0001
138,0.87764,131,84.0,11592,378.94720345,88,2872,1.88027024269104,0.0001
139,0.8767533333333338,131,84.0,11676,378.15018018,88,2893,1.2427104711532593,0.0001
140,0.8758666666666667,131,84.0,11760,374.9065187600001,89,2914,5.230679512023926,0.0001
141,0.8749800000000005,131,84.0,11844,375.82067793000004,90,2935,1.6126312017440796,0.0001
142,0.8740933333333333,131,84.0,11928,374.69631463999997,90,2956,4.993549346923828,0.0001
143,0.8732066666666671,131,84.0,12012,374.23844068,91,2977,1.9847450256347656,0.0001
144,0.87232,131,84.0,12096,374.0061354200001,91,2998,1.3397160768508911,0.0001
145,0.8714333333333338,131,84.0,12180,375.6177941600001,92,3019,1.3321378231048584,0.0001
146,0.8705466666666666,131,84.0,12264,376.07171326,93,3040,1.3582179546356201,0.0001
147,0.8696600000000004,131,84.0,12348,376.41954442,93,3061,1.3336350917816162,0.0001
148,0.8687733333333332,131,84.0,12432,376.09188737,94,3082,1.6234148740768433,0.0001
149,0.8678866666666671,131,84.0,12516,373.57331351999994,95,3103,5.105259895324707,0.0001
150,0.8669999999999999,131,84.0,12600,373.70282876,96,3124,1.2985360622406006,0.0001
151,0.8661133333333337,130,84.0,12684,374.12611114,96,3145,2.064785957336426,0.0001
152,0.8652266666666666,130,84.0,12768,374.53356507000007,97,3166,1.4118285179138184,0.0001
153,0.8643400000000004,130,84.0,12852,372.28921449999996,98,3187,1.7864128351211548,0.0001
154,0.8634533333333332,130,84.0,12936,371.7140315599999,98,3208,4.6443915367126465,0.0001
155,0.862566666666667,131,84.0,13020,370.98863076999993,99,3229,8.031709671020508,0.0001
156,0.8616799999999998,130,84.0,13104,371.74285664999996,100,3250,1.1430050134658813,0.0001
157,0.8607933333333337,130,84.0,13188,373.1438689399999,100,3271,1.4701083898544312,0.0001
158,0.8599066666666665,130,84.0,13272,372.29671263999995,101,3292,1.8313004970550537,0.0001
159,0.8590200000000003,130,84.0,13356,371.18656437999994,101,3313,1.219635009765625,0.0001
160,0.8581333333333332,130,84.0,13440,368.8222614399999,102,3334,1.0618804693222046,0.0001
161,0.857246666666667,130,84.0,13524,368.6879865399999,103,3355,1.6724216938018799,0.0001
162,0.8563599999999998,131,84.0,13608,369.13987581999993,103,3376,4.764368534088135,0.0001
163,0.8554733333333336,131,84.0,13692,369.5266053099999,104,3397,1.5913395881652832,0.0001
164,0.8545866666666664,130,84.0,13776,369.79933135,105,3418,1.7815406322479248,0.0001
165,0.8537000000000003,130,84.0,13860,369.48631396999997,106,3439,1.5255074501037598,0.0001
166,0.8528133333333331,130,84.0,13944,371.18909087,106,3460,0.9198538064956665,0.0001
167,0.8519266666666669,130,84.0,14028,372.45446139,107,3481,1.4233171939849854,0.0001
168,0.8510399999999998,130,84.0,14112,372.92200619000005,108,3502,1.4970475435256958,0.0001
169,0.8501533333333336,130,84.0,14196,372.41224873,108,3523,4.308805465698242,0.0001
170,0.8492666666666664,130,84.0,14280,371.7014353,109,3544,1.527502417564392,0.0001
171,0.8483800000000002,130,84.0,14364,373.96283298000003,110,3565,1.9273793697357178,0.0001
172,0.847493333333333,130,84.0,14448,374.12190171,110,3586,1.419837474822998,0.0001
173,0.846606666666667,130,84.0,14532,374.04110406000007,111,3607,1.1301288604736328,0.0001
174,0.8457199999999997,130,84.0,14616,376.88503513999996,112,3628,4.500293254852295,0.0001
175,0.8448333333333335,130,84.0,14700,376.94239708000003,112,3649,1.5441944599151611,0.0001
176,0.8439466666666664,130,84.0,14784,378.50773732,113,3670,0.758273720741272,0.0001
177,0.8430600000000003,130,84.0,14868,377.38749383999993,113,3691,1.5223751068115234,0.0001
178,0.842173333333333,130,84.0,14952,378.47842133,114,3712,1.5514240264892578,0.0001
179,0.8412866666666668,130,84.0,15036,377.17791702999995,115,3733,0.7990134954452515,0.0001
180,0.8403999999999997,130,84.0,15120,375.16053376,115,3754,1.2176927328109741,0.0001
181,0.8395133333333336,130,84.0,15204,375.56491335,116,3775,0.7225989103317261,0.0001
182,0.8386266666666663,130,84.0,15288,375.02410708,117,3796,1.2590978145599365,0.0001
183,0.8377400000000002,130,84.0,15372,374.39252817,118,3817,1.6094233989715576,0.0001
184,0.836853333333333,130,84.0,15456,375.98997460000004,118,3838,0.9236817359924316,0.0001
185,0.8359666666666669,130,84.0,15540,374.76817811000006,119,3859,1.2237902879714966,0.0001
186,0.8350799999999996,130,84.0,15624,375.04001665000004,119,3880,1.1213563680648804,0.0001
187,0.8341933333333335,130,84.0,15708,372.31998720999997,120,3901,1.5889971256256104,0.0001
188,0.8333066666666663,130,84.0,15792,370.51624496999995,121,3922,0.9081452488899231,0.0001
189,0.8324200000000002,130,84.0,15876,366.64454477999993,121,3943,1.7935171127319336,0.0001
190,0.8315333333333329,130,84.0,15960,364.62020657,122,3964,1.1250677108764648,0.0001
191,0.8306466666666668,130,84.0,16044,365.41623433999996,123,3985,1.0994123220443726,0.0001
192,0.8297599999999996,130,84.0,16128,364.59105521,124,4006,1.0536577701568604,0.0001
193,0.8288733333333335,130,84.0,16212,364.18487126,124,4027,7.9571638107299805,0.0001
194,0.8279866666666662,130,84.0,16296,363.5058384299999,125,4048,1.390056848526001,0.0001
195,0.8271000000000001,130,84.0,16380,363.55895574999994,125,4069,4.588274955749512,0.0001
196,0.8262133333333329,130,84.0,16464,362.58522390999997,126,4090,4.8159871101379395,0.0001
197,0.8253266666666668,130,84.0,16548,363.17377146,127,4111,1.8821117877960205,0.0001
198,0.8244399999999995,130,84.0,16632,362.53358911,127,4132,4.715122222900391,0.0001
199,0.8235533333333334,130,84.0,16716,362.92902849000006,128,4153,1.355194330215454,0.0001
200,0.8226666666666662,130,84.0,16800,363.90686015000006,129,4174,1.3489123582839966,0.0001
201,0.8217800000000001,130,84.0,16884,364.27459994000003,129,4195,0.7606027126312256,0.0001
202,0.8208933333333328,130,84.0,16968,364.51865277,130,4216,1.1848474740982056,0.0001
203,0.8200066666666667,130,84.0,17052,363.86397673999994,131,4237,0.8500080704689026,0.0001
204,0.8191200000000005,130,84.0,17136,364.54288919999993,131,4258,1.2284096479415894,0.0001
205,0.8182333333333334,130,84.0,17220,363.22177641999986,132,4279,0.6935632228851318,0.0001
206,0.8173466666666672,130,84.0,17304,362.37383043999995,133,4300,4.866725921630859,0.0001
207,0.81646,129,84.0,17388,361.65075622999996,133,4321,1.5049558877944946,0.0001
208,0.8155733333333338,129,84.0,17472,359.56456400999997,134,4342,4.828666687011719,0.0001
209,0.8146866666666667,129,84.0,17556,360.22957955,135,4363,1.057648777961731,0.0001
210,0.8138000000000005,129,84.0,17640,360.89602612000004,135,4384,1.0598580837249756,0.0001
211,0.8129133333333333,129,84.0,17724,363.64092962999996,136,4405,1.2541449069976807,0.0001
212,0.8120266666666671,129,84.0,17808,363.9265161399999,137,4426,4.421267986297607,0.0001
213,0.81114,129,84.0,17892,361.33405401000005,137,4447,4.107728958129883,0.0001
214,0.8102533333333338,129,84.0,17976,362.01497132,138,4468,1.135001540184021,0.0001
215,0.8093666666666666,129,84.0,18060,360.71628085000003,139,4489,0.932265043258667,0.0001
216,0.8084800000000004,129,84.0,18144,361.99310439,139,4510,1.6126272678375244,0.0001
217,0.8075933333333333,129,84.0,18228,360.57911618,140,4531,4.497236728668213,0.0001
218,0.8067066666666671,129,84.0,18312,359.68552376,141,4552,1.4453296661376953,0.0001
219,0.8058199999999999,129,84.0,18396,357.85564493000004,141,4573,1.506643533706665,0.0001
220,0.8049333333333337,129,84.0,18480,358.95228153999994,142,4594,5.119116306304932,0.0001
221,0.8040466666666666,129,84.0,18564,358.22366107,143,4615,7.562557220458984,0.0001
222,0.8031600000000004,129,84.0,18648,360.16392481,143,4636,4.534506320953369,0.0001
223,0.8022733333333332,129,84.0,18732,362.11356946,144,4657,0.9350790977478027,0.0001
224,0.801386666666667,129,84.0,18816,362.59920454,144,4678,1.6401488780975342,0.0001
225,0.8004999999999999,129,84.0,18900,363.07933647,145,4699,1.0070545673370361,0.0001
226,0.7996133333333337,129,84.0,18984,360.72635583999994,146,4720,1.0454286336898804,0.0001
227,0.7987266666666665,129,84.0,19068,358.63959477,146,4741,4.894529342651367,0.0001
228,0.7978400000000003,129,84.0,19152,356.9157031399999,147,4762,4.2769269943237305,0.0001
229,0.7969533333333332,129,84.0,19236,356.0144987499999,148,4783,0.9929584860801697,0.0001
230,0.796066666666667,129,84.0,19320,353.04566277,148,4804,1.3893699645996094,0.0001
231,0.7951799999999998,129,84.0,19404,353.14395122,149,4825,4.426806449890137,0.0001
232,0.7942933333333336,129,84.0,19488,356.1500062199999,150,4846,0.947363018989563,0.0001
233,0.7934066666666665,129,84.0,19572,357.50183637999993,150,4867,1.078485131263733,0.0001
234,0.7925200000000003,129,84.0,19656,357.51108251,151,4888,1.8990955352783203,0.0001
235,0.7916333333333331,129,84.0,19740,357.0620577,152,4909,1.224808931350708,0.0001
236,0.7907466666666669,129,84.0,19824,356.29568830999995,152,4930,1.2152931690216064,0.0001
237,0.7898599999999998,129,84.0,19908,355.76237397,153,4951,1.3156650066375732,0.0001
238,0.7889733333333336,129,84.0,19992,356.12195256,154,4972,4.344620227813721,0.0001
239,0.7880866666666664,129,84.0,20076,356.6369713099999,154,4993,3.199502944946289,0.0001
240,0.7872000000000002,129,84.0,20160,361.49292648999995,155,5014,10.002561569213867,0.0001
241,0.7863133333333331,129,84.0,20244,357.85032097,156,5035,10.313212394714355,0.0001
242,0.7854266666666669,129,84.0,20328,358.02503447,156,5056,1.6238971948623657,0.0001
243,0.7845399999999997,129,84.0,20412,358.63732544000004,157,5077,2.8052988052368164,0.0001
244,0.7836533333333335,129,84.0,20496,358.74511034000005,158,5098,13.310542106628418,0.0001
245,0.7827666666666664,129,84.0,20580,355.81859644,158,5119,2.6986594200134277,0.0001
246,0.7818800000000002,129,84.0,20664,357.46754694000003,159,5140,1.8985686302185059,0.0001
247,0.780993333333333,129,84.0,20748,356.15474109999997,160,5161,2.2149510383605957,0.0001
248,0.7801066666666668,129,84.0,20832,359.29662480999997,161,5182,2.028977394104004,0.0001
249,0.7792199999999997,129,84.0,20916,360.33960683,161,5203,2.3573615550994873,0.0001
250,0.7783333333333335,129,84.0,21000,360.68876315,162,5224,2.300524950027466,0.0001
251,0.7774466666666663,129,84.0,21084,357.64887984999996,163,5245,2.2473082542419434,0.0001
252,0.7765600000000001,129,84.0,21168,355.3546784899999,163,5266,1.9278509616851807,0.0001
253,0.775673333333333,129,84.0,21252,356.67167913,164,5287,2.0161876678466797,0.0001
254,0.7747866666666668,129,84.0,21336,357.2209592,165,5308,1.572227954864502,0.0001
255,0.7738999999999996,129,84.0,21420,357.22313199999996,165,5329,1.300197958946228,0.0001
256,0.7730133333333334,129,84.0,21504,354.34567390999996,166,5350,5.42999267578125,0.0001
257,0.7721266666666663,129,84.0,21588,352.10850052999996,167,5371,1.232135534286499,0.0001
258,0.7712400000000001,129,84.0,21672,352.5567377,167,5392,1.28657865524292,0.0001
259,0.7703533333333329,129,84.0,21756,353.59589016000007,168,5413,5.564089775085449,0.0001
260,0.7694666666666667,129,84.0,21840,356.62430143999995,169,5434,5.416657447814941,0.0001
261,0.7685799999999996,129,84.0,21924,356.84232137,169,5455,2.447404146194458,0.0001
262,0.7676933333333334,129,84.0,22008,356.44819592,170,5476,5.758733749389648,0.0001
263,0.7668066666666662,129,84.0,22092,355.57900107999995,171,5497,0.9322942495346069,0.0001
264,0.76592,129,84.0,22176,354.154657,171,5518,4.939730644226074,0.0001
265,0.7650333333333329,129,84.0,22260,355.40892903,172,5539,1.8481040000915527,0.0001
266,0.7641466666666668,128,84.0,22344,354.27979873,173,5560,1.6393229961395264,0.0001
267,0.7632599999999995,128,84.0,22428,354.96031619,173,5581,1.5379835367202759,0.0001
268,0.7623733333333333,128,84.0,22512,355.74981574,174,5602,5.395379066467285,0.0001
269,0.7614866666666672,128,84.0,22596,355.61274725999994,175,5623,9.254708290100098,0.0001
270,0.7606,128,84.0,22680,357.55091552000005,175,5644,5.24851655960083,0.0001
271,0.7597133333333328,128,84.0,22764,357.39762302,176,5665,1.3247673511505127,0.0001
272,0.7588266666666666,128,84.0,22848,357.98515241000007,177,5686,0.9942492246627808,0.0001
273,0.7579400000000005,128,84.0,22932,357.8012281399999,177,5707,2.0589938163757324,0.0001
274,0.7570533333333334,128,84.0,23016,355.57261997999996,178,5728,4.9253950119018555,0.0001
275,0.7561666666666671,128,84.0,23100,355.9396310199999,179,5749,1.5896695852279663,0.0001
276,0.75528,128,84.0,23184,356.64638189,179,5770,1.6014697551727295,0.0001
277,0.7543933333333338,128,84.0,23268,355.27105208,180,5791,4.881106853485107,0.0001
278,0.7535066666666667,128,84.0,23352,354.83137941,181,5812,1.5117921829223633,0.0001
279,0.7526200000000005,128,84.0,23436,356.3769622,182,5833,5.014999866485596,0.0001
280,0.7517333333333333,128,84.0,23520,357.71612618,182,5854,5.656004905700684,0.0001
281,0.7508466666666671,128,84.0,23604,358.64302658,183,5875,1.122586965560913,0.0001
282,0.74996,128,84.0,23688,359.54568252000007,184,5896,5.002936363220215,0.0001
283,0.7490733333333337,128,84.0,23772,361.33243541000013,184,5917,0.9922781586647034,0.0001
284,0.7481866666666666,128,84.0,23856,360.8335209300001,185,5938,2.0774357318878174,0.0001
285,0.7473000000000004,128,84.0,23940,361.7145226200001,186,5959,2.0175387859344482,0.0001
286,0.7464133333333332,128,84.0,24024,362.03735220000004,186,5980,1.2903966903686523,0.0001
287,0.7455266666666671,128,84.0,24108,364.56364126000005,187,6001,1.088931679725647,0.0001
288,0.7446399999999999,128,84.0,24192,364.6635493800001,188,6022,1.1836425065994263,0.0001
289,0.7437533333333337,128,84.0,24276,367.97897585000004,188,6043,1.6033344268798828,0.0001
290,0.7428666666666666,128,84.0,24360,369.2033176500001,189,6064,5.042260646820068,0.0001
291,0.7419800000000003,128,84.0,24444,370.39645126000005,190,6085,1.392585039138794,0.0001
292,0.7410933333333332,128,84.0,24528,372.25854938000003,190,6106,1.6484284400939941,0.0001
293,0.740206666666667,128,84.0,24612,371.43309448000014,191,6127,1.2576122283935547,0.0001
294,0.7393199999999998,128,84.0,24696,372.14840589000005,192,6148,1.587162733078003,0.0001
295,0.7384333333333337,128,84.0,24780,372.8380519800001,192,6169,9.805153846740723,0.0001
296,0.7375466666666665,128,84.0,24864,369.30609625000005,193,6190,4.466846466064453,0.0001
297,0.7366600000000003,128,84.0,24948,370.41704591999985,194,6211,1.017704725265503,0.0001
298,0.7357733333333332,128,84.0,25032,368.83714290000006,194,6232,1.416053056716919,0.0001
299,0.7348866666666669,128,84.0,25116,369.18422576000006,195,6253,1.9840550422668457,0.0001
300,0.7339999999999998,128,84.0,25200,367.3597421400001,196,6274,0.955893337726593,0.0001
301,0.7331133333333336,128,84.0,25284,364.60491505000005,196,6295,1.7113091945648193,0.0001
302,0.7322266666666664,128,84.0,25368,362.1268192100001,197,6316,5.743412494659424,0.0001
