time/episodes,rollout/exploration_rate,time/fps,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,train/n_updates,train/loss,train/learning_rate
1661,0.05,113,84.0,139524,101.15507654000001,1231,34855,2.7585558891296387,0.0001
1662,0.05,113,84.0,139608,103.12968108000001,1231,34876,2.7965846061706543,0.0001
1663,0.05,113,84.0,139692,104.24355701,1232,34897,22.55877685546875,0.0001
1664,0.05,113,84.0,139776,99.48352322000001,1233,34918,5.2844767570495605,0.0001
1665,0.05,113,84.0,139860,104.79877475,1234,34939,11.413899421691895,0.0001
1666,0.05,113,84.0,139944,102.39507217,1235,34960,4.020476341247559,0.0001
1667,0.05,113,84.0,140028,99.73303193,1236,34981,12.293008804321289,0.0001
1668,0.05,113,84.0,140112,98.37901043999999,1237,35002,3.26788592338562,0.0001
1669,0.05,113,84.0,140196,96.09747716999999,1238,35023,3.6964879035949707,0.0001
1670,0.05,113,84.0,140280,94.52639909,1239,35044,2.6540961265563965,0.0001
1671,0.05,113,84.0,140364,98.24277462999999,1240,35065,21.638954162597656,0.0001
1672,0.05,113,84.0,140448,98.42908166,1241,35086,2.7174177169799805,0.0001
1673,0.05,113,84.0,140532,95.86165209999999,1242,35107,2.8772521018981934,0.0001
1674,0.05,113,84.0,140616,93.52175457,1243,35128,12.340774536132812,0.0001
1675,0.05,113,84.0,140700,93.72828772999999,1244,35149,2.303720474243164,0.0001
1676,0.05,113,84.0,140784,95.72780731000003,1244,35170,2.8374791145324707,0.0001
1677,0.05,113,84.0,140868,93.45246827,1245,35191,3.578455924987793,0.0001
1678,0.05,113,84.0,140952,99.85430792,1246,35212,2.9702858924865723,0.0001
1679,0.05,113,84.0,141036,100.45393810000002,1247,35233,11.733794212341309,0.0001
1680,0.05,113,84.0,141120,98.89362440000001,1248,35254,12.824563980102539,0.0001
1681,0.05,112,84.0,141204,100.58062556,1249,35275,2.410130023956299,0.0001
1682,0.05,112,84.0,141288,103.08099427,1250,35296,2.7239553928375244,0.0001
1683,0.05,112,84.0,141372,103.10436266,1251,35317,4.800200939178467,0.0001
1684,0.05,112,84.0,141456,104.60446676,1252,35338,13.490857124328613,0.0001
1685,0.05,112,84.0,141540,103.16388868,1253,35359,3.5304245948791504,0.0001
1686,0.05,112,84.0,141624,104.38546847999999,1254,35380,2.9525442123413086,0.0001
1687,0.05,112,84.0,141708,101.50593291999998,1255,35401,3.886483669281006,0.0001
1688,0.05,112,84.0,141792,101.24892944,1256,35422,3.3107872009277344,0.0001
1689,0.05,112,84.0,141876,98.74306729,1256,35443,13.019180297851562,0.0001
1690,0.05,112,84.0,141960,103.60710996,1257,35464,12.187353134155273,0.0001
1691,0.05,112,84.0,142044,102.52200146999999,1258,35485,3.324281692504883,0.0001
1692,0.05,112,84.0,142128,100.27532192999999,1259,35506,3.0407967567443848,0.0001
1693,0.05,112,84.0,142212,104.50107831999999,1260,35527,4.142272472381592,0.0001
1694,0.05,112,84.0,142296,112.06803101999999,1261,35548,2.626476764678955,0.0001
1695,0.05,112,84.0,142380,108.39862263,1262,35569,40.870750427246094,0.0001
1696,0.05,112,84.0,142464,108.7704046,1263,35590,10.874424934387207,0.0001
1697,0.05,112,84.0,142548,114.68819025,1264,35611,12.532297134399414,0.0001
1698,0.05,112,84.0,142632,112.62898791000002,1265,35632,24.396528244018555,0.0001
1699,0.05,112,84.0,142716,106.07664765999999,1266,35653,2.5987911224365234,0.0001
1700,0.05,112,84.0,142800,102.7628174,1267,35674,12.25308895111084,0.0001
1701,0.05,112,84.0,142884,95.54286144000001,1268,35695,3.2189741134643555,0.0001
1702,0.05,112,84.0,142968,94.7441919,1269,35716,3.6334989070892334,0.0001
1703,0.05,112,84.0,143052,97.2698855,1270,35737,3.627044916152954,0.0001
1704,0.05,112,84.0,143136,95.63493237,1270,35758,15.404745101928711,0.0001
1705,0.05,112,84.0,143220,94.63903662999999,1271,35779,3.5239481925964355,0.0001
1706,0.05,112,84.0,143304,90.66265929,1272,35800,3.369251251220703,0.0001
1707,0.05,112,84.0,143388,88.73754822000001,1273,35821,3.477112293243408,0.0001
1708,0.05,112,84.0,143472,91.56773826,1274,35842,4.29265832901001,0.0001
1709,0.05,112,84.0,143556,94.57261887000003,1275,35863,3.3333349227905273,0.0001
1710,0.05,112,84.0,143640,95.31455612000002,1276,35884,13.875179290771484,0.0001
1711,0.05,112,84.0,143724,92.45479955,1277,35905,4.012847423553467,0.0001
1712,0.05,112,84.0,143808,90.06907412999999,1278,35926,2.8774678707122803,0.0001
1713,0.05,112,84.0,143892,95.00807402999999,1279,35947,3.1973652839660645,0.0001
1714,0.05,112,84.0,143976,95.30417723999999,1280,35968,2.78273868560791,0.0001
1715,0.05,112,84.0,144060,92.51418847,1280,35989,5.02634859085083,0.0001
1716,0.05,112,84.0,144144,86.77045359999998,1281,36010,2.4571800231933594,0.0001
1717,0.05,112,84.0,144228,87.90227348,1282,36031,2.748204231262207,0.0001
1718,0.05,112,84.0,144312,82.14236306,1283,36052,2.857175827026367,0.0001
1719,0.05,112,84.0,144396,80.66321961,1284,36073,2.423949718475342,0.0001
1720,0.05,112,84.0,144480,77.65970442000001,1285,36094,4.723928928375244,0.0001
1721,0.05,112,84.0,144564,75.37597301,1286,36115,3.312950372695923,0.0001
1722,0.05,112,84.0,144648,76.89592477000001,1287,36136,3.002925395965576,0.0001
1723,0.05,112,84.0,144732,77.64067985,1288,36157,3.382554054260254,0.0001
1724,0.05,112,84.0,144816,78.18670511,1289,36178,2.6355178356170654,0.0001
1725,0.05,112,84.0,144900,79.73163342,1290,36199,2.740225315093994,0.0001
1726,0.05,112,84.0,144984,75.26081248999999,1291,36220,3.382416009902954,0.0001
1727,0.05,112,84.0,145068,75.11276833000001,1291,36241,23.122079849243164,0.0001
1728,0.05,112,84.0,145152,73.08291260000001,1292,36262,3.205245018005371,0.0001
1729,0.05,112,84.0,145236,68.88120619,1293,36283,3.56085205078125,0.0001
1730,0.05,112,84.0,145320,72.87022507,1294,36304,2.839246988296509,0.0001
1731,0.05,112,84.0,145404,69.25703658,1295,36325,3.127046585083008,0.0001
1732,0.05,112,84.0,145488,65.41118248999999,1296,36346,4.454342365264893,0.0001
1733,0.05,112,84.0,145572,57.12730216999999,1297,36367,11.723222732543945,0.0001
1734,0.05,112,84.0,145656,59.6638044,1298,36388,12.673587799072266,0.0001
1735,0.05,112,84.0,145740,51.74111937000001,1299,36409,3.335322618484497,0.0001
1736,0.05,112,84.0,145824,55.28967044,1300,36430,11.846074104309082,0.0001
1737,0.05,112,84.0,145908,58.89542934,1301,36451,2.724677562713623,0.0001
1738,0.05,112,84.0,145992,62.135706930000005,1302,36472,2.5062994956970215,0.0001
1739,0.05,112,84.0,146076,66.11483094,1303,36493,4.188985347747803,0.0001
1740,0.05,112,84.0,146160,67.49646547,1304,36514,2.4181957244873047,0.0001
1741,0.05,112,84.0,146244,68.72841886,1305,36535,4.031105041503906,0.0001
1742,0.05,112,84.0,146328,69.29459356000001,1305,36556,3.633190631866455,0.0001
1743,0.05,112,84.0,146412,73.53960816,1306,36577,12.133063316345215,0.0001
1744,0.05,112,84.0,146496,70.75881147,1307,36598,4.0224127769470215,0.0001
1745,0.05,111,84.0,146580,75.44191672999999,1308,36619,12.720340728759766,0.0001
1746,0.05,111,84.0,146664,75.49335575999999,1309,36640,3.9273338317871094,0.0001
1747,0.05,111,84.0,146748,76.32910974999999,1310,36661,10.93065357208252,0.0001
1748,0.05,111,84.0,146832,78.28862444999999,1311,36682,3.2477922439575195,0.0001
1749,0.05,111,84.0,146916,77.76408958,1312,36703,3.1909704208374023,0.0001
1750,0.05,111,84.0,147000,73.29340146,1313,36724,12.273706436157227,0.0001
1751,0.05,111,84.0,147084,78.02523786,1314,36745,13.30841064453125,0.0001
1752,0.05,111,84.0,147168,80.70986873,1315,36766,2.3725428581237793,0.0001
1753,0.05,111,84.0,147252,80.37834195,1316,36787,11.37275505065918,0.0001
1754,0.05,111,84.0,147336,79.13669445000001,1317,36808,5.341208457946777,0.0001
1755,0.05,111,84.0,147420,77.66319983,1318,36829,2.619964838027954,0.0001
1756,0.05,111,84.0,147504,77.72120803,1319,36850,3.028693675994873,0.0001
1757,0.05,111,84.0,147588,77.68757645,1320,36871,12.814709663391113,0.0001
1758,0.05,111,84.0,147672,76.64862789999998,1321,36892,3.6857144832611084,0.0001
1759,0.05,111,84.0,147756,74.12256525999999,1322,36913,3.0512447357177734,0.0001
1760,0.05,111,84.0,147840,76.26503413999998,1323,36934,2.5584442615509033,0.0001
1761,0.05,111,84.0,147924,80.18703527,1323,36955,12.515741348266602,0.0001
1762,0.05,111,84.0,148008,77.60210162,1324,36976,2.054034948348999,0.0001
1763,0.05,111,84.0,148092,74.20712638,1325,36997,3.2834525108337402,0.0001
1764,0.05,111,84.0,148176,74.23207176,1326,37018,3.6285765171051025,0.0001
1765,0.05,111,84.0,148260,72.25543757,1327,37039,3.0756795406341553,0.0001
1766,0.05,111,84.0,148344,68.7135231,1328,37060,2.6389341354370117,0.0001
1767,0.05,111,84.0,148428,72.21279324,1329,37081,3.1905417442321777,0.0001
1768,0.05,111,84.0,148512,68.95826488,1330,37102,1.9419010877609253,0.0001
1769,0.05,111,84.0,148596,72.11170272999999,1331,37123,2.7972590923309326,0.0001
1770,0.05,111,84.0,148680,70.86693976,1331,37144,11.925405502319336,0.0001
1771,0.05,111,84.0,148764,67.02342918,1332,37165,12.510621070861816,0.0001
1772,0.05,111,84.0,148848,66.4354731,1333,37186,2.6105117797851562,0.0001
1773,0.05,111,84.0,148932,65.82498126,1334,37207,5.235931873321533,0.0001
1774,0.05,111,84.0,149016,68.67631173000001,1335,37228,20.869537353515625,0.0001
1775,0.05,111,84.0,149100,68.2399971,1336,37249,12.272934913635254,0.0001
1776,0.05,111,84.0,149184,69.17747229000001,1337,37270,12.787930488586426,0.0001
1777,0.05,111,84.0,149268,69.38478154,1338,37291,4.289608955383301,0.0001
1778,0.05,111,84.0,149352,64.28063268000001,1339,37312,11.861647605895996,0.0001
1779,0.05,111,84.0,149436,57.94426714,1340,37333,2.2062978744506836,0.0001
1780,0.05,111,84.0,149520,59.94424179000001,1341,37354,3.7252039909362793,0.0001
1781,0.05,111,84.0,149604,59.51927367000001,1342,37375,1.754584550857544,0.0001
1782,0.05,111,84.0,149688,62.976838040000004,1342,37396,3.6390745639801025,0.0001
1783,0.05,111,84.0,149772,64.37064776999999,1343,37417,12.617403984069824,0.0001
1784,0.05,111,84.0,149856,60.30518915999999,1344,37438,16.121875762939453,0.0001
1785,0.05,111,84.0,149940,55.086845409999995,1345,37459,3.674210786819458,0.0001
1786,0.05,111,84.0,150024,51.69398834,1346,37480,15.167060852050781,0.0001
1787,0.05,111,84.0,150108,54.35401597,1347,37501,16.446998596191406,0.0001
1788,0.05,111,84.0,150192,54.50443201,1348,37522,12.597929000854492,0.0001
1789,0.05,111,84.0,150276,53.96708119,1349,37543,5.613768577575684,0.0001
1790,0.05,111,84.0,150360,48.051465369999995,1349,37564,3.5709314346313477,0.0001
1791,0.05,111,84.0,150444,45.14859075,1350,37585,3.9198901653289795,0.0001
1792,0.05,111,84.0,150528,45.120783790000004,1351,37606,3.918994903564453,0.0001
1793,0.05,111,84.0,150612,43.84377457000001,1352,37627,13.626659393310547,0.0001
1794,0.05,111,84.0,150696,38.11269877,1353,37648,15.211132049560547,0.0001
1795,0.05,111,84.0,150780,38.089956619999995,1354,37669,3.9401156902313232,0.0001
1796,0.05,111,84.0,150864,38.15078207,1355,37690,11.82351303100586,0.0001
1797,0.05,111,84.0,150948,32.54404082999999,1355,37711,13.672576904296875,0.0001
1798,0.05,111,84.0,151032,34.475646889999986,1356,37732,13.030518531799316,0.0001
1799,0.05,111,84.0,151116,34.92415107,1357,37753,4.518054485321045,0.0001
1800,0.05,111,84.0,151200,41.80010499,1358,37774,2.7510576248168945,0.0001
1801,0.05,111,84.0,151284,46.94713913,1359,37795,3.0284922122955322,0.0001
1802,0.05,111,84.0,151368,50.74074629999999,1360,37816,11.888917922973633,0.0001
1803,0.05,111,84.0,151452,52.625160029999996,1361,37837,3.576629400253296,0.0001
1804,0.05,111,84.0,151536,59.52565448,1362,37858,3.5417821407318115,0.0001
1805,0.05,111,84.0,151620,60.26850826,1363,37879,14.257547378540039,0.0001
1806,0.05,111,84.0,151704,64.37707461,1364,37900,2.508094310760498,0.0001
1807,0.05,111,84.0,151788,63.095017039999995,1365,37921,14.694225311279297,0.0001
1808,0.05,111,84.0,151872,64.71621137,1366,37942,12.97955322265625,0.0001
1809,0.05,111,84.0,151956,60.99717554,1366,37963,12.481361389160156,0.0001
1810,0.05,111,84.0,152040,63.690398859999995,1367,37984,14.102075576782227,0.0001
1811,0.05,111,84.0,152124,64.76762470999999,1368,38005,3.680774688720703,0.0001
1812,0.05,111,84.0,152208,65.4369346,1369,38026,3.735203742980957,0.0001
1813,0.05,111,84.0,152292,60.65191348999999,1370,38047,2.7146425247192383,0.0001
1814,0.05,111,84.0,152376,59.28976705999999,1371,38068,4.325470924377441,0.0001
1815,0.05,111,84.0,152460,61.573990009999996,1372,38089,3.906489372253418,0.0001
1816,0.05,111,84.0,152544,61.679813890000005,1373,38110,2.76694655418396,0.0001
1817,0.05,111,84.0,152628,61.78814287000001,1374,38131,2.7039899826049805,0.0001
1818,0.05,111,84.0,152712,62.03019308,1375,38152,12.805853843688965,0.0001
1819,0.05,111,84.0,152796,64.85199636,1375,38173,3.705522298812866,0.0001
1820,0.05,111,84.0,152880,67.22902482,1376,38194,3.8168749809265137,0.0001
1821,0.05,111,84.0,152964,69.80603459999999,1377,38215,3.383807897567749,0.0001
1822,0.05,111,84.0,153048,67.47149001,1378,38236,3.2988953590393066,0.0001
1823,0.05,110,84.0,153132,65.05254412999999,1379,38257,12.325433731079102,0.0001
1824,0.05,110,84.0,153216,66.41210798,1380,38278,13.667928695678711,0.0001
1825,0.05,110,84.0,153300,65.02686544,1381,38299,23.25303840637207,0.0001
1826,0.05,110,84.0,153384,66.58944189,1382,38320,4.319252967834473,0.0001
1827,0.05,110,84.0,153468,64.83545405,1383,38341,11.490286827087402,0.0001
1828,0.05,110,84.0,153552,70.53197026,1384,38362,3.828425168991089,0.0001
1829,0.05,110,84.0,153636,74.28269091,1384,38383,4.98070764541626,0.0001
1830,0.05,110,84.0,153720,69.97483841,1385,38404,35.347137451171875,0.0001
1831,0.05,110,84.0,153804,71.801082,1386,38425,12.64749526977539,0.0001
1832,0.05,110,84.0,153888,73.32659517,1387,38446,2.6737074851989746,0.0001
1833,0.05,110,84.0,153972,75.56335366000002,1388,38467,3.2578530311584473,0.0001
1834,0.05,110,84.0,154056,76.64118917,1389,38488,11.404123306274414,0.0001
1835,0.05,110,84.0,154140,82.25563806,1390,38509,13.74450397491455,0.0001
1836,0.05,110,84.0,154224,79.50069660999999,1391,38530,3.560757875442505,0.0001
1837,0.05,110,84.0,154308,79.02748729999999,1391,38551,3.775087833404541,0.0001
1838,0.05,110,84.0,154392,79.81529279,1392,38572,4.561248779296875,0.0001
1839,0.05,110,84.0,154476,76.08727815,1393,38593,12.30176067352295,0.0001
1840,0.05,110,84.0,154560,74.00712922,1394,38614,2.769690990447998,0.0001
1841,0.05,110,84.0,154644,68.57451691,1395,38635,3.800358295440674,0.0001
1842,0.05,110,84.0,154728,68.63568092,1396,38656,14.598872184753418,0.0001
1843,0.05,110,84.0,154812,65.26918998,1397,38677,3.7342517375946045,0.0001
1844,0.05,110,84.0,154896,67.38213975,1398,38698,4.895127296447754,0.0001
1845,0.05,110,84.0,154980,65.59501664999999,1399,38719,3.8602840900421143,0.0001
1846,0.05,110,84.0,155064,62.27690079,1400,38740,3.6432318687438965,0.0001
1847,0.05,110,84.0,155148,60.02050464999999,1401,38761,4.268662452697754,0.0001
1848,0.05,110,84.0,155232,58.73505845,1401,38782,4.146047592163086,0.0001
1849,0.05,110,84.0,155316,58.18681547000001,1402,38803,2.6447463035583496,0.0001
1850,0.05,110,84.0,155400,57.92231047000001,1403,38824,12.703537940979004,0.0001
1851,0.05,110,84.0,155484,60.78001643,1404,38845,3.56758189201355,0.0001
1852,0.05,110,84.0,155568,60.17858652999999,1405,38866,5.8676652908325195,0.0001
1853,0.05,110,84.0,155652,55.387955330000004,1406,38887,14.517428398132324,0.0001
1854,0.05,110,84.0,155736,57.10380040999999,1407,38908,11.768200874328613,0.0001
1855,0.05,110,84.0,155820,59.44974807,1408,38929,3.6350436210632324,0.0001
1856,0.05,110,84.0,155904,64.25737444,1409,38950,14.863018035888672,0.0001
1857,0.05,110,84.0,155988,64.98600924,1409,38971,11.835902214050293,0.0001
1858,0.05,110,84.0,156072,62.49352514,1410,38992,2.847893714904785,0.0001
1859,0.05,110,84.0,156156,61.86089096999999,1411,39013,3.601379871368408,0.0001
1860,0.05,110,84.0,156240,63.60758804,1412,39034,4.761762619018555,0.0001
1861,0.05,110,84.0,156324,61.028641889999996,1413,39055,3.2108633518218994,0.0001
1862,0.05,110,84.0,156408,61.770027760000005,1414,39076,2.0861358642578125,0.0001
1863,0.05,110,84.0,156492,63.88029256,1415,39097,4.35138463973999,0.0001
1864,0.05,110,84.0,156576,65.20668932,1416,39118,4.48261833190918,0.0001
1865,0.05,110,84.0,156660,66.04155259999999,1417,39139,2.3770320415496826,0.0001
1866,0.05,110,84.0,156744,66.97716645999999,1418,39160,2.922348737716675,0.0001
1867,0.05,110,84.0,156828,66.12129966,1419,39181,4.607033729553223,0.0001
1868,0.05,110,84.0,156912,67.83702728,1419,39202,3.6834847927093506,0.0001
1869,0.05,110,84.0,156996,67.53249056,1420,39223,3.541468620300293,0.0001
1870,0.05,110,84.0,157080,72.0814506,1421,39244,2.9646990299224854,0.0001
1871,0.05,110,84.0,157164,71.72741817,1422,39265,3.1688435077667236,0.0001
1872,0.05,110,84.0,157248,74.49746035,1423,39286,13.119190216064453,0.0001
1873,0.05,110,84.0,157332,75.30668333,1424,39307,3.8857362270355225,0.0001
1874,0.05,110,84.0,157416,73.96316016,1425,39328,3.8269951343536377,0.0001
1875,0.05,110,84.0,157500,71.59814080000001,1426,39349,3.2720844745635986,0.0001
1876,0.05,110,84.0,157584,64.93871020000002,1427,39370,3.061859607696533,0.0001
1877,0.05,110,84.0,157668,62.619413410000014,1428,39391,4.310725212097168,0.0001
1878,0.05,110,84.0,157752,61.164139170000006,1428,39412,13.035249710083008,0.0001
1879,0.05,110,84.0,157836,62.54223442000001,1429,39433,4.1171793937683105,0.0001
1880,0.05,110,84.0,157920,59.19345537,1430,39454,2.5005602836608887,0.0001
1881,0.05,110,84.0,158004,57.56667262999999,1431,39475,14.73788833618164,0.0001
1882,0.05,110,84.0,158088,53.42706671999999,1432,39496,3.824200391769409,0.0001
1883,0.05,110,84.0,158172,56.445222910000005,1433,39517,3.7735891342163086,0.0001
1884,0.05,110,84.0,158256,57.94110571,1434,39538,4.272610664367676,0.0001
1885,0.05,110,84.0,158340,59.77586032999999,1435,39559,14.999972343444824,0.0001
1886,0.05,110,84.0,158424,58.96434028999999,1435,39580,3.235663890838623,0.0001
1887,0.05,110,84.0,158508,58.00869100999999,1436,39601,3.859809398651123,0.0001
1888,0.05,110,84.0,158592,60.40509913999998,1437,39622,14.195446968078613,0.0001
1889,0.05,110,84.0,158676,60.19526231999999,1438,39643,3.0806450843811035,0.0001
1890,0.05,110,84.0,158760,60.65724939,1439,39664,3.0635197162628174,0.0001
1891,0.05,110,84.0,158844,60.087563470000006,1440,39685,21.85857391357422,0.0001
1892,0.05,110,84.0,158928,58.22448487,1441,39706,3.5965213775634766,0.0001
1893,0.05,110,84.0,159012,62.216220910000004,1442,39727,3.48360013961792,0.0001
1894,0.05,110,84.0,159096,61.926467329999994,1442,39748,23.99927520751953,0.0001
1895,0.05,110,84.0,159180,59.628619119999996,1443,39769,13.152044296264648,0.0001
1896,0.05,110,84.0,159264,58.58830031,1444,39790,3.452573537826538,0.0001
1897,0.05,110,84.0,159348,58.35689568,1445,39811,3.8264567852020264,0.0001
1898,0.05,110,84.0,159432,60.50744058,1446,39832,3.354951858520508,0.0001
1899,0.05,110,84.0,159516,61.39192457,1447,39853,3.370530128479004,0.0001
1900,0.05,110,84.0,159600,58.35836098,1448,39874,3.6870224475860596,0.0001
1901,0.05,110,84.0,159684,55.47038998,1449,39895,3.039583683013916,0.0001
1902,0.05,110,84.0,159768,50.34172343,1450,39916,3.5321483612060547,0.0001
1903,0.05,110,84.0,159852,46.5682643,1451,39937,3.050060987472534,0.0001
1904,0.05,110,84.0,159936,39.33032648,1451,39958,4.399934768676758,0.0001
1905,0.05,110,84.0,160020,39.074956070000006,1452,39979,5.241546630859375,0.0001
1906,0.05,110,84.0,160104,34.89647569,1453,40000,3.2146596908569336,0.0001
1907,0.05,110,84.0,160188,36.873077050000006,1454,40021,4.204802513122559,0.0001
1908,0.05,110,84.0,160272,32.87140878,1455,40042,2.518160343170166,0.0001
1909,0.05,110,84.0,160356,36.12947358000001,1456,40063,1.8949553966522217,0.0001
1910,0.05,110,84.0,160440,35.09076935,1457,40084,13.554034233093262,0.0001
1911,0.05,110,84.0,160524,35.17729966000001,1458,40105,3.2595484256744385,0.0001
1912,0.05,110,84.0,160608,34.020965600000004,1459,40126,5.176356315612793,0.0001
1913,0.05,110,84.0,160692,35.92429383,1460,40147,13.301996231079102,0.0001
1914,0.05,110,84.0,160776,38.00679889,1460,40168,12.743453979492188,0.0001
1915,0.05,110,84.0,160860,37.877755089999994,1461,40189,3.3175101280212402,0.0001
1916,0.05,110,84.0,160944,38.07019238,1462,40210,3.648653507232666,0.0001
1917,0.05,110,84.0,161028,37.73523472,1463,40231,13.074560165405273,0.0001
1918,0.05,110,84.0,161112,36.53198351,1464,40252,14.164624214172363,0.0001
1919,0.05,110,84.0,161196,34.42015455,1465,40273,4.466552734375,0.0001
1920,0.05,109,84.0,161280,33.935575740000004,1466,40294,13.517096519470215,0.0001
1921,0.05,109,84.0,161364,34.273164550000004,1467,40315,35.96546936035156,0.0001
1922,0.05,109,84.0,161448,39.512380549999996,1468,40336,11.019238471984863,0.0001
1923,0.05,109,84.0,161532,39.82115712000001,1469,40357,4.8929643630981445,0.0001
1924,0.05,109,84.0,161616,38.142057339999994,1469,40378,5.084808349609375,0.0001
1925,0.05,109,84.0,161700,37.54995859,1470,40399,10.243428230285645,0.0001
1926,0.05,109,84.0,161784,37.45923793,1471,40420,3.6365244388580322,0.0001
1927,0.05,109,84.0,161868,42.19100383,1472,40441,3.19720196723938,0.0001
1928,0.05,109,84.0,161952,37.08190914,1473,40462,13.906777381896973,0.0001
1929,0.05,109,84.0,162036,31.94827971,1474,40483,14.812731742858887,0.0001
1930,0.05,109,84.0,162120,32.9562706,1474,40504,3.098947048187256,0.0001
1931,0.05,109,84.0,162204,33.40139173,1475,40525,5.07337760925293,0.0001
1932,0.05,109,84.0,162288,34.27593145,1476,40546,4.344970226287842,0.0001
1933,0.05,109,84.0,162372,34.15037934,1477,40567,3.065293788909912,0.0001
1934,0.05,109,84.0,162456,37.44801937,1478,40588,3.353583574295044,0.0001
1935,0.05,109,84.0,162540,36.095370519999996,1479,40609,3.549002170562744,0.0001
1936,0.05,109,84.0,162624,35.7490051,1480,40630,13.800117492675781,0.0001
1937,0.05,109,84.0,162708,36.466651829999996,1481,40651,2.62591552734375,0.0001
1938,0.05,109,84.0,162792,31.788779589999994,1482,40672,13.880817413330078,0.0001
1939,0.05,109,84.0,162876,34.64978183999999,1482,40693,3.8838977813720703,0.0001
1940,0.05,109,84.0,162960,31.543294669999995,1483,40714,4.658890724182129,0.0001
1941,0.05,109,84.0,163044,32.191300489999996,1484,40735,2.247166395187378,0.0001
1942,0.05,109,84.0,163128,31.44365286,1485,40756,14.892152786254883,0.0001
1943,0.05,109,84.0,163212,29.924410219999995,1486,40777,4.014469623565674,0.0001
1944,0.05,109,84.0,163296,29.193490999999998,1487,40798,4.395890712738037,0.0001
1945,0.05,109,84.0,163380,29.681490169999993,1488,40819,15.338144302368164,0.0001
1946,0.05,109,84.0,163464,32.319494299999995,1489,40840,4.108194351196289,0.0001
1947,0.05,109,84.0,163548,31.404990149999993,1490,40861,23.739116668701172,0.0001
1948,0.05,109,84.0,163632,30.49066854,1490,40882,4.0693278312683105,0.0001
1949,0.05,109,84.0,163716,31.003849569999996,1491,40903,17.236995697021484,0.0001
1950,0.05,109,84.0,163800,34.07980370999999,1492,40924,12.49282169342041,0.0001
1951,0.05,109,84.0,163884,30.429664550000002,1493,40945,2.5702414512634277,0.0001
1952,0.05,109,84.0,163968,30.344837869999996,1494,40966,2.9831089973449707,0.0001
1953,0.05,109,84.0,164052,31.22593817,1495,40987,2.9227540493011475,0.0001
1954,0.05,109,84.0,164136,29.84684667,1496,41008,3.006406307220459,0.0001
1955,0.05,109,84.0,164220,27.143191460000004,1497,41029,15.08444881439209,0.0001
1956,0.05,109,84.0,164304,23.8817845,1498,41050,3.1553566455841064,0.0001
1957,0.05,109,84.0,164388,16.123855030000005,1499,41071,24.24422264099121,0.0001
1958,0.05,109,84.0,164472,16.43621277,1499,41092,14.197257995605469,0.0001
1959,0.05,109,84.0,164556,21.36738813,1500,41113,4.189722537994385,0.0001
1960,0.05,109,84.0,164640,22.310291630000002,1501,41134,13.240336418151855,0.0001
1961,0.05,109,84.0,164724,20.40545255,1502,41155,13.34183120727539,0.0001
1962,0.05,109,84.0,164808,19.625766910000003,1503,41176,4.854236602783203,0.0001
1963,0.05,109,84.0,164892,19.284662020000003,1504,41197,2.8501698970794678,0.0001
1964,0.05,109,84.0,164976,17.560960400000003,1505,41218,3.3073484897613525,0.0001
1965,0.05,109,84.0,165060,13.074225940000002,1506,41239,4.008028507232666,0.0001
1966,0.05,109,84.0,165144,15.445558970000002,1507,41260,3.838271379470825,0.0001
1967,0.05,109,84.0,165228,11.089559320000001,1507,41281,13.353629112243652,0.0001
1968,0.05,109,84.0,165312,11.279133759999995,1508,41302,2.874708652496338,0.0001
1969,0.05,109,84.0,165396,7.605860159999999,1509,41323,3.7593064308166504,0.0001
1970,0.05,109,84.0,165480,3.23360519,1510,41344,3.433042287826538,0.0001
1971,0.05,109,84.0,165564,6.1546895899999985,1511,41365,2.6067302227020264,0.0001
1972,0.05,109,84.0,165648,7.682717349999999,1512,41386,4.1877546310424805,0.0001
1973,0.05,109,84.0,165732,7.755707739999998,1514,41407,1.7585698366165161,0.0001
1974,0.05,109,84.0,165816,4.69872191,1515,41428,3.4776158332824707,0.0001
1975,0.05,109,84.0,165900,6.32623481,1516,41449,12.32797622680664,0.0001
1976,0.05,109,84.0,165984,6.271965120000002,1517,41470,4.047483444213867,0.0001
1977,0.05,109,84.0,166068,10.293159200000002,1517,41491,12.723322868347168,0.0001
1978,0.05,109,84.0,166152,8.408510660000001,1518,41512,13.588258743286133,0.0001
1979,0.05,109,84.0,166236,8.25606378,1519,41533,4.466647624969482,0.0001
1980,0.05,109,84.0,166320,11.01158371,1520,41554,4.548402786254883,0.0001
1981,0.05,109,84.0,166404,10.874647999999997,1521,41575,14.430987358093262,0.0001
1982,0.05,109,84.0,166488,7.6427061400000005,1522,41596,2.478530168533325,0.0001
1983,0.05,109,84.0,166572,4.025196069999999,1523,41617,3.7799370288848877,0.0001
1984,0.05,109,84.0,166656,2.8019169799999992,1524,41638,3.2119851112365723,0.0001
1985,0.05,109,84.0,166740,2.2358252399999987,1525,41659,27.19183349609375,0.0001
1986,0.05,109,84.0,166824,-1.6931905600000001,1525,41680,14.205108642578125,0.0001
1987,0.05,109,84.0,166908,-4.443529590000001,1526,41701,23.19283676147461,0.0001
1988,0.05,109,84.0,166992,-4.8841338,1527,41722,3.9932332038879395,0.0001
1989,0.05,109,84.0,167076,-2.5832346600000005,1528,41743,2.692533016204834,0.0001
