time/episodes,time/time_elapsed,rollout/exploration_rate,rollout/ep_rew_mean,time/fps,time/total_timesteps,rollout/ep_len_mean,train/loss,train/learning_rate,train/n_updates
70,25,0.9379333333333338,19.110519457142857,228,5880,84.0,3.891622304916382,0.0001,1444
71,26,0.9370466666666666,19.007857056338025,228,5964,84.0,0.778549313545227,0.0001,1465
72,26,0.9361600000000005,18.967012597222222,228,6048,84.0,0.8377913236618042,0.0001,1486
73,26,0.9352733333333333,18.88306190410959,228,6132,84.0,1.1871235370635986,0.0001,1507
74,27,0.9343866666666671,18.913248445945946,227,6216,84.0,3.604058265686035,0.0001,1528
75,27,0.9335,18.90945284,226,6300,84.0,3.245431423187256,0.0001,1549
76,28,0.9326133333333338,18.86964677631579,224,6384,84.0,3.610445261001587,0.0001,1570
77,28,0.9317266666666666,18.80435950649351,223,6468,84.0,3.5576634407043457,0.0001,1591
78,29,0.9308400000000004,18.70095093589744,222,6552,84.0,0.7633848190307617,0.0001,1612
79,29,0.9299533333333332,18.74133601265823,221,6636,84.0,0.6325043439865112,0.0001,1633
80,30,0.9290666666666672,18.740348899999997,221,6720,84.0,0.8809975385665894,0.0001,1654
81,30,0.9281799999999999,18.742690765432098,221,6804,84.0,3.5865120887756348,0.0001,1675
82,31,0.9272933333333337,18.75417114634146,220,6888,84.0,3.5890040397644043,0.0001,1696
83,31,0.9264066666666666,18.806207987951804,220,6972,84.0,3.326761484146118,0.0001,1717
84,32,0.9255200000000005,18.84440458333333,219,7056,84.0,0.3559422492980957,0.0001,1738
85,32,0.9246333333333332,18.865664635294117,220,7140,84.0,0.5257898569107056,0.0001,1759
86,32,0.923746666666667,18.85896545348837,220,7224,84.0,0.9913100004196167,0.0001,1780
87,33,0.9228599999999998,18.877328666666664,220,7308,84.0,0.6484966278076172,0.0001,1801
88,33,0.9219733333333338,18.852217784090907,220,7392,84.0,0.8341463208198547,0.0001,1822
89,33,0.9210866666666665,18.879692089887637,221,7476,84.0,0.5467421412467957,0.0001,1843
90,34,0.9202000000000004,18.910188788888888,221,7560,84.0,0.6321126222610474,0.0001,1864
91,34,0.9193133333333332,18.817815736263736,221,7644,84.0,0.4916403889656067,0.0001,1885
92,34,0.9184266666666671,18.83269606521739,221,7728,84.0,0.5426698923110962,0.0001,1906
93,35,0.9175399999999998,18.905335193548385,222,7812,84.0,0.5575847625732422,0.0001,1927
94,35,0.9166533333333337,18.944962914893615,222,7896,84.0,0.4895675480365753,0.0001,1948
95,35,0.9157666666666665,18.990277031578945,221,7980,84.0,3.4683268070220947,0.0001,1969
96,36,0.9148800000000004,19.030269375,221,8064,84.0,3.517552375793457,0.0001,1990
97,36,0.9139933333333331,19.035506010309277,221,8148,84.0,0.4653669595718384,0.0001,2011
98,37,0.913106666666667,19.0231107755102,220,8232,84.0,0.5034978985786438,0.0001,2032
99,37,0.9122199999999998,19.038209878787878,220,8316,84.0,0.7948521375656128,0.0001,2053
100,38,0.9113333333333337,19.027044749999998,220,8400,84.0,3.4027795791625977,0.0001,2074
101,38,0.9104466666666664,19.03378196,220,8484,84.0,0.6313349008560181,0.0001,2095
102,38,0.9095600000000003,19.001700529999997,219,8568,84.0,3.197316884994507,0.0001,2116
103,39,0.9086733333333331,19.01303128,219,8652,84.0,3.329819679260254,0.0001,2137
104,39,0.907786666666667,18.957812839999995,219,8736,84.0,0.5158276557922363,0.0001,2158
105,40,0.9068999999999997,18.88871166,219,8820,84.0,3.3868696689605713,0.0001,2179
106,40,0.9060133333333336,18.895073989999997,219,8904,84.0,3.2278671264648438,0.0001,2200
107,40,0.9051266666666664,18.89252506,219,8988,84.0,0.4722747206687927,0.0001,2221
108,41,0.9042400000000003,18.840532619999998,219,9072,84.0,0.6349807381629944,0.0001,2242
109,41,0.903353333333333,18.84837452,219,9156,84.0,0.49945688247680664,0.0001,2263
110,42,0.9024666666666669,18.873122879999997,219,9240,84.0,0.4149061441421509,0.0001,2284
111,42,0.9015799999999997,18.84969808,219,9324,84.0,0.33208024501800537,0.0001,2305
112,42,0.9006933333333336,18.814322249999996,218,9408,84.0,0.5336819887161255,0.0001,2326
113,43,0.8998066666666663,18.809507609999997,218,9492,84.0,0.39968693256378174,0.0001,2347
114,43,0.8989200000000002,18.869371939999997,218,9576,84.0,0.6846530437469482,0.0001,2368
115,44,0.898033333333333,18.84565254,217,9660,84.0,0.40523040294647217,0.0001,2389
116,44,0.8971466666666669,18.806022329999998,217,9744,84.0,0.29166123270988464,0.0001,2410
117,45,0.8962599999999996,18.72243484,217,9828,84.0,6.117466449737549,0.0001,2431
118,45,0.8953733333333335,18.64582771,217,9912,84.0,0.3868485689163208,0.0001,2452
119,46,0.8944866666666663,18.60166594,217,9996,84.0,0.28958195447921753,0.0001,2473
120,46,0.8936000000000002,18.647721750000002,216,10080,84.0,0.3675645589828491,0.0001,2494
121,46,0.8927133333333329,18.64826059,216,10164,84.0,0.3211008906364441,0.0001,2515
122,47,0.8918266666666668,18.6093263,216,10248,84.0,6.04229736328125,0.0001,2536
123,47,0.8909399999999996,18.625376409999998,217,10332,84.0,5.993102550506592,0.0001,2557
124,47,0.8900533333333335,18.58943754,217,10416,84.0,0.25611722469329834,0.0001,2578
125,48,0.8891666666666662,18.621279790000003,216,10500,84.0,3.2416672706604004,0.0001,2599
126,48,0.8882800000000001,18.62988977,216,10584,84.0,0.2765198051929474,0.0001,2620
127,49,0.8873933333333329,18.65210628,216,10668,84.0,0.203822523355484,0.0001,2641
128,49,0.8865066666666668,18.69517705,216,10752,84.0,0.30473339557647705,0.0001,2662
129,50,0.8856199999999995,18.67176436,215,10836,84.0,0.28257501125335693,0.0001,2683
130,50,0.8847333333333334,18.65247171,215,10920,84.0,0.2935708463191986,0.0001,2704
131,51,0.8838466666666662,18.68995328,215,11004,84.0,0.24987594783306122,0.0001,2725
132,51,0.8829600000000001,18.64575911,215,11088,84.0,0.283746600151062,0.0001,2746
133,51,0.8820733333333328,18.64997989,215,11172,84.0,0.2962496280670166,0.0001,2767
134,52,0.8811866666666667,18.69699231,214,11256,84.0,0.4211328327655792,0.0001,2788
135,52,0.8803000000000005,18.69631161,214,11340,84.0,3.2131972312927246,0.0001,2809
136,53,0.8794133333333334,18.671173650000004,214,11424,84.0,0.19787505269050598,0.0001,2830
137,53,0.8785266666666672,18.63917904,213,11508,84.0,3.212778091430664,0.0001,2851
138,54,0.87764,18.63800696,213,11592,84.0,0.2761976718902588,0.0001,2872
139,54,0.8767533333333338,18.66714534,213,11676,84.0,0.37070316076278687,0.0001,2893
140,55,0.8758666666666667,18.70018305,213,11760,84.0,3.1563596725463867,0.0001,2914
141,55,0.8749800000000005,18.691445650000002,212,11844,84.0,0.27318912744522095,0.0001,2935
142,56,0.8740933333333333,18.636894849999997,212,11928,84.0,3.0973474979400635,0.0001,2956
143,56,0.8732066666666671,18.71952204,212,12012,84.0,0.25964394211769104,0.0001,2977
144,57,0.87232,18.75425186,211,12096,84.0,0.3001617193222046,0.0001,2998
145,57,0.8714333333333338,18.79508579,211,12180,84.0,0.197470024228096,0.0001,3019
146,58,0.8705466666666666,18.85023389,211,12264,84.0,0.26637208461761475,0.0001,3040
147,58,0.8696600000000004,18.798260459999998,211,12348,84.0,0.36724191904067993,0.0001,3061
148,58,0.8687733333333332,18.864158109999998,211,12432,84.0,0.18636727333068848,0.0001,3082
149,59,0.8678866666666671,18.82234833,210,12516,84.0,3.0539803504943848,0.0001,3103
150,59,0.8669999999999999,18.8845373,210,12600,84.0,0.23291230201721191,0.0001,3124
151,60,0.8661133333333337,18.911825690000004,210,12684,84.0,0.28396156430244446,0.0001,3145
152,60,0.8652266666666666,18.962074290000004,210,12768,84.0,0.2485937774181366,0.0001,3166
153,61,0.8643400000000004,18.97223069,210,12852,84.0,0.21760718524456024,0.0001,3187
154,61,0.8634533333333332,18.93348668,210,12936,84.0,3.1318933963775635,0.0001,3208
155,61,0.862566666666667,18.97344844,210,13020,84.0,6.123699188232422,0.0001,3229
156,62,0.8616799999999998,18.91447621,210,13104,84.0,0.22387279570102692,0.0001,3250
157,62,0.8607933333333337,18.86671869,210,13188,84.0,0.13158929347991943,0.0001,3271
158,63,0.8599066666666665,18.83872861,210,13272,84.0,0.30565834045410156,0.0001,3292
159,63,0.8590200000000003,18.79627425,210,13356,84.0,0.23516106605529785,0.0001,3313
160,63,0.8581333333333332,18.75671655,210,13440,84.0,0.2308008372783661,0.0001,3334
161,64,0.857246666666667,18.72752769,209,13524,84.0,0.3483932614326477,0.0001,3355
162,64,0.8563599999999998,18.79400191,209,13608,84.0,3.136955738067627,0.0001,3376
163,65,0.8554733333333336,18.77162262,209,13692,84.0,0.21785332262516022,0.0001,3397
164,65,0.8545866666666664,18.75045508,209,13776,84.0,0.26267892122268677,0.0001,3418
165,65,0.8537000000000003,18.728001239999998,210,13860,84.0,0.28821003437042236,0.0001,3439
166,66,0.8528133333333331,18.70589956,210,13944,84.0,0.2227945178747177,0.0001,3460
167,66,0.8519266666666669,18.69849018,210,14028,84.0,0.1784987449645996,0.0001,3481
168,67,0.8510399999999998,18.67463765,210,14112,84.0,0.23425957560539246,0.0001,3502
169,67,0.8501533333333336,18.586834980000003,210,14196,84.0,3.1038107872009277,0.0001,3523
170,67,0.8492666666666664,18.582117819999997,210,14280,84.0,0.3103107213973999,0.0001,3544
171,68,0.8483800000000002,18.642429749999998,210,14364,84.0,0.359041690826416,0.0001,3565
172,68,0.847493333333333,18.699362249999997,210,14448,84.0,0.25694194436073303,0.0001,3586
173,69,0.846606666666667,18.714543839999997,210,14532,84.0,0.3094918131828308,0.0001,3607
174,69,0.8457199999999997,18.686037919999997,210,14616,84.0,3.165419578552246,0.0001,3628
175,69,0.8448333333333335,18.67501108,210,14700,84.0,0.2181064337491989,0.0001,3649
176,70,0.8439466666666664,18.69780582,210,14784,84.0,0.3574516177177429,0.0001,3670
177,70,0.8430600000000003,18.68934458,210,14868,84.0,0.20839199423789978,0.0001,3691
178,71,0.842173333333333,18.783634880000005,210,14952,84.0,0.27954190969467163,0.0001,3712
179,71,0.8412866666666668,18.701272050000004,210,15036,84.0,0.21570086479187012,0.0001,3733
180,71,0.8403999999999997,18.719253570000003,210,15120,84.0,0.17606988549232483,0.0001,3754
181,72,0.8395133333333336,18.71343495,210,15204,84.0,0.22934678196907043,0.0001,3775
182,72,0.8386266666666663,18.657022920000003,210,15288,84.0,0.31888946890830994,0.0001,3796
183,73,0.8377400000000002,18.60040253,210,15372,84.0,0.2857305705547333,0.0001,3817
184,73,0.836853333333333,18.565501460000004,210,15456,84.0,0.2672160863876343,0.0001,3838
185,73,0.8359666666666669,18.569011650000004,210,15540,84.0,0.13728389143943787,0.0001,3859
186,74,0.8350799999999996,18.57519606,210,15624,84.0,0.14581558108329773,0.0001,3880
187,74,0.8341933333333335,18.530936240000003,210,15708,84.0,0.24811811745166779,0.0001,3901
188,75,0.8333066666666663,18.603313779999997,210,15792,84.0,0.37211328744888306,0.0001,3922
189,75,0.8324200000000002,18.582304219999997,210,15876,84.0,0.21778759360313416,0.0001,3943
190,75,0.8315333333333329,18.55901265,210,15960,84.0,0.24491432309150696,0.0001,3964
191,76,0.8306466666666668,18.62346063,210,16044,84.0,0.28537091612815857,0.0001,3985
192,76,0.8297599999999996,18.600434860000004,210,16128,84.0,0.20169301331043243,0.0001,4006
193,77,0.8288733333333335,18.55407477,210,16212,84.0,5.904012680053711,0.0001,4027
194,77,0.8279866666666662,18.501322050000002,210,16296,84.0,0.3485617935657501,0.0001,4048
195,77,0.8271000000000001,18.42749458,210,16380,84.0,3.244249105453491,0.0001,4069
196,78,0.8262133333333329,18.378471849999997,210,16464,84.0,3.12165904045105,0.0001,4090
197,78,0.8253266666666668,18.36581503,210,16548,84.0,0.294545978307724,0.0001,4111
198,78,0.8244399999999995,18.36220085,210,16632,84.0,3.2737483978271484,0.0001,4132
199,79,0.8235533333333334,18.32576688,210,16716,84.0,0.1843295395374298,0.0001,4153
200,79,0.8226666666666662,18.33977417,210,16800,84.0,0.2127668559551239,0.0001,4174
201,80,0.8217800000000001,18.40492555,210,16884,84.0,0.2140888273715973,0.0001,4195
202,80,0.8208933333333328,18.432216439999998,210,16968,84.0,0.20182177424430847,0.0001,4216
203,80,0.8200066666666667,18.371802640000002,210,17052,84.0,0.3163027763366699,0.0001,4237
204,81,0.8191200000000005,18.411880810000003,210,17136,84.0,0.2193802297115326,0.0001,4258
205,81,0.8182333333333334,18.472488209999998,210,17220,84.0,0.17007827758789062,0.0001,4279
206,82,0.8173466666666672,18.51650111,210,17304,84.0,3.135647773742676,0.0001,4300
207,82,0.81646,18.473139149999998,210,17388,84.0,0.26930445432662964,0.0001,4321
208,83,0.8155733333333338,18.494202740000002,210,17472,84.0,3.029120683670044,0.0001,4342
209,83,0.8146866666666667,18.414578900000002,209,17556,84.0,0.1552136242389679,0.0001,4363
210,84,0.8138000000000005,18.370078880000005,209,17640,84.0,0.22891445457935333,0.0001,4384
211,84,0.8129133333333333,18.30587597,210,17724,84.0,0.20396788418293,0.0001,4405
212,84,0.8120266666666671,18.282375190000003,210,17808,84.0,3.1489298343658447,0.0001,4426
213,85,0.81114,18.33539322,210,17892,84.0,3.2044360637664795,0.0001,4447
214,85,0.8102533333333338,18.3559267,209,17976,84.0,0.2379719614982605,0.0001,4468
215,86,0.8093666666666666,18.31185377,209,18060,84.0,0.2545676529407501,0.0001,4489
216,86,0.8084800000000004,18.3787802,209,18144,84.0,0.21527868509292603,0.0001,4510
217,87,0.8075933333333333,18.44087745,209,18228,84.0,3.1824686527252197,0.0001,4531
218,87,0.8067066666666671,18.4656891,209,18312,84.0,0.1621667444705963,0.0001,4552
219,87,0.8058199999999999,18.47650091,209,18396,84.0,0.1669713705778122,0.0001,4573
220,88,0.8049333333333337,18.47607198,208,18480,84.0,3.2134289741516113,0.0001,4594
221,88,0.8040466666666666,18.48735333,208,18564,84.0,6.056107521057129,0.0001,4615
222,89,0.8031600000000004,18.52703626,208,18648,84.0,3.0291740894317627,0.0001,4636
223,89,0.8022733333333332,18.52732916,208,18732,84.0,0.16867053508758545,0.0001,4657
224,90,0.801386666666667,18.52990748,208,18816,84.0,0.14592579007148743,0.0001,4678
225,90,0.8004999999999999,18.52904593,208,18900,84.0,0.2069205641746521,0.0001,4699
226,91,0.7996133333333337,18.53905733,208,18984,84.0,0.23317348957061768,0.0001,4720
227,91,0.7987266666666665,18.49359803,208,19068,84.0,3.117234230041504,0.0001,4741
228,91,0.7978400000000003,18.42055938,208,19152,84.0,3.1635029315948486,0.0001,4762
229,92,0.7969533333333332,18.449671900000002,208,19236,84.0,0.23539160192012787,0.0001,4783
230,92,0.796066666666667,18.46169639,208,19320,84.0,0.22839558124542236,0.0001,4804
231,93,0.7951799999999998,18.48901521,207,19404,84.0,3.154033660888672,0.0001,4825
232,94,0.7942933333333336,18.564675400000002,207,19488,84.0,0.3053077161312103,0.0001,4846
233,94,0.7934066666666665,18.51942493,207,19572,84.0,0.3155515193939209,0.0001,4867
234,94,0.7925200000000003,18.419715269999998,207,19656,84.0,0.2515650987625122,0.0001,4888
235,95,0.7916333333333331,18.45983554,206,19740,84.0,0.19538196921348572,0.0001,4909
236,95,0.7907466666666669,18.53798957,206,19824,84.0,0.23986323177814484,0.0001,4930
237,96,0.7898599999999998,18.55344393,206,19908,84.0,0.3313678801059723,0.0001,4951
238,96,0.7889733333333336,18.46772046,206,19992,84.0,3.110049247741699,0.0001,4972
239,97,0.7880866666666664,18.449557610000003,206,20076,84.0,0.24688756465911865,0.0001,4993
240,97,0.7872000000000002,18.463541510000002,205,20160,84.0,5.976198673248291,0.0001,5014
241,98,0.7863133333333331,18.443383980000004,205,20244,84.0,5.927197456359863,0.0001,5035
242,98,0.7854266666666669,18.49968553,205,20328,84.0,0.22175481915473938,0.0001,5056
243,99,0.7845399999999997,18.494220289999998,205,20412,84.0,0.29696738719940186,0.0001,5077
244,100,0.7836533333333335,18.47800728,204,20496,84.0,8.966100692749023,0.0001,5098
245,100,0.7827666666666664,18.453534870000002,204,20580,84.0,0.20520758628845215,0.0001,5119
246,101,0.7818800000000002,18.482605869999997,204,20664,84.0,0.09774023294448853,0.0001,5140
247,101,0.780993333333333,18.471208139999998,204,20748,84.0,0.24886247515678406,0.0001,5161
248,102,0.7801066666666668,18.44835702,204,20832,84.0,0.1144740879535675,0.0001,5182
249,102,0.7792199999999997,18.47929602,203,20916,84.0,0.23544719815254211,0.0001,5203
250,103,0.7783333333333335,18.47898655,203,21000,84.0,0.21393060684204102,0.0001,5224
251,103,0.7774466666666663,18.44868991,203,21084,84.0,0.24785226583480835,0.0001,5245
252,104,0.7765600000000001,18.39456787,203,21168,84.0,0.13181406259536743,0.0001,5266
253,104,0.775673333333333,18.32515376,203,21252,84.0,0.2173076868057251,0.0001,5287
254,105,0.7747866666666668,18.377673660000006,203,21336,84.0,0.2459617406129837,0.0001,5308
255,105,0.7738999999999996,18.289817760000002,202,21420,84.0,0.2375563085079193,0.0001,5329
256,106,0.7730133333333334,18.38978837,202,21504,84.0,3.1622180938720703,0.0001,5350
257,106,0.7721266666666663,18.45454476,202,21588,84.0,0.20711705088615417,0.0001,5371
258,106,0.7712400000000001,18.450125730000003,202,21672,84.0,0.17632222175598145,0.0001,5392
259,107,0.7703533333333329,18.46873424,202,21756,84.0,3.244568109512329,0.0001,5413
260,107,0.7694666666666667,18.399104780000002,202,21840,84.0,3.086310386657715,0.0001,5434
261,108,0.7685799999999996,18.41428657,202,21924,84.0,0.22885513305664062,0.0001,5455
262,108,0.7676933333333334,18.3329361,202,22008,84.0,3.0893988609313965,0.0001,5476
263,109,0.7668066666666662,18.31467482,202,22092,84.0,0.1685415804386139,0.0001,5497
264,109,0.76592,18.3171464,202,22176,84.0,3.079739570617676,0.0001,5518
265,109,0.7650333333333329,18.375329320000002,202,22260,84.0,0.22658681869506836,0.0001,5539
266,110,0.7641466666666668,18.36153328,202,22344,84.0,0.19667522609233856,0.0001,5560
267,110,0.7632599999999995,18.298962930000002,202,22428,84.0,0.22819456458091736,0.0001,5581
268,111,0.7623733333333333,18.27089238,202,22512,84.0,3.0751731395721436,0.0001,5602
269,111,0.7614866666666672,18.338290439999998,202,22596,84.0,6.162164211273193,0.0001,5623
270,112,0.7606,18.36022903,202,22680,84.0,3.115330219268799,0.0001,5644
271,112,0.7597133333333328,18.37905416,202,22764,84.0,0.1965571641921997,0.0001,5665
272,113,0.7588266666666666,18.33713984,201,22848,84.0,0.19512341916561127,0.0001,5686
273,113,0.7579400000000005,18.412327880000003,201,22932,84.0,0.21869120001792908,0.0001,5707
274,114,0.7570533333333334,18.406457800000002,201,23016,84.0,3.008542060852051,0.0001,5728
275,114,0.7561666666666671,18.404255170000003,201,23100,84.0,0.22079484164714813,0.0001,5749
276,115,0.75528,18.387113950000003,200,23184,84.0,0.1868744194507599,0.0001,5770
277,115,0.7543933333333338,18.441366490000004,200,23268,84.0,3.1956348419189453,0.0001,5791
278,116,0.7535066666666667,18.4255847,200,23352,84.0,0.12718573212623596,0.0001,5812
279,116,0.7526200000000005,18.480017470000003,200,23436,84.0,3.1246018409729004,0.0001,5833
280,117,0.7517333333333333,18.49744934,200,23520,84.0,3.233046293258667,0.0001,5854
281,117,0.7508466666666671,18.47280513,200,23604,84.0,0.1550154685974121,0.0001,5875
282,117,0.74996,18.51919022,200,23688,84.0,3.183560371398926,0.0001,5896
283,118,0.7490733333333337,18.53484389,200,23772,84.0,0.12272019684314728,0.0001,5917
284,118,0.7481866666666666,18.536389,201,23856,84.0,0.07139633595943451,0.0001,5938
285,119,0.7473000000000004,18.54708754,201,23940,84.0,0.1393503099679947,0.0001,5959
286,119,0.7464133333333332,18.50683951,201,24024,84.0,0.2260248363018036,0.0001,5980
287,119,0.7455266666666671,18.49455782,201,24108,84.0,0.08956542611122131,0.0001,6001
288,120,0.7446399999999999,18.44588161,201,24192,84.0,0.2777806520462036,0.0001,6022
289,120,0.7437533333333337,18.39887463,201,24276,84.0,0.19156572222709656,0.0001,6043
290,121,0.7428666666666666,18.384185300000002,201,24360,84.0,3.033038377761841,0.0001,6064
291,121,0.7419800000000003,18.31904352,201,24444,84.0,0.18583056330680847,0.0001,6085
292,121,0.7410933333333332,18.276182060000004,201,24528,84.0,0.18372435867786407,0.0001,6106
293,122,0.740206666666667,18.25982557,201,24612,84.0,0.16984999179840088,0.0001,6127
294,122,0.7393199999999998,18.255073030000002,201,24696,84.0,0.2353680580854416,0.0001,6148
295,123,0.7384333333333337,18.28122931,201,24780,84.0,6.070931434631348,0.0001,6169
296,123,0.7375466666666665,18.27139579,201,24864,84.0,3.0236306190490723,0.0001,6190
297,123,0.7366600000000003,18.25242138,201,24948,84.0,0.1739691197872162,0.0001,6211
298,124,0.7357733333333332,18.211852320000002,201,25032,84.0,0.19504818320274353,0.0001,6232
299,124,0.7348866666666669,18.25197885,201,25116,84.0,0.14125272631645203,0.0001,6253
300,125,0.7339999999999998,18.2299822,201,25200,84.0,0.1600867509841919,0.0001,6274
301,125,0.7331133333333336,18.183414409999997,201,25284,84.0,0.1959451138973236,0.0001,6295
302,125,0.7322266666666664,18.13299872,201,25368,84.0,3.069413185119629,0.0001,6316
303,126,0.7313400000000003,18.18397685,201,25452,84.0,3.0437378883361816,0.0001,6337
