time/episodes,time/time_elapsed,rollout/exploration_rate,rollout/ep_rew_mean,time/fps,time/total_timesteps,rollout/ep_len_mean,train/loss,train/learning_rate,train/n_updates
2433,1227,0.05,0.5006169999999999,166,204372,84.0,0.1306699961423874,0.0001,51067
2434,1228,0.05,0.4538877999999999,166,204456,84.0,6.400629043579102,0.0001,51088
2435,1228,0.05,0.49182781999999997,166,204540,84.0,0.30428969860076904,0.0001,51109
2436,1228,0.05,0.6123851700000001,166,204624,84.0,3.0979726314544678,0.0001,51130
2437,1229,0.05,0.5246796100000001,166,204708,84.0,0.35028040409088135,0.0001,51151
2438,1230,0.05,0.5487970600000002,166,204792,84.0,0.14417248964309692,0.0001,51172
2439,1230,0.05,0.47144351,166,204876,84.0,0.17671558260917664,0.0001,51193
2440,1231,0.05,0.4051911900000001,166,204960,84.0,0.31235748529434204,0.0001,51214
2441,1231,0.05,0.41126640000000003,166,205044,84.0,0.14081339538097382,0.0001,51235
2442,1232,0.05,0.37781499000000013,166,205128,84.0,0.17950306832790375,0.0001,51256
2443,1232,0.05,0.38190817000000005,166,205212,84.0,3.0607781410217285,0.0001,51277
2444,1233,0.05,0.5139360100000001,166,205296,84.0,0.1290358006954193,0.0001,51298
2445,1233,0.05,0.4783800900000001,166,205380,84.0,6.032150745391846,0.0001,51319
2446,1234,0.05,0.44301894,166,205464,84.0,0.20218709111213684,0.0001,51340
2447,1234,0.05,0.5323183899999999,166,205548,84.0,0.10406149923801422,0.0001,51361
2448,1235,0.05,0.5305515900000001,166,205632,84.0,3.0852808952331543,0.0001,51382
2449,1235,0.05,0.48162692999999995,166,205716,84.0,6.539114475250244,0.0001,51403
2450,1236,0.05,0.47196388,166,205800,84.0,0.32001495361328125,0.0001,51424
2451,1236,0.05,0.3646782799999999,166,205884,84.0,0.0896414965391159,0.0001,51445
2452,1237,0.05,0.55511631,166,205968,84.0,0.2233772575855255,0.0001,51466
2453,1238,0.05,0.72761526,166,206052,84.0,0.1472989320755005,0.0001,51487
2454,1238,0.05,0.7214033499999999,166,206136,84.0,0.10757860541343689,0.0001,51508
2455,1239,0.05,0.77413606,166,206220,84.0,0.32677680253982544,0.0001,51529
2456,1239,0.05,0.8987846399999999,166,206304,84.0,0.18101438879966736,0.0001,51550
2457,1240,0.05,0.97565882,166,206388,84.0,0.14511308073997498,0.0001,51571
2458,1240,0.05,1.0449401699999998,166,206472,84.0,3.0186994075775146,0.0001,51592
2459,1241,0.05,0.90884283,166,206556,84.0,0.2610158920288086,0.0001,51613
2460,1241,0.05,0.8859761,166,206640,84.0,0.12104521691799164,0.0001,51634
2461,1242,0.05,0.93397171,166,206724,84.0,0.1298457384109497,0.0001,51655
2462,1242,0.05,1.0862784799999998,166,206808,84.0,0.1305096298456192,0.0001,51676
2463,1243,0.05,1.1430473399999999,166,206892,84.0,0.20111975073814392,0.0001,51697
2464,1243,0.05,0.9629298699999999,166,206976,84.0,0.14772120118141174,0.0001,51718
2465,1244,0.05,0.9599431499999999,166,207060,84.0,3.408581018447876,0.0001,51739
2466,1244,0.05,1.0813276299999999,166,207144,84.0,0.0851721540093422,0.0001,51760
2467,1245,0.05,0.93212523,166,207228,84.0,0.15347838401794434,0.0001,51781
2468,1246,0.05,0.91362983,166,207312,84.0,3.0576653480529785,0.0001,51802
2469,1246,0.05,0.9918915600000001,166,207396,84.0,0.1332618147134781,0.0001,51823
2470,1247,0.05,0.82497233,166,207480,84.0,0.19552713632583618,0.0001,51844
2471,1247,0.05,0.9916753000000001,166,207564,84.0,2.899406671524048,0.0001,51865
2472,1248,0.05,1.09236746,166,207648,84.0,0.10929295420646667,0.0001,51886
2473,1248,0.05,1.22117943,166,207732,84.0,0.14578723907470703,0.0001,51907
2474,1249,0.05,1.1411581199999998,166,207816,84.0,0.14060673117637634,0.0001,51928
2475,1249,0.05,1.20312711,166,207900,84.0,3.1024341583251953,0.0001,51949
2476,1250,0.05,1.33195601,166,207984,84.0,0.2834866940975189,0.0001,51970
2477,1250,0.05,1.313631,166,208068,84.0,0.14566412568092346,0.0001,51991
2478,1251,0.05,1.23256235,166,208152,84.0,0.1516837775707245,0.0001,52012
2479,1251,0.05,1.11944047,166,208236,84.0,0.23625826835632324,0.0001,52033
2480,1252,0.05,1.1086739099999998,166,208320,84.0,0.16267246007919312,0.0001,52054
2481,1252,0.05,1.0857322299999996,166,208404,84.0,0.06871601939201355,0.0001,52075
2482,1253,0.05,1.0595484199999996,166,208488,84.0,0.3291383385658264,0.0001,52096
2483,1253,0.05,1.0491038599999996,166,208572,84.0,0.09926366060972214,0.0001,52117
2484,1254,0.05,0.8596798799999996,166,208656,84.0,0.30139535665512085,0.0001,52138
2485,1255,0.05,0.8935618599999997,166,208740,84.0,3.3113863468170166,0.0001,52159
2486,1255,0.05,0.7589544799999999,166,208824,84.0,3.5224547386169434,0.0001,52180
2487,1256,0.05,0.6471150999999999,166,208908,84.0,3.160179376602173,0.0001,52201
2488,1256,0.05,0.7172171899999998,166,208992,84.0,3.5956454277038574,0.0001,52222
2489,1257,0.05,0.6698565999999998,166,209076,84.0,0.15324389934539795,0.0001,52243
2490,1257,0.05,0.7009847099999997,166,209160,84.0,0.20073843002319336,0.0001,52264
2491,1258,0.05,0.6621700699999999,166,209244,84.0,0.09104779362678528,0.0001,52285
2492,1258,0.05,0.7734670399999999,166,209328,84.0,0.22963657975196838,0.0001,52306
2493,1259,0.05,0.79682239,166,209412,84.0,0.11433104425668716,0.0001,52327
2494,1259,0.05,0.7290182100000001,166,209496,84.0,0.08646999299526215,0.0001,52348
2495,1260,0.05,0.6851025000000002,166,209580,84.0,0.12921348214149475,0.0001,52369
2496,1260,0.05,0.6732329900000003,166,209664,84.0,0.18582424521446228,0.0001,52390
2497,1261,0.05,0.7499712900000003,166,209748,84.0,3.818390369415283,0.0001,52411
2498,1261,0.05,0.7671456800000002,166,209832,84.0,6.186314105987549,0.0001,52432
2499,1262,0.05,0.7931126800000002,166,209916,84.0,0.07288756966590881,0.0001,52453
2500,1262,0.05,0.6551995200000001,166,210000,84.0,0.283745676279068,0.0001,52474
2501,1263,0.05,0.6586162700000001,166,210084,84.0,3.491147041320801,0.0001,52495
2502,1263,0.05,0.7550995799999999,166,210168,84.0,6.0597991943359375,0.0001,52516
2503,1264,0.05,0.7675871099999999,166,210252,84.0,0.15767155587673187,0.0001,52537
2504,1264,0.05,0.7593366000000001,166,210336,84.0,3.1886043548583984,0.0001,52558
2505,1265,0.05,0.86722926,166,210420,84.0,3.0272276401519775,0.0001,52579
2506,1265,0.05,0.7996974099999999,166,210504,84.0,6.381462097167969,0.0001,52600
2507,1266,0.05,0.9205884400000001,166,210588,84.0,3.1726980209350586,0.0001,52621
2508,1266,0.05,0.9543902099999998,166,210672,84.0,0.1265437752008438,0.0001,52642
2509,1267,0.05,0.9530966799999999,166,210756,84.0,0.3073261082172394,0.0001,52663
2510,1267,0.05,0.9028091599999999,166,210840,84.0,0.10501185059547424,0.0001,52684
2511,1268,0.05,0.8187186,166,210924,84.0,0.13182419538497925,0.0001,52705
2512,1268,0.05,0.9138674400000001,166,211008,84.0,3.487610101699829,0.0001,52726
2513,1269,0.05,0.81342312,166,211092,84.0,3.0538132190704346,0.0001,52747
2514,1270,0.05,0.7256608200000001,166,211176,84.0,3.0048084259033203,0.0001,52768
2515,1270,0.05,0.60975382,166,211260,84.0,0.14253239333629608,0.0001,52789
2516,1271,0.05,0.77824528,166,211344,84.0,3.1614081859588623,0.0001,52810
2517,1271,0.05,0.6723667699999999,166,211428,84.0,0.24529922008514404,0.0001,52831
2518,1272,0.05,0.60568396,166,211512,84.0,0.11482611298561096,0.0001,52852
2519,1272,0.05,0.5891344000000001,166,211596,84.0,0.12574848532676697,0.0001,52873
2520,1273,0.05,0.55927486,166,211680,84.0,0.20739278197288513,0.0001,52894
2521,1273,0.05,0.6543318399999998,166,211764,84.0,0.1274242103099823,0.0001,52915
2522,1274,0.05,0.73620287,166,211848,84.0,0.16062812507152557,0.0001,52936
2523,1274,0.05,0.6358708199999998,166,211932,84.0,0.1517365276813507,0.0001,52957
2524,1275,0.05,0.6140157899999998,166,212016,84.0,3.4338786602020264,0.0001,52978
2525,1275,0.05,0.5011363599999998,166,212100,84.0,0.24122244119644165,0.0001,52999
2526,1276,0.05,0.5726648899999998,166,212184,84.0,3.3896000385284424,0.0001,53020
2527,1276,0.05,0.7006867099999998,166,212268,84.0,0.30444514751434326,0.0001,53041
2528,1277,0.05,0.7558385499999997,166,212352,84.0,0.16251590847969055,0.0001,53062
2529,1277,0.05,0.7059873299999998,166,212436,84.0,0.1863514930009842,0.0001,53083
2530,1278,0.05,0.8446272199999999,166,212520,84.0,0.13930964469909668,0.0001,53104
2531,1279,0.05,0.82769551,166,212604,84.0,0.13420292735099792,0.0001,53125
2532,1279,0.05,0.84507463,166,212688,84.0,0.19163504242897034,0.0001,53146
2533,1279,0.05,0.75616163,166,212772,84.0,3.482271432876587,0.0001,53167
2534,1280,0.05,0.7978293900000001,166,212856,84.0,3.2213234901428223,0.0001,53188
2535,1281,0.05,0.8675186600000001,166,212940,84.0,3.0954701900482178,0.0001,53209
2536,1281,0.05,0.81934316,166,213024,84.0,0.07799021899700165,0.0001,53230
2537,1282,0.05,0.6674444199999999,166,213108,84.0,0.3074897527694702,0.0001,53251
2538,1282,0.05,0.6102384399999999,166,213192,84.0,0.14201241731643677,0.0001,53272
2539,1283,0.05,0.6471170399999999,166,213276,84.0,0.3805825710296631,0.0001,53293
2540,1283,0.05,0.72605066,166,213360,84.0,3.2817561626434326,0.0001,53314
2541,1284,0.05,0.5375320299999999,166,213444,84.0,0.11914971470832825,0.0001,53335
2542,1284,0.05,0.45660132999999986,166,213528,84.0,0.1710425466299057,0.0001,53356
2543,1285,0.05,0.39562402999999996,166,213612,84.0,0.04672170430421829,0.0001,53377
2544,1285,0.05,0.3546025399999999,166,213696,84.0,3.7063710689544678,0.0001,53398
2545,1286,0.05,0.4039290899999999,166,213780,84.0,3.2799580097198486,0.0001,53419
2546,1286,0.05,0.37137485999999986,166,213864,84.0,3.48604154586792,0.0001,53440
2547,1287,0.05,0.39773898999999985,166,213948,84.0,0.28600579500198364,0.0001,53461
2548,1287,0.05,0.18632311999999984,166,214032,84.0,3.011343240737915,0.0001,53482
2549,1288,0.05,0.2255090299999998,166,214116,84.0,0.22010290622711182,0.0001,53503
2550,1288,0.05,0.2638927299999999,166,214200,84.0,0.15942351520061493,0.0001,53524
2551,1289,0.05,0.32126722,166,214284,84.0,3.1582963466644287,0.0001,53545
2552,1289,0.05,0.18395749000000003,166,214368,84.0,0.1524459719657898,0.0001,53566
2553,1290,0.05,0.05000808,166,214452,84.0,3.0537705421447754,0.0001,53587
2554,1290,0.05,0.17563025999999993,166,214536,84.0,0.36694979667663574,0.0001,53608
2555,1291,0.05,0.17005796999999997,166,214620,84.0,0.1814155876636505,0.0001,53629
2556,1291,0.05,0.18946846999999994,166,214704,84.0,0.17916083335876465,0.0001,53650
2557,1292,0.05,0.11322663999999996,166,214788,84.0,3.4346957206726074,0.0001,53671
2558,1292,0.05,0.17720432999999994,166,214872,84.0,0.2743011713027954,0.0001,53692
2559,1293,0.05,0.20755064999999992,166,214956,84.0,0.3492753207683563,0.0001,53713
2560,1293,0.05,0.19053198999999987,166,215040,84.0,0.15447422862052917,0.0001,53734
2561,1294,0.05,0.058972849999999875,166,215124,84.0,0.17338573932647705,0.0001,53755
2562,1295,0.05,-0.014328960000000071,166,215208,84.0,3.0375356674194336,0.0001,53776
2563,1295,0.05,0.12362118999999996,166,215292,84.0,0.1372477412223816,0.0001,53797
2564,1296,0.05,0.27392454000000005,166,215376,84.0,3.6206705570220947,0.0001,53818
2565,1296,0.05,0.28127753999999994,166,215460,84.0,0.11447921395301819,0.0001,53839
2566,1297,0.05,0.27623469000000006,166,215544,84.0,0.29639503359794617,0.0001,53860
2567,1297,0.05,0.3899077100000001,166,215628,84.0,0.21647325158119202,0.0001,53881
2568,1298,0.05,0.42768015000000004,166,215712,84.0,2.9736950397491455,0.0001,53902
2569,1298,0.05,0.42268591,166,215796,84.0,0.29603058099746704,0.0001,53923
2570,1299,0.05,0.5059544800000001,166,215880,84.0,0.15531963109970093,0.0001,53944
2571,1299,0.05,0.35110794000000006,166,215964,84.0,0.19286978244781494,0.0001,53965
2572,1300,0.05,0.38947334000000006,166,216048,84.0,0.1056077778339386,0.0001,53986
2573,1300,0.05,0.35089026999999995,166,216132,84.0,3.4551708698272705,0.0001,54007
2574,1301,0.05,0.36656457000000003,166,216216,84.0,0.2240276038646698,0.0001,54028
2575,1301,0.05,0.30440349,166,216300,84.0,0.13005289435386658,0.0001,54049
2576,1302,0.05,0.23706656000000004,166,216384,84.0,6.649947166442871,0.0001,54070
2577,1302,0.05,0.15146312,166,216468,84.0,3.58817195892334,0.0001,54091
2578,1303,0.05,0.05732422000000003,166,216552,84.0,0.10542478412389755,0.0001,54112
2579,1303,0.05,0.04860281000000005,166,216636,84.0,3.235471487045288,0.0001,54133
2580,1304,0.05,-0.05626218999999999,166,216720,84.0,0.1198330670595169,0.0001,54154
2581,1305,0.05,-0.14417668999999997,166,216804,84.0,6.307405471801758,0.0001,54175
2582,1305,0.05,-0.15119801999999993,166,216888,84.0,9.457267761230469,0.0001,54196
2583,1306,0.05,-0.07763595999999993,166,216972,84.0,0.14535978436470032,0.0001,54217
2584,1306,0.05,-0.08853037999999995,166,217056,84.0,3.4448256492614746,0.0001,54238
2585,1307,0.05,-0.1340498299999999,166,217140,84.0,3.039712429046631,0.0001,54259
2586,1307,0.05,-0.06092714999999989,166,217224,84.0,0.07123635709285736,0.0001,54280
2587,1308,0.05,0.08510894000000015,166,217308,84.0,3.310274839401245,0.0001,54301
2588,1309,0.05,0.21492819000000016,166,217392,84.0,0.2735905945301056,0.0001,54322
2589,1309,0.05,0.18855088000000012,166,217476,84.0,0.2742459774017334,0.0001,54343
2590,1310,0.05,0.32033296000000017,166,217560,84.0,0.16100113093852997,0.0001,54364
2591,1310,0.05,0.4347189900000001,166,217644,84.0,0.23582208156585693,0.0001,54385
2592,1311,0.05,0.29665877,166,217728,84.0,0.10544072091579437,0.0001,54406
2593,1311,0.05,0.13636849,166,217812,84.0,0.2099897563457489,0.0001,54427
2594,1312,0.05,0.12447315999999993,166,217896,84.0,0.08277783542871475,0.0001,54448
2595,1312,0.05,-0.05037648999999998,166,217980,84.0,0.151197150349617,0.0001,54469
2596,1313,0.05,-0.07043176000000008,166,218064,84.0,0.06678345799446106,0.0001,54490
2597,1313,0.05,0.0011848900000000296,166,218148,84.0,3.3014581203460693,0.0001,54511
2598,1314,0.05,0.14572983999999992,166,218232,84.0,0.19249701499938965,0.0001,54532
2599,1314,0.05,0.023884640000000044,166,218316,84.0,3.086099624633789,0.0001,54553
2600,1315,0.05,0.16085608999999998,166,218400,84.0,0.2588179111480713,0.0001,54574
2601,1315,0.05,0.26285888,166,218484,84.0,0.32868292927742004,0.0001,54595
2602,1316,0.05,0.2454947500000001,166,218568,84.0,0.09923577308654785,0.0001,54616
2603,1316,0.05,0.39695225000000006,166,218652,84.0,0.1424451768398285,0.0001,54637
2604,1317,0.05,0.35593172,166,218736,84.0,0.10044500976800919,0.0001,54658
2605,1318,0.05,0.29804066999999995,166,218820,84.0,0.25829967856407166,0.0001,54679
2606,1318,0.05,0.29102697000000005,166,218904,84.0,0.15041568875312805,0.0001,54700
2607,1318,0.05,0.19661379000000015,166,218988,84.0,3.084238290786743,0.0001,54721
2608,1319,0.05,0.10252108000000003,166,219072,84.0,0.09612701833248138,0.0001,54742
2609,1320,0.05,0.1917221900000001,166,219156,84.0,3.5111281871795654,0.0001,54763
2610,1320,0.05,0.18725672000000004,166,219240,84.0,0.15714925527572632,0.0001,54784
2611,1321,0.05,0.2911765400000001,166,219324,84.0,3.767360210418701,0.0001,54805
2612,1321,0.05,0.19629647000000003,166,219408,84.0,0.07469470053911209,0.0001,54826
2613,1322,0.05,0.3510810800000001,166,219492,84.0,0.24946188926696777,0.0001,54847
2614,1322,0.05,0.28603214,166,219576,84.0,0.07099192589521408,0.0001,54868
2615,1323,0.05,0.17690981000000006,166,219660,84.0,0.314511239528656,0.0001,54889
2616,1323,0.05,0.016444360000000005,166,219744,84.0,0.11070869863033295,0.0001,54910
2617,1324,0.05,0.14576458,166,219828,84.0,0.10664515197277069,0.0001,54931
2618,1324,0.05,0.21107710999999998,166,219912,84.0,3.3751840591430664,0.0001,54952
2619,1325,0.05,0.0012270100000000106,166,219996,84.0,0.2222362905740738,0.0001,54973
2620,1325,0.05,-0.02600251000000001,166,220080,84.0,0.06850580871105194,0.0001,54994
2621,1326,0.05,0.003066120000000012,166,220164,84.0,0.1670452356338501,0.0001,55015
2622,1326,0.05,-0.06323297,166,220248,84.0,0.2074221670627594,0.0001,55036
2623,1327,0.05,0.07028231000000006,166,220332,84.0,0.2293148934841156,0.0001,55057
2624,1327,0.05,0.11965161000000003,166,220416,84.0,0.13387788832187653,0.0001,55078
2625,1328,0.05,0.22882012,166,220500,84.0,3.205768585205078,0.0001,55099
2626,1328,0.05,0.12510210999999996,166,220584,84.0,0.20697124302387238,0.0001,55120
2627,1329,0.05,0.10945119999999996,166,220668,84.0,6.044122695922852,0.0001,55141
2628,1329,0.05,0.21897541,166,220752,84.0,0.23659861087799072,0.0001,55162
2629,1330,0.05,0.1952919,165,220836,84.0,0.1383642852306366,0.0001,55183
2630,1330,0.05,0.17529326999999995,165,220920,84.0,0.36673858761787415,0.0001,55204
2631,1331,0.05,0.20438277999999996,165,221004,84.0,0.1499198079109192,0.0001,55225
2632,1331,0.05,0.23317117999999998,165,221088,84.0,0.21039441227912903,0.0001,55246
2633,1332,0.05,0.4019407199999999,165,221172,84.0,0.21566081047058105,0.0001,55267
2634,1332,0.05,0.29051631,165,221256,84.0,0.16430091857910156,0.0001,55288
2635,1333,0.05,0.2776187699999999,165,221340,84.0,3.00970458984375,0.0001,55309
2636,1333,0.05,0.28555296999999996,165,221424,84.0,0.3559396266937256,0.0001,55330
2637,1334,0.05,0.4446580999999999,165,221508,84.0,0.16705693304538727,0.0001,55351
2638,1335,0.05,0.51699818,165,221592,84.0,0.15517640113830566,0.0001,55372
2639,1335,0.05,0.5315222599999999,165,221676,84.0,3.3171093463897705,0.0001,55393
2640,1336,0.05,0.4585120999999999,165,221760,84.0,3.425053119659424,0.0001,55414
2641,1336,0.05,0.6258097399999999,165,221844,84.0,3.075502634048462,0.0001,55435
2642,1337,0.05,0.74155568,165,221928,84.0,0.27760082483291626,0.0001,55456
2643,1337,0.05,0.8341431099999999,165,222012,84.0,0.12799414992332458,0.0001,55477
2644,1338,0.05,0.7762669899999999,165,222096,84.0,0.20736107230186462,0.0001,55498
2645,1338,0.05,0.7358046699999997,165,222180,84.0,0.11073638498783112,0.0001,55519
2646,1339,0.05,0.7981501400000001,165,222264,84.0,3.5743186473846436,0.0001,55540
2647,1339,0.05,0.72709538,165,222348,84.0,0.26625317335128784,0.0001,55561
2648,1340,0.05,1.0269106199999998,165,222432,84.0,0.13851326704025269,0.0001,55582
2649,1340,0.05,0.8894249,165,222516,84.0,0.21854569017887115,0.0001,55603
2650,1341,0.05,0.89446217,165,222600,84.0,0.22247380018234253,0.0001,55624
2651,1341,0.05,0.7719045699999999,165,222684,84.0,0.7705552577972412,0.0001,55645
2652,1342,0.05,0.89815934,165,222768,84.0,0.1943427324295044,0.0001,55666
2653,1342,0.05,1.0015186299999999,165,222852,84.0,0.09709610044956207,0.0001,55687
2654,1343,0.05,1.0524764400000002,165,222936,84.0,0.26413190364837646,0.0001,55708
2655,1343,0.05,1.039531,165,223020,84.0,0.15130403637886047,0.0001,55729
2656,1344,0.05,1.0297269999999998,165,223104,84.0,3.108837842941284,0.0001,55750
2657,1344,0.05,1.0409694299999999,165,223188,84.0,3.2539708614349365,0.0001,55771
2658,1345,0.05,0.9425947700000001,165,223272,84.0,3.2251250743865967,0.0001,55792
2659,1346,0.05,0.9721040400000001,165,223356,84.0,0.3088732659816742,0.0001,55813
2660,1346,0.05,0.9713975200000001,165,223440,84.0,0.1925068348646164,0.0001,55834
2661,1347,0.05,0.9986607800000001,165,223524,84.0,0.12137903273105621,0.0001,55855
2662,1347,0.05,1.0499939500000002,165,223608,84.0,0.1876099407672882,0.0001,55876
2663,1348,0.05,0.93078107,165,223692,84.0,0.16643226146697998,0.0001,55897
2664,1348,0.05,0.9312268000000001,165,223776,84.0,0.2637607455253601,0.0001,55918
2665,1349,0.05,0.9613125400000001,165,223860,84.0,0.1306617110967636,0.0001,55939
2666,1349,0.05,1.02191097,165,223944,84.0,0.15609723329544067,0.0001,55960
2667,1350,0.05,0.89085767,165,224028,84.0,2.9551825523376465,0.0001,55981
2668,1350,0.05,0.8596784500000001,165,224112,84.0,3.44407057762146,0.0001,56002
2669,1351,0.05,0.7169128499999999,165,224196,84.0,0.06913826614618301,0.0001,56023
2670,1351,0.05,0.8045356899999999,165,224280,84.0,0.15546998381614685,0.0001,56044
2671,1352,0.05,0.8517267799999999,165,224364,84.0,0.23188626766204834,0.0001,56065
2672,1352,0.05,0.8905020100000001,165,224448,84.0,0.3005636930465698,0.0001,56086
2673,1353,0.05,0.92057587,165,224532,84.0,0.25177130103111267,0.0001,56107
2674,1353,0.05,0.8479624399999999,165,224616,84.0,0.16721242666244507,0.0001,56128
2675,1354,0.05,0.7300464899999999,165,224700,84.0,0.06557181477546692,0.0001,56149
2676,1355,0.05,0.78468793,165,224784,84.0,0.13300307095050812,0.0001,56170
2677,1355,0.05,0.8339372200000001,165,224868,84.0,0.2372043877840042,0.0001,56191
2678,1356,0.05,0.9413229900000002,165,224952,84.0,0.14600124955177307,0.0001,56212
2679,1356,0.05,0.9210772800000002,165,225036,84.0,6.342902183532715,0.0001,56233
2680,1357,0.05,1.00831029,165,225120,84.0,0.17652128636837006,0.0001,56254
2681,1357,0.05,1.11342513,165,225204,84.0,0.10703300684690475,0.0001,56275
2682,1358,0.05,1.2039047999999999,165,225288,84.0,0.16838642954826355,0.0001,56296
2683,1358,0.05,1.3071460300000002,165,225372,84.0,3.0045297145843506,0.0001,56317
2684,1359,0.05,1.3886895900000003,165,225456,84.0,2.9700210094451904,0.0001,56338
2685,1359,0.05,1.25675735,165,225540,84.0,0.1374661773443222,0.0001,56359
2686,1360,0.05,1.3279923599999999,165,225624,84.0,3.011685609817505,0.0001,56380
2687,1360,0.05,1.2971699199999998,165,225708,84.0,0.3336072564125061,0.0001,56401
2688,1361,0.05,1.0540143499999999,165,225792,84.0,0.16326162219047546,0.0001,56422
2689,1361,0.05,1.1453282900000001,165,225876,84.0,0.09610414505004883,0.0001,56443
2690,1362,0.05,1.0340339299999999,165,225960,84.0,0.2395610362291336,0.0001,56464
2691,1363,0.05,1.0163202099999997,165,226044,84.0,0.2110081911087036,0.0001,56485
2692,1363,0.05,1.05558588,165,226128,84.0,0.18949179351329803,0.0001,56506
2693,1364,0.05,1.2167890599999998,165,226212,84.0,0.06433102488517761,0.0001,56527
2694,1364,0.05,1.18047313,165,226296,84.0,0.1703883558511734,0.0001,56548
2695,1365,0.05,1.36716354,165,226380,84.0,0.1637846827507019,0.0001,56569
2696,1365,0.05,1.51153592,165,226464,84.0,3.0748226642608643,0.0001,56590
2697,1366,0.05,1.46314192,165,226548,84.0,0.09079910814762115,0.0001,56611
2698,1366,0.05,1.3966132000000002,165,226632,84.0,0.17017287015914917,0.0001,56632
2699,1367,0.05,1.6254399000000004,165,226716,84.0,0.297973096370697,0.0001,56653
2700,1367,0.05,1.5810988700000002,165,226800,84.0,0.21724849939346313,0.0001,56674
2701,1368,0.05,1.5916266100000005,165,226884,84.0,6.614840030670166,0.0001,56695
2702,1369,0.05,1.3712390100000005,165,226968,84.0,0.1821785569190979,0.0001,56716
2703,1369,0.05,1.35329758,165,227052,84.0,0.3210996389389038,0.0001,56737
2704,1370,0.05,1.4282675100000004,165,227136,84.0,0.22527079284191132,0.0001,56758
2705,1370,0.05,1.3658791000000001,165,227220,84.0,0.09445735067129135,0.0001,56779
2706,1371,0.05,1.46305507,165,227304,84.0,3.4806783199310303,0.0001,56800
2707,1371,0.05,1.7047679399999998,165,227388,84.0,3.563817262649536,0.0001,56821
2708,1372,0.05,1.63373253,165,227472,84.0,0.18079125881195068,0.0001,56842
2709,1372,0.05,1.6069118999999998,165,227556,84.0,0.3842867314815521,0.0001,56863
2710,1373,0.05,1.56891853,165,227640,84.0,3.430283784866333,0.0001,56884
2711,1373,0.05,1.4154892,165,227724,84.0,0.11854983866214752,0.0001,56905
2712,1374,0.05,1.49314728,165,227808,84.0,0.21920910477638245,0.0001,56926
2713,1374,0.05,1.4222255899999998,165,227892,84.0,0.15445609390735626,0.0001,56947
2714,1375,0.05,1.5278035500000005,165,227976,84.0,0.42939049005508423,0.0001,56968
2715,1376,0.05,1.7315878900000001,165,228060,84.0,0.11373031884431839,0.0001,56989
2716,1376,0.05,1.9469406200000001,165,228144,84.0,0.16565614938735962,0.0001,57010
2717,1377,0.05,1.74694976,165,228228,84.0,0.12035049498081207,0.0001,57031
2718,1377,0.05,1.62689227,165,228312,84.0,0.13280174136161804,0.0001,57052
2719,1378,0.05,1.8054015799999998,165,228396,84.0,6.045135974884033,0.0001,57073
2720,1378,0.05,1.76386006,165,228480,84.0,6.136833190917969,0.0001,57094
2721,1379,0.05,1.76904098,165,228564,84.0,3.322514057159424,0.0001,57115
2722,1379,0.05,1.78950692,165,228648,84.0,0.2282852828502655,0.0001,57136
2723,1380,0.05,1.6919058100000002,165,228732,84.0,0.11718477308750153,0.0001,57157
2724,1380,0.05,1.684986,165,228816,84.0,0.17961299419403076,0.0001,57178
2725,1381,0.05,1.72774757,165,228900,84.0,3.347583293914795,0.0001,57199
2726,1381,0.05,1.75267772,165,228984,84.0,0.16728603839874268,0.0001,57220
2727,1382,0.05,1.64910991,165,229068,84.0,0.39019840955734253,0.0001,57241
2728,1383,0.05,1.6182485199999999,165,229152,84.0,0.11528737843036652,0.0001,57262
2729,1383,0.05,1.5929158,165,229236,84.0,2.986833333969116,0.0001,57283
2730,1384,0.05,1.6259506000000001,165,229320,84.0,0.2592906057834625,0.0001,57304
2731,1384,0.05,1.6902975500000001,165,229404,84.0,0.07181178033351898,0.0001,57325
2732,1385,0.05,1.6839339300000002,165,229488,84.0,0.15670070052146912,0.0001,57346
2733,1385,0.05,1.6865878,165,229572,84.0,0.07901496440172195,0.0001,57367
2734,1386,0.05,1.6925487200000005,165,229656,84.0,6.211738109588623,0.0001,57388
2735,1386,0.05,1.6619663199999999,165,229740,84.0,0.38529127836227417,0.0001,57409
2736,1387,0.05,1.5452563000000001,165,229824,84.0,0.07217749208211899,0.0001,57430
2737,1387,0.05,1.4733436600000003,165,229908,84.0,3.3059277534484863,0.0001,57451
2738,1388,0.05,1.43262769,165,229992,84.0,2.9563212394714355,0.0001,57472
2739,1388,0.05,1.3989655599999997,165,230076,84.0,0.40680456161499023,0.0001,57493
2740,1389,0.05,1.4663694099999998,165,230160,84.0,0.17128844559192657,0.0001,57514
2741,1389,0.05,1.3354915099999998,165,230244,84.0,0.2071824073791504,0.0001,57535
2742,1390,0.05,1.3087750900000001,165,230328,84.0,0.15314680337905884,0.0001,57556
2743,1391,0.05,1.3465549799999998,165,230412,84.0,3.6379356384277344,0.0001,57577
2744,1391,0.05,1.43333661,165,230496,84.0,9.105155944824219,0.0001,57598
2745,1392,0.05,1.4164860099999999,165,230580,84.0,0.17523634433746338,0.0001,57619
2746,1392,0.05,1.43320034,165,230664,84.0,3.094005584716797,0.0001,57640
2747,1393,0.05,1.4604678999999998,165,230748,84.0,0.32262659072875977,0.0001,57661
2748,1393,0.05,1.34423034,165,230832,84.0,0.2834036648273468,0.0001,57682
