#{"t_start": 1756373125.4546673, "env_id": "None"}
r,l,t
17.124965,84,0.757925
23.96,84,1.228602
18.166673,84,1.583223
19.642225,84,1.954173
23.549596,84,2.281822
16.703865,84,2.612236
20.999287,84,2.927082
25.065397,84,3.250011
16.664253,84,3.594964
18.75859,84,3.934339
22.758093,84,4.277697
22.645966,84,4.622371
16.964599,84,4.951658
16.68445,84,5.277752
19.909796,84,5.603017
18.96452,84,5.953755
22.192962,84,6.315079
23.148335,84,6.665321
21.346867,84,7.049741
15.077068,84,7.375582
19.869064,84,7.717944
22.292518,84,8.033423
17.947063,84,8.387301
21.404379,84,8.76015
17.03275,84,9.099032
19.667132,84,9.460591
19.35727,84,9.83316
15.769168,84,10.172148
21.989871,84,10.511285
21.61484,84,10.865236
14.664155,84,11.221404
19.960853,84,11.574554
22.047215,84,11.947237
16.373213,84,12.303645
18.741485,84,12.669575
16.990878,84,13.046912
20.952052,84,13.423426
20.414483,84,13.773932
17.479724,84,14.127342
16.046197,84,14.483534
21.218671,84,14.843885
19.262715,84,15.195567
10.873315,84,15.553932
16.324385,84,15.914877
17.38769,84,16.264702
10.356635,84,16.626343
24.042829,84,17.030897
14.046336,84,17.416518
22.430682,84,17.845568
17.211005,84,18.27955
17.635621,84,18.755458
14.805724,84,19.157183
21.307706,84,19.522122
18.759954,84,19.865532
14.739023,84,20.246771
17.456787,84,20.668976
18.247753,84,21.057443
19.744966,84,21.395221
22.527221,84,21.732143
25.619966,84,22.066739
21.459815,84,22.4805
16.20877,84,22.858245
18.715601,84,23.217775
18.841206,84,23.553046
17.772201,84,23.912257
22.165511,84,24.271606
19.443253,84,24.64178
19.094079,84,25.065203
19.622155,84,25.525792
19.47297,84,26.009767
11.821489,84,26.437091
16.067056,84,26.823279
12.838612,84,27.216429
21.116866,84,27.662953
18.628578,84,28.105114
15.884192,84,28.661835
13.842527,84,29.231123
10.738491,84,29.791622
21.891372,84,30.252591
18.662367,84,30.639749
18.93004,84,31.069259
19.684082,84,31.533473
23.073229,84,32.024244
22.014722,84,32.457468
20.651509,84,32.800855
18.289535,84,33.166228
20.456565,84,33.502969
16.667571,84,33.830334
21.297431,84,34.166747
21.624395,84,34.50844
10.504241,84,34.881357
20.186806,84,35.225343
25.588135,84,35.560943
22.630341,84,35.915398
23.249804,84,36.295113
22.829542,84,36.763905
19.538223,84,37.208056
17.820773,84,37.63809
20.517922,84,38.049642
17.921697,84,38.441837
17.798686,84,38.890723
20.751857,84,39.344812
19.299748,84,39.763256
14.120381,84,40.150156
16.639478,84,40.531934
17.340098,84,40.890034
20.744394,84,41.266186
19.866153,84,41.663747
17.448443,84,42.075335
21.233426,84,42.494198
20.415613,84,42.927642
19.108383,84,43.342872
16.483135,84,43.77716
22.670883,84,44.257297
17.537856,84,44.688555
15.001499,84,45.144969
13.834213,84,45.555734
15.487622,84,45.993616
16.93069,84,46.405517
19.682649,84,46.847674
19.922948,84,47.237187
18.399089,84,47.604742
19.552074,84,47.964824
17.810492,84,48.360111
20.216975,84,48.749811
20.52813,84,49.136739
21.578921,84,49.522153
20.076245,84,49.973482
19.648602,84,50.515222
19.685575,84,50.979615
18.412312,84,51.399308
15.541436,84,51.837871
22.469293,84,52.305508
21.074455,84,52.709093
18.673415,84,53.128856
14.477082,84,53.562418
17.752591,84,54.226296
20.297275,84,54.67005
20.393562,84,55.090796
19.349968,84,55.521367
20.344931,84,55.992385
13.807635,84,56.450313
19.136034,84,56.930269
19.797367,84,57.388438
21.471083,84,57.852511
15.871445,84,58.37088
18.845486,84,58.810796
20.636101,84,59.253047
18.249704,84,59.682122
23.429902,84,60.117548
20.36446,84,60.522824
19.830584,84,61.004576
22.323346,84,61.507536
14.885553,84,61.909961
18.735199,84,62.29432
11.559564,84,62.671065
13.472001,84,63.076788
16.945958,84,63.512546
18.281785,84,63.931075
21.664196,84,64.336461
18.540929,84,64.776371
22.856192,84,65.237188
16.477672,84,65.634305
16.724452,84,66.011188
15.526817,84,66.359197
19.955343,84,66.770481
18.702315,84,67.134005
16.708826,84,67.506681
10.841888,84,67.863603
19.001254,84,68.319206
17.852682,84,68.732656
21.760306,84,69.089143
14.356771,84,69.46176
18.266274,84,69.884022
17.525894,84,70.283399
18.163666,84,70.655539
12.996403,84,71.03052
20.167521,84,71.39117
13.655089,84,71.819965
20.460519,84,72.288103
18.348178,84,72.691244
14.042879,84,73.092163
17.41119,84,73.456334
18.524615,84,73.843
21.002528,84,74.245352
18.907976,84,74.637644
16.030583,84,75.026032
23.905325,84,75.47197
19.196475,84,75.871771
19.295238,84,76.238054
16.949039,84,76.59822
17.884229,84,76.954042
20.952126,84,77.388184
17.355069,84,77.819796
15.867057,84,78.197665
17.927269,84,78.585158
18.272541,84,78.95376
17.459355,84,79.354811
16.874525,84,79.734642
19.322426,84,80.120357
24.313824,84,80.502676
23.480946,84,80.873929
13.258368,84,81.254524
18.128198,84,81.692991
22.700218,84,82.159065
21.741388,84,82.588015
16.408198,84,83.065007
21.972512,84,83.513054
9.486059,84,83.958386
16.783424,84,84.381448
13.995322,84,84.743391
16.758305,84,85.137187
21.784938,84,85.561949
24.724231,84,85.969757
13.130563,84,86.391203
21.694142,84,86.862255
20.043938,84,87.347718
17.968787,84,87.807126
18.011871,84,88.251379
19.639756,84,88.805181
21.051083,84,89.285336
22.367382,84,89.710834
19.581364,84,90.1596
18.068324,84,90.543609
20.13082,84,90.96415
21.52927,84,91.370709
17.032991,84,91.77959
12.77238,84,92.231382
22.559854,84,92.733062
20.888024,84,93.180694
21.144194,84,93.785538
23.107455,84,94.344109
17.944246,84,94.873645
11.103489,84,95.279591
22.685442,84,95.755129
22.292485,84,96.203153
19.298027,84,96.674856
11.724928,84,97.152361
18.577277,84,97.619425
20.748358,84,98.252464
18.329178,84,98.820844
19.43779,84,99.305909
18.58951,84,99.81277
18.176066,84,100.360788
19.023842,84,100.854406
18.778545,84,101.34973
17.705713,84,101.865352
18.350989,84,102.390118
21.343604,84,102.983614
23.398955,84,103.518202
17.334796,84,103.902471
14.41838,84,104.37335
15.381935,84,104.93315
20.137543,84,105.409555
9.949609,84,105.909272
21.556625,84,106.476419
19.94764,84,106.927478
16.504055,84,107.30844
20.142636,84,107.744161
14.70125,84,108.238419
20.059108,84,108.70277
14.721145,84,109.101703
14.651544,84,109.489687
16.97161,84,109.896938
21.345109,84,110.301677
18.575739,84,110.686177
12.44528,84,111.120129
13.901771,84,111.547732
17.581694,84,111.951208
21.195113,84,112.371283
19.735195,84,112.954243
17.568874,84,113.552689
21.875575,84,114.096923
17.679266,84,114.566486
17.305631,84,115.131144
16.449544,84,115.722142
18.421657,84,116.208045
18.589342,84,116.597508
19.098366,84,117.056058
22.203706,84,117.506246
15.883757,84,117.865604
18.681388,84,118.289721
18.976557,84,118.705092
18.679126,84,119.057906
22.072382,84,119.415395
14.883173,84,119.820279
14.802414,84,120.242346
19.037704,84,120.695839
