rollout/ep_rew_mean,rollout/exploration_rate,time/total_timesteps,rollout/ep_len_mean,time/fps,time/time_elapsed,time/episodes,train/learning_rate,train/n_updates,train/loss
24.038725339999992,0.05,219452,54.57,171,1279,4852,0.0001,54837,0.4075664281845093
24.1975812,0.05,219507,54.65,171,1279,4853,0.0001,54851,7.764698028564453
24.550730249999997,0.05,219592,54.83,171,1279,4854,0.0001,54872,0.6133865118026733
24.19072159,0.05,219626,54.62,171,1280,4855,0.0001,54881,0.36220288276672363
24.35882221,0.05,219666,54.71,171,1280,4856,0.0001,54891,0.4584956765174866
24.0023566,0.05,219730,54.5,171,1280,4857,0.0001,54907,0.48876455426216125
24.492862079999995,0.05,219798,54.82,171,1280,4858,0.0001,54924,0.39566394686698914
24.063440199999995,0.05,219883,55.08,171,1281,4859,0.0001,54945,3.638465404510498
24.02675499,0.05,219922,55.06,171,1281,4860,0.0001,54955,3.522691249847412
24.22082755,0.05,219972,55.17,171,1281,4861,0.0001,54967,0.20416615903377533
24.893073289999997,0.05,220043,55.54,171,1282,4862,0.0001,54985,0.7228130102157593
24.81733134,0.05,220076,55.5,171,1282,4863,0.0001,54993,3.522545576095581
24.70880455,0.05,220111,55.44,171,1282,4864,0.0001,55002,0.4227270483970642
25.07386192,0.05,220164,55.61,171,1282,4865,0.0001,55015,0.5432011485099792
24.59267398,0.05,220249,55.61,171,1283,4866,0.0001,55037,5.911250591278076
24.927434780000002,0.05,220334,55.64,171,1283,4867,0.0001,55058,3.634544849395752
24.40728533,0.05,220365,55.23,171,1283,4868,0.0001,55066,0.7219020128250122
24.423286330000007,0.05,220406,55.24,171,1283,4869,0.0001,55076,3.723041534423828
24.45332335,0.05,220441,54.74,171,1284,4870,0.0001,55085,0.5994911193847656
24.87342464,0.05,220504,54.97,171,1284,4871,0.0001,55100,7.693431854248047
24.84107724,0.05,220540,54.48,171,1284,4872,0.0001,55109,4.057478427886963
24.97348154,0.05,220586,54.56,171,1284,4873,0.0001,55121,0.4833028316497803
25.22063559,0.05,220643,54.71,171,1285,4874,0.0001,55135,3.545034170150757
25.387568750000003,0.05,220700,54.83,171,1285,4875,0.0001,55149,0.5829852223396301
25.37241821,0.05,220734,54.32,171,1285,4876,0.0001,55158,3.329547166824341
25.73553212,0.05,220812,54.7,171,1285,4877,0.0001,55177,2.661670207977295
25.53975095,0.05,220847,54.59,171,1286,4878,0.0001,55186,0.3053579330444336
25.53054799,0.05,220881,54.58,171,1286,4879,0.0001,55195,0.6289922595024109
