time/episodes,rollout/ep_len_mean,time/time_elapsed,time/fps,rollout/ep_rew_mean,rollout/exploration_rate,time/total_timesteps,train/n_updates,train/learning_rate,train/loss
676,84.0,241,235,3.5205770699999994,0.6628449999999999,56784,14170,0.0001,0.1658354103565216
677,84.0,241,235,3.4308492599999996,0.6623462499999997,56868,14191,0.0001,0.11729271709918976
678,84.0,241,235,3.436716079999999,0.6618474999999997,56952,14212,0.0001,0.07958362996578217
679,84.0,242,235,3.4063761799999996,0.6613487499999995,57036,14233,0.0001,0.12243697047233582
680,84.0,242,235,3.5632554,0.6608500000000005,57120,14254,0.0001,2.946321964263916
681,84.0,242,235,3.70954051,0.6603512500000004,57204,14275,0.0001,0.1850152611732483
682,84.0,243,235,3.68108344,0.6598525000000003,57288,14296,0.0001,0.12671677768230438
683,84.0,243,235,3.9332172300000003,0.6593537500000002,57372,14317,0.0001,0.10968802869319916
684,84.0,244,235,3.8654523099999993,0.658855,57456,14338,0.0001,0.15456673502922058
685,84.0,244,235,3.8685972200000003,0.65835625,57540,14359,0.0001,0.09717998653650284
686,84.0,244,235,3.7374684400000002,0.6578574999999999,57624,14380,0.0001,3.0143463611602783
687,84.0,245,235,3.73436193,0.6573587499999998,57708,14401,0.0001,0.16635382175445557
688,84.0,245,235,3.89124655,0.6568599999999996,57792,14422,0.0001,0.0836317390203476
689,84.0,245,235,3.76482274,0.6563612499999996,57876,14443,0.0001,0.10731296241283417
690,84.0,246,235,3.7579396499999995,0.6558625000000005,57960,14464,0.0001,0.1091301292181015
691,84.0,246,235,3.84866697,0.6553637500000005,58044,14485,0.0001,2.9317708015441895
692,84.0,246,235,3.80875579,0.6548650000000003,58128,14506,0.0001,0.14686235785484314
693,84.0,247,235,3.8602492100000005,0.6543662500000001,58212,14527,0.0001,0.2798662483692169
694,84.0,247,235,3.9283917500000007,0.6538675,58296,14548,0.0001,0.16652290523052216
695,84.0,248,235,3.7581516000000006,0.65336875,58380,14569,0.0001,0.08390776813030243
696,84.0,248,235,3.8783751500000005,0.6528699999999998,58464,14590,0.0001,5.750159740447998
697,84.0,248,235,3.8711679000000006,0.6523712499999997,58548,14611,0.0001,0.13730528950691223
698,84.0,249,235,4.001880850000001,0.6518724999999996,58632,14632,0.0001,0.07458604872226715
699,84.0,249,235,3.90018959,0.6513737499999996,58716,14653,0.0001,0.0779566615819931
700,84.0,249,235,4.04018324,0.6508750000000005,58800,14674,0.0001,0.06471921503543854
701,84.0,250,235,4.01923605,0.6503762500000003,58884,14695,0.0001,0.12833218276500702
702,84.0,250,235,4.12073366,0.6498775000000003,58968,14716,0.0001,0.06156010180711746
703,84.0,251,235,4.158133009999999,0.6493787500000002,59052,14737,0.0001,0.06693331152200699
704,84.0,251,235,4.22335267,0.6488800000000001,59136,14758,0.0001,0.07417165488004684
705,84.0,251,235,4.22648244,0.64838125,59220,14779,0.0001,3.0522429943084717
706,84.0,252,235,4.26040553,0.6478824999999999,59304,14800,0.0001,0.22636795043945312
707,84.0,252,235,4.266642829999999,0.6473837499999997,59388,14821,0.0001,0.07334070652723312
708,84.0,252,235,4.14947051,0.6468849999999997,59472,14842,0.0001,0.12356893718242645
709,84.0,253,235,4.06396117,0.6463862499999996,59556,14863,0.0001,0.11314429342746735
710,84.0,253,235,4.19785581,0.6458875000000005,59640,14884,0.0001,0.19788052141666412
711,84.0,254,235,4.27486125,0.6453887500000004,59724,14905,0.0001,0.20100800693035126
712,84.0,254,235,4.1265682,0.6448900000000004,59808,14926,0.0001,0.07253263890743256
713,84.0,254,235,4.0604511,0.6443912500000002,59892,14947,0.0001,0.06475780159235
714,84.0,255,235,4.05985387,0.6438925000000002,59976,14968,0.0001,0.13636454939842224
715,84.0,255,235,3.99425561,0.64339375,60060,14989,0.0001,0.17427830398082733
716,84.0,255,235,4.0424544099999995,0.6428949999999999,60144,15010,0.0001,0.09039381891489029
717,84.0,256,235,3.9565148999999993,0.6423962499999998,60228,15031,0.0001,0.17791566252708435
718,84.0,256,235,4.09070136,0.6418974999999998,60312,15052,0.0001,5.655683994293213
719,84.0,257,234,4.11842019,0.6413987499999996,60396,15073,0.0001,0.2126750648021698
720,84.0,257,234,4.03593336,0.6408999999999995,60480,15094,0.0001,0.16383525729179382
721,84.0,257,234,4.09844794,0.6404012500000005,60564,15115,0.0001,0.13132432103157043
722,84.0,258,234,4.054528690000001,0.6399025000000004,60648,15136,0.0001,5.8267598152160645
723,84.0,258,234,4.21573591,0.6394037500000003,60732,15157,0.0001,2.8655407428741455
724,84.0,258,235,4.24749225,0.6389050000000001,60816,15178,0.0001,0.0921955555677414
725,84.0,259,235,4.1253752200000005,0.6384062500000001,60900,15199,0.0001,0.10450168699026108
726,84.0,259,234,4.23016716,0.6379075,60984,15220,0.0001,2.9121859073638916
727,84.0,259,234,4.2652376,0.6374087499999999,61068,15241,0.0001,0.11599640548229218
728,84.0,260,234,4.28780298,0.6369099999999998,61152,15262,0.0001,0.1070038378238678
729,84.0,260,234,4.34340849,0.6364112499999997,61236,15283,0.0001,0.255948543548584
730,84.0,261,234,4.41363131,0.6359125000000005,61320,15304,0.0001,0.17942701280117035
731,84.0,261,234,4.32942635,0.6354137500000006,61404,15325,0.0001,0.17550800740718842
732,84.0,261,234,4.3524107800000005,0.6349150000000003,61488,15346,0.0001,0.11631007492542267
733,84.0,262,234,4.47934438,0.6344162500000002,61572,15367,0.0001,0.11843979358673096
734,84.0,262,234,4.50752246,0.6339175000000001,61656,15388,0.0001,2.821720600128174
735,84.0,263,234,4.542564939999999,0.6334187500000001,61740,15409,0.0001,0.09689867496490479
736,84.0,263,234,4.6224196,0.6329199999999999,61824,15430,0.0001,0.11335298418998718
737,84.0,263,234,4.62731855,0.6324212499999999,61908,15451,0.0001,0.17383748292922974
738,84.0,264,234,4.71785973,0.6319224999999997,61992,15472,0.0001,0.08446808159351349
739,84.0,264,234,4.95139133,0.6314237499999996,62076,15493,0.0001,0.15510815382003784
740,84.0,265,234,4.89630951,0.6309249999999995,62160,15514,0.0001,0.12397821247577667
741,84.0,265,234,4.87857369,0.6304262500000005,62244,15535,0.0001,0.09993471205234528
742,84.0,266,234,4.95821844,0.6299275000000004,62328,15556,0.0001,0.08076071739196777
743,84.0,266,233,4.91371258,0.6294287500000002,62412,15577,0.0001,0.2971804141998291
744,84.0,267,233,4.97063827,0.6289300000000002,62496,15598,0.0001,0.19243402779102325
745,84.0,267,233,5.045156410000001,0.6284312500000001,62580,15619,0.0001,3.0107369422912598
746,84.0,267,233,5.05613181,0.6279325,62664,15640,0.0001,0.13257667422294617
747,84.0,268,233,5.06947632,0.6274337499999998,62748,15661,0.0001,3.0035338401794434
748,84.0,268,233,4.9569346,0.6269349999999998,62832,15682,0.0001,2.9886865615844727
749,84.0,269,233,4.96147807,0.6264362499999997,62916,15703,0.0001,0.23227128386497498
750,84.0,269,233,5.156131970000001,0.6259374999999996,63000,15724,0.0001,0.19664490222930908
751,84.0,269,233,5.160066350000001,0.6254387500000005,63084,15745,0.0001,0.14303560554981232
752,84.0,270,233,5.186076030000001,0.6249400000000004,63168,15766,0.0001,0.2104271650314331
753,84.0,270,233,5.10598342,0.6244412500000003,63252,15787,0.0001,2.8239059448242188
754,84.0,270,233,5.07696274,0.6239425000000003,63336,15808,0.0001,0.14566761255264282
755,84.0,271,233,5.08171424,0.6234437500000001,63420,15829,0.0001,0.16718235611915588
756,84.0,271,233,5.04676522,0.622945,63504,15850,0.0001,0.1805587261915207
757,84.0,272,233,4.986802699999999,0.6224462499999999,63588,15871,0.0001,2.903437614440918
758,84.0,272,233,4.9958247799999995,0.6219474999999999,63672,15892,0.0001,0.10044537484645844
759,84.0,272,233,5.019904400000001,0.6214487499999997,63756,15913,0.0001,0.233340784907341
760,84.0,273,233,4.94694451,0.6209499999999997,63840,15934,0.0001,2.9410669803619385
761,84.0,273,233,4.92736318,0.6204512499999995,63924,15955,0.0001,0.1434003710746765
762,84.0,273,233,4.9837086,0.6199525000000005,64008,15976,0.0001,2.9777326583862305
763,84.0,274,233,5.0541294,0.6194537500000004,64092,15997,0.0001,0.1515125036239624
764,84.0,274,233,5.198556289999999,0.6189550000000003,64176,16018,0.0001,2.989908456802368
765,84.0,274,233,5.04595308,0.6184562500000002,64260,16039,0.0001,5.833079814910889
766,84.0,275,233,4.980029419999999,0.6179574999999999,64344,16060,0.0001,0.11380504071712494
767,84.0,275,233,4.971353539999999,0.61745875,64428,16081,0.0001,0.14723509550094604
768,84.0,276,233,4.773187749999999,0.6169599999999998,64512,16102,0.0001,0.18257269263267517
769,84.0,276,233,4.583781309999999,0.6164612499999997,64596,16123,0.0001,0.17050614953041077
770,84.0,276,233,4.570888879999999,0.6159624999999995,64680,16144,0.0001,0.12351247668266296
771,84.0,277,233,4.45716003,0.6154637500000006,64764,16165,0.0001,0.10328736156225204
772,84.0,277,233,4.45617685,0.6149650000000004,64848,16186,0.0001,2.9825189113616943
773,84.0,278,233,4.398305189999999,0.6144662500000004,64932,16207,0.0001,0.14434713125228882
774,84.0,278,233,4.09330693,0.6139675000000002,65016,16228,0.0001,0.16120174527168274
775,84.0,278,233,4.10883217,0.6134687500000001,65100,16249,0.0001,0.29605865478515625
776,84.0,279,233,4.1168648899999996,0.61297,65184,16270,0.0001,0.1526200771331787
777,84.0,279,233,4.176316839999999,0.61247125,65268,16291,0.0001,2.9836318492889404
778,84.0,279,233,4.12536476,0.6119724999999998,65352,16312,0.0001,0.2239067703485489
779,84.0,280,233,4.2130866199999994,0.6114737499999997,65436,16333,0.0001,0.08023470640182495
780,84.0,280,233,4.10536164,0.6109749999999996,65520,16354,0.0001,2.9741005897521973
781,84.0,280,233,3.9925667299999996,0.6104762499999996,65604,16375,0.0001,0.16751757264137268
782,84.0,281,233,4.021976469999999,0.6099775000000005,65688,16396,0.0001,0.07099349796772003
783,84.0,281,233,3.9076681100000004,0.6094787500000003,65772,16417,0.0001,5.768245220184326
784,84.0,282,233,3.9592202600000004,0.6089800000000003,65856,16438,0.0001,0.10825181007385254
785,84.0,282,233,4.02069584,0.6084812500000002,65940,16459,0.0001,3.0229055881500244
786,84.0,282,233,4.12303512,0.6079825000000001,66024,16480,0.0001,2.9187817573547363
787,84.0,283,233,4.08273239,0.60748375,66108,16501,0.0001,3.183213949203491
788,84.0,283,233,3.9894494700000003,0.6069849999999999,66192,16522,0.0001,2.8892006874084473
789,84.0,283,233,4.09631524,0.6064862499999997,66276,16543,0.0001,0.07008276134729385
790,84.0,284,233,4.023177929999999,0.6059874999999997,66360,16564,0.0001,0.14855101704597473
791,84.0,284,233,3.8909948100000005,0.6054887499999996,66444,16585,0.0001,5.817108631134033
792,84.0,285,233,3.9728930799999995,0.6049900000000005,66528,16606,0.0001,5.763332843780518
793,84.0,285,233,4.02810921,0.6044912500000004,66612,16627,0.0001,2.883544445037842
794,84.0,285,233,4.01016425,0.6039925000000004,66696,16648,0.0001,2.960799217224121
795,84.0,286,233,4.01622289,0.6034937500000002,66780,16669,0.0001,0.1966046541929245
796,84.0,286,233,3.83133404,0.6029950000000002,66864,16690,0.0001,0.14437788724899292
797,84.0,286,233,3.9079399300000004,0.60249625,66948,16711,0.0001,0.15554393827915192
798,84.0,287,233,3.9061556500000005,0.6019974999999999,67032,16732,0.0001,0.1877986341714859
799,84.0,287,233,3.91326084,0.6014987499999997,67116,16753,0.0001,0.19581487774848938
800,84.0,288,233,3.8030686100000004,0.6009999999999998,67200,16774,0.0001,0.13958142697811127
801,84.0,288,233,3.8709746100000006,0.6005012499999995,67284,16795,0.0001,2.9759459495544434
802,84.0,288,233,3.7483451100000007,0.6000025000000004,67368,16816,0.0001,0.1408737748861313
803,84.0,289,233,3.8224937700000003,0.5995037500000004,67452,16837,0.0001,0.16732613742351532
804,84.0,289,233,3.8247098200000007,0.5990050000000003,67536,16858,0.0001,8.918166160583496
805,84.0,289,233,3.7934891100000003,0.5985062500000002,67620,16879,0.0001,2.9072203636169434
806,84.0,290,233,3.86243587,0.5980075,67704,16900,0.0001,0.1263926774263382
807,84.0,290,233,3.89743325,0.59750875,67788,16921,0.0001,0.16406741738319397
808,84.0,290,233,4.00750318,0.5970099999999999,67872,16942,0.0001,0.08770628273487091
809,84.0,291,233,4.00667391,0.5965112499999998,67956,16963,0.0001,0.14130395650863647
810,84.0,291,233,3.9943805699999997,0.5960124999999997,68040,16984,0.0001,0.10532224178314209
811,84.0,292,233,3.9667889899999995,0.5955137499999996,68124,17005,0.0001,0.16906395554542542
812,84.0,292,233,4.0720208599999985,0.5950150000000005,68208,17026,0.0001,0.1982913613319397
813,84.0,292,233,4.0003283099999996,0.5945162500000005,68292,17047,0.0001,0.1313645839691162
814,84.0,293,233,4.023985359999999,0.5940175000000003,68376,17068,0.0001,0.0716533437371254
815,84.0,293,233,4.082811329999999,0.5935187500000002,68460,17089,0.0001,0.10783754289150238
816,84.0,294,233,4.09747645,0.5930200000000001,68544,17110,0.0001,0.28903013467788696
817,84.0,294,233,4.2058988,0.5925212500000001,68628,17131,0.0001,0.11592144519090652
818,84.0,294,233,4.09880771,0.5920224999999999,68712,17152,0.0001,5.781566619873047
819,84.0,295,233,3.9961235499999996,0.5915237499999999,68796,17173,0.0001,3.0348405838012695
820,84.0,295,233,4.09319757,0.5910249999999997,68880,17194,0.0001,8.82643985748291
821,84.0,296,232,4.041360119999999,0.5905262499999996,68964,17215,0.0001,0.09823746979236603
822,84.0,296,232,4.197704079999999,0.5900274999999995,69048,17236,0.0001,8.570087432861328
823,84.0,296,232,4.148921779999999,0.5895287500000005,69132,17257,0.0001,2.9237349033355713
824,84.0,297,232,4.1091234000000005,0.5890300000000004,69216,17278,0.0001,3.047106981277466
825,84.0,297,232,4.19688751,0.5885312500000002,69300,17299,0.0001,5.798808574676514
826,84.0,297,232,4.20524811,0.5880325000000002,69384,17320,0.0001,8.72269058227539
827,84.0,298,232,4.19803495,0.5875337500000001,69468,17341,0.0001,0.16470521688461304
828,84.0,298,232,4.246172640000001,0.587035,69552,17362,0.0001,5.716104030609131
829,84.0,298,232,4.24358897,0.5865362499999998,69636,17383,0.0001,0.09543957561254501
830,84.0,299,232,4.165628659999999,0.5860374999999998,69720,17404,0.0001,0.08211177587509155
831,84.0,299,232,4.2139029599999995,0.5855387499999997,69804,17425,0.0001,3.046186685562134
832,84.0,300,232,4.0978258499999995,0.5850400000000007,69888,17446,0.0001,3.0525197982788086
833,84.0,300,232,3.9572224299999994,0.5845412500000005,69972,17467,0.0001,0.15138499438762665
834,84.0,300,232,3.8822644299999998,0.5840425000000004,70056,17488,0.0001,0.14101561903953552
835,84.0,301,232,3.7683450999999994,0.5835437500000002,70140,17509,0.0001,3.029690742492676
836,84.0,301,232,3.775949379999999,0.5830450000000003,70224,17530,0.0001,0.17257319390773773
837,84.0,301,232,3.8896097799999994,0.58254625,70308,17551,0.0001,2.957522392272949
838,84.0,302,232,3.7822027899999995,0.5820474999999999,70392,17572,0.0001,0.08279838413000107
839,84.0,302,232,3.72676666,0.5815487499999998,70476,17593,0.0001,0.14483442902565002
840,84.0,302,232,3.69114802,0.5810499999999998,70560,17614,0.0001,0.24000848829746246
841,84.0,303,232,3.6230467600000003,0.5805512499999996,70644,17635,0.0001,0.13737748563289642
842,84.0,303,232,3.50153977,0.5800524999999996,70728,17656,0.0001,0.1305878758430481
843,84.0,304,232,3.38687497,0.5795537500000005,70812,17677,0.0001,0.10934284329414368
844,84.0,304,232,3.22986875,0.5790550000000004,70896,17698,0.0001,0.086819589138031
845,84.0,304,232,3.1083041799999993,0.5785562500000003,70980,17719,0.0001,0.09144464135169983
846,84.0,305,232,3.0297936799999996,0.5780575000000002,71064,17740,0.0001,0.12843386828899384
847,84.0,305,232,2.97466541,0.5775587500000001,71148,17761,0.0001,5.759535789489746
848,84.0,305,232,3.0033040400000006,0.5770599999999999,71232,17782,0.0001,0.11146131157875061
849,84.0,306,232,2.9296013800000003,0.5765612499999999,71316,17803,0.0001,3.006009578704834
850,84.0,306,232,2.73397151,0.5760624999999998,71400,17824,0.0001,0.13516174256801605
851,84.0,307,232,2.7429703599999997,0.5755637499999997,71484,17845,0.0001,0.14133280515670776
852,84.0,307,232,2.71989607,0.5750649999999995,71568,17866,0.0001,0.16050516068935394
853,84.0,307,232,2.6593128099999994,0.5745662500000006,71652,17887,0.0001,0.10620006173849106
854,84.0,308,232,2.606537559999999,0.5740675000000004,71736,17908,0.0001,0.0751221776008606
855,84.0,308,232,2.66002275,0.5735687500000004,71820,17929,0.0001,5.812736988067627
856,84.0,308,232,2.6475366200000003,0.5730700000000002,71904,17950,0.0001,0.1987515538930893
857,84.0,309,232,2.63924597,0.5725712500000001,71988,17971,0.0001,0.16518667340278625
858,84.0,309,232,2.52406845,0.5720725,72072,17992,0.0001,0.055799614638090134
859,84.0,310,232,2.39040178,0.57157375,72156,18013,0.0001,0.1726507842540741
860,84.0,310,232,2.39548139,0.5710749999999998,72240,18034,0.0001,0.15297280251979828
861,84.0,310,232,2.47494785,0.5705762499999997,72324,18055,0.0001,2.9749248027801514
862,84.0,311,232,2.4363149,0.5700774999999996,72408,18076,0.0001,3.150970697402954
863,84.0,311,232,2.38722938,0.5695787499999996,72492,18097,0.0001,0.13736110925674438
864,84.0,312,232,2.28725416,0.5690800000000005,72576,18118,0.0001,2.9547674655914307
865,84.0,312,232,2.30540425,0.5685812500000003,72660,18139,0.0001,0.25670838356018066
866,84.0,312,232,2.4271769099999996,0.5680825000000003,72744,18160,0.0001,0.10843773186206818
867,84.0,313,232,2.38002899,0.5675837500000002,72828,18181,0.0001,0.15889298915863037
868,84.0,313,232,2.4659696600000003,0.5670850000000001,72912,18202,0.0001,3.1672463417053223
869,84.0,313,232,2.63134627,0.56658625,72996,18223,0.0001,5.861602783203125
870,84.0,314,232,2.6418024499999997,0.5660874999999999,73080,18244,0.0001,0.1374988555908203
871,84.0,314,232,2.68445671,0.5655887499999996,73164,18265,0.0001,0.18530523777008057
872,84.0,315,232,2.6001486799999998,0.5650899999999996,73248,18286,0.0001,0.15475182235240936
873,84.0,315,232,2.50874383,0.5645912500000005,73332,18307,0.0001,3.129913091659546
874,84.0,315,232,2.735666029999999,0.5640925000000004,73416,18328,0.0001,0.15714186429977417
875,84.0,316,232,2.71635939,0.5635937500000003,73500,18349,0.0001,2.9808850288391113
876,84.0,316,232,2.8048438800000004,0.5630950000000003,73584,18370,0.0001,0.09702810645103455
877,84.0,316,232,2.7612001999999993,0.5625962500000001,73668,18391,0.0001,0.11344270408153534
878,84.0,317,232,2.8558164899999996,0.5620975000000001,73752,18412,0.0001,0.08845335990190506
879,84.0,317,232,2.74438918,0.5615987499999999,73836,18433,0.0001,0.10873214900493622
880,84.0,318,232,2.80911399,0.5610999999999998,73920,18454,0.0001,0.24805152416229248
881,84.0,318,232,2.7740210000000003,0.5606012499999997,74004,18475,0.0001,0.08886900544166565
882,84.0,318,232,2.7548600700000003,0.5601024999999997,74088,18496,0.0001,0.05816014111042023
883,84.0,319,232,2.8626205100000006,0.5596037499999995,74172,18517,0.0001,0.18479123711585999
884,84.0,319,232,2.8928129300000007,0.5591050000000004,74256,18538,0.0001,0.09082727134227753
885,84.0,320,232,2.6040530900000003,0.5586062500000004,74340,18559,0.0001,0.09916897118091583
886,84.0,320,232,2.6770309,0.5581075000000003,74424,18580,0.0001,0.17085452377796173
887,84.0,320,232,2.6787435,0.5576087500000002,74508,18601,0.0001,0.2146165370941162
888,84.0,321,232,2.6254610399999994,0.55711,74592,18622,0.0001,0.19723767042160034
889,84.0,321,232,2.5103408099999998,0.55661125,74676,18643,0.0001,2.877866268157959
890,84.0,321,232,2.5208859699999997,0.5561124999999999,74760,18664,0.0001,0.11143996566534042
891,84.0,322,232,2.67464066,0.5556137499999998,74844,18685,0.0001,0.07704021036624908
892,84.0,322,232,2.7330166199999995,0.5551149999999997,74928,18706,0.0001,0.24891535937786102
893,84.0,323,232,2.6586400500000003,0.5546162499999996,75012,18727,0.0001,0.08476687222719193
894,84.0,323,232,2.7477034099999997,0.5541175000000005,75096,18748,0.0001,0.12969273328781128
895,84.0,323,232,2.8169055700000003,0.5536187500000005,75180,18769,0.0001,0.1410495638847351
896,84.0,324,232,2.894319,0.5531200000000003,75264,18790,0.0001,0.24129638075828552
897,84.0,324,232,2.6673183499999995,0.5526212500000002,75348,18811,0.0001,5.777753829956055
898,84.0,324,232,2.6645228299999997,0.5521225000000001,75432,18832,0.0001,0.1284255087375641
899,84.0,325,232,2.50380784,0.5516237500000001,75516,18853,0.0001,0.2485477328300476
900,84.0,325,232,2.52309445,0.5511249999999999,75600,18874,0.0001,0.08841980993747711
901,84.0,326,232,2.6133409999999997,0.5506262499999999,75684,18895,0.0001,0.14453136920928955
902,84.0,326,232,2.6213718800000003,0.5501274999999997,75768,18916,0.0001,0.12836922705173492
903,84.0,326,232,2.5981390600000003,0.5496287499999997,75852,18937,0.0001,0.0674850344657898
904,84.0,327,231,2.39355341,0.5491299999999995,75936,18958,0.0001,0.17807768285274506
905,84.0,327,231,2.43099406,0.5486312500000005,76020,18979,0.0001,0.07721331715583801
906,84.0,328,231,2.3623255000000003,0.5481325000000004,76104,19000,0.0001,0.26209932565689087
907,84.0,328,231,2.2728178100000003,0.5476337500000003,76188,19021,0.0001,2.9389352798461914
908,84.0,328,231,2.14420588,0.5471350000000001,76272,19042,0.0001,3.1567845344543457
909,84.0,329,231,2.16667541,0.54663625,76356,19063,0.0001,0.131043940782547
910,84.0,329,231,2.1696162500000002,0.5461374999999999,76440,19084,0.0001,2.9861721992492676
911,84.0,330,231,1.9903065599999996,0.5456387499999997,76524,19105,0.0001,6.0651679039001465
912,84.0,330,231,1.8112720999999998,0.5451399999999997,76608,19126,0.0001,0.10612502694129944
913,84.0,330,231,2.02740127,0.5446412499999996,76692,19147,0.0001,0.26790428161621094
914,84.0,331,231,1.9428956,0.5441425000000006,76776,19168,0.0001,0.11775089800357819
915,84.0,331,231,1.78006301,0.5436437500000004,76860,19189,0.0001,0.03667525202035904
916,84.0,331,231,1.8649595700000001,0.5431450000000004,76944,19210,0.0001,3.0597798824310303
917,84.0,332,231,1.8187828299999997,0.5426462500000002,77028,19231,0.0001,0.0930698812007904
918,84.0,333,231,1.80129924,0.5421475000000002,77112,19252,0.0001,3.014636278152466
919,84.0,333,231,1.8329092299999998,0.54164875,77196,19273,0.0001,0.12478381395339966
920,84.0,333,231,1.76176095,0.5411499999999999,77280,19294,0.0001,0.14120574295520782
921,84.0,334,231,1.8522246400000002,0.5406512499999998,77364,19315,0.0001,0.07440099120140076
922,84.0,334,231,1.7812667400000002,0.5401524999999998,77448,19336,0.0001,0.09333357959985733
923,84.0,335,231,1.8168889800000003,0.5396537499999996,77532,19357,0.0001,0.09950415790081024
924,84.0,335,231,1.84277174,0.5391549999999996,77616,19378,0.0001,0.11705800145864487
925,84.0,336,231,1.8191029600000002,0.5386562500000005,77700,19399,0.0001,2.985581159591675
926,84.0,336,231,1.74463484,0.5381575000000004,77784,19420,0.0001,5.768258094787598
927,84.0,337,231,1.8005624,0.5376587500000003,77868,19441,0.0001,0.09532459080219269
928,84.0,337,230,1.7437906699999997,0.5371600000000002,77952,19462,0.0001,0.16713203489780426
929,84.0,337,230,1.6743115099999997,0.5366612500000001,78036,19483,0.0001,0.10864699631929398
930,84.0,338,230,1.5912995799999998,0.5361625,78120,19504,0.0001,0.10371223092079163
931,84.0,338,230,1.5886465099999996,0.5356637499999999,78204,19525,0.0001,0.14375253021717072
932,84.0,339,230,1.6859930199999997,0.5351649999999998,78288,19546,0.0001,2.9603660106658936
933,84.0,339,230,1.68454557,0.5346662499999997,78372,19567,0.0001,2.9577455520629883
934,84.0,340,230,1.6327452800000004,0.5341674999999995,78456,19588,0.0001,0.17634165287017822
935,84.0,340,230,1.6972072300000003,0.5336687500000006,78540,19609,0.0001,0.18877050280570984
936,84.0,341,230,1.58583527,0.5331700000000004,78624,19630,0.0001,3.012544870376587
937,84.0,341,230,1.36457572,0.5326712500000004,78708,19651,0.0001,0.1609397828578949
938,84.0,342,230,1.5036177999999998,0.5321725000000002,78792,19672,0.0001,5.909714698791504
939,84.0,342,230,1.4587263899999998,0.5316737500000002,78876,19693,0.0001,0.09529925137758255
940,84.0,343,230,1.3287148899999999,0.531175,78960,19714,0.0001,5.848714351654053
941,84.0,343,229,1.3201509599999997,0.53067625,79044,19735,0.0001,0.10766910016536713
942,84.0,344,229,1.4303812899999997,0.5301774999999997,79128,19756,0.0001,0.1380290985107422
943,84.0,344,229,1.4274603099999996,0.5296787499999996,79212,19777,0.0001,2.9838790893554688
944,84.0,345,229,1.5358939399999998,0.5291799999999995,79296,19798,0.0001,0.12386199086904526
945,84.0,345,229,1.6472821199999998,0.5286812500000005,79380,19819,0.0001,3.009887456893921
946,84.0,346,229,1.7725389199999997,0.5281825000000004,79464,19840,0.0001,0.1644459068775177
947,84.0,346,229,1.92313046,0.5276837500000002,79548,19861,0.0001,0.0814954861998558
948,84.0,346,229,1.97519595,0.5271850000000002,79632,19882,0.0001,2.932847738265991
949,84.0,347,229,2.2192727899999998,0.5266862500000001,79716,19903,0.0001,0.1129806786775589
950,84.0,347,229,2.20428704,0.5261875,79800,19924,0.0001,0.12278289347887039
951,84.0,348,229,2.2137481400000003,0.5256887499999999,79884,19945,0.0001,0.10767839103937149
952,84.0,348,229,2.30271033,0.5251899999999998,79968,19966,0.0001,0.21892639994621277
953,84.0,348,229,2.3209079000000004,0.5246912499999997,80052,19987,0.0001,0.1616460382938385
954,84.0,349,229,2.3692674500000006,0.5241924999999996,80136,20008,0.0001,2.9650461673736572
955,84.0,349,229,2.1753666300000005,0.5236937500000005,80220,20029,0.0001,0.15954764187335968
956,84.0,350,229,2.1987789899999997,0.5231950000000004,80304,20050,0.0001,0.08881579339504242
957,84.0,350,229,2.24777114,0.5226962500000003,80388,20071,0.0001,2.9169154167175293
958,84.0,350,229,2.26355388,0.5221975000000003,80472,20092,0.0001,5.894123077392578
959,84.0,351,229,2.3686656299999997,0.5216987500000001,80556,20113,0.0001,6.057675838470459
960,84.0,351,229,2.42050759,0.5212000000000001,80640,20134,0.0001,0.14183774590492249
961,84.0,352,229,2.3747938200000003,0.5207012499999999,80724,20155,0.0001,0.10402144491672516
962,84.0,352,229,2.4563738500000003,0.5202024999999999,80808,20176,0.0001,2.981213331222534
963,84.0,352,229,2.5221773300000003,0.5197037499999997,80892,20197,0.0001,0.183142751455307
964,84.0,353,229,2.593980870000001,0.5192049999999997,80976,20218,0.0001,3.0456721782684326
965,84.0,353,229,2.7292736300000002,0.5187062499999995,81060,20239,0.0001,0.15231779217720032
966,84.0,354,229,2.6576021,0.5182075000000005,81144,20260,0.0001,0.12053132057189941
967,84.0,354,229,2.7328789400000004,0.5177087500000004,81228,20281,0.0001,5.829189777374268
968,84.0,354,229,2.7572142600000005,0.5172100000000003,81312,20302,0.0001,0.10125969350337982
969,84.0,355,229,2.7436001300000004,0.5167112500000002,81396,20323,0.0001,0.06445595622062683
970,84.0,355,229,2.79274936,0.5162125,81480,20344,0.0001,0.1364845633506775
971,84.0,355,229,2.8773774299999997,0.51571375,81564,20365,0.0001,0.3096027374267578
972,84.0,356,229,2.89655949,0.5152149999999999,81648,20386,0.0001,0.1871471405029297
973,84.0,356,229,3.0107810299999995,0.5147162499999998,81732,20407,0.0001,2.8222005367279053
974,84.0,357,229,3.0467090399999996,0.5142174999999997,81816,20428,0.0001,0.13556069135665894
975,84.0,357,229,3.12327934,0.5137187500000007,81900,20449,0.0001,0.17289531230926514
976,84.0,357,229,3.02996102,0.5132200000000005,81984,20470,0.0001,0.10805214941501617
977,84.0,358,229,3.0825057799999995,0.5127212500000005,82068,20491,0.0001,2.88879656791687
