time/episodes,rollout/ep_len_mean,time/time_elapsed,time/fps,rollout/ep_rew_mean,rollout/exploration_rate,time/total_timesteps,train/n_updates,train/learning_rate,train/loss
51,84.0,17,242,5.103492294117647,0.97456375,4284,1045,0.0001,1.0748707056045532
52,84.0,18,242,5.135440423076923,0.974065,4368,1066,0.0001,1.4022955894470215
53,84.0,18,242,5.268139207547169,0.9735662499999999,4452,1087,0.0001,4.018324851989746
54,84.0,18,242,5.176442629629629,0.9730674999999998,4536,1108,0.0001,1.4665288925170898
55,84.0,19,242,5.282562199999999,0.9725687499999995,4620,1129,0.0001,1.1287258863449097
56,84.0,19,242,5.256015267857143,0.9720699999999995,4704,1150,0.0001,4.372990131378174
57,84.0,19,242,5.263312666666667,0.9715712500000004,4788,1171,0.0001,1.4297430515289307
58,84.0,20,242,5.260140896551724,0.9710725000000003,4872,1192,0.0001,1.6695642471313477
59,84.0,20,242,5.302381644067796,0.9705737500000002,4956,1213,0.0001,1.1698012351989746
60,84.0,20,242,5.264004999999999,0.9700750000000001,5040,1234,0.0001,1.342896819114685
61,84.0,21,242,5.262584508196721,0.96957625,5124,1255,0.0001,1.1108418703079224
62,84.0,21,242,5.209120338709677,0.9690774999999999,5208,1276,0.0001,3.9656951427459717
63,84.0,21,242,5.288422920634919,0.9685787499999998,5292,1297,0.0001,0.9116155505180359
64,84.0,22,242,5.442218109375,0.9680799999999997,5376,1318,0.0001,0.7592484951019287
65,84.0,22,242,5.497747230769231,0.9675812499999996,5460,1339,0.0001,6.72689962387085
66,84.0,22,242,5.416601954545454,0.9670824999999995,5544,1360,0.0001,1.0866647958755493
67,84.0,23,242,5.385629313432835,0.9665837500000005,5628,1381,0.0001,0.6995642185211182
68,84.0,23,242,5.3836443970588235,0.9660850000000003,5712,1402,0.0001,1.1335841417312622
69,84.0,23,242,5.340397478260869,0.9655862500000003,5796,1423,0.0001,0.9857228398323059
70,84.0,24,242,5.3091446428571425,0.9650875000000002,5880,1444,0.0001,3.0771450996398926
71,84.0,24,242,5.23828104225352,0.9645887500000001,5964,1465,0.0001,0.739317774772644
72,84.0,24,242,5.24636425,0.9640899999999999,6048,1486,0.0001,1.1327641010284424
73,84.0,25,242,5.198645561643835,0.9635912499999999,6132,1507,0.0001,0.9797364473342896
74,84.0,25,242,5.173728837837838,0.9630924999999998,6216,1528,0.0001,3.4774458408355713
75,84.0,25,242,5.077391253333333,0.9625937499999997,6300,1549,0.0001,3.2836837768554688
76,84.0,26,242,5.134052460526316,0.9620949999999996,6384,1570,0.0001,3.2586710453033447
77,84.0,26,242,5.111982194805195,0.9615962500000005,6468,1591,0.0001,3.325101137161255
78,84.0,26,242,5.171997897435897,0.9610975000000004,6552,1612,0.0001,0.5884088277816772
79,84.0,27,242,5.185780189873418,0.9605987500000003,6636,1633,0.0001,0.7129325866699219
80,84.0,27,242,5.23173425,0.9601000000000002,6720,1654,0.0001,0.5051319599151611
81,84.0,28,242,5.33023437037037,0.9596012500000001,6804,1675,0.0001,3.8990721702575684
82,84.0,28,242,5.340486585365853,0.9591025,6888,1696,0.0001,3.37835693359375
83,84.0,28,242,5.339863963855421,0.9586037499999999,6972,1717,0.0001,3.6217851638793945
84,84.0,29,242,5.349953678571429,0.9581049999999998,7056,1738,0.0001,0.6556910276412964
85,84.0,29,242,5.300115247058823,0.9576062499999997,7140,1759,0.0001,0.9977209568023682
86,84.0,29,242,5.3148394767441856,0.9571074999999996,7224,1780,0.0001,0.5457459688186646
87,84.0,30,242,5.330210034482759,0.9566087500000006,7308,1801,0.0001,0.6087181568145752
88,84.0,30,242,5.334192568181819,0.9561100000000005,7392,1822,0.0001,0.6120872497558594
89,84.0,30,242,5.398824213483146,0.9556112500000004,7476,1843,0.0001,0.7233381867408752
90,84.0,31,242,5.324950122222223,0.9551125000000003,7560,1864,0.0001,0.6067034006118774
91,84.0,31,242,5.326563945054946,0.95461375,7644,1885,0.0001,0.4812910556793213
92,84.0,31,242,5.352218826086957,0.954115,7728,1906,0.0001,0.5523754358291626
93,84.0,32,242,5.405242053763441,0.9536162499999998,7812,1927,0.0001,0.5163203477859497
94,84.0,32,242,5.355740936170213,0.9531174999999998,7896,1948,0.0001,0.5062938332557678
95,84.0,32,242,5.31551552631579,0.9526187499999997,7980,1969,0.0001,3.2930288314819336
96,84.0,33,242,5.3456426875,0.9521199999999996,8064,1990,0.0001,3.411531925201416
97,84.0,33,242,5.378380721649485,0.9516212500000005,8148,2011,0.0001,0.4846602976322174
98,84.0,33,242,5.371434153061225,0.9511225000000004,8232,2032,0.0001,0.6739296317100525
99,84.0,34,242,5.375363818181819,0.9506237500000003,8316,2053,0.0001,0.5994327664375305
100,84.0,34,242,5.307738010000001,0.9501250000000002,8400,2074,0.0001,3.4636199474334717
101,84.0,34,242,5.457498340000002,0.9496262500000001,8484,2095,0.0001,0.5365773439407349
102,84.0,35,242,5.44780916,0.9491275,8568,2116,0.0001,3.547693967819214
103,84.0,35,242,5.502681710000001,0.9486287499999999,8652,2137,0.0001,3.5012447834014893
104,84.0,36,242,5.529332559999999,0.9481299999999998,8736,2158,0.0001,0.41960853338241577
105,84.0,36,242,5.51656618,0.9476312499999997,8820,2179,0.0001,3.4544360637664795
106,84.0,36,242,5.519833030000001,0.9471324999999996,8904,2200,0.0001,3.4849026203155518
107,84.0,37,242,5.461433750000001,0.9466337499999995,8988,2221,0.0001,0.6919441223144531
108,84.0,37,242,5.436961140000001,0.9461350000000005,9072,2242,0.0001,0.5932793617248535
109,84.0,37,242,5.371600170000001,0.9456362500000004,9156,2263,0.0001,0.7357302904129028
110,84.0,38,242,5.31425778,0.9451375000000003,9240,2284,0.0001,0.37677425146102905
111,84.0,38,242,5.28622332,0.9446387500000002,9324,2305,0.0001,0.45267578959465027
112,84.0,38,242,5.18471361,0.9441400000000001,9408,2326,0.0001,0.5055114030838013
113,84.0,39,242,5.346914040000001,0.94364125,9492,2347,0.0001,0.7425291538238525
114,84.0,39,242,5.45080532,0.9431424999999998,9576,2368,0.0001,0.4541865289211273
115,84.0,39,242,5.49356361,0.9426437499999998,9660,2389,0.0001,0.585760235786438
116,84.0,40,242,5.477728519999999,0.9421449999999997,9744,2410,0.0001,0.2580149471759796
117,84.0,40,242,5.503978200000001,0.9416462499999996,9828,2431,0.0001,6.029836654663086
118,84.0,40,242,5.501037299999999,0.9411475000000005,9912,2452,0.0001,0.36725157499313354
119,84.0,41,242,5.633857589999999,0.9406487500000004,9996,2473,0.0001,0.39961227774620056
120,84.0,41,242,5.611302309999998,0.9401500000000003,10080,2494,0.0001,0.4980064034461975
121,84.0,41,242,5.582186399999999,0.9396512500000002,10164,2515,0.0001,0.26169848442077637
122,84.0,42,242,5.651168770000001,0.9391525000000001,10248,2536,0.0001,5.949980735778809
123,84.0,42,242,5.70176604,0.93865375,10332,2557,0.0001,6.21597146987915
124,84.0,42,242,5.679320670000001,0.9381549999999999,10416,2578,0.0001,0.34975960850715637
125,84.0,43,242,5.70649492,0.9376562499999997,10500,2599,0.0001,3.393244743347168
126,84.0,43,242,5.69142522,0.9371574999999996,10584,2620,0.0001,0.31637200713157654
127,84.0,43,242,5.62132306,0.9366587499999995,10668,2641,0.0001,0.23211811482906342
128,84.0,44,242,5.585803470000001,0.9361600000000005,10752,2662,0.0001,0.3422500193119049
129,84.0,44,242,5.71753248,0.9356612500000004,10836,2683,0.0001,0.3446778655052185
130,84.0,45,242,5.70760436,0.9351625000000003,10920,2704,0.0001,0.32654935121536255
131,84.0,45,242,5.785880960000001,0.9346637500000002,11004,2725,0.0001,0.3874911367893219
132,84.0,45,242,5.809314149999999,0.9341650000000001,11088,2746,0.0001,0.37067484855651855
133,84.0,46,242,5.90290581,0.93366625,11172,2767,0.0001,0.30106818675994873
134,84.0,46,242,5.86943299,0.9331674999999999,11256,2788,0.0001,0.4923574924468994
135,84.0,46,242,5.959106120000001,0.9326687499999997,11340,2809,0.0001,3.0380499362945557
136,84.0,47,242,6.021875840000002,0.9321699999999997,11424,2830,0.0001,0.41242092847824097
137,84.0,47,242,5.94020119,0.9316712499999995,11508,2851,0.0001,3.0508909225463867
138,84.0,47,242,5.90817933,0.9311725000000005,11592,2872,0.0001,0.29475677013397217
139,84.0,48,242,5.928400469999999,0.9306737500000004,11676,2893,0.0001,0.42138832807540894
140,84.0,48,242,5.90351896,0.9301750000000003,11760,2914,0.0001,3.2211618423461914
141,84.0,48,242,5.830648460000001,0.9296762500000002,11844,2935,0.0001,0.5332658290863037
142,84.0,49,242,5.847361900000001,0.9291775000000001,11928,2956,0.0001,3.044834613800049
143,84.0,49,242,5.94894567,0.92867875,12012,2977,0.0001,0.24244770407676697
144,84.0,49,242,5.9167061699999985,0.9281799999999999,12096,2998,0.0001,0.38425496220588684
145,84.0,50,242,5.857773949999999,0.9276812499999998,12180,3019,0.0001,0.5213300585746765
146,84.0,50,242,5.78110672,0.9271824999999997,12264,3040,0.0001,0.3857063055038452
147,84.0,50,242,5.657921310000001,0.9266837499999996,12348,3061,0.0001,0.27365928888320923
148,84.0,51,242,5.66018927,0.9261849999999995,12432,3082,0.0001,0.3328810930252075
149,84.0,51,242,5.49887294,0.9256862500000005,12516,3103,0.0001,3.037163496017456
150,84.0,52,242,5.4394000799999995,0.9251875000000003,12600,3124,0.0001,0.3270367681980133
151,84.0,52,242,5.42115499,0.9246887500000003,12684,3145,0.0001,0.25592055916786194
152,84.0,52,242,5.449273830000002,0.9241900000000002,12768,3166,0.0001,0.20565833151340485
153,84.0,53,242,5.41573903,0.9236912500000001,12852,3187,0.0001,0.29376882314682007
154,84.0,53,242,5.43218202,0.9231925,12936,3208,0.0001,3.2085776329040527
155,84.0,53,241,5.35787712,0.9226937499999999,13020,3229,0.0001,6.003170967102051
156,84.0,54,241,5.38008645,0.9221949999999998,13104,3250,0.0001,0.26783090829849243
157,84.0,54,241,5.321032420000002,0.9216962499999997,13188,3271,0.0001,0.19352319836616516
158,84.0,54,241,5.278928600000001,0.9211974999999996,13272,3292,0.0001,0.2400117665529251
159,84.0,55,241,5.224750710000002,0.9206987500000005,13356,3313,0.0001,0.25768738985061646
160,84.0,55,241,5.24275523,0.9202000000000004,13440,3334,0.0001,0.2969365119934082
161,84.0,55,241,5.2430307900000015,0.9197012500000002,13524,3355,0.0001,0.23551034927368164
162,84.0,56,241,5.334021150000001,0.9192025000000001,13608,3376,0.0001,3.0509841442108154
163,84.0,56,241,5.3015976500000015,0.91870375,13692,3397,0.0001,0.2965049743652344
164,84.0,56,241,5.22967735,0.9182049999999999,13776,3418,0.0001,0.3208470344543457
165,84.0,57,241,5.1537593500000005,0.9177062499999998,13860,3439,0.0001,0.17486239969730377
166,84.0,57,241,5.167036289999999,0.9172074999999997,13944,3460,0.0001,0.17098695039749146
167,84.0,58,241,5.204938769999999,0.9167087499999996,14028,3481,0.0001,0.388462632894516
168,84.0,58,241,5.086165009999999,0.9162099999999995,14112,3502,0.0001,0.31753140687942505
169,84.0,58,241,5.099410590000001,0.9157112500000005,14196,3523,0.0001,3.0543315410614014
170,84.0,59,241,5.133883470000001,0.9152125000000004,14280,3544,0.0001,0.23294784128665924
171,84.0,59,241,5.204429650000001,0.9147137500000003,14364,3565,0.0001,0.3443812429904938
172,84.0,59,241,5.25468617,0.9142150000000002,14448,3586,0.0001,0.28783661127090454
173,84.0,60,241,5.337767199999999,0.91371625,14532,3607,0.0001,0.176542729139328
174,84.0,60,241,5.41534923,0.9132175,14616,3628,0.0001,3.0456900596618652
175,84.0,60,241,5.421574400000001,0.9127187499999999,14700,3649,0.0001,0.2732554078102112
176,84.0,61,242,5.452136340000001,0.9122199999999998,14784,3670,0.0001,0.28360098600387573
177,84.0,61,241,5.436422170000001,0.9117212499999996,14868,3691,0.0001,0.3648306131362915
178,84.0,61,241,5.3480478,0.9112224999999996,14952,3712,0.0001,0.3817906975746155
179,84.0,62,241,5.314232830000001,0.9107237500000005,15036,3733,0.0001,0.2934624254703522
180,84.0,62,241,5.223878010000002,0.9102250000000004,15120,3754,0.0001,0.1695908010005951
181,84.0,62,241,5.223393759999999,0.9097262500000003,15204,3775,0.0001,0.3479369282722473
182,84.0,63,242,5.1958426399999995,0.9092275000000002,15288,3796,0.0001,0.16583077609539032
183,84.0,63,242,5.206789279999999,0.9087287500000001,15372,3817,0.0001,0.279346227645874
184,84.0,63,242,5.25781466,0.90823,15456,3838,0.0001,0.1777103841304779
185,84.0,64,241,5.32609065,0.9077312499999999,15540,3859,0.0001,0.2751837968826294
186,84.0,64,241,5.3450336599999995,0.9072324999999998,15624,3880,0.0001,0.23395711183547974
187,84.0,64,241,5.284101410000001,0.9067337499999997,15708,3901,0.0001,0.3361460864543915
188,84.0,65,241,5.2965478699999995,0.9062349999999996,15792,3922,0.0001,0.2078583836555481
189,84.0,65,241,5.2692976,0.9057362499999995,15876,3943,0.0001,0.2559698820114136
190,84.0,66,241,5.235430699999999,0.9052375000000004,15960,3964,0.0001,0.36390599608421326
191,84.0,66,241,5.1561245200000005,0.9047387500000004,16044,3985,0.0001,0.3885267376899719
192,84.0,66,241,5.17731054,0.9042400000000003,16128,4006,0.0001,0.3087638020515442
193,84.0,67,241,5.18714445,0.9037412500000002,16212,4027,0.0001,5.9369964599609375
194,84.0,67,241,5.224871449999999,0.9032425000000001,16296,4048,0.0001,0.3368907570838928
195,84.0,67,241,5.25634598,0.90274375,16380,4069,0.0001,2.991334915161133
196,84.0,68,241,5.26236328,0.9022449999999997,16464,4090,0.0001,2.9816529750823975
197,84.0,68,241,5.164923730000001,0.9017462499999997,16548,4111,0.0001,0.23620553314685822
198,84.0,68,241,5.14312755,0.9012474999999996,16632,4132,0.0001,3.0897293090820312
199,84.0,69,241,5.1279011,0.9007487499999995,16716,4153,0.0001,0.178490549325943
200,84.0,69,241,5.158981440000002,0.9002500000000004,16800,4174,0.0001,0.3801264464855194
201,84.0,69,241,5.07445804,0.8997512500000003,16884,4195,0.0001,0.22388827800750732
202,84.0,70,241,5.03236143,0.8992525000000002,16968,4216,0.0001,0.33209311962127686
203,84.0,70,241,4.926172170000001,0.8987537500000001,17052,4237,0.0001,0.35942694544792175
204,84.0,70,241,4.970426440000001,0.898255,17136,4258,0.0001,0.2010209858417511
205,84.0,71,241,5.03066874,0.8977562499999999,17220,4279,0.0001,0.18601515889167786
206,84.0,71,241,4.972940950000001,0.8972574999999998,17304,4300,0.0001,3.177229166030884
207,84.0,72,241,5.074000900000001,0.8967587499999997,17388,4321,0.0001,0.2321402132511139
208,84.0,72,241,5.09262292,0.8962599999999996,17472,4342,0.0001,3.03216552734375
209,84.0,72,241,5.14427623,0.8957612499999995,17556,4363,0.0001,0.21190445125102997
210,84.0,73,241,5.17071102,0.8952625000000005,17640,4384,0.0001,0.3940958082675934
211,84.0,73,241,5.24734723,0.8947637500000004,17724,4405,0.0001,0.21941447257995605
212,84.0,73,241,5.37457187,0.8942650000000003,17808,4426,0.0001,3.2408688068389893
213,84.0,74,241,5.31043283,0.8937662500000001,17892,4447,0.0001,2.967240333557129
214,84.0,74,241,5.208568860000001,0.8932675000000001,17976,4468,0.0001,0.13373912870883942
215,84.0,74,241,5.197063860000001,0.89276875,18060,4489,0.0001,0.3365299701690674
216,84.0,75,241,5.289576889999999,0.8922699999999999,18144,4510,0.0001,0.25489479303359985
217,84.0,75,241,5.29687429,0.8917712499999998,18228,4531,0.0001,2.9626102447509766
218,84.0,75,241,5.23885227,0.8912724999999997,18312,4552,0.0001,0.23019500076770782
219,84.0,76,241,5.10731461,0.8907737499999995,18396,4573,0.0001,0.37529322504997253
220,84.0,76,241,5.127303990000001,0.8902750000000005,18480,4594,0.0001,2.9134557247161865
221,84.0,76,241,5.142927269999999,0.8897762500000004,18564,4615,0.0001,5.8628129959106445
222,84.0,77,241,5.07363391,0.8892775000000003,18648,4636,0.0001,3.0486631393432617
223,84.0,77,241,5.06298361,0.8887787500000002,18732,4657,0.0001,0.15585413575172424
224,84.0,78,241,5.08479264,0.8882800000000001,18816,4678,0.0001,0.14663316309452057
225,84.0,78,240,5.00419719,0.88778125,18900,4699,0.0001,0.27486729621887207
226,84.0,78,240,4.9732049499999995,0.8872824999999999,18984,4720,0.0001,0.3553096652030945
227,84.0,79,240,5.0063334500000005,0.8867837499999998,19068,4741,0.0001,3.342150926589966
228,84.0,79,240,5.0443991399999994,0.8862849999999997,19152,4762,0.0001,3.0891001224517822
229,84.0,79,240,5.05392718,0.8857862499999996,19236,4783,0.0001,0.2353459894657135
230,84.0,80,240,5.10426378,0.8852875000000006,19320,4804,0.0001,0.22569280862808228
231,84.0,80,241,5.05764768,0.8847887500000005,19404,4825,0.0001,3.1079909801483154
232,84.0,80,241,5.059803949999999,0.8842900000000002,19488,4846,0.0001,0.2478673756122589
233,84.0,81,241,5.03602857,0.8837912500000003,19572,4867,0.0001,0.15903395414352417
234,84.0,81,241,5.04290454,0.8832925000000001,19656,4888,0.0001,0.27959728240966797
235,84.0,81,241,5.00819071,0.88279375,19740,4909,0.0001,0.21842406690120697
236,84.0,82,240,4.98597464,0.8822949999999999,19824,4930,0.0001,0.1117815300822258
237,84.0,82,240,5.07795398,0.8817962499999998,19908,4951,0.0001,0.26303723454475403
238,84.0,82,240,5.05697725,0.8812974999999997,19992,4972,0.0001,3.0544660091400146
239,84.0,83,240,5.00712744,0.8807987499999996,20076,4993,0.0001,0.19894780218601227
240,84.0,83,240,5.11877863,0.8803000000000005,20160,5014,0.0001,5.8793487548828125
241,84.0,84,240,5.217628019999999,0.8798012500000004,20244,5035,0.0001,5.947078704833984
242,84.0,84,240,5.18418439,0.8793025000000003,20328,5056,0.0001,0.19216719269752502
243,84.0,84,240,5.11526613,0.8788037500000002,20412,5077,0.0001,0.13336454331874847
244,84.0,85,240,5.111858000000001,0.8783050000000001,20496,5098,0.0001,8.554183006286621
245,84.0,85,240,5.079397640000001,0.87780625,20580,5119,0.0001,0.22982704639434814
246,84.0,85,240,5.145305550000001,0.8773074999999999,20664,5140,0.0001,0.18913719058036804
247,84.0,86,240,5.240082779999999,0.8768087499999998,20748,5161,0.0001,0.10934675484895706
248,84.0,86,240,5.345395549999999,0.8763099999999997,20832,5182,0.0001,0.13343122601509094
249,84.0,86,240,5.22124777,0.8758112499999996,20916,5203,0.0001,0.21876296401023865
250,84.0,87,240,5.308692859999999,0.8753124999999995,21000,5224,0.0001,0.19698920845985413
251,84.0,87,240,5.30468028,0.8748137500000004,21084,5245,0.0001,0.11303634196519852
252,84.0,87,240,5.20556547,0.8743150000000004,21168,5266,0.0001,0.2041788399219513
253,84.0,88,240,5.10489729,0.8738162500000003,21252,5287,0.0001,0.2874660789966583
254,84.0,88,240,5.12829565,0.8733175000000002,21336,5308,0.0001,0.18947945535182953
255,84.0,89,240,5.13945059,0.87281875,21420,5329,0.0001,0.12313072383403778
256,84.0,89,240,5.153134659999999,0.87232,21504,5350,0.0001,3.0068671703338623
257,84.0,89,240,5.16962376,0.8718212499999999,21588,5371,0.0001,0.22725194692611694
258,84.0,90,240,5.1912039000000005,0.8713224999999998,21672,5392,0.0001,0.1454475075006485
259,84.0,90,240,5.0837164,0.8708237499999997,21756,5413,0.0001,3.0017480850219727
260,84.0,90,240,5.070287199999999,0.8703249999999996,21840,5434,0.0001,3.0122110843658447
261,84.0,91,240,4.981958349999999,0.8698262500000005,21924,5455,0.0001,0.1955045461654663
262,84.0,91,240,4.987913509999999,0.8693275000000004,22008,5476,0.0001,2.9711763858795166
263,84.0,91,240,4.947830939999999,0.8688287500000003,22092,5497,0.0001,0.1461150050163269
264,84.0,92,240,4.87681349,0.8683300000000002,22176,5518,0.0001,3.1756181716918945
265,84.0,92,240,4.9404319899999996,0.86783125,22260,5539,0.0001,0.13538134098052979
266,84.0,92,240,4.949613169999999,0.8673325,22344,5560,0.0001,0.13013476133346558
267,84.0,93,240,4.9508930399999995,0.8668337499999998,22428,5581,0.0001,0.19116322696208954
268,84.0,93,240,5.078907119999999,0.8663349999999997,22512,5602,0.0001,3.0732693672180176
269,84.0,93,240,5.041776010000001,0.8658362499999996,22596,5623,0.0001,5.75828218460083
270,84.0,94,240,5.01655561,0.8653374999999995,22680,5644,0.0001,3.11289119720459
271,84.0,94,240,5.01839076,0.8648387500000005,22764,5665,0.0001,0.14245417714118958
272,84.0,94,240,5.02829968,0.8643400000000004,22848,5686,0.0001,0.20501422882080078
273,84.0,95,240,5.047264780000001,0.8638412500000003,22932,5707,0.0001,0.1389750838279724
274,84.0,95,240,5.038724230000001,0.8633425000000001,23016,5728,0.0001,3.101384401321411
275,84.0,96,240,5.01383192,0.8628437500000001,23100,5749,0.0001,0.13683511316776276
276,84.0,96,240,4.9289567199999995,0.862345,23184,5770,0.0001,0.11472117900848389
277,84.0,96,240,4.9988662800000006,0.8618462499999999,23268,5791,0.0001,3.1241614818573
278,84.0,97,240,5.00731527,0.8613474999999997,23352,5812,0.0001,0.21559245884418488
279,84.0,97,240,5.08999848,0.8608487499999997,23436,5833,0.0001,3.0800793170928955
280,84.0,97,240,5.0800351,0.8603499999999996,23520,5854,0.0001,2.9253973960876465
281,84.0,98,240,5.03535934,0.8598512500000005,23604,5875,0.0001,0.2173766791820526
282,84.0,98,240,5.055602090000001,0.8593525000000004,23688,5896,0.0001,3.10915207862854
283,84.0,98,240,5.032217079999999,0.8588537500000003,23772,5917,0.0001,0.15432262420654297
284,84.0,99,240,4.8988613700000005,0.8583550000000002,23856,5938,0.0001,0.1343403160572052
285,84.0,99,240,4.80653398,0.8578562500000001,23940,5959,0.0001,0.17147132754325867
286,84.0,99,240,4.72267238,0.8573575,24024,5980,0.0001,0.2835276126861572
287,84.0,100,240,4.7209906,0.8568587499999999,24108,6001,0.0001,0.24966943264007568
288,84.0,100,240,4.67650421,0.8563599999999998,24192,6022,0.0001,0.1873025894165039
289,84.0,101,240,4.65279076,0.8558612499999997,24276,6043,0.0001,0.1320410966873169
290,84.0,101,240,4.7827622299999994,0.8553624999999996,24360,6064,0.0001,3.070209264755249
291,84.0,101,240,4.8362514,0.8548637499999995,24444,6085,0.0001,0.22661364078521729
292,84.0,102,240,4.8332896299999994,0.8543650000000005,24528,6106,0.0001,0.23303212225437164
293,84.0,102,240,4.77555443,0.8538662500000004,24612,6127,0.0001,0.17568552494049072
294,84.0,102,240,4.7832135,0.8533675000000003,24696,6148,0.0001,0.12950609624385834
295,84.0,103,240,4.8434987000000005,0.8528687500000002,24780,6169,0.0001,5.817316055297852
296,84.0,103,240,4.838369419999999,0.8523700000000001,24864,6190,0.0001,3.1995882987976074
297,84.0,103,240,4.943135659999999,0.8518712499999999,24948,6211,0.0001,0.1721116006374359
298,84.0,104,240,4.91582602,0.8513724999999999,25032,6232,0.0001,0.2377694547176361
299,84.0,104,240,4.95376626,0.8508737499999998,25116,6253,0.0001,0.1652364730834961
300,84.0,104,240,4.97491944,0.8503749999999997,25200,6274,0.0001,0.12394872307777405
301,84.0,105,240,4.99830046,0.8498762499999994,25284,6295,0.0001,0.23524805903434753
302,84.0,105,240,5.0462443100000005,0.8493775000000005,25368,6316,0.0001,3.0165786743164062
303,84.0,105,240,5.071524210000001,0.8488787500000003,25452,6337,0.0001,2.846872329711914
