time/episodes,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,rollout/exploration_rate,rollout/ep_rew_mean,time/fps,train/n_updates,train/learning_rate,train/loss
1853,73.33,127073,564,0.05,488.84129666,225,31743,0.0001,6.1442975997924805
1854,73.02,127127,564,0.05,478.6245475899999,225,31756,0.0001,2.2291860580444336
1855,72.42,127152,565,0.05,469.02459472000004,225,31762,0.0001,5.832996368408203
1856,72.42,127237,565,0.05,468.59748796,225,31784,0.0001,5.73460578918457
1857,72.42,127322,565,0.05,468.2793312,225,31805,0.0001,11.738763809204102
1858,72.8,127407,566,0.05,477.73033692000007,225,31826,0.0001,10.33439826965332
1859,72.8,127492,566,0.05,477.68297659,225,31847,0.0001,6.492746353149414
1860,73.26,127577,566,0.05,486.93910658,225,31869,0.0001,8.968225479125977
1861,73.26,127662,567,0.05,474.56972901999995,225,31890,0.0001,3.580054998397827
1862,73.26,127747,567,0.05,473.95521095,225,31911,0.0001,9.960137367248535
1863,73.26,127832,567,0.05,462.63121087,225,31932,0.0001,6.2988409996032715
1864,73.26,127917,568,0.05,473.05843989,225,31954,0.0001,10.428670883178711
1865,73.26,128002,568,0.05,472.3961519999999,225,31975,0.0001,27.269859313964844
1866,73.26,128087,568,0.05,471.56822824000005,225,31996,0.0001,5.391495704650879
1867,73.26,128172,569,0.05,463.60855160999995,225,32017,0.0001,13.169922828674316
1868,73.26,128257,569,0.05,463.56279630999995,225,32039,0.0001,3.6382431983947754
1869,73.26,128342,570,0.05,463.8597336899999,225,32060,0.0001,11.545329093933105
1870,73.26,128427,570,0.05,464.36255890999996,225,32081,0.0001,5.539358139038086
1871,73.26,128512,570,0.05,456.94496195999983,225,32102,0.0001,7.282369613647461
1872,73.86,128597,571,0.05,465.6883589899999,225,32124,0.0001,28.03786849975586
1873,73.26,128622,571,0.05,456.1605425099999,225,32130,0.0001,27.608699798583984
1874,73.6,128707,571,0.05,464.9013921899999,225,32151,0.0001,4.850203514099121
1875,73.6,128733,571,0.05,464.8045936499999,225,32158,0.0001,4.684778690338135
1876,73.59,128759,572,0.05,464.79360384999984,225,32164,0.0001,3.6541781425476074
1877,73.59,128844,572,0.05,465.00784991999984,225,32185,0.0001,13.604342460632324
1878,72.99,128869,572,0.05,455.31642388,225,32192,0.0001,8.128517150878906
1879,72.99,128954,572,0.05,455.11940463999997,225,32213,0.0001,22.949291229248047
1880,72.4,128980,573,0.05,445.62253117,225,32219,0.0001,24.302885055541992
1881,72.4,129065,573,0.05,445.12032014,225,32241,0.0001,6.593426704406738
1882,72.4,129150,573,0.05,444.93594940999986,225,32262,0.0001,5.55275821685791
1883,72.4,129235,574,0.05,444.4096014899999,225,32283,0.0001,6.371818542480469
1884,72.4,129320,574,0.05,455.05366710999994,225,32304,0.0001,5.564125061035156
1885,71.81,129346,574,0.05,446.46665835,225,32311,0.0001,15.428228378295898
1886,71.86,129431,575,0.05,457.40892772000007,225,32332,0.0001,17.758052825927734
1887,71.86,129516,575,0.05,457.48206230999995,225,32353,0.0001,5.146762847900391
1888,72.44,129601,575,0.05,467.02368058,225,32375,0.0001,8.536035537719727
1889,72.44,129626,576,0.05,466.9944532499999,225,32381,0.0001,11.9664306640625
1890,72.52,129711,576,0.05,478.5901790599999,225,32402,0.0001,6.151187419891357
1891,72.33,129777,576,0.05,467.65109806999993,225,32419,0.0001,3.244934558868408
1892,72.33,129862,577,0.05,478.9422446299999,225,32440,0.0001,2.1534013748168945
1893,72.33,129947,577,0.05,467.97331886999996,225,32461,0.0001,11.719274520874023
1894,72.45,130032,577,0.05,479.29164549999996,225,32482,0.0001,12.165224075317383
1895,72.45,130117,578,0.05,479.1567804,225,32504,0.0001,23.415159225463867
1896,72.22,130179,578,0.05,469.31368041999997,225,32519,0.0001,10.290914535522461
1897,72.22,130264,578,0.05,469.097734,225,32540,0.0001,33.884971618652344
1898,72.22,130349,579,0.05,471.4907223799999,225,32562,0.0001,5.296746253967285
1899,72.22,130434,579,0.05,482.31822093000005,225,32583,0.0001,8.768350601196289
1900,72.79,130519,579,0.05,491.30844385999995,225,32604,0.0001,4.815202713012695
1901,72.28,130553,580,0.05,481.57681748000005,225,32613,0.0001,12.353275299072266
1902,72.88,130638,580,0.05,490.08180241,225,32634,0.0001,44.51876449584961
1903,73.48,130723,580,0.05,499.086214,225,32655,0.0001,28.900409698486328
1904,73.8,130808,581,0.05,509.07135880999994,225,32676,0.0001,18.0653018951416
1905,73.8,130893,581,0.05,509.62714852,225,32698,0.0001,38.47151184082031
1906,74.39,130978,581,0.05,518.72750631,225,32719,0.0001,9.493364334106445
1907,74.39,131063,582,0.05,519.01233529,225,32740,0.0001,6.959040641784668
1908,74.39,131148,582,0.05,508.49200592999995,225,32761,0.0001,15.749411582946777
1909,74.39,131233,583,0.05,508.7524824499999,225,32783,0.0001,28.942045211791992
1910,74.98,131318,583,0.05,517.3310954799998,225,32804,0.0001,16.050893783569336
1911,74.98,131403,583,0.05,521.8099532299999,225,32825,0.0001,2.7567849159240723
1912,74.98,131488,584,0.05,521.46399599,225,32846,0.0001,4.406944274902344
1913,74.98,131573,584,0.05,521.2303588,225,32868,0.0001,9.053913116455078
1914,74.98,131658,584,0.05,520.87038334,225,32889,0.0001,18.44189453125
1915,74.98,131743,585,0.05,521.3035606,225,32910,0.0001,11.783180236816406
1916,74.98,131828,585,0.05,521.1175620099999,225,32931,0.0001,42.42549133300781
1917,74.98,131913,585,0.05,514.6882210599999,225,32953,0.0001,15.758720397949219
1918,74.98,131998,586,0.05,514.751586,225,32974,0.0001,30.28317642211914
1919,74.98,132083,586,0.05,514.7973144399999,225,32995,0.0001,11.845033645629883
1920,74.98,132168,586,0.05,515.98576871,225,33016,0.0001,8.87317943572998
1921,74.98,132253,587,0.05,526.63771689,225,33038,0.0001,8.991165161132812
1922,74.98,132338,587,0.05,527.02034625,225,33059,0.0001,5.387780666351318
1923,75.58,132423,588,0.05,526.66203948,225,33080,0.0001,16.159196853637695
1924,75.12,132462,588,0.05,517.3108017099999,225,33090,0.0001,13.447680473327637
1925,74.52,132487,588,0.05,508.51124347999996,225,33096,0.0001,6.431379318237305
1926,74.52,132572,588,0.05,508.61880921999995,225,33117,0.0001,24.737585067749023
1927,74.52,132657,589,0.05,507.98395854,225,33139,0.0001,6.431870460510254
1928,74.56,132688,589,0.05,507.8722583000001,225,33146,0.0001,12.173812866210938
1929,74.56,132773,589,0.05,497.1963370600001,225,33168,0.0001,10.330072402954102
1930,74.56,132858,590,0.05,495.82456939,225,33189,0.0001,11.295446395874023
1931,75.03,132943,590,0.05,505.21824911999994,225,33210,0.0001,9.910371780395508
1932,74.55,132980,590,0.05,495.57080621999995,225,33219,0.0001,8.164753913879395
1933,74.6,133011,590,0.05,495.44765118,225,33227,0.0001,8.916248321533203
1934,75.2,133096,591,0.05,504.40237609999997,225,33248,0.0001,10.246397018432617
1935,75.2,133181,591,0.05,505.29868465999994,225,33270,0.0001,6.013787269592285
1936,75.79,133266,591,0.05,514.37890954,225,33291,0.0001,34.76570510864258
1937,76.38,133351,592,0.05,523.98948883,225,33312,0.0001,8.593497276306152
1938,76.38,133436,592,0.05,527.7763275699999,225,33333,0.0001,3.7029576301574707
1939,76.38,133521,593,0.05,516.8701098099999,225,33355,0.0001,24.458738327026367
1940,76.38,133606,593,0.05,517.14031808,225,33376,0.0001,26.241464614868164
1941,76.38,133691,593,0.05,514.06430987,225,33397,0.0001,3.6713168621063232
1942,76.38,133776,594,0.05,514.31567116,225,33418,0.0001,1.9857947826385498
1943,76.38,133861,594,0.05,514.6744823700001,225,33440,0.0001,4.193539619445801
1944,76.38,133946,594,0.05,514.64184231,225,33461,0.0001,16.482818603515625
1945,76.38,134031,595,0.05,514.5496039,225,33482,0.0001,40.1617431640625
1946,76.38,134116,595,0.05,503.52020586,225,33503,0.0001,12.470855712890625
1947,76.38,134201,595,0.05,503.33487044000003,225,33525,0.0001,3.4751477241516113
1948,76.38,134286,596,0.05,510.51668689999997,225,33546,0.0001,11.957086563110352
1949,76.38,134371,596,0.05,500.41192042999995,225,33567,0.0001,5.2078447341918945
1950,76.38,134456,596,0.05,488.3652503699999,225,33588,0.0001,12.947699546813965
1951,76.38,134541,597,0.05,488.6997815799999,225,33610,0.0001,32.858978271484375
1952,75.78,134566,597,0.05,479.5386635299999,225,33616,0.0001,10.389204025268555
1953,75.19,134592,597,0.05,470.5148850499999,225,33622,0.0001,8.686527252197266
1954,75.5,134677,598,0.05,480.80553046,225,33644,0.0001,7.97788143157959
1955,76.1,134762,598,0.05,489.57422169999995,225,33665,0.0001,8.782423973083496
1956,76.1,134847,598,0.05,486.5560573400001,225,33686,0.0001,28.152118682861328
1957,75.57,134879,599,0.05,477.5698842900001,225,33694,0.0001,8.608369827270508
1958,74.99,134906,599,0.05,468.6043159600001,225,33701,0.0001,25.468294143676758
1959,74.4,134932,599,0.05,459.82681957000005,225,33707,0.0001,17.26607894897461
1960,74.4,135017,600,0.05,459.56581713000014,225,33729,0.0001,10.310382843017578
1961,74.4,135102,600,0.05,460.08757690000004,225,33750,0.0001,8.818445205688477
1962,74.4,135187,600,0.05,461.00191988000006,225,33771,0.0001,24.30605125427246
1963,74.4,135272,601,0.05,472.53654821000003,225,33792,0.0001,29.07492446899414
1964,74.4,135357,601,0.05,473.4552970100001,225,33814,0.0001,7.890498161315918
1965,73.88,135390,601,0.05,464.38687856,225,33822,0.0001,14.029006958007812
1966,73.88,135475,601,0.05,465.3263655800001,225,33843,0.0001,10.07563591003418
1967,73.88,135560,602,0.05,472.8861229500001,225,33864,0.0001,19.44845962524414
1968,73.28,135585,602,0.05,463.68295932,225,33871,0.0001,5.471131801605225
1969,73.28,135670,602,0.05,464.16339910000005,225,33892,0.0001,8.265256881713867
1970,73.28,135755,602,0.05,463.58729337999995,225,33913,0.0001,15.209619522094727
1971,73.23,135835,603,0.05,459.89334772,225,33933,0.0001,4.355171203613281
1972,72.65,135862,603,0.05,451.17640396999997,225,33940,0.0001,7.9359235763549805
1973,73.25,135947,603,0.05,460.20004475,225,33961,0.0001,6.2587995529174805
1974,73.25,136032,604,0.05,461.6836766,225,33982,0.0001,6.893771171569824
1975,73.84,136117,604,0.05,459.3114765600001,225,34004,0.0001,8.473154067993164
1976,73.84,136143,604,0.05,459.43193425000004,225,34010,0.0001,7.45527458190918
1977,73.64,136208,604,0.05,448.18219978,225,34026,0.0001,25.90806770324707
1978,74.24,136293,605,0.05,457.1930842000001,225,34048,0.0001,28.94312286376953
1979,74.24,136378,605,0.05,457.50110963,225,34069,0.0001,11.517065048217773
1980,74.83,136463,606,0.05,455.48133093999996,225,34090,0.0001,24.24565315246582
1981,74.83,136548,606,0.05,455.32720004000004,225,34111,0.0001,22.79075050354004
1982,74.83,136633,606,0.05,455.35835084999997,225,34133,0.0001,12.647733688354492
1983,74.83,136718,607,0.05,455.33539621000006,225,34154,0.0001,7.515854358673096
1984,74.83,136803,607,0.05,444.05900777000005,225,34175,0.0001,8.299753189086914
1985,75.42,136888,607,0.05,453.02230168999995,225,34196,0.0001,9.899267196655273
1986,75.42,136973,608,0.05,453.6729838399999,225,34218,0.0001,5.873297214508057
1987,74.89,137005,608,0.05,444.5294438199999,225,34226,0.0001,3.226464033126831
1988,74.89,137090,608,0.05,433.08655404999996,225,34247,0.0001,9.781946182250977
1989,75.49,137175,609,0.05,442.72184834,225,34268,0.0001,6.562807083129883
1990,75.05,137216,609,0.05,432.64103868,225,34278,0.0001,2.2254700660705566
1991,75.24,137301,609,0.05,443.47580895,225,34300,0.0001,11.600870132446289
1992,75.24,137386,610,0.05,432.97080228,225,34321,0.0001,1.9985026121139526
1993,75.24,137471,610,0.05,441.44814991,225,34342,0.0001,7.469254493713379
1994,75.24,137556,611,0.05,440.83821156,225,34363,0.0001,10.430217742919922
1995,75.24,137641,611,0.05,430.3802293,225,34385,0.0001,4.434292793273926
1996,75.47,137726,611,0.05,432.72467758,225,34406,0.0001,12.149473190307617
1997,75.47,137811,612,0.05,432.81479787000006,225,34427,0.0001,9.598133087158203
1998,75.47,137896,612,0.05,434.3467095700001,225,34448,0.0001,13.341171264648438
1999,74.94,137928,612,0.05,424.9925691600001,225,34456,0.0001,9.33780574798584
2000,74.94,138013,612,0.05,424.74493119,225,34478,0.0001,6.525101661682129
2001,74.99,138052,613,0.05,424.61801724000003,225,34487,0.0001,11.377758026123047
2002,74.99,138137,613,0.05,425.4549514100001,225,34509,0.0001,6.771469593048096
2003,74.99,138222,613,0.05,425.29330837000003,225,34530,0.0001,17.199270248413086
2004,74.99,138307,613,0.05,425.3411283600001,225,34551,0.0001,30.086265563964844
2005,74.45,138338,614,0.05,415.59605729000003,225,34559,0.0001,55.536293029785156
2006,73.85,138363,614,0.05,406.50611863000006,225,34565,0.0001,25.150882720947266
2007,73.85,138448,614,0.05,406.59797312,225,34586,0.0001,5.983628749847412
2008,73.85,138533,615,0.05,417.07252266999996,225,34608,0.0001,4.64201545715332
2009,73.33,138566,615,0.05,407.76075132,225,34616,0.0001,2.4083409309387207
2010,72.8,138598,615,0.05,398.9399509,225,34624,0.0001,10.47614860534668
2011,72.8,138683,615,0.05,387.8009752,225,34645,0.0001,25.770248413085938
2012,72.8,138768,616,0.05,388.4348796399999,225,34666,0.0001,9.40880012512207
2013,72.8,138853,616,0.05,388.1023069299999,225,34688,0.0001,10.045685768127441
2014,72.8,138938,616,0.05,380.36020321999996,225,34709,0.0001,3.270695686340332
2015,72.8,139023,617,0.05,380.7227183099999,225,34730,0.0001,3.40391206741333
2016,72.8,139108,617,0.05,380.84604612000004,225,34751,0.0001,6.476487159729004
2017,72.8,139193,617,0.05,379.22581532000004,225,34773,0.0001,13.428141593933105
2018,72.8,139278,618,0.05,390.32943882,225,34794,0.0001,5.278755187988281
2019,72.8,139363,618,0.05,390.20940629999996,225,34815,0.0001,40.92720031738281
2020,72.8,139448,618,0.05,390.58292194,225,34836,0.0001,14.109408378601074
2021,72.8,139533,619,0.05,390.62339181999994,225,34858,0.0001,9.761202812194824
2022,72.34,139572,619,0.05,380.7619804799999,225,34867,0.0001,18.88050079345703
2023,71.75,139598,619,0.05,381.2008396899999,225,34874,0.0001,28.931838989257812
2024,72.21,139683,620,0.05,390.76410647999995,225,34895,0.0001,6.089561462402344
2025,72.29,139716,620,0.05,390.64017791,225,34903,0.0001,4.9267144203186035
2026,72.29,139801,620,0.05,390.67373566000003,225,34925,0.0001,9.377344131469727
2027,72.29,139886,621,0.05,391.24027072999996,225,34946,0.0001,16.895591735839844
2028,72.83,139971,621,0.05,389.87429506,225,34967,0.0001,48.073341369628906
2029,72.83,140056,621,0.05,401.46845902999996,225,34988,0.0001,13.892148971557617
2030,72.83,140141,622,0.05,402.5884940199999,225,35010,0.0001,9.097862243652344
2031,72.83,140226,622,0.05,402.50146787999984,225,35031,0.0001,10.626375198364258
2032,73.31,140311,623,0.05,412.24743445999985,225,35052,0.0001,16.104881286621094
2033,73.85,140396,623,0.05,421.8253504399999,225,35073,0.0001,26.040285110473633
2034,73.31,140427,623,0.05,412.48553467000005,225,35081,0.0001,5.560957908630371
2035,73.31,140512,624,0.05,412.27324424,225,35102,0.0001,7.777528285980225
2036,73.31,140597,624,0.05,412.83492879,225,35124,0.0001,26.62142562866211
2037,73.31,140682,624,0.05,400.76210853000003,225,35145,0.0001,5.0833635330200195
2038,73.31,140767,625,0.05,400.61731962,225,35166,0.0001,12.328462600708008
2039,73.31,140852,625,0.05,411.60556080000003,225,35187,0.0001,11.891454696655273
2040,72.78,140884,625,0.05,401.72533652000004,225,35195,0.0001,13.343677520751953
2041,72.78,140969,626,0.05,412.56631016,225,35217,0.0001,40.04747009277344
2042,72.78,141054,626,0.05,412.39246371,225,35238,0.0001,10.093639373779297
2043,72.41,141102,626,0.05,402.07824246999996,225,35250,0.0001,8.845134735107422
2044,71.96,141142,626,0.05,392.9281044,225,35260,0.0001,13.105903625488281
2045,71.96,141227,627,0.05,393.49887283,225,35281,0.0001,46.123504638671875
2046,71.96,141312,627,0.05,404.8058803,225,35302,0.0001,3.667783737182617
2047,71.43,141344,627,0.05,395.86445095000005,225,35310,0.0001,8.615110397338867
2048,71.43,141429,628,0.05,385.2174667500001,225,35332,0.0001,18.689706802368164
2049,71.43,141514,628,0.05,383.64856913000006,225,35353,0.0001,18.608179092407227
2050,71.43,141599,628,0.05,394.89915073,225,35374,0.0001,36.12285614013672
2051,71.43,141684,629,0.05,394.82629260999994,225,35395,0.0001,9.17770004272461
2052,72.03,141769,629,0.05,391.93402081999994,225,35417,0.0001,4.822357654571533
2053,72.1,141802,629,0.05,391.62228644999993,225,35425,0.0001,26.60297393798828
2054,72.1,141887,630,0.05,391.67858519000004,225,35446,0.0001,13.860672950744629
2055,72.1,141972,630,0.05,390.52763474000005,225,35467,0.0001,59.20465087890625
2056,72.1,142057,630,0.05,393.87310983,225,35489,0.0001,9.553783416748047
2057,72.63,142142,631,0.05,403.03509677999995,225,35510,0.0001,24.0950870513916
2058,73.21,142227,631,0.05,412.55797951999995,225,35531,0.0001,7.843662261962891
2059,73.8,142312,632,0.05,421.38742077999996,225,35552,0.0001,4.95858907699585
2060,73.8,142397,632,0.05,422.26596628999994,225,35574,0.0001,2.4258081912994385
2061,73.37,142439,632,0.05,423.6848305,225,35584,0.0001,12.219005584716797
2062,73.37,142524,633,0.05,418.27708136999996,225,35605,0.0001,29.447099685668945
2063,73.37,142609,633,0.05,418.1290151999999,225,35627,0.0001,12.508052825927734
2064,72.9,142647,633,0.05,408.25882673,225,35636,0.0001,5.924999713897705
2065,72.99,142689,633,0.05,408.14430165,225,35647,0.0001,4.971914768218994
2066,72.99,142774,634,0.05,408.31019777999995,225,35668,0.0001,28.3153133392334
2067,72.99,142859,634,0.05,408.38720850000004,225,35689,0.0001,6.357917308807373
2068,73.59,142944,635,0.05,417.71228184999995,225,35710,0.0001,10.108701705932617
2069,73.59,143029,635,0.05,417.72896397000005,225,35732,0.0001,7.037729740142822
2070,73.59,143114,636,0.05,415.39843674,225,35753,0.0001,11.89460563659668
2071,73.24,143159,636,0.05,417.10013102,224,35764,0.0001,57.991355895996094
2072,73.82,143244,636,0.05,425.8468996799999,224,35785,0.0001,3.790945529937744
2073,73.82,143329,637,0.05,425.87015886999995,224,35807,0.0001,3.491636037826538
2074,73.82,143414,637,0.05,426.10880101999993,224,35828,0.0001,34.3586540222168
2075,73.82,143499,637,0.05,438.30135950999994,224,35849,0.0001,7.090853214263916
2076,74.41,143584,638,0.05,435.65578633999996,224,35870,0.0001,11.924129486083984
2077,74.61,143669,638,0.05,446.84232262,224,35892,0.0001,3.8936643600463867
2078,74.61,143754,639,0.05,447.14242153999993,224,35913,0.0001,5.369260311126709
2079,74.61,143839,639,0.05,446.85247876,224,35934,0.0001,3.5304644107818604
2080,74.52,143915,639,0.05,446.80515096999994,224,35953,0.0001,31.12358856201172
2081,74.14,143962,640,0.05,437.0523585399999,224,35965,0.0001,3.005872964859009
2082,74.14,144047,640,0.05,437.27387942,224,35986,0.0001,3.3102192878723145
2083,74.14,144132,641,0.05,426.30080329,224,36007,0.0001,6.652223110198975
2084,74.14,144217,641,0.05,437.86595463,224,36029,0.0001,8.925309181213379
2085,74.14,144302,641,0.05,438.11324562999994,224,36050,0.0001,6.720460414886475
2086,74.14,144387,642,0.05,437.2616020699999,224,36071,0.0001,12.042421340942383
2087,74.67,144472,642,0.05,446.83571925,224,36092,0.0001,51.648094177246094
2088,74.67,144557,643,0.05,455.04233350000004,224,36114,0.0001,27.956298828125
2089,74.67,144642,643,0.05,455.03791825,224,36135,0.0001,14.559205055236816
2090,75.11,144727,643,0.05,465.12137431,224,36156,0.0001,1.5556710958480835
2091,75.11,144812,644,0.05,454.05439685000005,224,36177,0.0001,6.156265735626221
2092,75.11,144897,644,0.05,464.7315943500001,224,36199,0.0001,20.462812423706055
2093,75.11,144982,645,0.05,455.5896223700001,224,36220,0.0001,13.412388801574707
2094,75.11,145067,645,0.05,455.76025725000005,224,36241,0.0001,6.5572052001953125
2095,75.11,145152,645,0.05,466.5187703700001,224,36262,0.0001,3.4934465885162354
2096,75.11,145237,646,0.05,474.69167925,224,36284,0.0001,38.1229133605957
2097,75.11,145322,646,0.05,465.97764049,224,36305,0.0001,7.463082313537598
2098,75.11,145407,646,0.05,465.35478806,224,36326,0.0001,31.005352020263672
2099,75.64,145492,647,0.05,474.71398805000007,224,36347,0.0001,6.105331897735596
2100,75.2,145533,647,0.05,465.63873357000006,224,36358,0.0001,2.1838245391845703
2101,75.66,145618,648,0.05,475.42383739,224,36379,0.0001,9.289995193481445
2102,75.63,145700,648,0.05,463.81664730999995,224,36399,0.0001,41.743690490722656
2103,75.63,145785,648,0.05,464.3301876,224,36421,0.0001,27.423110961914062
2104,75.63,145870,649,0.05,464.37233,224,36442,0.0001,6.16054630279541
2105,76.17,145955,649,0.05,473.15305235000005,224,36463,0.0001,5.340411186218262
2106,76.77,146040,649,0.05,482.14709892999997,224,36484,0.0001,19.333568572998047
2107,76.77,146125,650,0.05,481.85648146,224,36506,0.0001,31.36273765563965
2108,76.77,146210,650,0.05,482.4948559899999,224,36527,0.0001,34.27839660644531
2109,77.29,146295,651,0.05,492.25700722,224,36548,0.0001,31.843002319335938
2110,77.82,146380,651,0.05,490.22690363000004,224,36569,0.0001,12.960814476013184
2111,77.82,146465,652,0.05,501.12440108000004,224,36591,0.0001,6.164504051208496
2112,77.82,146550,652,0.05,501.24634636999997,224,36612,0.0001,5.098494529724121
2113,77.82,146635,652,0.05,490.83328694999994,224,36633,0.0001,5.968021392822266
2114,77.33,146671,653,0.05,489.57955835,224,36642,0.0001,11.801507949829102
2115,77.33,146756,653,0.05,488.23129967,224,36663,0.0001,11.917722702026367
2116,77.33,146841,653,0.05,485.36217408,224,36685,0.0001,11.42473030090332
2117,77.25,146918,654,0.05,484.86803791,224,36704,0.0001,7.958948612213135
2118,77.25,147003,654,0.05,484.56338761,224,36725,0.0001,2.384021520614624
2119,77.25,147088,654,0.05,485.31155302,224,36746,0.0001,7.926248073577881
2120,77.25,147173,655,0.05,485.3291663600001,224,36768,0.0001,11.783424377441406
2121,77.25,147258,655,0.05,485.3594468,224,36789,0.0001,4.83444881439209
2122,77.71,147343,656,0.05,494.89145431000003,224,36810,0.0001,22.002948760986328
2123,78.3,147428,656,0.05,492.67702378999996,224,36831,0.0001,7.600408554077148
2124,78.3,147513,656,0.05,492.51804074999995,224,36853,0.0001,7.629868507385254
2125,78.82,147598,657,0.05,501.34984769999994,224,36874,0.0001,11.136856079101562
2126,78.82,147683,657,0.05,490.3615265799999,224,36895,0.0001,9.571995735168457
2127,78.82,147768,658,0.05,490.08439047,224,36916,0.0001,28.192615509033203
2128,78.82,147853,658,0.05,500.8055620099999,224,36938,0.0001,15.812236785888672
2129,78.82,147938,658,0.05,500.82075335,224,36959,0.0001,5.810250759124756
2130,78.82,148023,659,0.05,494.00404095,224,36980,0.0001,2.5341951847076416
2131,78.82,148108,659,0.05,494.82886488,224,37001,0.0001,12.64833927154541
2132,78.82,148193,660,0.05,484.54436289000006,224,37023,0.0001,4.614315509796143
2133,78.82,148278,660,0.05,473.72809544000006,224,37044,0.0001,14.828290939331055
2134,79.36,148363,660,0.05,483.26466722000004,224,37065,0.0001,8.615751266479492
2135,79.36,148448,661,0.05,483.57164792000003,224,37086,0.0001,7.983229637145996
2136,79.36,148533,661,0.05,482.9427128600001,224,37108,0.0001,27.51742935180664
2137,79.36,148618,661,0.05,494.22821457,224,37129,0.0001,3.8677244186401367
2138,79.36,148703,662,0.05,486.54822270999995,224,37150,0.0001,27.00457191467285
2139,79.36,148788,662,0.05,487.22518306999996,224,37171,0.0001,8.781110763549805
2140,79.36,148820,662,0.05,487.33812613999993,224,37179,0.0001,7.0352253913879395
2141,79.36,148905,663,0.05,487.7453191799999,224,37201,0.0001,30.425880432128906
2142,78.83,148937,663,0.05,478.6093483799999,224,37209,0.0001,9.033027648925781
2143,79.2,149022,664,0.05,488.72066695,224,37230,0.0001,7.840739727020264
2144,79.65,149107,664,0.05,498.43558288,224,37251,0.0001,33.587284088134766
2145,79.65,149192,664,0.05,488.22196429999997,224,37272,0.0001,8.137539863586426
2146,79.41,149253,665,0.05,477.36851537999996,224,37288,0.0001,8.297834396362305
2147,79.94,149338,665,0.05,486.85247354,224,37309,0.0001,13.025001525878906
2148,79.94,149423,665,0.05,498.01424356999996,224,37330,0.0001,7.216931343078613
2149,79.94,149508,666,0.05,509.36103592,224,37351,0.0001,5.718092918395996
2150,79.61,149560,666,0.05,499.7375392800001,224,37364,0.0001,34.581443786621094
2151,79.61,149645,666,0.05,499.37085937000006,224,37386,0.0001,32.20380401611328
2152,79.61,149730,667,0.05,511.7615709200001,224,37407,0.0001,12.048879623413086
2153,80.13,149815,667,0.05,520.9562488900001,224,37428,0.0001,8.390189170837402
2154,80.13,149900,667,0.05,520.80392126,224,37449,0.0001,5.524022579193115
2155,79.59,149931,668,0.05,513.1556996200001,224,37457,0.0001,26.075332641601562
2156,79.09,149966,668,0.05,503.77484182,224,37466,0.0001,2.323939561843872
2157,79.09,150051,668,0.05,504.16990969000005,224,37487,0.0001,12.679084777832031
2158,78.5,150077,668,0.05,494.68810105000006,224,37494,0.0001,65.39733123779297
2159,78.5,150162,669,0.05,494.95332142,224,37515,0.0001,7.343443870544434
2160,78.5,150247,669,0.05,494.58267809999995,224,37536,0.0001,12.929383277893066
2161,78.93,150332,670,0.05,504.78566988,224,37557,0.0001,6.940521240234375
2162,78.93,150417,670,0.05,497.85341671000003,224,37579,0.0001,37.905517578125
2163,78.93,150502,670,0.05,497.66919409999997,224,37600,0.0001,12.201475143432617
2164,79.4,150587,671,0.05,507.65205442999996,224,37621,0.0001,7.350434303283691
2165,79.83,150672,671,0.05,517.37424412,224,37642,0.0001,11.684860229492188
2166,79.83,150757,672,0.05,517.3111428999999,224,37664,0.0001,69.71965026855469
2167,79.83,150842,672,0.05,509.49182994,224,37685,0.0001,5.093623161315918
2168,79.83,150927,672,0.05,509.28501624000006,224,37706,0.0001,4.173098564147949
2169,79.83,151012,673,0.05,509.25789838000003,224,37727,0.0001,5.6317949295043945
2170,79.83,151097,673,0.05,512.23659841,224,37749,0.0001,29.85108184814453
2171,80.23,151182,674,0.05,521.83771772,224,37770,0.0001,7.336215972900391
2172,80.23,151267,674,0.05,511.1083091500001,224,37791,0.0001,7.17203426361084
2173,80.23,151352,674,0.05,511.1980711200001,224,37812,0.0001,7.769101142883301
2174,80.23,151437,675,0.05,510.84231128000005,224,37834,0.0001,6.808401107788086
2175,80.23,151522,675,0.05,505.61956721,224,37855,0.0001,2.936948776245117
2176,80.23,151607,675,0.05,517.6252783200001,224,37876,0.0001,12.141419410705566
2177,80.23,151692,676,0.05,505.87854702,224,37897,0.0001,16.150863647460938
2178,80.23,151777,676,0.05,506.37499040999995,224,37919,0.0001,6.453742027282715
2179,80.23,151862,677,0.05,507.2029599499999,224,37940,0.0001,6.603041172027588
2180,80.32,151947,677,0.05,517.9727403,224,37961,0.0001,34.67849349975586
2181,80.7,152032,677,0.05,527.60548234,224,37982,0.0001,7.144594192504883
2182,80.7,152117,678,0.05,527.17461955,224,38004,0.0001,20.153472900390625
2183,80.7,152202,678,0.05,538.46567086,224,38025,0.0001,13.167000770568848
2184,80.63,152280,678,0.05,527.41475285,224,38044,0.0001,23.37082290649414
2185,80.63,152365,679,0.05,527.0361310000001,224,38066,0.0001,4.80628776550293
2186,80.41,152428,679,0.05,517.18132563,224,38081,0.0001,4.036003112792969
2187,80.41,152513,680,0.05,516.59247049,224,38103,0.0001,10.48215103149414
2188,80.41,152598,680,0.05,519.06616661,224,38124,0.0001,9.968574523925781
