rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/episodes,time/fps,rollout/exploration_rate,time/total_timesteps,train/learning_rate,train/n_updates,train/loss
84.0,42.92561478947369,21,57,218,0.9494600000000001,4788,0.0001,1171,1.084822177886963
84.0,42.95205379310345,22,58,218,0.9485733333333328,4872,0.0001,1192,1.5379059314727783
84.0,42.99956266101695,22,59,219,0.9476866666666668,4956,0.0001,1213,1.0072786808013916
84.0,43.005653433333336,22,60,219,0.9467999999999995,5040,0.0001,1234,1.2023334503173828
84.0,43.007312032786885,23,61,219,0.9459133333333334,5124,0.0001,1255,0.7255231738090515
84.0,43.05729933870968,23,62,219,0.9450266666666662,5208,0.0001,1276,3.6410598754882812
84.0,43.03135138095239,24,63,219,0.9441400000000001,5292,0.0001,1297,1.4007561206817627
84.0,42.975380453125,24,64,219,0.9432533333333328,5376,0.0001,1318,0.9391469955444336
84.0,42.99824386153846,24,65,219,0.9423666666666667,5460,0.0001,1339,6.409829616546631
84.0,42.96728896969697,25,66,219,0.9414799999999994,5544,0.0001,1360,0.7444379329681396
84.0,42.927118313432835,25,67,218,0.9405933333333334,5628,0.0001,1381,0.4279196858406067
84.0,42.963939058823534,26,68,218,0.9397066666666672,5712,0.0001,1402,1.1420161724090576
84.0,43.06318486956522,26,69,218,0.93882,5796,0.0001,1423,0.9432896971702576
84.0,43.093240214285714,26,70,218,0.9379333333333338,5880,0.0001,1444,3.531329393386841
84.0,43.11340115492958,27,71,218,0.9370466666666666,5964,0.0001,1465,0.8920382857322693
84.0,43.146977319444446,27,72,218,0.9361600000000005,6048,0.0001,1486,0.7380682826042175
84.0,43.18042712328767,28,73,218,0.9352733333333333,6132,0.0001,1507,1.0041530132293701
84.0,43.14259382432432,28,74,218,0.9343866666666671,6216,0.0001,1528,3.660304307937622
84.0,43.15392552,28,75,217,0.9335,6300,0.0001,1549,3.4877660274505615
84.0,43.17400996052631,29,76,217,0.9326133333333338,6384,0.0001,1570,3.8688268661499023
84.0,43.20717415584416,29,77,217,0.9317266666666666,6468,0.0001,1591,3.509122848510742
84.0,43.19511673076923,30,78,217,0.9308400000000004,6552,0.0001,1612,0.582000732421875
84.0,43.145717759493664,30,79,217,0.9299533333333332,6636,0.0001,1633,0.5163130760192871
84.0,43.127589824999994,30,80,217,0.9290666666666672,6720,0.0001,1654,0.6981939077377319
84.0,43.06476813580247,31,81,217,0.9281799999999999,6804,0.0001,1675,3.432882785797119
84.0,43.03734485365854,31,82,217,0.9272933333333337,6888,0.0001,1696,3.5069942474365234
84.0,43.06544143373494,31,83,217,0.9264066666666666,6972,0.0001,1717,3.5086443424224854
84.0,43.09121105952381,32,84,218,0.9255200000000005,7056,0.0001,1738,0.8575547933578491
84.0,43.15397194117647,32,85,218,0.9246333333333332,7140,0.0001,1759,0.7048360109329224
84.0,43.13931826744186,33,86,218,0.923746666666667,7224,0.0001,1780,0.7681537866592407
84.0,43.1888338045977,33,87,218,0.9228599999999998,7308,0.0001,1801,0.8210626244544983
84.0,43.15788678409091,33,88,218,0.9219733333333338,7392,0.0001,1822,0.6989900469779968
84.0,43.04114148314606,34,89,218,0.9210866666666665,7476,0.0001,1843,0.6600673198699951
84.0,43.03644313333333,34,90,217,0.9202000000000004,7560,0.0001,1864,0.4589182436466217
84.0,43.01335623076923,35,91,217,0.9193133333333332,7644,0.0001,1885,0.3506651222705841
84.0,43.03761790217391,35,92,217,0.9184266666666671,7728,0.0001,1906,0.6378478407859802
84.0,43.05744875268817,35,93,217,0.9175399999999998,7812,0.0001,1927,0.40186452865600586
84.0,43.03212029787234,36,94,217,0.9166533333333337,7896,0.0001,1948,0.47211670875549316
84.0,42.99688297894737,36,95,217,0.9157666666666665,7980,0.0001,1969,3.1161727905273438
84.0,42.953825520833334,37,96,217,0.9148800000000004,8064,0.0001,1990,3.2343082427978516
84.0,42.972942670103095,37,97,218,0.9139933333333331,8148,0.0001,2011,0.7018860578536987
84.0,42.96645985714286,37,98,217,0.913106666666667,8232,0.0001,2032,0.4736953377723694
84.0,42.95304846464647,38,99,218,0.9122199999999998,8316,0.0001,2053,0.4411734938621521
84.0,42.92595473,38,100,218,0.9113333333333337,8400,0.0001,2074,3.136929988861084
84.0,42.95359947,38,101,217,0.9104466666666664,8484,0.0001,2095,0.4009189009666443
84.0,42.926322549999995,39,102,216,0.9095600000000003,8568,0.0001,2116,3.3338544368743896
84.0,42.88085620999999,39,103,216,0.9086733333333331,8652,0.0001,2137,3.337885856628418
84.0,42.86013622999999,40,104,217,0.907786666666667,8736,0.0001,2158,0.527016818523407
84.0,42.863537109999996,40,105,217,0.9068999999999997,8820,0.0001,2179,3.379647731781006
84.0,42.77594606,41,106,216,0.9060133333333336,8904,0.0001,2200,3.24369740486145
84.0,42.71552563,41,107,216,0.9051266666666664,8988,0.0001,2221,0.49479466676712036
84.0,42.748352810000014,41,108,216,0.9042400000000003,9072,0.0001,2242,0.9350335597991943
84.0,42.72605612000001,42,109,216,0.903353333333333,9156,0.0001,2263,0.5608653426170349
84.0,42.75234270000001,42,110,216,0.9024666666666669,9240,0.0001,2284,0.40978509187698364
84.0,42.71346010000001,43,111,215,0.9015799999999997,9324,0.0001,2305,0.3564932346343994
84.0,42.709137150000004,43,112,215,0.9006933333333336,9408,0.0001,2326,0.5115125179290771
84.0,42.710130670000005,44,113,214,0.8998066666666663,9492,0.0001,2347,0.3410930037498474
84.0,42.67893525,44,114,214,0.8989200000000002,9576,0.0001,2368,0.6242464780807495
84.0,42.72298968,45,115,214,0.898033333333333,9660,0.0001,2389,0.7555036544799805
84.0,42.7202546,45,116,214,0.8971466666666669,9744,0.0001,2410,0.4100530743598938
84.0,42.72022901999999,45,117,214,0.8962599999999996,9828,0.0001,2431,6.075572967529297
84.0,42.67351449999999,46,118,214,0.8953733333333335,9912,0.0001,2452,0.4221166670322418
84.0,42.70260031,46,119,214,0.8944866666666663,9996,0.0001,2473,0.48318207263946533
84.0,42.671383989999995,46,120,215,0.8936000000000002,10080,0.0001,2494,0.3169032335281372
