time/fps,rollout/ep_rew_mean,time/total_timesteps,time/episodes,rollout/ep_len_mean,time/time_elapsed,rollout/exploration_rate,train/n_updates,train/loss,train/learning_rate
117,77.49730154999999,14700,175,84.0,124,0.8448333333333335,3649,0.5087351202964783,0.0001
117,77.41876835,14784,176,84.0,125,0.8439466666666664,3670,0.3597424626350403,0.0001
117,77.19346001000001,14868,177,84.0,126,0.8430600000000003,3691,0.18123947083950043,0.0001
117,77.33513757,14952,178,84.0,126,0.842173333333333,3712,0.4354773759841919,0.0001
117,77.50688451,15036,179,84.0,127,0.8412866666666668,3733,0.5524815917015076,0.0001
117,77.13802779000001,15120,180,84.0,128,0.8403999999999997,3754,0.355034202337265,0.0001
117,77.7515551,15204,181,84.0,129,0.8395133333333336,3775,0.40791457891464233,0.0001
117,77.31188562999999,15288,182,84.0,129,0.8386266666666663,3796,0.2545880675315857,0.0001
117,76.85414043,15372,183,84.0,130,0.8377400000000002,3817,0.341733455657959,0.0001
117,76.90008306,15456,184,84.0,131,0.836853333333333,3838,0.2748054563999176,0.0001
117,76.58325837000001,15540,185,84.0,131,0.8359666666666669,3859,0.3416653275489807,0.0001
117,76.69933592000001,15624,186,84.0,132,0.8350799999999996,3880,0.2872947156429291,0.0001
117,76.97526154,15708,187,84.0,133,0.8341933333333335,3901,0.26857686042785645,0.0001
117,77.10869054000001,15792,188,84.0,134,0.8333066666666663,3922,0.3261840045452118,0.0001
117,76.99400837000002,15876,189,84.0,134,0.8324200000000002,3943,0.37576934695243835,0.0001
117,77.03515758,15960,190,84.0,135,0.8315333333333329,3964,0.2515745162963867,0.0001
117,77.11442362000001,16044,191,84.0,136,0.8306466666666668,3985,0.5141987800598145,0.0001
117,76.70213232,16128,192,84.0,136,0.8297599999999996,4006,0.5128578543663025,0.0001
117,76.4346183,16212,193,84.0,137,0.8288733333333335,4027,4.620500564575195,0.0001
117,76.1304439,16296,194,84.0,138,0.8279866666666662,4048,0.49981939792633057,0.0001
117,75.94552558,16380,195,84.0,139,0.8271000000000001,4069,2.6496410369873047,0.0001
117,76.25943118,16464,196,84.0,139,0.8262133333333329,4090,2.510733127593994,0.0001
117,76.45673592,16548,197,84.0,140,0.8253266666666668,4111,0.3817605972290039,0.0001
117,76.51705949,16632,198,84.0,141,0.8244399999999995,4132,2.569464921951294,0.0001
