time/fps,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,rollout/exploration_rate,time/episodes,rollout/ep_len_mean,train/loss,train/learning_rate,train/n_updates
210,4620,86.94312263636364,21,0.9512333333333335,55,84.0,1.5517246723175049,0.0001,1129
210,4704,86.94155953571428,22,0.9503466666666662,56,84.0,4.055137634277344,0.0001,1150
210,4788,86.93813978947367,22,0.9494600000000001,57,84.0,1.1903178691864014,0.0001,1171
208,4872,86.9409636551724,23,0.9485733333333328,58,84.0,1.2212064266204834,0.0001,1192
208,4956,86.94006425423727,23,0.9476866666666668,59,84.0,1.367991328239441,0.0001,1213
208,5040,86.9380271333333,24,0.9467999999999995,60,84.0,1.9223402738571167,0.0001,1234
207,5124,86.93605865573768,24,0.9459133333333334,61,84.0,0.9197505712509155,0.0001,1255
207,5208,86.93644817741932,25,0.9450266666666662,62,84.0,3.654972553253174,0.0001,1276
207,5292,86.93726679365076,25,0.9441400000000001,63,84.0,1.0837019681930542,0.0001,1297
206,5376,86.93702168749999,25,0.9432533333333328,64,84.0,1.3553496599197388,0.0001,1318
207,5460,86.93440236923075,26,0.9423666666666667,65,84.0,6.31552791595459,0.0001,1339
207,5544,86.93561995454544,26,0.9414799999999994,66,84.0,1.3347911834716797,0.0001,1360
207,5628,86.93574031343283,27,0.9405933333333334,67,84.0,0.772112250328064,0.0001,1381
206,5712,86.94017529411764,27,0.9397066666666672,68,84.0,1.381343126296997,0.0001,1402
206,5796,86.93668221739128,28,0.93882,69,84.0,0.7859799265861511,0.0001,1423
205,5880,86.93890144285713,28,0.9379333333333338,70,84.0,4.056656360626221,0.0001,1444
205,5964,86.93991826760562,29,0.9370466666666666,71,84.0,1.3066513538360596,0.0001,1465
205,6048,86.94100352777777,29,0.9361600000000005,72,84.0,0.8978257179260254,0.0001,1486
205,6132,86.94159861643834,29,0.9352733333333333,73,84.0,1.6017165184020996,0.0001,1507
205,6216,86.94280125675674,30,0.9343866666666671,74,84.0,3.5041399002075195,0.0001,1528
205,6300,86.94237102666665,30,0.9335,75,84.0,3.8261289596557617,0.0001,1549
205,6384,86.94214217105261,31,0.9326133333333338,76,84.0,3.9275612831115723,0.0001,1570
205,6468,86.94264999999999,31,0.9317266666666666,77,84.0,3.575789451599121,0.0001,1591
206,6552,86.94107310256409,31,0.9308400000000004,78,84.0,1.0876041650772095,0.0001,1612
206,6636,86.93983262025314,32,0.9299533333333332,79,84.0,0.654794454574585,0.0001,1633
206,6720,86.93965116249998,32,0.9290666666666672,80,84.0,0.8315935134887695,0.0001,1654
206,6804,86.93908839506172,33,0.9281799999999999,81,84.0,3.910590171813965,0.0001,1675
205,6888,86.9416885609756,33,0.9272933333333337,82,84.0,3.6849143505096436,0.0001,1696
205,6972,86.94302372289157,33,0.9264066666666666,83,84.0,3.581040859222412,0.0001,1717
205,7056,86.9435565952381,34,0.9255200000000005,84,84.0,1.1155202388763428,0.0001,1738
206,7140,86.94256854117648,34,0.9246333333333332,85,84.0,0.49306198954582214,0.0001,1759
206,7224,86.94174516279071,35,0.923746666666667,86,84.0,1.118971824645996,0.0001,1780
206,7308,86.94213394252874,35,0.9228599999999998,87,84.0,1.3496514558792114,0.0001,1801
206,7392,86.9424044090909,35,0.9219733333333338,88,84.0,0.8622384071350098,0.0001,1822
206,7476,86.94283078651684,36,0.9210866666666665,89,84.0,0.645255446434021,0.0001,1843
206,7560,86.9434486,36,0.9202000000000004,90,84.0,0.7160834670066833,0.0001,1864
205,7644,86.94372782417582,37,0.9193133333333332,91,84.0,0.5412435531616211,0.0001,1885
205,7728,86.94340069565216,37,0.9184266666666671,92,84.0,1.1698631048202515,0.0001,1906
206,7812,86.9434554408602,37,0.9175399999999998,93,84.0,0.9217749834060669,0.0001,1927
206,7896,86.94718693617021,38,0.9166533333333337,94,84.0,0.5325489044189453,0.0001,1948
205,7980,86.9499790631579,38,0.9157666666666665,95,84.0,3.336967945098877,0.0001,1969
205,8064,86.94873640625,39,0.9148800000000004,96,84.0,3.3772544860839844,0.0001,1990
205,8148,86.94928883505155,39,0.9139933333333331,97,84.0,0.9640613794326782,0.0001,2011
205,8232,86.94685157142857,40,0.913106666666667,98,84.0,0.30054396390914917,0.0001,2032
205,8316,86.94612458585858,40,0.9122199999999998,99,84.0,0.5318883657455444,0.0001,2053
205,8400,86.94772777,40,0.9113333333333337,100,84.0,3.3996944427490234,0.0001,2074
205,8484,86.94583502000002,41,0.9104466666666664,101,84.0,0.5958263278007507,0.0001,2095
205,8568,86.94527048999998,41,0.9095600000000003,102,84.0,3.183244228363037,0.0001,2116
205,8652,86.94511766,42,0.9086733333333331,103,84.0,3.2186038494110107,0.0001,2137
205,8736,86.94186378999999,42,0.907786666666667,104,84.0,0.3478628396987915,0.0001,2158
205,8820,86.94244199999997,42,0.9068999999999997,105,84.0,3.130178928375244,0.0001,2179
205,8904,86.93896322999997,43,0.9060133333333336,106,84.0,3.056943893432617,0.0001,2200
205,8988,86.93975546999998,43,0.9051266666666664,107,84.0,0.7816314101219177,0.0001,2221
206,9072,86.93896809999998,44,0.9042400000000003,108,84.0,1.1991949081420898,0.0001,2242
205,9156,86.93990635999998,44,0.903353333333333,109,84.0,0.6836694478988647,0.0001,2263
205,9240,86.93899796999999,44,0.9024666666666669,110,84.0,0.4753773808479309,0.0001,2284
205,9324,86.93902908999999,45,0.9015799999999997,111,84.0,0.47405529022216797,0.0001,2305
205,9408,86.93836549,45,0.9006933333333336,112,84.0,1.0398263931274414,0.0001,2326
205,9492,86.93440328000001,46,0.8998066666666663,113,84.0,0.5653619170188904,0.0001,2347
205,9576,86.9321769,46,0.8989200000000002,114,84.0,0.685813307762146,0.0001,2368
205,9660,86.93193374999998,46,0.898033333333333,115,84.0,1.0082288980484009,0.0001,2389
205,9744,86.93199125999999,47,0.8971466666666669,116,84.0,0.7473276853561401,0.0001,2410
205,9828,86.9314449,47,0.8962599999999996,117,84.0,6.073548316955566,0.0001,2431
206,9912,86.93504322999998,48,0.8953733333333335,118,84.0,0.5760135650634766,0.0001,2452
206,9996,86.93384672,48,0.8944866666666663,119,84.0,0.42970791459083557,0.0001,2473
206,10080,86.93473501,48,0.8936000000000002,120,84.0,0.44980230927467346,0.0001,2494
206,10164,86.9369733,49,0.8927133333333329,121,84.0,0.5298511981964111,0.0001,2515
206,10248,86.93399072000003,49,0.8918266666666668,122,84.0,6.183239459991455,0.0001,2536
206,10332,86.93566845000001,50,0.8909399999999996,123,84.0,5.947312355041504,0.0001,2557
206,10416,86.93429382000002,50,0.8900533333333335,124,84.0,0.26531851291656494,0.0001,2578
207,10500,86.93567275,50,0.8891666666666662,125,84.0,3.478018283843994,0.0001,2599
207,10584,86.9377205,51,0.8882800000000001,126,84.0,0.6063171625137329,0.0001,2620
207,10668,86.93722687000002,51,0.8873933333333329,127,84.0,0.8483861088752747,0.0001,2641
207,10752,86.93569154000001,51,0.8865066666666668,128,84.0,0.577835202217102,0.0001,2662
207,10836,86.93478849999998,52,0.8856199999999995,129,84.0,0.7616801857948303,0.0001,2683
208,10920,86.93284204,52,0.8847333333333334,130,84.0,0.44920283555984497,0.0001,2704
208,11004,86.93098291,52,0.8838466666666662,131,84.0,0.613306999206543,0.0001,2725
208,11088,86.92710409,53,0.8829600000000001,132,84.0,0.26440566778182983,0.0001,2746
208,11172,86.92623718,53,0.8820733333333328,133,84.0,0.5970767736434937,0.0001,2767
208,11256,86.92783064999998,53,0.8811866666666667,134,84.0,1.1852028369903564,0.0001,2788
209,11340,86.92702532,54,0.8803000000000005,135,84.0,3.370298385620117,0.0001,2809
209,11424,86.92640598999998,54,0.8794133333333334,136,84.0,0.10844776034355164,0.0001,2830
209,11508,86.92716811999999,54,0.8785266666666672,137,84.0,3.2216427326202393,0.0001,2851
209,11592,86.93020975000002,55,0.87764,138,84.0,0.774139404296875,0.0001,2872
209,11676,86.92897414999999,55,0.8767533333333338,139,84.0,0.6254450082778931,0.0001,2893
