time/fps,rollout/ep_len_mean,rollout/exploration_rate,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,time/episodes,train/n_updates,train/learning_rate,train/loss
241,57.71739130434783,0.8991100000000004,11,36.79707604347826,2655,46,638,0.0001,4.7984418869018555
241,58.297872340425535,0.8958800000000002,11,37.32577780851064,2740,47,659,0.0001,8.468446731567383
240,57.666666666666664,0.8948160000000003,11,36.310597020833335,2768,48,666,0.0001,8.267496109008789
241,58.224489795918366,0.8915860000000002,11,37.088211510204076,2853,49,688,0.0001,1.584342122077942
239,57.62,0.8905220000000003,12,36.12704556,2881,50,695,0.0001,4.594139575958252
240,58.15686274509804,0.8872920000000002,12,36.866905274509804,2966,51,716,0.0001,8.828825950622559
239,57.71153846153846,0.8859619999999999,12,36.20430451923077,3001,52,725,0.0001,1.9760273694992065
240,58.22641509433962,0.8827319999999999,12,36.940212283018866,3086,53,746,0.0001,1.6738461256027222
239,57.77777777777778,0.8814399999999996,13,36.28890444444444,3120,54,754,0.0001,2.5209364891052246
240,58.27272727272727,0.8782099999999995,13,36.93137894545454,3205,55,776,0.0001,4.726004123687744
241,58.75,0.8749800000000005,13,37.03145839285714,3290,56,797,0.0001,1.970112681388855
241,59.21052631578947,0.8717500000000005,13,38.06613584210526,3375,57,818,0.0001,4.600261211395264
240,58.724137931034484,0.8705720000000003,14,37.31444962068965,3406,58,826,0.0001,7.747806549072266
239,58.20338983050848,0.8695080000000003,14,36.50513522033898,3434,59,833,0.0001,1.7326772212982178
239,58.65,0.8662780000000002,14,36.7494857,3519,60,854,0.0001,1.4404900074005127
238,58.131147540983605,0.8652520000000002,14,35.95556521311476,3546,61,861,0.0001,2.1007494926452637
237,57.79032258064516,0.8638459999999999,15,35.49679340322581,3583,62,870,0.0001,4.8081464767456055
238,58.22222222222222,0.8606159999999998,15,35.72053944444445,3668,63,891,0.0001,1.6963222026824951
238,58.640625,0.8573859999999998,15,36.105506796875005,3753,64,913,0.0001,4.977805137634277
239,59.04615384615385,0.8541559999999997,16,36.566863184615386,3838,65,934,0.0001,1.5727458000183105
238,58.68181818181818,0.8528260000000005,16,36.02952627272728,3873,66,943,0.0001,5.721128463745117
237,58.26865671641791,0.8516480000000004,16,35.4012582238806,3904,67,950,0.0001,5.578749656677246
236,57.94117647058823,0.85028,16,34.93766032352942,3940,68,959,0.0001,1.5792380571365356
236,58.333333333333336,0.84705,16,35.89091189855073,4025,69,981,0.0001,4.4948930740356445
236,57.92857142857143,0.8459099999999999,17,35.27528284285715,4055,70,988,0.0001,4.995870113372803
235,57.50704225352113,0.8448459999999999,17,34.62644060563381,4083,71,995,0.0001,1.8487157821655273
234,57.138888888888886,0.8436679999999998,17,34.063316319444446,4114,72,1003,0.0001,1.6446408033370972
235,57.52054794520548,0.8404379999999997,17,35.10546083561644,4199,73,1024,0.0001,1.474709391593933
235,57.891891891891895,0.8372079999999996,18,35.508919189189186,4284,74,1045,0.0001,1.6448800563812256
234,57.50666666666667,0.8361059999999996,18,34.90875272,4313,75,1053,0.0001,2.010751247406006
233,57.10526315789474,0.8350799999999996,18,34.288793078947364,4340,76,1059,0.0001,2.098322868347168
233,56.857142857142854,0.8336360000000003,18,33.94997518181818,4378,77,1069,0.0001,4.721033096313477
234,57.217948717948715,0.8304060000000002,19,34.089342884615384,4463,78,1090,0.0001,1.5055005550384521
233,57.037974683544306,0.8287719999999996,19,33.9302113670886,4506,79,1101,0.0001,1.886151671409607
234,57.3875,0.8255419999999996,19,34.7854092,4591,80,1122,0.0001,1.5501525402069092
234,57.72839506172839,0.8223119999999995,19,35.57030559259259,4676,81,1143,0.0001,1.985314130783081
234,57.46341463414634,0.8209440000000002,20,35.162121073170724,4712,82,1152,0.0001,4.954154968261719
233,57.13253012048193,0.8198040000000002,20,34.6237026626506,4742,83,1160,0.0001,1.8249038457870483
233,56.80952380952381,0.8186640000000001,20,34.139961809523804,4772,84,1167,0.0001,1.852632999420166
232,56.529411764705884,0.8174099999999999,20,33.721197976470584,4805,85,1176,0.0001,1.228395700454712
233,56.86046511627907,0.8141799999999998,20,34.313403011627905,4890,86,1197,0.0001,4.537003517150879
233,57.18390804597701,0.8109499999999997,21,34.619363356321834,4975,87,1218,0.0001,8.502226829528809
234,57.5,0.8077199999999997,21,35.41302782954545,5060,88,1239,0.0001,1.326167106628418
234,57.80898876404494,0.8044899999999996,21,35.94598326966292,5145,89,1261,0.0001,4.517720699310303
234,57.522222222222226,0.8032740000000005,22,35.491152944444444,5177,90,1269,0.0001,1.997047781944275
234,57.824175824175825,0.8000440000000004,22,36.219823967032966,5262,91,1290,0.0001,1.451019287109375
235,58.119565217391305,0.7968140000000004,22,36.57396386956521,5347,92,1311,0.0001,4.003682613372803
235,58.40860215053763,0.7935840000000003,23,36.89986859139785,5432,93,1332,0.0001,2.3350062370300293
235,58.691489361702125,0.7903540000000002,23,37.188504691489356,5517,94,1354,0.0001,4.940183162689209
235,58.49473684210526,0.7888339999999998,23,36.92269842105263,5557,95,1364,0.0001,1.1218616962432861
236,58.770833333333336,0.7856039999999997,23,37.53948865625,5642,96,1385,0.0001,4.866946697235107
235,58.47422680412371,0.7844639999999996,24,37.06806158762887,5672,97,1392,0.0001,1.6827303171157837
235,58.744897959183675,0.7812339999999995,24,37.56554654081633,5757,98,1414,0.0001,1.5169353485107422
236,59.01010101010101,0.7780039999999995,24,38.3763538989899,5842,99,1435,0.0001,1.3091139793395996
236,59.27,0.7747740000000005,25,38.99891852,5927,100,1456,0.0001,1.8736674785614014
236,59.29,0.7735200000000002,25,39.04792689999999,5960,101,1464,0.0001,8.298441886901855
235,59.29,0.7724940000000003,25,39.05607789,5987,102,1471,0.0001,1.3128879070281982
236,59.29,0.7692640000000003,25,38.62835636,6072,103,1492,0.0001,1.53804612159729
236,59.29,0.7660340000000002,26,38.56718881,6157,104,1514,0.0001,4.8018646240234375
235,59.27,0.7649320000000002,26,38.51264891,6186,105,1521,0.0001,1.505788803100586
235,59.28,0.763716,26,38.52655335,6218,106,1529,0.0001,1.146607756614685
234,59.27,0.7625759999999999,26,38.51122618,6248,107,1536,0.0001,4.585692405700684
234,59.29,0.7614359999999998,26,38.5325931,6278,108,1544,0.0001,4.782415390014648
234,59.29,0.7582059999999997,27,37.92902854,6363,109,1565,0.0001,1.2736691236495972
234,59.37,0.7567240000000004,27,38.09764199000001,6402,110,1575,0.0001,1.2234339714050293
233,59.36,0.7556220000000003,27,38.085570190000006,6431,111,1582,0.0001,1.2779200077056885
233,59.32,0.7546340000000004,27,38.00636248,6457,112,1589,0.0001,1.3685569763183594
232,59.3,0.7534940000000003,27,37.97056363,6487,113,1596,0.0001,4.671976089477539
233,59.3,0.7502640000000003,28,38.50546019,6572,114,1617,0.0001,8.160140037536621
233,59.3,0.7470340000000002,28,38.71350287,6657,115,1639,0.0001,5.428581237792969
233,58.76,0.7458560000000001,28,37.571677,6688,116,1646,0.0001,1.333695650100708
232,58.24,0.7446019999999999,28,36.693375800000005,6721,117,1655,0.0001,1.2586803436279297
232,58.27,0.7433479999999997,29,36.73982358,6754,118,1663,0.0001,1.8738656044006348
232,58.3,0.7420560000000005,29,36.7741654,6788,119,1671,0.0001,7.990768909454346
231,58.31,0.7408780000000004,29,36.79041381,6819,120,1679,0.0001,1.4962742328643799
231,57.75,0.7397760000000002,29,35.96083422,6848,121,1686,0.0001,5.057047367095947
230,57.2,0.7386360000000003,29,35.094839740000005,6878,122,1694,0.0001,1.3952393531799316
230,56.8,0.7369259999999995,30,34.562359220000005,6923,123,1705,0.0001,7.934573173522949
229,56.86,0.7356720000000003,30,34.685359930000004,6956,124,1713,0.0001,4.893340587615967
229,56.92,0.7342660000000001,30,34.80972279,6993,125,1723,0.0001,0.9553712010383606
229,56.92,0.731036,30,35.17913791,7078,126,1744,0.0001,4.836552143096924
230,56.92,0.727806,31,35.572536459999995,7163,127,1765,0.0001,1.0239639282226562
229,56.91,0.7267419999999999,31,35.56154461,7191,128,1772,0.0001,4.937912464141846
230,56.91,0.7235119999999999,31,35.21955692,7276,129,1793,0.0001,1.3062152862548828
229,56.41,0.7221819999999997,31,34.393388120000004,7311,130,1802,0.0001,8.432951927185059
230,56.41,0.7189519999999995,32,34.789141470000004,7396,131,1823,0.0001,1.479802131652832
229,55.89,0.7176980000000004,32,33.85258714,7429,132,1832,0.0001,0.7767209410667419
229,55.38,0.7164060000000001,32,33.23818096,7463,133,1840,0.0001,1.0904123783111572
229,55.91,0.713176,32,34.311472189999996,7548,134,1861,0.0001,1.4889228343963623
229,55.39,0.7119219999999999,33,33.54966075,7581,135,1870,0.0001,1.483572244644165
229,54.87,0.7106679999999996,33,32.66937771,7614,136,1878,0.0001,1.7180073261260986
228,54.87,0.7094899999999995,33,32.67021253,7645,137,1886,0.0001,1.1748099327087402
228,54.3,0.7084259999999996,33,31.675406,7673,138,1893,0.0001,0.9965888857841492
227,54.3,0.7073240000000005,33,31.695988129999996,7702,139,1900,0.0001,1.1952100992202759
228,54.3,0.7040940000000004,34,31.54224589,7787,140,1921,0.0001,4.34228515625
227,54.29,0.7028780000000003,34,31.50995492,7819,141,1929,0.0001,1.2816085815429688
227,54.29,0.7017380000000002,34,31.494454540000003,7849,142,1937,0.0001,4.635729789733887
227,53.76,0.7005220000000001,34,30.46949568,7881,143,1945,0.0001,0.9657818078994751
226,53.23,0.699306,34,29.525336390000003,7913,144,1953,0.0001,4.182092666625977
226,53.19,0.6982419999999998,35,29.47751439,7941,145,1960,0.0001,4.5071821212768555
225,53.16,0.6971019999999999,35,29.4313552,7971,146,1967,0.0001,1.0850634574890137
225,53.16,0.6938719999999998,35,29.71767236,8056,147,1988,0.0001,0.9077318906784058
225,53.19,0.6926939999999997,35,29.78012331,8087,148,1996,0.0001,0.9792295694351196
225,53.19,0.6894639999999996,36,30.029183190000005,8172,149,2017,0.0001,5.250938415527344
225,53.24,0.6882100000000004,36,30.132921450000005,8205,150,2026,0.0001,1.5589321851730347
225,52.67,0.6871460000000004,36,29.280070920000007,8233,151,2033,0.0001,1.560340404510498
224,52.76,0.6854739999999997,36,29.445276180000004,8277,152,2044,0.0001,4.65060567855835
224,52.24,0.6842199999999996,37,28.679759020000006,8310,153,2052,0.0001,4.123500347137451
223,52.21,0.6830420000000006,37,28.590229840000003,8341,154,2060,0.0001,1.214700698852539
223,51.69,0.6817880000000003,37,27.846535250000006,8374,155,2068,0.0001,0.9881793260574341
