time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,rollout/exploration_rate,time/episodes,rollout/ep_rew_mean,time/fps,train/n_updates,train/learning_rate,train/loss
4839,22,52.03225806451613,0.8161179999999997,93,21.88219840860215,211,1184,0.0001,0.5816707611083984
4866,23,51.765957446808514,0.8150919999999997,94,21.511305808510638,210,1191,0.0001,2.760909080505371
4895,23,51.526315789473685,0.8139899999999997,95,21.18720524210526,209,1198,0.0001,0.6232850551605225
4923,23,51.28125,0.8129259999999996,96,20.850740052083335,208,1205,0.0001,0.5149840116500854
4952,23,51.05154639175258,0.8118239999999995,97,20.549600783505156,207,1212,0.0001,2.8923561573028564
4981,24,50.826530612244895,0.8107219999999995,98,20.243707030612246,206,1220,0.0001,0.5424866676330566
5016,24,50.666666666666664,0.8093920000000003,99,20.062310626262626,206,1228,0.0001,2.92482590675354
5046,24,50.46,0.8082520000000002,100,19.76880389,205,1236,0.0001,5.500644683837891
5074,24,49.89,0.8071880000000002,101,18.854525250000002,204,1243,0.0001,7.962491035461426
5159,25,50.46,0.8039580000000002,102,19.64878443,205,1264,0.0001,0.6255685091018677
5244,25,51.03,0.8007280000000001,103,20.583511150000003,205,1285,0.0001,0.5168028473854065
5272,25,50.99,0.799664,104,20.495809710000003,205,1292,0.0001,0.41085129976272583
5301,25,50.97,0.798562,105,20.453431730000002,204,1300,0.0001,0.6462823152542114
5331,26,50.42,0.7974219999999999,106,19.52782244,204,1307,0.0001,0.6122643947601318
5368,26,49.94,0.7960159999999996,107,19.29354618,203,1316,0.0001,0.6590932011604309
5394,26,49.35,0.7950279999999996,108,18.98137337,202,1323,0.0001,0.960108757019043
5428,26,49.2,0.7937360000000004,109,18.605920960000002,202,1331,0.0001,0.5794432163238525
5456,27,48.63,0.7926720000000005,110,18.038793789999996,201,1338,0.0001,0.5585548877716064
5483,27,48.05,0.7916460000000005,111,17.425760359999998,201,1345,0.0001,0.4827086627483368
5512,27,47.49,0.7905440000000005,112,16.95422949,200,1352,0.0001,0.3859643340110779
5597,27,48.06,0.7873140000000004,113,17.909440479999997,200,1374,0.0001,2.7578907012939453
5627,28,48.1,0.7861740000000003,114,17.984590149999995,200,1381,0.0001,3.043674945831299
5656,28,48.06,0.7850720000000002,115,17.91224697,199,1388,0.0001,0.7584446668624878
5686,28,47.51,0.7839320000000002,116,17.094265,199,1396,0.0001,0.4737474322319031
5713,28,47.51,0.7829060000000002,117,17.09198585,198,1403,0.0001,0.4906647205352783
5741,29,46.94,0.7818420000000001,118,16.14581593,197,1410,0.0001,0.4632418155670166
5772,29,46.4,0.780664,119,15.52735771,197,1417,0.0001,0.5619481205940247
5802,29,46.37,0.779524,120,15.472980940000003,197,1425,0.0001,0.5675627589225769
5887,29,46.95,0.7762939999999999,121,16.43184786,197,1446,0.0001,0.8852807283401489
5916,29,46.92,0.7751919999999999,122,16.37593629,197,1453,0.0001,2.674029588699341
6001,30,47.48,0.7719619999999998,123,17.33197995,197,1475,0.0001,2.9999642372131348
6028,30,47.48,0.7709359999999998,124,17.32197317,197,1481,0.0001,2.8321170806884766
6057,30,46.92,0.7698339999999997,125,16.4340136,196,1489,0.0001,0.49768880009651184
6084,30,46.91,0.7688079999999998,126,16.43496364,196,1495,0.0001,3.0348355770111084
6116,31,46.38,0.7675919999999996,127,15.599750339999998,195,1503,0.0001,0.45833733677864075
6145,31,46.39,0.7664899999999996,128,15.594678739999997,195,1511,0.0001,0.6909605860710144
6172,31,46.32,0.7654639999999996,129,15.464144689999998,194,1517,0.0001,2.90579891204834
6207,31,46.34,0.7641340000000004,130,15.523594229999999,194,1526,0.0001,0.8657934665679932
6234,32,46.29,0.7631080000000005,131,15.428028260000001,194,1533,0.0001,2.976771593093872
6264,32,45.74,0.7619680000000003,132,14.563647030000002,193,1540,0.0001,1.1087285280227661
6295,32,45.74,0.7607900000000002,133,14.566554400000003,193,1548,0.0001,8.27389907836914
6322,32,45.16,0.7597640000000002,134,13.714064300000002,192,1555,0.0001,2.6216888427734375
6350,32,45.17,0.7587000000000003,135,13.72584548,192,1562,0.0001,3.262324094772339
6379,33,44.61,0.7575980000000002,136,13.18324341,192,1569,0.0001,1.0881134271621704
6407,33,44.63,0.7565340000000002,137,13.204214479999997,191,1576,0.0001,0.45212608575820923
6439,33,44.63,0.755318,138,13.207484479999998,191,1584,0.0001,0.43836814165115356
6468,33,44.61,0.754216,139,13.17471811,191,1591,0.0001,2.7299511432647705
6497,34,44.61,0.753114,140,13.17399856,190,1599,0.0001,2.723289966583252
6527,34,44.6,0.7519739999999998,141,13.15681288,190,1606,0.0001,0.5216120481491089
6556,34,44.62,0.7508719999999998,142,13.18633765,189,1613,0.0001,0.5897050499916077
6584,34,44.61,0.7498079999999998,143,13.165792750000001,189,1620,0.0001,0.5809635519981384
6619,34,44.11,0.7484780000000006,144,12.114985530000002,189,1629,0.0001,0.4609770178794861
6648,35,43.55,0.7473760000000005,145,11.466954620000001,188,1636,0.0001,2.864267349243164
6733,35,44.11,0.7441460000000004,146,12.11093967,188,1658,0.0001,0.5041542053222656
6760,35,43.53,0.7431200000000004,147,11.031185810000002,188,1664,0.0001,0.33290451765060425
6845,36,43.53,0.7398900000000004,148,11.450951179999999,189,1686,0.0001,0.7015479803085327
6878,36,43.59,0.7386360000000003,149,11.564487579999998,188,1694,0.0001,2.872413396835327
6908,36,43.04,0.7374960000000002,150,10.82872728,188,1701,0.0001,5.707210540771484
