rollout/ep_rew_mean,rollout/exploration_rate,time/fps,time/episodes,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,train/learning_rate,train/n_updates,train/loss
-6.575896927536232,0.8329139999999995,256,69,63.72463768115942,4397,17,0.0001,1074,2.0843658447265625
-6.721553271428571,0.8318119999999996,255,70,63.22857142857143,4426,17,0.0001,1081,1.3936331272125244
-5.122649591549296,0.8285820000000005,256,71,63.53521126760563,4511,17,0.0001,1102,4.817044734954834
-5.28498225,0.8274420000000005,255,72,63.06944444444444,4541,17,0.0001,1110,5.497498512268066
-3.7498930273972593,0.8242120000000004,255,73,63.36986301369863,4626,18,0.0001,1131,1.785559892654419
-2.347041094594594,0.8209820000000003,256,74,63.66216216216216,4711,18,0.0001,1152,2.0271596908569336
-0.9825828533333326,0.8177520000000003,256,75,63.946666666666665,4796,18,0.0001,1173,3.9063754081726074
0.3461332236842112,0.8145220000000002,256,76,64.22368421052632,4881,19,0.0001,1195,0.7086136341094971
1.6401024545454552,0.8112920000000001,256,77,64.49350649350649,4966,19,0.0001,1216,0.8700104355812073
2.8997946538461545,0.8080620000000001,256,78,64.75641025641026,5051,19,0.0001,1237,0.4846712648868561
4.127208012658229,0.804832,255,79,65.0126582278481,5136,20,0.0001,1258,3.1656956672668457
2.8285468124999995,0.8016019999999999,255,80,65.2625,5221,20,0.0001,1280,4.087730407714844
1.55526661728395,0.7983719999999999,255,81,65.50617283950618,5306,20,0.0001,1301,8.063108444213867
2.7552145853658527,0.7951419999999998,256,82,65.7439024390244,5391,21,0.0001,1322,1.9146809577941895
3.9283397951807224,0.7919119999999997,256,83,65.97590361445783,5476,21,0.0001,1343,10.484923362731934
2.6927137619047614,0.7886819999999997,256,84,66.20238095238095,5561,21,0.0001,1365,2.297743797302246
3.8383065176470583,0.7854519999999996,257,85,66.4235294117647,5646,21,0.0001,1386,6.550663471221924
4.95551788372093,0.7822220000000005,257,86,66.63953488372093,5731,22,0.0001,1407,3.4161057472229004
6.03881348275862,0.7789920000000005,257,87,66.85057471264368,5816,22,0.0001,1428,2.680788516998291
5.787715056818181,0.7779660000000005,256,88,66.39772727272727,5843,22,0.0001,1435,3.382964611053467
4.673804426966291,0.7747360000000004,256,89,66.6067415730337,5928,23,0.0001,1456,2.6679701805114746
3.5118801111111106,0.7715060000000004,257,90,66.81111111111112,6013,23,0.0001,1478,0.30637210607528687
4.567728406593407,0.7682760000000003,257,91,67.01098901098901,6098,23,0.0001,1499,0.7387639284133911
3.4383099239130432,0.7650460000000002,257,92,67.20652173913044,6183,24,0.0001,1520,5.1158647537231445
4.473945548387096,0.7618160000000002,257,93,67.39784946236558,6268,24,0.0001,1541,1.927490234375
5.47594,0.7585860000000001,257,94,67.58510638297872,6353,24,0.0001,1563,4.907405853271484
6.484103389473685,0.755356,258,95,67.76842105263158,6438,24,0.0001,1584,1.903239130973816
6.241520937499999,0.7543300000000001,257,96,67.34375,6465,25,0.0001,1591,2.600432872772217
7.281655721649483,0.7511,257,97,67.52577319587628,6550,25,0.0001,1612,3.549576759338379
7.034463999999999,0.7498839999999999,256,98,67.16326530612245,6582,25,0.0001,1620,0.3636791706085205
8.043658818181816,0.7466539999999997,257,99,67.34343434343434,6667,25,0.0001,1641,0.23991182446479797
8.961700919999998,0.7434239999999996,257,100,67.52,6752,26,0.0001,1662,0.799379289150238
9.633698079999998,0.7423979999999998,256,101,66.94,6779,26,0.0001,1669,0.39018160104751587
9.69760524,0.7412959999999997,255,102,66.94,6808,26,0.0001,1676,1.8547440767288208
10.70759556,0.7380659999999997,255,103,66.94,6893,26,0.0001,1698,2.7999472618103027
12.693459339999999,0.7348359999999996,255,104,66.94,6978,27,0.0001,1719,1.952693223953247
14.700262819999999,0.7316060000000006,255,105,66.94,7063,27,0.0001,1740,3.2727766036987305
15.862375539999999,0.7283760000000006,256,106,67.47,7148,27,0.0001,1761,6.505080699920654
13.802055399999999,0.7251460000000005,256,107,67.47,7233,28,0.0001,1783,5.751795291900635
14.96756526,0.7219160000000003,257,108,68.01,7318,28,0.0001,1804,4.097733974456787
14.07035893,0.7186860000000003,257,109,68.55,7403,28,0.0001,1825,3.237668514251709
15.16516779,0.7154560000000003,258,110,69.12,7488,29,0.0001,1846,3.190823554992676
13.10014718,0.7122260000000002,258,111,69.12,7573,29,0.0001,1868,7.001270771026611
14.25310627,0.7089960000000002,258,112,69.7,7658,29,0.0001,1889,0.48488155007362366
15.36792778,0.705766,259,113,70.25,7743,29,0.0001,1910,6.446784019470215
17.29967902,0.7025359999999999,259,114,70.25,7828,30,0.0001,1931,1.2680432796478271
18.458244989999997,0.699306,259,115,70.8,7913,30,0.0001,1953,2.6043779850006104
19.56778815,0.6960759999999999,259,116,71.36,7998,30,0.0001,1974,0.3908693492412567
20.66912796,0.6928459999999999,259,117,71.92,8083,31,0.0001,1995,1.9981523752212524
20.768714689999996,0.6896159999999997,260,118,72.43,8168,31,0.0001,2016,1.8922852277755737
21.697534089999998,0.6863859999999996,259,119,72.43,8253,31,0.0001,2038,3.433178424835205
21.69932947,0.6831559999999997,259,120,72.43,8338,32,0.0001,2059,4.069803237915039
22.864191549999997,0.6799259999999995,260,121,72.94,8423,32,0.0001,2080,2.6943905353546143
24.79846153,0.6766960000000004,259,122,72.94,8508,32,0.0001,2101,6.760791778564453
24.796078519999995,0.6734660000000005,260,123,72.94,8593,33,0.0001,2123,2.2120299339294434
26.80026643,0.6702360000000003,259,124,72.94,8678,33,0.0001,2144,0.41930150985717773
27.966894659999998,0.6670060000000003,259,125,73.46,8763,33,0.0001,2165,0.9417752623558044
29.06786321,0.6637760000000003,260,126,74.01,8848,34,0.0001,2186,1.7930001020431519
30.999182310000002,0.6605460000000001,259,127,74.01,8933,34,0.0001,2208,0.30173152685165405
30.998948879999997,0.6573160000000001,259,128,74.01,9018,34,0.0001,2229,3.3896560668945312
33.008998039999994,0.654086,259,129,74.01,9103,35,0.0001,2250,3.8818318843841553
33.002862959999995,0.650856,259,130,74.01,9188,35,0.0001,2271,0.4280502200126648
34.99772686,0.6476259999999999,259,131,74.01,9273,35,0.0001,2293,4.884533405303955
34.998547509999995,0.6443959999999997,259,132,74.01,9358,36,0.0001,2314,0.9592317342758179
35.00034612,0.6431419999999997,258,133,74.01,9391,36,0.0001,2322,0.7938159704208374
36.15724613,0.6399119999999996,258,134,74.57,9476,36,0.0001,2343,3.2675185203552246
36.095852730000004,0.6387340000000005,257,135,74.51,9507,36,0.0001,2351,1.8968842029571533
38.101405029999995,0.6355040000000005,257,136,74.51,9592,37,0.0001,2372,6.418587684631348
37.099888209999996,0.6322740000000003,257,137,74.51,9677,37,0.0001,2394,3.38383412361145
35.08682539,0.6290440000000004,257,138,74.51,9762,37,0.0001,2415,5.287091255187988
35.08725133,0.6258140000000003,257,139,74.51,9847,38,0.0001,2436,0.33447885513305664
35.09774488,0.6225840000000001,257,140,74.51,9932,38,0.0001,2457,2.4377434253692627
34.09999818,0.6193540000000002,257,141,74.51,10017,38,0.0001,2479,3.7764334678649902
34.09955873,0.6182900000000001,256,142,74.5,10045,39,0.0001,2486,2.627622127532959
32.09927073,0.6150599999999999,256,143,74.5,10130,39,0.0001,2507,2.807114362716675
33.25679383999999,0.61183,256,144,75.08,10215,39,0.0001,2528,3.0694093704223633
34.19414184,0.6085999999999998,256,145,75.08,10300,40,0.0001,2549,0.8930689692497253
34.19138862,0.6053699999999999,256,146,75.08,10385,40,0.0001,2571,6.689798355102539
35.36055483,0.6021399999999998,256,147,75.64,10470,40,0.0001,2592,0.30258262157440186
35.294993049999995,0.5989099999999996,255,148,75.64,10555,41,0.0001,2613,3.3359146118164062
37.29939433,0.5956799999999997,255,149,75.64,10640,41,0.0001,2634,2.255858898162842
38.46176104,0.5924499999999995,255,150,76.13,10725,41,0.0001,2656,3.8063929080963135
39.56476702,0.5892200000000005,255,151,76.66,10810,42,0.0001,2677,5.029808044433594
39.48923347,0.5859900000000005,255,152,76.66,10895,42,0.0001,2698,0.18929046392440796
40.33159795,0.5847740000000003,254,153,76.13,10927,42,0.0001,2706,3.872302532196045
42.393127209999996,0.5815440000000003,254,154,76.13,11012,43,0.0001,2727,1.7464679479599
43.56462103999999,0.5783140000000002,254,155,76.68,11097,43,0.0001,2749,3.5615427494049072
43.4954494,0.5750840000000002,254,156,76.68,11182,43,0.0001,2770,5.565371990203857
44.66022744,0.5718540000000001,254,157,77.23,11267,44,0.0001,2791,3.6045753955841064
45.76837911,0.568624,254,158,77.77,11352,44,0.0001,2812,0.8501412272453308
44.53165523,0.5674459999999999,253,159,77.23,11383,44,0.0001,2820,0.23342052102088928
46.59790163999999,0.5642159999999998,252,160,77.23,11468,45,0.0001,2841,3.2222228050231934
46.59567911,0.5609859999999998,252,161,77.23,11553,45,0.0001,2863,0.2673306167125702
48.59531301999999,0.5577559999999997,251,162,77.23,11638,46,0.0001,2884,4.187849998474121
49.76758927000001,0.5545259999999996,251,163,77.8,11723,46,0.0001,2905,4.927402973175049
50.865582780000004,0.5512959999999996,251,164,78.36,11808,46,0.0001,2926,3.916355848312378
52.79739578000001,0.5480660000000006,251,165,78.36,11893,47,0.0001,2948,5.4738688468933105
54.78668639000001,0.5448360000000004,250,166,78.36,11978,47,0.0001,2969,0.9096171855926514
54.79780294000001,0.5416060000000005,251,167,78.36,12063,48,0.0001,2990,4.908679962158203
54.80495836,0.5383760000000004,251,168,78.36,12148,48,0.0001,3011,1.9942715167999268
56.78701362000001,0.5351460000000003,251,169,78.36,12233,48,0.0001,3033,3.364961624145508
57.96632063000001,0.5319160000000003,251,170,78.92,12318,49,0.0001,3054,9.22370719909668
57.8859107,0.5286860000000001,251,171,78.92,12403,49,0.0001,3075,6.361718654632568
59.06371328,0.5254560000000001,251,172,79.47,12488,49,0.0001,3096,1.8367995023727417
58.96429580999998,0.5222260000000001,251,173,79.47,12573,50,0.0001,3118,4.707700252532959
58.99686148,0.518996,251,174,79.47,12658,50,0.0001,3139,4.103196144104004
58.992231119999985,0.515766,251,175,79.47,12743,50,0.0001,3160,4.788992404937744
58.99490916999999,0.5125359999999998,251,176,79.47,12828,51,0.0001,3181,3.2723491191864014
58.98567915999999,0.5093059999999998,251,177,79.47,12913,51,0.0001,3203,6.497611999511719
58.97999921999999,0.5060759999999997,251,178,79.47,12998,51,0.0001,3224,3.717562437057495
58.99632494999999,0.5028459999999997,251,179,79.47,13083,52,0.0001,3245,5.128870010375977
60.99278455,0.4996159999999996,251,180,79.47,13168,52,0.0001,3266,5.055020332336426
63.00276216000001,0.49638600000000055,251,181,79.47,13253,52,0.0001,3288,1.5226670503616333
63.002171980000014,0.4931560000000005,251,182,79.47,13338,53,0.0001,3309,0.21750283241271973
62.99675805000001,0.4899260000000004,251,183,79.47,13423,53,0.0001,3330,2.801276206970215
63.00119942000001,0.48669600000000035,251,184,79.47,13508,53,0.0001,3351,0.8702846169471741
62.98932712999999,0.4834660000000003,251,185,79.47,13593,54,0.0001,3373,2.3184642791748047
62.99392532000001,0.4802360000000002,251,186,79.47,13678,54,0.0001,3394,0.42198145389556885
62.99455299,0.47700600000000015,251,187,79.47,13763,54,0.0001,3415,3.8318698406219482
64.15056829,0.4737760000000001,251,188,80.05,13848,54,0.0001,3436,0.33500000834465027
66.10339696000001,0.470546,251,189,80.05,13933,55,0.0001,3458,0.21185356378555298
66.10257228,0.46731599999999995,252,190,80.05,14018,55,0.0001,3479,3.179248094558716
66.10084605,0.4640859999999999,251,191,80.05,14103,55,0.0001,3500,5.328727722167969
68.0741353,0.4608559999999998,252,192,80.05,14188,56,0.0001,3521,0.6619687676429749
68.09695495,0.45762599999999976,252,193,80.05,14273,56,0.0001,3543,9.261107444763184
68.10197385999999,0.4543959999999997,252,194,80.05,14358,56,0.0001,3564,5.053308010101318
68.08490022999999,0.4511659999999996,252,195,80.05,14443,57,0.0001,3585,6.25283145904541
69.25413729,0.44793600000000067,252,196,80.63,14528,57,0.0001,3606,3.8810722827911377
69.18552242,0.4447060000000005,252,197,80.63,14613,57,0.0001,3628,1.7430695295333862
70.34517901,0.44147600000000053,252,198,81.16,14698,58,0.0001,3649,1.7080700397491455
69.13187917,0.4402980000000003,252,199,80.62,14729,58,0.0001,3657,0.7181882858276367
69.19225904,0.43706800000000035,252,200,80.62,14814,58,0.0001,3678,0.22795522212982178
70.36784301,0.4338380000000003,252,201,81.2,14899,59,0.0001,3699,9.298036575317383
71.46526985999999,0.4306080000000001,252,202,81.76,14984,59,0.0001,3720,3.365992546081543
72.37374439,0.42737800000000015,252,203,81.76,15069,59,0.0001,3742,8.081174850463867
72.4021483,0.42414799999999997,252,204,81.76,15154,60,0.0001,3763,2.054579257965088
72.40218933,0.420918,252,205,81.76,15239,60,0.0001,3784,0.3579399585723877
72.39779354999999,0.41768799999999995,252,206,81.76,15324,60,0.0001,3805,0.162820503115654
74.4010863,0.41445799999999977,252,207,81.76,15409,61,0.0001,3827,0.7196328043937683
74.39967100999999,0.4112279999999998,252,208,81.76,15494,61,0.0001,3848,3.2462830543518066
76.37896094,0.40799799999999964,252,209,81.76,15579,61,0.0001,3869,1.784401535987854
76.40434981,0.4047679999999997,252,210,81.76,15664,62,0.0001,3890,5.695521354675293
78.38617475999999,0.4015379999999996,252,211,81.76,15749,62,0.0001,3912,7.296067714691162
78.39639298,0.39830799999999944,252,212,81.76,15834,62,0.0001,3933,1.0205967426300049
78.38184220999999,0.3950780000000005,252,213,81.76,15919,62,0.0001,3954,0.14182643592357635
78.39051837,0.3918480000000004,252,214,81.76,16004,63,0.0001,3975,3.0383963584899902
78.39509525,0.38861800000000035,252,215,81.76,16089,63,0.0001,3997,3.8031978607177734
77.23281223000001,0.387174,252,216,81.29,16127,63,0.0001,4006,3.363574743270874
77.28946494,0.38394399999999995,252,217,81.29,16212,64,0.0001,4027,3.2250967025756836
78.29999950999999,0.3807139999999998,252,218,81.29,16297,64,0.0001,4049,4.763131618499756
78.28922634,0.3774839999999998,252,219,81.29,16382,64,0.0001,4070,0.7522653937339783
78.29810805000001,0.37425399999999964,252,220,81.29,16467,65,0.0001,4091,4.872106552124023
78.30220806000001,0.3710239999999997,252,221,81.29,16552,65,0.0001,4112,1.8061063289642334
78.26988546000001,0.3677939999999996,252,222,81.29,16637,65,0.0001,4134,1.7792547941207886
78.27175508,0.36456399999999956,252,223,81.29,16722,66,0.0001,4155,7.834742546081543
78.26639441,0.3613340000000005,252,224,81.29,16807,66,0.0001,4176,5.0991363525390625
78.29436326000001,0.3581040000000004,252,225,81.29,16892,66,0.0001,4197,1.743655800819397
78.29212846,0.35487400000000047,252,226,81.29,16977,67,0.0001,4219,0.5556952953338623
77.13781808,0.3538480000000004,252,227,80.71,17004,67,0.0001,4225,4.966522693634033
77.17824626000001,0.3506180000000003,252,228,80.71,17089,67,0.0001,4247,0.47328463196754456
77.19929252000001,0.34738800000000025,252,229,80.71,17174,68,0.0001,4268,6.34699010848999
77.19999964,0.3441580000000002,252,230,80.71,17259,68,0.0001,4289,2.2310800552368164
77.17501550000001,0.34092800000000023,252,231,80.71,17344,68,0.0001,4310,9.130973815917969
77.19340817999999,0.33769800000000005,252,232,80.71,17429,69,0.0001,4332,1.8539924621582031
78.36675594,0.334468,252,233,81.23,17514,69,0.0001,4353,3.1665456295013428
78.29838219,0.3312379999999999,252,234,81.23,17599,69,0.0001,4374,0.23290511965751648
79.470465,0.32800799999999986,252,235,81.77,17684,70,0.0001,4395,3.2216947078704834
79.39350551000001,0.3247779999999999,252,236,81.77,17769,70,0.0001,4417,3.71749210357666
81.37717394,0.3215479999999997,252,237,81.77,17854,70,0.0001,4438,4.861930847167969
83.37665284,0.31831799999999966,252,238,81.77,17939,71,0.0001,4459,0.7267380356788635
83.40603597,0.3150880000000007,252,239,81.77,18024,71,0.0001,4480,4.988935470581055
83.39320993999999,0.3118580000000005,252,240,81.77,18109,71,0.0001,4502,2.302832841873169
84.23222074000002,0.31086999999999965,251,241,81.18,18135,71,0.0001,4508,0.30404436588287354
85.45762395,0.3076399999999996,251,242,81.75,18220,72,0.0001,4529,4.725655555725098
87.38877306,0.3044100000000005,251,243,81.75,18305,72,0.0001,4551,4.800884246826172
87.40430741,0.30118000000000045,251,244,81.75,18390,72,0.0001,4572,3.261068105697632
87.36982307,0.2979500000000004,251,245,81.75,18475,73,0.0001,4593,7.845761775970459
87.39982467,0.2947200000000004,250,246,81.75,18560,73,0.0001,4614,0.526001513004303
87.38507401999999,0.29149000000000025,250,247,81.75,18645,74,0.0001,4636,0.2760215997695923
87.39711167999998,0.2882600000000002,251,248,81.75,18730,74,0.0001,4657,1.7290383577346802
87.37532837999998,0.2850300000000001,251,249,81.75,18815,74,0.0001,4678,1.7496165037155151
87.39466531999999,0.28180000000000005,251,250,81.75,18900,75,0.0001,4699,1.8788843154907227
87.38280531999999,0.2785700000000001,251,251,81.75,18985,75,0.0001,4721,0.6489467620849609
87.39528526999999,0.2753399999999999,251,252,81.75,19070,75,0.0001,4742,5.279918670654297
88.55736517999998,0.27210999999999985,251,253,82.28,19155,76,0.0001,4763,3.207817792892456
88.48703964999997,0.2688799999999998,251,254,82.28,19240,76,0.0001,4784,4.338972568511963
88.50034270999998,0.2656499999999997,252,255,82.28,19325,76,0.0001,4806,1.8392822742462158
88.49433933999998,0.26241999999999976,252,256,82.28,19410,76,0.0001,4827,3.1962132453918457
87.33346311999999,0.2614319999999998,251,257,81.69,19436,77,0.0001,4833,6.513893127441406
86.22715013999999,0.2604059999999998,251,258,81.11,19463,77,0.0001,4840,0.17052406072616577
87.43189319999999,0.2571759999999996,251,259,81.65,19548,77,0.0001,4861,0.692650318145752
87.38586153000001,0.25394599999999956,251,260,81.65,19633,77,0.0001,4883,0.14198419451713562
87.37217790000001,0.2507159999999996,251,261,81.65,19718,78,0.0001,4904,0.43892261385917664
87.38653206,0.24748599999999954,252,262,81.65,19803,78,0.0001,4925,3.445096015930176
87.38220505999999,0.24425600000000047,252,263,81.65,19888,78,0.0001,4946,0.09667244553565979
87.38761671999998,0.2410260000000004,252,264,81.65,19973,79,0.0001,4968,5.196601867675781
85.4041035,0.23779600000000034,252,265,81.65,20058,79,0.0001,4989,4.141800403594971
83.41434471000001,0.23456600000000039,252,266,81.65,20143,79,0.0001,5010,6.217465400695801
83.37909212000001,0.2313360000000002,252,267,81.65,20228,80,0.0001,5031,0.2193579375743866
85.37267432,0.22810600000000014,252,268,81.65,20313,80,0.0001,5053,7.118688106536865
85.40648033999997,0.22487600000000008,252,269,81.65,20398,80,0.0001,5074,0.7870104908943176
85.39487501999999,0.221646,252,270,81.65,20483,81,0.0001,5095,1.7215209007263184
83.41443052999999,0.21841600000000005,252,271,81.65,20568,81,0.0001,5116,3.8792645931243896
83.39234377999999,0.21518599999999988,252,272,81.65,20653,81,0.0001,5138,4.056216716766357
82.43638470999998,0.2119559999999998,252,273,81.65,20738,82,0.0001,5159,1.7133808135986328
80.37692643999999,0.20872599999999975,252,274,81.65,20823,82,0.0001,5180,4.033224582672119
79.23967421,0.20777599999999996,251,275,81.05,20848,82,0.0001,5186,0.6701503992080688
79.30070655,0.20454599999999978,251,276,81.05,20933,83,0.0001,5208,4.256437301635742
79.29837675,0.20131599999999972,251,277,81.05,21018,83,0.0001,5229,2.8966445922851562
79.31543725,0.19808599999999965,251,278,81.05,21103,83,0.0001,5250,2.2185049057006836
79.28863669,0.19485600000000058,251,279,81.05,21188,84,0.0001,5271,3.5215225219726562
79.29577360000002,0.19162600000000052,251,280,81.05,21273,84,0.0001,5293,5.930081367492676
79.29938521,0.18839600000000056,251,281,81.05,21358,84,0.0001,5314,2.352656602859497
79.30168865,0.1851660000000005,251,282,81.05,21443,85,0.0001,5335,0.1806677281856537
78.13525362,0.18414000000000053,251,283,80.47,21470,85,0.0001,5342,2.3748586177825928
80.17959452,0.18091000000000035,251,284,80.47,21555,85,0.0001,5363,0.4828979969024658
80.19719927999999,0.17768000000000028,251,285,80.47,21640,86,0.0001,5384,3.765686511993408
80.16313000999999,0.17445000000000033,251,286,80.47,21725,86,0.0001,5406,1.6590542793273926
80.20179735999999,0.17122000000000026,251,287,80.47,21810,86,0.0001,5427,1.6808202266693115
78.21928876,0.1679900000000002,251,288,80.47,21895,87,0.0001,5448,0.21087199449539185
78.18623240999999,0.16476000000000002,251,289,80.47,21980,87,0.0001,5469,0.3876906633377075
80.19110817999999,0.16152999999999995,251,290,80.47,22065,87,0.0001,5491,0.6641547083854675
80.19781328,0.1583,251,291,80.47,22150,88,0.0001,5512,5.013141632080078
78.22017545,0.15506999999999993,251,292,80.47,22235,88,0.0001,5533,6.3077874183654785
78.17310982000001,0.15183999999999986,251,293,80.47,22320,88,0.0001,5554,2.3895392417907715
78.19377596000001,0.1486099999999997,251,294,80.47,22405,89,0.0001,5576,1.6608563661575317
78.21504031,0.14537999999999962,251,295,80.47,22490,89,0.0001,5597,2.6401617527008057
76.21718338,0.14214999999999967,251,296,80.47,22575,89,0.0001,5618,0.3456957936286926
