rollout/ep_rew_mean,rollout/exploration_rate,time/fps,time/episodes,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,train/learning_rate,train/n_updates,train/loss
64.28832886000001,0.05,243,833,75.41,64077,262,0.0001,15994,1.614040493965149
66.30042871,0.05,243,834,75.41,64162,263,0.0001,16015,5.896633148193359
68.2818121,0.05,243,835,75.41,64247,263,0.0001,16036,6.189115524291992
66.33718316,0.05,243,836,75.41,64332,263,0.0001,16057,3.92944073677063
66.31026105999999,0.05,243,837,75.41,64417,264,0.0001,16079,0.20282740890979767
65.16503107,0.05,243,838,74.84,64445,264,0.0001,16086,4.8292059898376465
65.21107342999998,0.05,243,839,74.84,64530,264,0.0001,16107,0.17574027180671692
63.22582861,0.05,243,840,74.84,64615,264,0.0001,16128,4.704004287719727
63.177674509999996,0.05,243,841,74.84,64700,265,0.0001,16149,4.763974189758301
64.33870404999999,0.05,243,842,75.4,64785,265,0.0001,16171,0.547620952129364
63.13281073,0.05,243,843,74.8,64810,265,0.0001,16177,0.2509622871875763
63.22852449,0.05,243,844,74.8,64895,266,0.0001,16198,1.6996990442276
62.04212739,0.05,243,845,74.2,64920,266,0.0001,16204,0.1825326681137085
62.100049170000005,0.05,243,846,74.2,65005,266,0.0001,16226,1.6758127212524414
61.09998429,0.05,243,847,74.2,65090,266,0.0001,16247,0.09734019637107849
59.954218579999996,0.05,243,848,73.6,65115,267,0.0001,16253,0.15033477544784546
60.00948177,0.05,243,849,73.6,65200,267,0.0001,16274,3.118520975112915
60.025414250000004,0.05,243,850,73.6,65285,267,0.0001,16296,2.1491010189056396
60.003461720000004,0.05,243,851,73.6,65370,268,0.0001,16317,2.571018934249878
59.98795947000001,0.05,243,852,73.6,65455,268,0.0001,16338,3.582352876663208
61.167206310000005,0.05,243,853,74.2,65540,268,0.0001,16359,7.961553573608398
61.09453674,0.05,243,854,74.2,65625,269,0.0001,16381,1.676504135131836
59.94812989,0.05,243,855,73.82,65672,269,0.0001,16392,0.2844529449939728
59.98387899,0.05,243,856,73.82,65757,269,0.0001,16414,8.199432373046875
58.04127768,0.05,243,857,73.82,65842,270,0.0001,16435,0.5940154790878296
56.86837945000001,0.05,243,858,73.22,65867,270,0.0001,16441,0.20221400260925293
54.95052348,0.05,243,859,73.22,65952,270,0.0001,16462,7.850240707397461
54.88132015,0.05,243,860,73.22,66037,270,0.0001,16484,0.7707930207252502
53.75839575,0.05,243,861,72.62,66062,271,0.0001,16490,1.7592377662658691
53.78968653,0.05,243,862,72.62,66147,271,0.0001,16511,3.7753729820251465
52.64449587,0.05,243,863,72.02,66172,271,0.0001,16517,0.20883852243423462
52.717345779999995,0.05,243,864,72.02,66257,272,0.0001,16539,0.118189238011837
53.86469399999999,0.05,243,865,72.62,66342,272,0.0001,16560,3.146430492401123
53.796213050000006,0.05,243,866,72.62,66427,272,0.0001,16581,3.0783915519714355
51.83341625,0.05,243,867,72.62,66512,273,0.0001,16602,3.648937702178955
51.78549685000001,0.05,243,868,72.62,66597,273,0.0001,16624,3.276846170425415
51.81491607,0.05,243,869,72.62,66682,273,0.0001,16645,0.6380212903022766
51.79839957,0.05,243,870,72.62,66767,274,0.0001,16666,2.1250784397125244
49.812861680000005,0.05,243,871,72.62,66852,274,0.0001,16687,2.273115873336792
49.82786555999999,0.05,243,872,72.62,66937,274,0.0001,16709,1.6639494895935059
48.65414911,0.05,243,873,72.02,66962,274,0.0001,16715,3.204984188079834
48.70060548999999,0.05,243,874,72.02,67047,275,0.0001,16736,0.15582582354545593
48.67830644,0.05,243,875,72.02,67132,275,0.0001,16757,1.7007192373275757
46.71743523000001,0.05,243,876,72.02,67217,275,0.0001,16779,1.7341673374176025
46.712321870000004,0.05,243,877,72.02,67302,276,0.0001,16800,2.0908451080322266
46.72719897000001,0.05,243,878,72.02,67387,276,0.0001,16821,5.911622047424316
46.69933719999999,0.05,243,879,72.02,67472,276,0.0001,16842,2.1063132286071777
46.70803279,0.05,243,880,72.02,67557,277,0.0001,16864,6.160435676574707
46.70044275999999,0.05,243,881,72.02,67642,277,0.0001,16885,2.279218912124634
45.531851149999994,0.05,243,882,71.42,67667,277,0.0001,16891,6.412010192871094
44.44540832,0.05,243,883,70.82,67692,277,0.0001,16897,4.285171031951904
44.50562853,0.05,243,884,70.82,67777,278,0.0001,16919,3.4236536026000977
44.50008958,0.05,243,885,70.82,67862,278,0.0001,16940,1.7497107982635498
43.335085320000005,0.05,243,886,70.22,67887,278,0.0001,16946,3.589625120162964
42.56486322,0.05,243,887,70.3,67972,279,0.0001,16967,1.8713276386260986
40.498637370000004,0.05,243,888,70.3,68057,279,0.0001,16989,1.7530570030212402
39.64690895,0.05,243,889,70.9,68142,279,0.0001,17010,4.621232509613037
40.71495552999999,0.05,243,890,71.5,68227,280,0.0001,17031,4.721505165100098
41.8531906,0.05,243,891,72.09,68312,280,0.0001,17052,0.5724901556968689
42.969451449999994,0.05,243,892,72.69,68397,280,0.0001,17074,3.3411834239959717
42.89653963999999,0.05,243,893,72.71,68424,281,0.0001,17080,0.16522012650966644
42.908098679999995,0.05,243,894,72.71,68509,281,0.0001,17102,0.1159055233001709
41.755335519999996,0.05,243,895,72.11,68534,281,0.0001,17108,0.6764355897903442
41.800374119999994,0.05,243,896,72.11,68559,281,0.0001,17114,1.7084847688674927
42.91381474999999,0.05,243,897,72.71,68644,282,0.0001,17135,0.19310899078845978
42.969622050000005,0.05,243,898,72.71,68729,282,0.0001,17157,0.708977222442627
42.91120309000001,0.05,243,899,72.71,68814,282,0.0001,17178,3.3144798278808594
41.72925757,0.05,243,900,72.13,68841,283,0.0001,17185,0.39663034677505493
41.76144807,0.05,243,901,72.13,68926,283,0.0001,17206,3.504716396331787
41.778668339999996,0.05,243,902,72.13,69011,283,0.0001,17227,1.6525894403457642
42.629800970000005,0.05,243,903,71.57,69040,283,0.0001,17234,0.14984995126724243
41.5299871,0.05,243,904,70.97,69065,284,0.0001,17241,1.6500993967056274
41.59964067,0.05,243,905,70.97,69150,284,0.0001,17262,11.158140182495117
41.61413552,0.05,243,906,70.97,69235,284,0.0001,17283,3.197239398956299
40.77474032000001,0.05,243,907,71.57,69320,285,0.0001,17304,1.7235747575759888
40.68497649,0.05,243,908,71.57,69405,285,0.0001,17326,7.727665424346924
39.545458249999996,0.05,243,909,70.97,69430,285,0.0001,17332,0.10558274388313293
39.574814579999995,0.05,243,910,70.97,69515,285,0.0001,17353,2.2316477298736572
39.563236499999995,0.05,243,911,70.97,69600,286,0.0001,17374,0.9686904549598694
40.43103008,0.05,243,912,70.39,69627,286,0.0001,17381,4.648807048797607
42.47130594,0.05,243,913,70.39,69712,286,0.0001,17402,0.20350110530853271
42.52467183000001,0.05,243,914,70.39,69797,287,0.0001,17424,0.6180256009101868
44.49258747000001,0.05,243,915,70.39,69882,287,0.0001,17445,0.07691498100757599
44.51140083999999,0.05,243,916,70.39,69967,287,0.0001,17466,0.1657685935497284
45.65836794,0.05,243,917,70.99,70052,288,0.0001,17487,3.103583335876465
45.59121124,0.05,243,918,70.99,70137,288,0.0001,17509,3.6786274909973145
46.72668519,0.05,243,919,71.59,70222,288,0.0001,17530,1.669023871421814
47.52576405,0.05,243,920,71.0,70248,289,0.0001,17536,1.773666262626648
48.75872491000001,0.05,243,921,71.6,70333,289,0.0001,17558,1.7040725946426392
47.529011170000004,0.05,242,922,71.0,70358,289,0.0001,17564,0.1379370391368866
47.598686700000016,0.05,242,923,70.96,70383,289,0.0001,17570,3.0831079483032227
49.60496685000001,0.05,242,924,70.96,70468,290,0.0001,17591,0.49665331840515137
47.56724869000002,0.05,242,925,70.96,70553,290,0.0001,17613,0.1785210222005844
47.58795619000001,0.05,242,926,70.96,70638,290,0.0001,17634,0.6021373867988586
47.619209540000014,0.05,242,927,70.96,70723,291,0.0001,17655,3.2874743938446045
48.76810204,0.05,243,928,71.56,70808,291,0.0001,17676,0.08111998438835144
48.66458166,0.05,242,929,71.56,70893,291,0.0001,17698,0.2105996310710907
48.671522499999995,0.05,242,930,71.56,70978,292,0.0001,17719,6.244651794433594
48.70907247,0.05,242,931,71.56,71063,292,0.0001,17740,3.5775346755981445
48.73553436,0.05,242,932,71.56,71148,292,0.0001,17761,3.1661136150360107
47.54832879000001,0.05,242,933,71.53,71230,293,0.0001,17782,1.0863683223724365
47.598910780000004,0.05,242,934,71.53,71315,293,0.0001,17803,5.6058349609375
47.58505174,0.05,242,935,71.53,71400,293,0.0001,17824,3.0872139930725098
49.55526516,0.05,242,936,71.53,71485,294,0.0001,17846,0.6311501264572144
49.58472165999999,0.05,242,937,71.53,71570,294,0.0001,17867,0.1724395453929901
49.60238445,0.05,242,938,71.53,71598,294,0.0001,17874,3.620800256729126
48.44672387,0.05,242,939,70.93,71623,294,0.0001,17880,3.231513261795044
49.32465058999999,0.05,242,940,70.33,71648,295,0.0001,17886,1.0742430686950684
48.25572018,0.05,242,941,69.73,71673,295,0.0001,17893,0.13834691047668457
47.16309329999999,0.05,242,942,69.13,71698,295,0.0001,17899,1.7348921298980713
48.34767495,0.05,242,943,69.73,71783,295,0.0001,17920,0.10784547030925751
48.283451860000014,0.05,242,944,69.73,71868,296,0.0001,17941,0.6559063792228699
49.46666362,0.05,242,945,70.33,71953,296,0.0001,17963,0.7042598724365234
49.39318632,0.05,242,946,70.33,72038,296,0.0001,17984,1.7225421667099
51.32792144999999,0.05,242,947,70.33,72123,297,0.0001,18005,0.16321183741092682
51.39975256999999,0.05,242,948,70.33,72148,297,0.0001,18011,3.452709197998047
51.41370015999999,0.05,242,949,70.33,72233,297,0.0001,18033,0.1281680166721344
51.40075267,0.05,242,950,70.33,72318,298,0.0001,18054,1.7064437866210938
49.388647930000005,0.05,242,951,70.33,72403,298,0.0001,18075,2.1430258750915527
49.4003496,0.05,242,952,70.33,72488,298,0.0001,18096,2.1542258262634277
49.37709902,0.05,242,953,70.33,72573,299,0.0001,18118,0.15756753087043762
49.39161478999999,0.05,242,954,70.33,72658,299,0.0001,18139,3.234734058380127
48.56890905,0.05,242,955,70.71,72743,299,0.0001,18160,3.226470470428467
48.50611599999999,0.05,242,956,70.71,72828,300,0.0001,18181,0.38416606187820435
50.48280267,0.05,242,957,70.71,72913,300,0.0001,18203,6.1993842124938965
51.64438729,0.05,242,958,71.31,72998,300,0.0001,18224,0.2597973942756653
53.60043114000001,0.05,242,959,71.31,73083,300,0.0001,18245,0.2502770721912384
53.61471852,0.05,242,960,71.31,73168,301,0.0001,18266,0.15248899161815643
54.76231641,0.05,242,961,71.91,73253,301,0.0001,18288,0.11925744265317917
54.71216473,0.05,242,962,71.91,73338,301,0.0001,18309,0.2085314393043518
53.86955084999999,0.05,242,963,72.51,73423,302,0.0001,18330,0.17924454808235168
52.63657874,0.05,242,964,71.94,73451,302,0.0001,18337,6.718721389770508
52.69731706,0.05,242,965,71.94,73536,302,0.0001,18358,1.9625322818756104
52.670060680000006,0.05,242,966,71.94,73621,303,0.0001,18380,1.6486669778823853
54.65195323000001,0.05,242,967,71.94,73706,303,0.0001,18401,2.3913984298706055
54.720304930000005,0.05,242,968,71.94,73791,303,0.0001,18422,0.5914338231086731
54.69470592,0.05,242,969,71.94,73876,304,0.0001,18443,6.853531837463379
54.65620924999999,0.05,242,970,71.94,73961,304,0.0001,18465,11.858410835266113
56.682114260000006,0.05,242,971,71.94,74046,304,0.0001,18486,2.2085769176483154
56.69479700000001,0.05,242,972,71.94,74131,305,0.0001,18507,4.818922519683838
57.85826766,0.05,242,973,72.54,74216,305,0.0001,18528,4.73362398147583
57.80051901000001,0.05,242,974,72.54,74301,305,0.0001,18550,1.710521936416626
57.814509480000005,0.05,242,975,72.54,74386,306,0.0001,18571,3.2623143196105957
59.76635641,0.05,242,976,72.54,74471,306,0.0001,18592,1.1606769561767578
59.839905,0.05,242,977,72.54,74556,306,0.0001,18613,7.620917797088623
57.81720789999999,0.05,242,978,72.54,74641,307,0.0001,18635,3.306734085083008
55.81953168999999,0.05,242,979,72.54,74726,307,0.0001,18656,0.6249915957450867
55.81320947000001,0.05,242,980,72.54,74811,308,0.0001,18677,1.7857784032821655
54.632976479999996,0.05,242,981,71.94,74836,308,0.0001,18683,0.7926019430160522
54.703684280000004,0.05,242,982,71.94,74861,308,0.0001,18690,4.70003604888916
55.85720221000001,0.05,242,983,72.54,74946,308,0.0001,18711,3.1006364822387695
55.811625170000006,0.05,242,984,72.54,75031,309,0.0001,18732,0.11981517821550369
54.641203130000015,0.05,242,985,71.96,75058,309,0.0001,18739,3.0252859592437744
53.86858655000001,0.05,242,986,72.56,75143,309,0.0001,18760,5.203085899353027
54.63470322,0.05,242,987,72.01,75173,309,0.0001,18768,1.8070199489593506
55.53334593999999,0.05,242,988,71.43,75200,309,0.0001,18774,5.760862350463867
56.45571612,0.05,242,989,70.84,75226,310,0.0001,18781,1.6911629438400269
56.54679466999999,0.05,242,990,70.84,75311,310,0.0001,18802,0.14495038986206055
55.353581909999996,0.05,242,991,70.3,75342,310,0.0001,18810,1.663231372833252
54.2245499,0.05,242,992,69.7,75367,310,0.0001,18816,0.6145684719085693
55.46008071,0.05,242,993,70.28,75452,311,0.0001,18837,0.18871638178825378
55.363884320000004,0.05,242,994,70.28,75537,311,0.0001,18859,0.6138972043991089
55.39672401,0.05,242,995,70.28,75562,311,0.0001,18865,8.085305213928223
56.52248180000001,0.05,242,996,70.88,75647,312,0.0001,18886,1.971052885055542
54.55691333000001,0.05,242,997,70.88,75732,312,0.0001,18907,3.1403791904449463
54.458334429999994,0.05,242,998,70.88,75817,312,0.0001,18929,0.11502066254615784
54.51339337,0.05,242,999,70.88,75902,313,0.0001,18950,4.635143756866455
55.66265147000001,0.05,242,1000,71.46,75987,313,0.0001,18971,3.688359260559082
55.615076740000006,0.05,242,1001,71.46,76072,313,0.0001,18992,2.5240426063537598
55.58462833000001,0.05,242,1002,71.46,76157,314,0.0001,19014,0.15349799394607544
55.60168002,0.05,242,1003,71.43,76183,314,0.0001,19020,0.1214955598115921
56.75527093000001,0.05,242,1004,72.03,76268,314,0.0001,19041,1.7350846529006958
56.69785847,0.05,242,1005,72.03,76353,315,0.0001,19063,1.8177502155303955
55.53388721000001,0.05,242,1006,71.45,76380,315,0.0001,19069,2.1841347217559814
57.55743105000001,0.05,242,1007,71.45,76465,315,0.0001,19091,1.666567325592041
57.600599390000006,0.05,242,1008,71.45,76550,315,0.0001,19112,0.10117444396018982
58.75927673,0.05,242,1009,72.05,76635,316,0.0001,19133,1.6257566213607788
58.74554978000001,0.05,242,1010,72.05,76720,316,0.0001,19154,5.279312610626221
57.591721719999995,0.05,242,1011,71.46,76746,316,0.0001,19161,5.122066497802734
58.76284975000001,0.05,242,1012,72.04,76831,317,0.0001,19182,4.019744396209717
58.71311404000001,0.05,242,1013,72.04,76916,317,0.0001,19203,0.6972212791442871
56.72281011000001,0.05,242,1014,72.04,77001,317,0.0001,19225,1.8240740299224854
56.70643366000001,0.05,242,1015,72.04,77086,318,0.0001,19246,3.5456342697143555
56.669506250000005,0.05,242,1016,72.04,77171,318,0.0001,19267,2.5270724296569824
56.66446313,0.05,242,1017,72.04,77256,318,0.0001,19288,4.244841575622559
56.730785710000006,0.05,242,1018,72.04,77341,319,0.0001,19310,3.129748582839966
56.720028400000004,0.05,242,1019,72.04,77426,319,0.0001,19331,0.22571587562561035
57.87008189000001,0.05,242,1020,72.63,77511,319,0.0001,19352,1.6338139772415161
57.77311846,0.05,242,1021,72.63,77596,320,0.0001,19373,3.1444485187530518
56.968062630000006,0.05,242,1022,73.23,77681,320,0.0001,19395,0.6022146940231323
58.039869630000005,0.05,242,1023,73.83,77766,320,0.0001,19416,0.2320440709590912
58.005109149999996,0.05,242,1024,73.83,77851,321,0.0001,19437,0.24782350659370422
60.02760904000001,0.05,242,1025,73.83,77936,321,0.0001,19458,0.6043444871902466
60.01137175000001,0.05,242,1026,73.83,78021,321,0.0001,19480,0.5677323937416077
58.01217155000001,0.05,242,1027,73.83,78106,322,0.0001,19501,0.6897218227386475
57.95172786,0.05,242,1028,73.83,78191,322,0.0001,19522,4.575394153594971
58.03127815,0.05,242,1029,73.83,78276,322,0.0001,19543,4.665775299072266
58.02852471999999,0.05,242,1030,73.83,78361,322,0.0001,19565,1.6856536865234375
58.015430779999996,0.05,242,1031,73.83,78446,323,0.0001,19586,0.6635385751724243
57.994795809999985,0.05,242,1032,73.83,78531,323,0.0001,19607,2.4562978744506836
59.12232849,0.05,242,1033,73.86,78616,323,0.0001,19628,2.178363800048828
59.04626557,0.05,242,1034,73.86,78701,324,0.0001,19650,3.2383956909179688
59.12172339999999,0.05,242,1035,73.86,78786,324,0.0001,19671,0.46406641602516174
57.97144863999999,0.05,242,1036,73.26,78811,324,0.0001,19677,1.751347303390503
58.01940545999999,0.05,242,1037,73.26,78896,325,0.0001,19698,1.6828669309616089
57.99276465,0.05,242,1038,73.23,78921,325,0.0001,19705,4.578029155731201
58.00334243,0.05,242,1039,73.23,78946,325,0.0001,19711,0.12561079859733582
59.17552878999999,0.05,242,1040,73.83,79031,325,0.0001,19732,3.4420053958892822
58.25528147,0.05,242,1041,74.43,79116,326,0.0001,19753,0.23643562197685242
58.19286625000001,0.05,242,1042,74.43,79141,326,0.0001,19760,3.67087984085083
57.04564299999999,0.05,242,1043,73.83,79166,326,0.0001,19766,6.685238838195801
55.94054710999999,0.05,242,1044,73.24,79192,326,0.0001,19772,3.1272740364074707
53.99328105999998,0.05,242,1045,73.24,79277,327,0.0001,19794,0.12014724314212799
52.84502551999999,0.05,242,1046,72.7,79308,327,0.0001,19801,1.6136964559555054
52.96437142,0.05,242,1047,72.7,79393,327,0.0001,19823,3.0536718368530273
54.0422003,0.05,242,1048,73.3,79478,328,0.0001,19844,10.282220840454102
53.97762819,0.05,242,1049,73.3,79563,328,0.0001,19865,1.666678786277771
52.828030260000006,0.05,242,1050,72.71,79589,328,0.0001,19872,0.19461947679519653
53.740328829999996,0.05,242,1051,72.11,79614,328,0.0001,19878,4.638195037841797
53.80110324000001,0.05,242,1052,72.11,79699,329,0.0001,19899,0.08346366882324219
53.827597420000004,0.05,242,1053,72.11,79784,329,0.0001,19920,1.7202128171920776
51.771360279999996,0.05,242,1054,72.11,79869,329,0.0001,19942,3.4222536087036133
53.7963687,0.05,242,1055,72.11,79954,330,0.0001,19963,3.9151930809020996
53.803064750000004,0.05,242,1056,72.11,80039,330,0.0001,19984,9.163433074951172
53.810008370000006,0.05,242,1057,72.11,80124,330,0.0001,20005,0.7420051097869873
53.792235710000014,0.05,242,1058,72.11,80209,331,0.0001,20027,0.18636339902877808
53.799683810000005,0.05,242,1059,72.11,80294,331,0.0001,20048,6.089766502380371
53.80326693999999,0.05,242,1060,72.11,80379,331,0.0001,20069,1.7474397420883179
53.76901221999999,0.05,242,1061,72.11,80464,332,0.0001,20090,3.2460556030273438
53.79197538,0.05,242,1062,72.11,80549,332,0.0001,20112,2.22733998298645
55.7956191,0.05,242,1063,72.11,80634,332,0.0001,20133,1.748559832572937
56.94094242,0.05,242,1064,72.68,80719,333,0.0001,20154,4.648972511291504
56.889682000000015,0.05,242,1065,72.68,80804,333,0.0001,20175,4.18142032623291
56.92385558,0.05,242,1066,72.68,80889,333,0.0001,20197,2.995388984680176
56.937735599999996,0.05,242,1067,72.68,80974,334,0.0001,20218,3.257650375366211
56.85393868999999,0.05,242,1068,72.68,81059,334,0.0001,20239,2.4973790645599365
56.86486658999999,0.05,242,1069,72.68,81144,334,0.0001,20260,4.609981536865234
56.910882199999996,0.05,242,1070,72.68,81229,335,0.0001,20282,3.104142904281616
56.91718087,0.05,242,1071,72.68,81314,335,0.0001,20303,4.576523303985596
56.895532040000006,0.05,242,1072,72.68,81399,336,0.0001,20324,2.201996326446533
56.89740903,0.05,242,1073,72.68,81484,336,0.0001,20345,0.10540179908275604
56.90671988,0.05,242,1074,72.68,81569,336,0.0001,20367,0.21285152435302734
56.894661750000004,0.05,242,1075,72.68,81654,337,0.0001,20388,3.705918073654175
56.89972436000001,0.05,242,1076,72.68,81739,337,0.0001,20409,0.20647716522216797
55.73106512000001,0.05,242,1077,72.09,81765,337,0.0001,20416,1.7995641231536865
57.7961426,0.05,242,1078,72.09,81850,337,0.0001,20437,1.6550222635269165
59.79900277000001,0.05,242,1079,72.09,81935,338,0.0001,20458,0.46528854966163635
58.63156962,0.05,242,1080,71.5,81961,338,0.0001,20465,5.203536033630371
59.85564804,0.05,242,1081,72.1,82046,338,0.0001,20486,2.292271852493286
60.94336944999999,0.05,242,1082,72.7,82131,339,0.0001,20507,3.3170089721679688
60.85918118999999,0.05,242,1083,72.7,82216,339,0.0001,20528,0.08968409150838852
60.90691078999998,0.05,242,1084,72.7,82301,339,0.0001,20550,6.3026533126831055
62.010401249999994,0.05,242,1085,73.28,82386,340,0.0001,20571,7.665069580078125
63.995233719999995,0.05,242,1086,73.28,82471,340,0.0001,20592,3.2262563705444336
63.16987201,0.05,242,1087,73.83,82556,340,0.0001,20613,3.679473876953125
62.26799968,0.05,242,1088,74.41,82641,341,0.0001,20635,6.163880348205566
63.36030452000001,0.05,242,1089,75.0,82726,341,0.0001,20656,0.12276341021060944
61.30768905000001,0.05,242,1090,75.0,82811,341,0.0001,20677,0.7990414500236511
60.46760537,0.05,242,1091,75.54,82896,342,0.0001,20698,3.2938995361328125
61.575431099999996,0.05,242,1092,76.14,82981,342,0.0001,20720,3.0848000049591064
59.495709240000004,0.05,242,1093,76.14,83066,342,0.0001,20741,8.607857704162598
58.36563820000001,0.05,242,1094,75.54,83091,343,0.0001,20747,1.6818832159042358
59.55370535000001,0.05,242,1095,76.14,83176,343,0.0001,20768,0.4670967161655426
59.509137360000004,0.05,242,1096,76.14,83261,343,0.0001,20790,3.4828152656555176
61.44654724,0.05,242,1097,76.14,83346,344,0.0001,20811,3.288764476776123
61.5331958,0.05,242,1098,76.14,83431,344,0.0001,20832,2.6042134761810303
61.4775889,0.05,242,1099,76.14,83516,344,0.0001,20853,0.7267262935638428
61.48807286000001,0.05,242,1100,76.14,83601,345,0.0001,20875,6.095183849334717
61.49805380000001,0.05,242,1101,76.14,83686,345,0.0001,20896,1.7388312816619873
59.54241943000002,0.05,242,1102,76.14,83771,345,0.0001,20917,5.022198677062988
60.649410930000016,0.05,242,1103,76.73,83856,346,0.0001,20938,3.2778820991516113
60.60924151000002,0.05,242,1104,76.73,83941,346,0.0001,20960,3.6215806007385254
60.60206470000001,0.05,242,1105,76.73,84026,346,0.0001,20981,0.14101792871952057
61.76243644000001,0.05,242,1106,77.31,84111,347,0.0001,21002,0.5151722431182861
61.709206800000004,0.05,242,1107,77.31,84196,347,0.0001,21023,1.6729061603546143
61.71873283,0.05,242,1108,77.31,84281,347,0.0001,21045,0.6700959205627441
61.678201410000014,0.05,242,1109,77.31,84366,348,0.0001,21066,3.6022837162017822
61.65145023,0.05,242,1110,77.31,84451,348,0.0001,21087,0.7838934659957886
61.694321540000004,0.05,242,1111,77.32,84478,348,0.0001,21094,3.546858787536621
61.658065799999996,0.05,242,1112,77.32,84563,349,0.0001,21115,2.1790771484375
61.682712599999995,0.05,242,1113,77.32,84648,349,0.0001,21136,5.197702407836914
63.66403694999999,0.05,242,1114,77.32,84733,349,0.0001,21158,3.2989230155944824
63.66143159,0.05,242,1115,77.32,84818,350,0.0001,21179,8.994403839111328
63.699095930000006,0.05,242,1116,77.32,84903,350,0.0001,21200,6.075319766998291
63.74343749000001,0.05,242,1117,77.32,84988,350,0.0001,21221,7.5508012771606445
63.637097620000006,0.05,242,1118,77.32,85073,351,0.0001,21243,4.843803405761719
63.67140089,0.05,242,1119,77.32,85158,351,0.0001,21264,1.6603033542633057
63.68587060000001,0.05,242,1120,77.32,85243,351,0.0001,21285,0.16480869054794312
63.71023635,0.05,242,1121,77.32,85328,352,0.0001,21306,3.0102062225341797
65.68375638,0.05,242,1122,77.32,85413,352,0.0001,21328,3.539681911468506
65.72720269999999,0.05,242,1123,77.32,85498,352,0.0001,21349,0.15752802789211273
65.70346621,0.05,242,1124,77.32,85583,353,0.0001,21370,4.685629844665527
65.69957049,0.05,242,1125,77.32,85668,353,0.0001,21391,0.6763583421707153
64.53338543,0.05,242,1126,76.72,85693,353,0.0001,21398,5.1309661865234375
65.43054829,0.05,242,1127,76.16,85722,353,0.0001,21405,3.172041893005371
63.51346212000001,0.05,242,1128,76.16,85807,354,0.0001,21426,3.073498487472534
63.47059959000001,0.05,242,1129,76.16,85892,354,0.0001,21447,1.735247015953064
61.49853718,0.05,242,1130,76.16,85977,354,0.0001,21469,1.723266363143921
61.45940617,0.05,242,1131,76.16,86062,355,0.0001,21490,1.7740517854690552
60.34411531000001,0.05,242,1132,76.1,86141,355,0.0001,21510,3.2126941680908203
60.445920570000006,0.05,242,1133,76.1,86226,355,0.0001,21531,3.552560329437256
60.436258770000016,0.05,242,1134,76.1,86311,356,0.0001,21552,0.11097472906112671
60.38283899000001,0.05,242,1135,76.1,86396,356,0.0001,21573,1.7051390409469604
60.39718692,0.05,242,1136,76.13,86424,356,0.0001,21580,0.23206540942192078
59.22746462,0.05,242,1137,75.54,86450,356,0.0001,21587,1.64737069606781
60.46168727,0.05,242,1138,76.14,86535,357,0.0001,21608,0.6029477715492249
61.54446925,0.05,242,1139,76.74,86620,357,0.0001,21629,0.2931056022644043
61.499573760000004,0.05,242,1140,76.74,86705,358,0.0001,21651,0.6386389136314392
63.48225343,0.05,242,1141,76.74,86790,358,0.0001,21672,0.6051225662231445
64.66884918000001,0.05,242,1142,77.34,86875,358,0.0001,21693,3.5215327739715576
65.77017941,0.05,242,1143,77.94,86960,358,0.0001,21714,1.6828498840332031
66.85355064000001,0.05,242,1144,78.53,87045,359,0.0001,21736,0.19633282721042633
66.77103196,0.05,242,1145,78.53,87130,359,0.0001,21757,1.7418948411941528
67.94937537999999,0.05,242,1146,79.07,87215,360,0.0001,21778,5.199800491333008
65.9063528,0.05,242,1147,79.07,87300,360,0.0001,21799,4.67680025100708
65.91547322999999,0.05,242,1148,79.07,87385,360,0.0001,21821,3.1957530975341797
65.89309295999999,0.05,242,1149,79.07,87470,361,0.0001,21842,1.958183765411377
67.0431993,0.05,242,1150,79.66,87555,361,0.0001,21863,1.6152732372283936
68.15770674,0.05,242,1151,80.26,87640,361,0.0001,21884,7.051692485809326
66.10660363,0.05,242,1152,80.26,87725,362,0.0001,21906,5.923797130584717
64.09933782,0.05,242,1153,80.26,87810,362,0.0001,21927,4.209680080413818
64.96829801000001,0.05,242,1154,79.66,87835,362,0.0001,21933,3.2214772701263428
64.99742304,0.05,242,1155,79.66,87920,362,0.0001,21954,2.2345752716064453
63.0145863,0.05,242,1156,79.66,88005,363,0.0001,21976,0.20248568058013916
62.99671863,0.05,242,1157,79.66,88090,363,0.0001,21997,1.6868202686309814
63.00666177,0.05,242,1158,79.66,88175,363,0.0001,22018,8.14852237701416
62.969906519999995,0.05,242,1159,79.66,88260,364,0.0001,22039,0.15267983078956604
62.98706643999999,0.05,242,1160,79.66,88345,364,0.0001,22061,3.137399196624756
61.036601229999995,0.05,242,1161,79.66,88430,364,0.0001,22082,0.5605194568634033
61.00733698,0.05,242,1162,79.66,88515,365,0.0001,22103,0.13782542943954468
60.97209166,0.05,242,1163,79.66,88600,365,0.0001,22124,2.1582565307617188
61.01225691,0.05,242,1164,79.66,88685,365,0.0001,22146,4.609554290771484
60.99714383,0.05,242,1165,79.66,88770,366,0.0001,22167,0.12495884299278259
60.9680985,0.05,242,1166,79.66,88855,366,0.0001,22188,2.269239902496338
59.84585445999999,0.05,242,1167,79.09,88883,366,0.0001,22195,1.6391359567642212
58.9468973,0.05,242,1168,79.09,88968,367,0.0001,22216,0.45841801166534424
58.92488710999999,0.05,242,1169,79.09,89053,367,0.0001,22238,3.422788381576538
