year,T_a,C_a,C_o,C_od,T_o,E21,E22,E23,E24,E12,action_0,reward,done
2017,1.0959323611064244,864.4428584821532,133.11828444502783,1261.8041601275625,0.4832529541504159,15.835795062513645,2.4362761913131026,13.39951888220142,47.50738509341707,50.312000000000005,9,-9.28773306575502,False
2018,1.129074576990204,869.3116523142363,133.74495646939076,1266.708631433182,0.4957156935735885,15.835795062513645,2.4362761913131026,13.39951888220142,47.50738509341707,50.312000000000005,9,2.5684987366032868,False
2019,1.1641313800024538,874.0393371525581,134.37141024910156,1271.7054533054227,0.5086072683209378,15.835795062513645,2.4362761913131026,13.39951888220142,47.50738509341707,50.312000000000005,9,2.4777939535939986,False
2020,1.2009116263503046,878.6606861298236,134.99378327923387,1276.7866080431165,0.5219551563454544,15.835795062513645,2.4362761913131026,13.39951888220142,47.50738509341707,50.312000000000005,9,2.335387464663631,False
2021,1.2393348717528014,883.3615282997558,135.61983523982,1281.9458305852413,0.5357835222319128,15.835795062513645,2.4362761913131026,13.39951888220142,47.50738509341707,50.312000000000005,9,2.1507546168291336,False
2022,1.2764370994259162,888.2731607686618,136.25886715470722,1287.1834858464586,0.5500855012932809,15.835795062513645,2.4362761913131026,13.39951888220142,47.50738509341707,50.312000000000005,9,1.7965938571030806,False
2023,1.3123002077078976,893.348897877038,136.91473383719767,1292.5048145254711,0.5648263937881949,15.835795062513645,2.4362761913131026,13.39951888220142,47.50738509341707,50.312000000000005,9,1.4749158486599279,False
2024,1.3469907543030069,898.5446828969917,137.58597866613923,1297.9151553495726,0.5799736825076889,15.835795062513645,2.4362761913131026,13.39951888220142,47.50738509341707,50.312000000000005,9,1.1819382757735575,False
2025,1.3805651464013138,903.8225708876936,138.2704176219654,1303.4181507156086,0.5954966649482344,15.835795062513645,2.4362761913131026,13.39951888220142,47.50738509341707,50.312000000000005,9,0.9147145014623208,False
2026,1.4130706898315406,909.1816068026387,138.96584203656343,1309.0156141042307,0.6113662992460244,15.835795062513645,2.4362761913131026,13.39951888220142,47.50738509341707,50.312000000000005,9,0.6707979287775392,False
2027,1.4445576298615947,914.5756950815187,139.6718849826428,1314.7086063961924,0.6275550830956382,15.835795062513645,2.4362761913131026,13.39951888220142,47.50738509341707,50.312000000000005,9,0.4482848559800288,False
2028,1.4750581439780364,919.9565833226936,140.38494597718926,1320.4966065351914,0.6440368521372596,15.835795062513645,2.4362761913131026,13.39951888220142,47.50738509341707,50.312000000000005,9,0.24517602247435663,False
2029,1.5045961505218481,925.3121353805813,141.10222129579986,1326.3768961139865,0.6607865363877211,15.835795062513645,2.4362761913131026,13.39951888220142,47.50738509341707,50.312000000000005,9,0.06009715822008788,False
2030,1.5331994399636903,930.6083615987862,141.82321807794975,1332.3458847076415,0.6777800228986925,31.180036794043207,17.386288952757486,13.39951888220142,47.50738509341707,50.312000000000005,4,-0.10810782142831947,False
2031,1.5607741406248692,935.1007602107974,142.52014360022213,1338.3927120183507,0.6949934344134061,45.45437966477153,32.02853070424179,13.39951888220142,47.50738509341707,50.312000000000005,4,-0.2591293354788696,False
2032,1.5872324986477873,939.3582731708758,143.18996439867738,1344.4916571731794,0.7124008749673677,60.24166581527559,47.136845829705244,13.39951888220142,47.50738509341707,50.312000000000005,4,-0.391601265164483,False
2033,1.6125356285091388,943.2140242758812,143.83417427631107,1350.6225815837943,0.7299761038772744,74.88580076000436,62.418913594695056,13.39951888220142,47.50738509341707,50.312000000000005,4,-0.5054758863610684,False
2034,1.6366229321537762,946.5041852998255,144.4471842295068,1356.764472323293,0.7476923703780693,88.57260538960287,77.50467343401895,13.39951888220142,47.50738509341707,50.312000000000005,4,-0.600155790634844,False
2035,1.659434993691182,949.426632503859,145.02675655608851,1362.893752732129,0.7655221254223273,102.11206889408905,92.64796782171169,13.39951888220142,47.50738509341707,50.312000000000005,4,-0.6753691623011941,False
2036,1.68093181348665,951.8095536009787,145.5719252480628,1368.9891472370314,0.7834375374655874,119.18855175984176,107.32409637732476,13.39951888220142,47.50738509341707,50.312000000000005,14,-0.731680391826063,False
2037,1.7010550571854732,953.6188466191203,146.07760154240904,1375.0277268817458,0.8014102797659786,156.44650584542478,120.68815755520019,13.39951888220142,47.50738509341707,50.312000000000005,10,-0.7686814888286002,False
2038,1.7196946265065354,954.5839745653603,146.52841687293096,1380.981938250458,0.8194110515032965,200.56342151151247,133.69771723494995,13.39951888220142,47.50738509341707,50.312000000000005,10,-0.7842592895992171,False
2039,1.7367174367089768,954.7028163105012,146.91351920697522,1386.816179865585,0.837408591639192,249.63656250670212,147.38117283293414,13.39951888220142,47.50738509341707,50.312000000000005,10,-0.7769415926222374,False
2040,1.7519793388047187,953.6804737176642,147.22260416614935,1392.4914138829658,0.8553696184863765,300.58371237885643,161.1759642542085,13.39951888220142,47.50738509341707,50.312000000000005,10,-0.7458442342394749,False
2041,1.7653174064087744,951.7289830176104,147.44722503725444,1397.9629135565367,0.8732582805658586,350.0540539533557,174.55466797428485,13.39951888220142,47.50738509341707,50.312000000000005,10,-10.689973895901558,False
2042,1.7653174064087744,951.7289830176104,147.44722503725444,1397.9629135565367,0.8732582805658586,350.0540539533557,174.55466797428485,13.39951888220142,47.50738509341707,50.312000000000005,10,0.0,True
