time/episodes,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/fps,rollout/exploration_rate,time/total_timesteps,train/n_updates,train/loss,train/learning_rate
31,18.47338841935484,84.0,76,33,0.9725133333333337,2604,625,1.6218851804733276,0.0001
32,18.494834062499997,84.0,79,33,0.9716266666666664,2688,646,2.9007036685943604,0.0001
33,18.431708333333333,84.0,81,33,0.9707400000000003,2772,667,2.068416118621826,0.0001
34,18.611229264705884,84.0,84,33,0.969853333333333,2856,688,2.0445971488952637,0.0001
35,18.661367028571426,84.0,87,33,0.968966666666667,2940,709,1.5379910469055176,0.0001
36,18.772853472222224,84.0,89,33,0.9680799999999997,3024,730,5.07303524017334,0.0001
37,18.844289675675675,84.0,92,33,0.9671933333333336,3108,751,2.3968372344970703,0.0001
38,18.831374631578946,84.0,94,33,0.9663066666666664,3192,772,5.299565315246582,0.0001
39,18.774360307692305,84.0,97,33,0.9654200000000003,3276,793,4.627326011657715,0.0001
40,18.731735075,84.0,99,33,0.964533333333333,3360,814,4.621059417724609,0.0001
41,18.632879024390245,84.0,102,33,0.9636466666666669,3444,835,2.0221405029296875,0.0001
42,18.590019976190476,84.0,105,33,0.9627599999999996,3528,856,1.9009687900543213,0.0001
43,18.597332,84.0,107,33,0.9618733333333336,3612,877,1.038548231124878,0.0001
44,18.77877743181818,84.0,110,33,0.9609866666666663,3696,898,1.410853624343872,0.0001
45,18.684045755555555,84.0,112,33,0.9601000000000002,3780,919,4.866585731506348,0.0001
46,18.53819454347826,84.0,115,33,0.959213333333333,3864,940,1.4450278282165527,0.0001
47,18.460703957446807,84.0,117,33,0.9583266666666669,3948,961,1.5895940065383911,0.0001
48,18.517691499999998,84.0,120,33,0.9574399999999996,4032,982,1.7558716535568237,0.0001
49,18.379546653061222,84.0,122,33,0.9565533333333335,4116,1003,2.033236503601074,0.0001
50,18.270694199999998,84.0,125,33,0.9556666666666662,4200,1024,1.65906822681427,0.0001
51,18.311745666666667,84.0,128,33,0.9547800000000002,4284,1045,1.3230884075164795,0.0001
52,18.343816999999998,84.0,130,33,0.9538933333333329,4368,1066,1.58383047580719,0.0001
53,18.36724554716981,84.0,133,33,0.9530066666666668,4452,1087,4.379237174987793,0.0001
54,18.47510557407407,84.0,136,33,0.9521199999999996,4536,1108,1.5870912075042725,0.0001
55,18.532865018181816,84.0,138,33,0.9512333333333335,4620,1129,1.4399923086166382,0.0001
56,18.488752803571426,84.0,140,33,0.9503466666666662,4704,1150,4.25018835067749,0.0001
57,18.463781105263156,84.0,143,33,0.9494600000000001,4788,1171,0.999992311000824,0.0001
58,18.460438413793103,84.0,145,33,0.9485733333333328,4872,1192,1.7928683757781982,0.0001
59,18.40140325423729,84.0,148,33,0.9476866666666668,4956,1213,1.1846222877502441,0.0001
60,18.29531831666667,84.0,150,33,0.9467999999999995,5040,1234,1.5309091806411743,0.0001
61,18.320795131147545,84.0,153,33,0.9459133333333334,5124,1255,1.2080774307250977,0.0001
62,18.490606080645165,84.0,155,33,0.9450266666666662,5208,1276,3.656683921813965,0.0001
63,18.431037031746033,84.0,158,33,0.9441400000000001,5292,1297,1.4366580247879028,0.0001
64,18.34056603125,84.0,161,33,0.9432533333333328,5376,1318,0.9005914926528931,0.0001
65,18.388251523076924,84.0,163,33,0.9423666666666667,5460,1339,7.110419273376465,0.0001
66,18.37113709090909,84.0,166,33,0.9414799999999994,5544,1360,0.9092719554901123,0.0001
67,18.43044832835821,84.0,168,33,0.9405933333333334,5628,1381,1.0698387622833252,0.0001
68,18.501100441176472,84.0,171,33,0.9397066666666672,5712,1402,0.7545908093452454,0.0001
69,18.61815636231884,84.0,173,33,0.93882,5796,1423,0.9015868902206421,0.0001
70,18.708768942857144,84.0,176,33,0.9379333333333338,5880,1444,3.7725374698638916,0.0001
71,18.795659422535213,84.0,179,33,0.9370466666666666,5964,1465,1.1515012979507446,0.0001
72,18.811273347222222,84.0,181,33,0.9361600000000005,6048,1486,1.0832935571670532,0.0001
73,18.80265891780822,84.0,184,33,0.9352733333333333,6132,1507,0.4552501440048218,0.0001
74,18.920352445945948,84.0,186,33,0.9343866666666671,6216,1528,3.7801055908203125,0.0001
75,18.837032920000002,84.0,189,33,0.9335,6300,1549,3.758699417114258,0.0001
76,18.990593289473686,84.0,192,33,0.9326133333333338,6384,1570,3.6153714656829834,0.0001
77,18.992553597402598,84.0,194,33,0.9317266666666666,6468,1591,3.7937586307525635,0.0001
78,18.993179525641025,84.0,197,33,0.9308400000000004,6552,1612,1.1450103521347046,0.0001
79,19.038053075949367,84.0,199,33,0.9299533333333332,6636,1633,0.765037477016449,0.0001
80,19.0930760375,84.0,202,33,0.9290666666666672,6720,1654,0.8589267730712891,0.0001
81,19.203079049382715,84.0,204,33,0.9281799999999999,6804,1675,3.2626612186431885,0.0001
82,19.349383097560974,84.0,207,33,0.9272933333333337,6888,1696,3.475478172302246,0.0001
83,19.285277228915664,84.0,209,33,0.9264066666666666,6972,1717,3.622753858566284,0.0001
84,19.296958833333335,84.0,212,33,0.9255200000000005,7056,1738,0.6666079163551331,0.0001
85,19.190874470588238,84.0,214,33,0.9246333333333332,7140,1759,0.9416993856430054,0.0001
86,19.277967313953493,84.0,217,33,0.923746666666667,7224,1780,0.9244142174720764,0.0001
87,19.2253245862069,84.0,219,33,0.9228599999999998,7308,1801,0.7385305762290955,0.0001
88,19.22920734090909,84.0,222,33,0.9219733333333338,7392,1822,0.7209484577178955,0.0001
89,19.213733674157304,84.0,225,33,0.9210866666666665,7476,1843,0.8375017046928406,0.0001
90,19.154044966666667,84.0,227,33,0.9202000000000004,7560,1864,0.9559314846992493,0.0001
91,19.282414626373626,84.0,230,33,0.9193133333333332,7644,1885,0.6673152446746826,0.0001
92,19.29431933695652,84.0,232,33,0.9184266666666671,7728,1906,0.677332878112793,0.0001
93,19.297941903225805,84.0,235,33,0.9175399999999998,7812,1927,0.6892885565757751,0.0001
94,19.25271982978723,84.0,237,33,0.9166533333333337,7896,1948,0.546801745891571,0.0001
95,19.23917607368421,84.0,240,33,0.9157666666666665,7980,1969,3.519291639328003,0.0001
96,19.295289197916667,84.0,243,33,0.9148800000000004,8064,1990,3.435577869415283,0.0001
97,19.271719783505155,84.0,245,33,0.9139933333333331,8148,2011,0.5683529376983643,0.0001
98,19.29348906122449,84.0,248,33,0.913106666666667,8232,2032,0.5058613419532776,0.0001
99,19.279239585858587,84.0,250,33,0.9122199999999998,8316,2053,0.7576084733009338,0.0001
100,19.26262621,84.0,253,33,0.9113333333333337,8400,2074,3.5067028999328613,0.0001
101,19.164989319999997,84.0,255,33,0.9104466666666664,8484,2095,0.7595762014389038,0.0001
102,19.33077339,84.0,258,33,0.9095600000000003,8568,2116,3.434455394744873,0.0001
103,19.31957121,84.0,260,33,0.9086733333333331,8652,2137,3.391963005065918,0.0001
104,19.275607490000002,84.0,263,33,0.907786666666667,8736,2158,0.34314054250717163,0.0001
105,19.22030579,84.0,265,33,0.9068999999999997,8820,2179,3.668801784515381,0.0001
106,19.25207939,84.0,268,33,0.9060133333333336,8904,2200,3.405853748321533,0.0001
107,19.292368659999998,84.0,271,33,0.9051266666666664,8988,2221,0.6523943543434143,0.0001
108,19.38204243,84.0,273,33,0.9042400000000003,9072,2242,0.5866098403930664,0.0001
109,19.32414983,84.0,276,33,0.903353333333333,9156,2263,0.40313661098480225,0.0001
110,19.319991279999996,84.0,278,33,0.9024666666666669,9240,2284,0.5325666069984436,0.0001
111,19.42862803,84.0,281,33,0.9015799999999997,9324,2305,0.36555489897727966,0.0001
112,19.451856629999998,84.0,283,33,0.9006933333333336,9408,2326,0.614759087562561,0.0001
113,19.444830839999998,84.0,286,33,0.8998066666666663,9492,2347,0.6142750382423401,0.0001
114,19.448637329999993,84.0,288,33,0.8989200000000002,9576,2368,0.5855612754821777,0.0001
115,19.432740039999995,84.0,291,33,0.898033333333333,9660,2389,0.7098115682601929,0.0001
116,19.452969999999997,84.0,293,33,0.8971466666666669,9744,2410,0.49386391043663025,0.0001
117,19.451779649999995,84.0,296,33,0.8962599999999996,9828,2431,6.238298416137695,0.0001
118,19.491967359999997,84.0,299,33,0.8953733333333335,9912,2452,0.4656095504760742,0.0001
119,19.587041699999997,84.0,301,33,0.8944866666666663,9996,2473,0.3398829698562622,0.0001
120,19.48752472,84.0,304,33,0.8936000000000002,10080,2494,0.8180689811706543,0.0001
121,19.527964409999996,84.0,306,33,0.8927133333333329,10164,2515,0.4954007863998413,0.0001
122,19.564928759999997,84.0,309,33,0.8918266666666668,10248,2536,6.229521751403809,0.0001
123,19.585564489999996,84.0,311,33,0.8909399999999996,10332,2557,6.200899124145508,0.0001
124,19.59525267,84.0,314,33,0.8900533333333335,10416,2578,0.27397024631500244,0.0001
125,19.54012799,84.0,317,33,0.8891666666666662,10500,2599,3.317364454269409,0.0001
126,19.50495218,84.0,319,33,0.8882800000000001,10584,2620,0.3911823332309723,0.0001
127,19.55873977,84.0,322,33,0.8873933333333329,10668,2641,0.3712615668773651,0.0001
128,19.53689578,84.0,324,33,0.8865066666666668,10752,2662,0.29642733931541443,0.0001
129,19.54913185,84.0,327,33,0.8856199999999995,10836,2683,0.4396378993988037,0.0001
130,19.48455787,84.0,329,33,0.8847333333333334,10920,2704,0.32540878653526306,0.0001
131,19.457346799999996,84.0,332,33,0.8838466666666662,11004,2725,0.4006064236164093,0.0001
132,19.412931819999997,84.0,334,33,0.8829600000000001,11088,2746,0.17929834127426147,0.0001
133,19.389791719999998,84.0,337,33,0.8820733333333328,11172,2767,0.3490653336048126,0.0001
134,19.3372063,84.0,339,33,0.8811866666666667,11256,2788,0.2991741895675659,0.0001
135,19.288607709999997,84.0,342,33,0.8803000000000005,11340,2809,3.159851312637329,0.0001
136,19.342005509999996,84.0,345,33,0.8794133333333334,11424,2830,0.3203345537185669,0.0001
137,19.300379729999996,84.0,347,33,0.8785266666666672,11508,2851,3.2333037853240967,0.0001
138,19.328836709999997,84.0,350,33,0.87764,11592,2872,0.3328094482421875,0.0001
139,19.399411559999997,84.0,352,33,0.8767533333333338,11676,2893,0.2825244069099426,0.0001
140,19.389128009999997,84.0,355,33,0.8758666666666667,11760,2914,3.1330599784851074,0.0001
141,19.347775079999998,84.0,357,33,0.8749800000000005,11844,2935,0.22278927266597748,0.0001
142,19.379882339999998,84.0,360,33,0.8740933333333333,11928,2956,3.152315855026245,0.0001
143,19.335577139999998,84.0,362,33,0.8732066666666671,12012,2977,0.3613014817237854,0.0001
144,19.39030955,84.0,365,33,0.87232,12096,2998,0.298198938369751,0.0001
145,19.361353570000002,84.0,368,33,0.8714333333333338,12180,3019,0.21861007809638977,0.0001
146,19.584128839999998,84.0,370,33,0.8705466666666666,12264,3040,0.3743583858013153,0.0001
147,19.631549309999997,84.0,373,33,0.8696600000000004,12348,3061,0.18950149416923523,0.0001
148,19.6677994,84.0,375,33,0.8687733333333332,12432,3082,0.20059561729431152,0.0001
149,19.781970849999997,84.0,378,33,0.8678866666666671,12516,3103,3.1764612197875977,0.0001
150,19.836006679999997,84.0,381,33,0.8669999999999999,12600,3124,0.3345535397529602,0.0001
151,19.748879149999997,84.0,383,33,0.8661133333333337,12684,3145,0.23870210349559784,0.0001
152,19.757886949999996,84.0,386,33,0.8652266666666666,12768,3166,0.16347993910312653,0.0001
153,19.73701001,84.0,388,33,0.8643400000000004,12852,3187,0.2500966489315033,0.0001
154,19.69141283,84.0,391,33,0.8634533333333332,12936,3208,3.109013080596924,0.0001
155,19.61334738,84.0,393,33,0.862566666666667,13020,3229,6.070590019226074,0.0001
156,19.60608486,84.0,396,33,0.8616799999999998,13104,3250,0.3732195794582367,0.0001
157,19.60469585,84.0,398,33,0.8607933333333337,13188,3271,0.26840680837631226,0.0001
158,19.6880556,84.0,401,33,0.8599066666666665,13272,3292,0.17902790009975433,0.0001
159,19.721745820000002,84.0,404,33,0.8590200000000003,13356,3313,0.17441552877426147,0.0001
160,19.80214837,84.0,406,33,0.8581333333333332,13440,3334,0.22733274102210999,0.0001
161,19.75560242,84.0,409,33,0.857246666666667,13524,3355,0.3368372321128845,0.0001
162,19.71297254,84.0,411,33,0.8563599999999998,13608,3376,3.089916944503784,0.0001
163,19.77592144,84.0,413,33,0.8554733333333336,13692,3397,0.24863958358764648,0.0001
164,19.81853989,84.0,416,33,0.8545866666666664,13776,3418,0.24319379031658173,0.0001
165,19.89073806,84.0,418,33,0.8537000000000003,13860,3439,0.2863207161426544,0.0001
166,19.89234536,84.0,421,33,0.8528133333333331,13944,3460,0.2652912437915802,0.0001
167,19.874737370000002,84.0,423,33,0.8519266666666669,14028,3481,0.2417590171098709,0.0001
168,19.83041207,84.0,426,33,0.8510399999999998,14112,3502,0.3340108394622803,0.0001
169,19.808928809999998,84.0,428,33,0.8501533333333336,14196,3523,3.031968355178833,0.0001
170,19.79224368,84.0,431,33,0.8492666666666664,14280,3544,0.16561396420001984,0.0001
171,19.88856964,84.0,433,33,0.8483800000000002,14364,3565,0.3238805830478668,0.0001
172,19.857962120000003,84.0,436,33,0.847493333333333,14448,3586,0.18061834573745728,0.0001
173,19.958463270000003,84.0,439,33,0.846606666666667,14532,3607,0.1833937168121338,0.0001
174,19.90721797,84.0,441,33,0.8457199999999997,14616,3628,3.0643556118011475,0.0001
175,20.008380120000005,84.0,444,33,0.8448333333333335,14700,3649,0.3197084665298462,0.0001
176,19.86390099,84.0,446,33,0.8439466666666664,14784,3670,0.18630482256412506,0.0001
177,19.82331541,84.0,449,33,0.8430600000000003,14868,3691,0.25750473141670227,0.0001
178,19.88351664,84.0,451,33,0.842173333333333,14952,3712,0.2615405321121216,0.0001
179,19.82392269,84.0,454,33,0.8412866666666668,15036,3733,0.22203165292739868,0.0001
180,19.817433559999998,84.0,457,33,0.8403999999999997,15120,3754,0.31553196907043457,0.0001
181,19.764401140000004,84.0,459,33,0.8395133333333336,15204,3775,0.26266252994537354,0.0001
182,19.675398680000004,84.0,462,33,0.8386266666666663,15288,3796,0.1484260857105255,0.0001
183,19.711349990000002,84.0,464,33,0.8377400000000002,15372,3817,0.15110181272029877,0.0001
184,19.71278994,84.0,467,33,0.836853333333333,15456,3838,0.22865240275859833,0.0001
185,19.82495116,84.0,469,33,0.8359666666666669,15540,3859,0.18841668963432312,0.0001
186,19.74854983,84.0,472,33,0.8350799999999996,15624,3880,0.17077574133872986,0.0001
187,19.81550883,84.0,474,33,0.8341933333333335,15708,3901,0.17922592163085938,0.0001
188,19.757637759999998,84.0,477,33,0.8333066666666663,15792,3922,0.17147190868854523,0.0001
189,19.85489726,84.0,479,33,0.8324200000000002,15876,3943,0.18876495957374573,0.0001
190,19.93301925,84.0,482,33,0.8315333333333329,15960,3964,0.21483656764030457,0.0001
191,19.763750070000004,84.0,485,33,0.8306466666666668,16044,3985,0.19947434961795807,0.0001
192,19.684194650000002,84.0,487,33,0.8297599999999996,16128,4006,0.1623719334602356,0.0001
193,19.739882350000002,84.0,489,33,0.8288733333333335,16212,4027,6.058221817016602,0.0001
194,19.70326224,84.0,492,33,0.8279866666666662,16296,4048,0.22410036623477936,0.0001
195,19.684545890000003,84.0,494,33,0.8271000000000001,16380,4069,3.028226613998413,0.0001
196,19.578519420000003,84.0,497,33,0.8262133333333329,16464,4090,3.31414532661438,0.0001
197,19.61571237,84.0,499,33,0.8253266666666668,16548,4111,0.1863056868314743,0.0001
198,19.68078793,84.0,502,33,0.8244399999999995,16632,4132,3.0572071075439453,0.0001
199,19.68372803,84.0,504,33,0.8235533333333334,16716,4153,0.1768128126859665,0.0001
200,19.69849794,84.0,507,33,0.8226666666666662,16800,4174,0.08897943049669266,0.0001
201,19.77068102,84.0,510,33,0.8217800000000001,16884,4195,0.1574987918138504,0.0001
202,19.70138621,84.0,512,33,0.8208933333333328,16968,4216,0.0877673551440239,0.0001
203,19.71258503,84.0,514,33,0.8200066666666667,17052,4237,0.20857353508472443,0.0001
204,19.81349338,84.0,517,33,0.8191200000000005,17136,4258,0.21238958835601807,0.0001
205,19.896211909999998,84.0,520,33,0.8182333333333334,17220,4279,0.19420868158340454,0.0001
206,19.94074992,84.0,522,33,0.8173466666666672,17304,4300,3.008514404296875,0.0001
207,19.95143558,84.0,525,33,0.81646,17388,4321,0.32901373505592346,0.0001
208,19.962391970000002,84.0,527,33,0.8155733333333338,17472,4342,3.0886049270629883,0.0001
209,20.03348596,84.0,530,33,0.8146866666666667,17556,4363,0.19410182535648346,0.0001
210,19.870596499999998,84.0,533,33,0.8138000000000005,17640,4384,0.24182453751564026,0.0001
211,19.780235749999996,84.0,535,33,0.8129133333333333,17724,4405,0.20060652494430542,0.0001
212,19.759569349999996,84.0,538,33,0.8120266666666671,17808,4426,3.020519495010376,0.0001
213,19.676585399999997,84.0,540,33,0.81114,17892,4447,3.0616376399993896,0.0001
214,19.62663465,84.0,543,33,0.8102533333333338,17976,4468,0.23548154532909393,0.0001
215,19.75708176,84.0,545,33,0.8093666666666666,18060,4489,0.10184454917907715,0.0001
216,19.74560155,84.0,548,33,0.8084800000000004,18144,4510,0.20221281051635742,0.0001
217,19.695627700000003,84.0,550,33,0.8075933333333333,18228,4531,3.0225210189819336,0.0001
218,19.672645709999998,84.0,553,33,0.8067066666666671,18312,4552,0.21602579951286316,0.0001
219,19.56266431,84.0,555,33,0.8058199999999999,18396,4573,0.22252756357192993,0.0001
220,19.668871329999998,84.0,558,33,0.8049333333333337,18480,4594,2.953234910964966,0.0001
221,19.664193849999997,84.0,560,33,0.8040466666666666,18564,4615,5.878735542297363,0.0001
222,19.682877579999996,84.0,563,33,0.8031600000000004,18648,4636,3.0684611797332764,0.0001
223,19.68637309,84.0,565,33,0.8022733333333332,18732,4657,0.11022120714187622,0.0001
224,19.69924092,84.0,568,33,0.801386666666667,18816,4678,0.09700233489274979,0.0001
225,19.585238529999998,84.0,571,33,0.8004999999999999,18900,4699,0.1751364767551422,0.0001
226,19.60288791,84.0,573,33,0.7996133333333337,18984,4720,0.25525811314582825,0.0001
227,19.53500362,84.0,576,33,0.7987266666666665,19068,4741,2.9911723136901855,0.0001
228,19.5375884,84.0,578,33,0.7978400000000003,19152,4762,3.064631700515747,0.0001
229,19.604380340000006,84.0,581,33,0.7969533333333332,19236,4783,0.18678288161754608,0.0001
230,19.582428130000004,84.0,583,33,0.796066666666667,19320,4804,0.15055817365646362,0.0001
231,19.537338790000003,84.0,586,33,0.7951799999999998,19404,4825,3.0312349796295166,0.0001
232,19.55669684,84.0,589,33,0.7942933333333336,19488,4846,0.2879151999950409,0.0001
233,19.542000960000003,84.0,591,33,0.7934066666666665,19572,4867,0.10442139208316803,0.0001
234,19.59398458,84.0,594,33,0.7925200000000003,19656,4888,0.22082608938217163,0.0001
235,19.62199272,84.0,596,33,0.7916333333333331,19740,4909,0.12514522671699524,0.0001
236,19.553800040000002,84.0,599,33,0.7907466666666669,19824,4930,0.25899267196655273,0.0001
237,19.62904528,84.0,602,33,0.7898599999999998,19908,4951,0.16699360311031342,0.0001
238,19.519176859999998,84.0,604,33,0.7889733333333336,19992,4972,3.0422544479370117,0.0001
239,19.44013546,84.0,607,33,0.7880866666666664,20076,4993,0.4323831796646118,0.0001
240,19.4543072,84.0,609,33,0.7872000000000002,20160,5014,6.085049152374268,0.0001
241,19.58834832,84.0,612,33,0.7863133333333331,20244,5035,5.851345062255859,0.0001
242,19.59417138,84.0,614,33,0.7854266666666669,20328,5056,0.20995932817459106,0.0001
243,19.59812644,84.0,617,33,0.7845399999999997,20412,5077,0.20920152962207794,0.0001
244,19.473868600000003,84.0,620,33,0.7836533333333335,20496,5098,8.876690864562988,0.0001
245,19.58430015,84.0,622,33,0.7827666666666664,20580,5119,0.19677729904651642,0.0001
246,19.48275668,84.0,625,33,0.7818800000000002,20664,5140,0.31679069995880127,0.0001
247,19.4388516,84.0,627,33,0.780993333333333,20748,5161,0.12103469669818878,0.0001
248,19.41905849,84.0,630,33,0.7801066666666668,20832,5182,0.20690828561782837,0.0001
249,19.425448529999997,84.0,632,33,0.7792199999999997,20916,5203,0.11576187610626221,0.0001
250,19.478835630000003,84.0,635,33,0.7783333333333335,21000,5224,0.203630268573761,0.0001
251,19.66192141,84.0,637,33,0.7774466666666663,21084,5245,0.16328895092010498,0.0001
252,19.715719760000002,84.0,640,33,0.7765600000000001,21168,5266,0.13955391943454742,0.0001
253,19.751664249999997,84.0,643,33,0.775673333333333,21252,5287,0.28658056259155273,0.0001
254,19.77634918,84.0,645,33,0.7747866666666668,21336,5308,0.22139914333820343,0.0001
255,19.86133512,84.0,647,33,0.7738999999999996,21420,5329,0.07918129116296768,0.0001
256,19.749698809999998,84.0,650,33,0.7730133333333334,21504,5350,2.9856173992156982,0.0001
257,19.83316271,84.0,653,33,0.7721266666666663,21588,5371,0.21224959194660187,0.0001
258,19.724964959999998,84.0,655,33,0.7712400000000001,21672,5392,0.3172991871833801,0.0001
259,19.7482884,84.0,658,33,0.7703533333333329,21756,5413,3.0312588214874268,0.0001
260,19.732043899999997,84.0,660,33,0.7694666666666667,21840,5434,3.0708320140838623,0.0001
261,19.89049058,84.0,663,33,0.7685799999999996,21924,5455,0.10650935024023056,0.0001
262,19.82288042,84.0,665,33,0.7676933333333334,22008,5476,3.0741350650787354,0.0001
263,19.75632384,84.0,668,33,0.7668066666666662,22092,5497,0.1121508777141571,0.0001
264,19.78740772,84.0,670,33,0.76592,22176,5518,2.9596445560455322,0.0001
265,19.66963364,84.0,673,33,0.7650333333333329,22260,5539,0.1385848969221115,0.0001
266,19.69932022,84.0,676,33,0.7641466666666668,22344,5560,0.1993393898010254,0.0001
267,19.695844240000003,84.0,678,33,0.7632599999999995,22428,5581,0.19021432101726532,0.0001
268,19.663779700000003,84.0,681,33,0.7623733333333333,22512,5602,3.099099636077881,0.0001
269,19.59246645,84.0,683,33,0.7614866666666672,22596,5623,5.873174667358398,0.0001
270,19.52428943,84.0,686,33,0.7606,22680,5644,3.0878231525421143,0.0001
271,19.39975716,84.0,688,33,0.7597133333333328,22764,5665,0.11205508559942245,0.0001
272,19.38053673,84.0,691,33,0.7588266666666666,22848,5686,0.08600790798664093,0.0001
273,19.317165730000003,84.0,693,33,0.7579400000000005,22932,5707,0.12760449945926666,0.0001
274,19.284024540000004,84.0,696,33,0.7570533333333334,23016,5728,3.0443177223205566,0.0001
275,19.261300470000002,84.0,698,33,0.7561666666666671,23100,5749,0.15166321396827698,0.0001
276,19.21064683,84.0,701,33,0.75528,23184,5770,0.1561918705701828,0.0001
277,19.242772220000003,84.0,703,33,0.7543933333333338,23268,5791,3.0519373416900635,0.0001
278,19.14570087,84.0,706,33,0.7535066666666667,23352,5812,0.15618953108787537,0.0001
279,19.1836446,84.0,708,33,0.7526200000000005,23436,5833,3.001206636428833,0.0001
280,19.21686775,84.0,711,33,0.7517333333333333,23520,5854,2.919363260269165,0.0001
281,19.14848313,84.0,713,33,0.7508466666666671,23604,5875,0.08857323229312897,0.0001
282,19.08133167,84.0,716,33,0.74996,23688,5896,3.040651321411133,0.0001
283,19.14039467,84.0,718,33,0.7490733333333337,23772,5917,0.181604266166687,0.0001
284,19.03321659,84.0,721,33,0.7481866666666666,23856,5938,0.21138466894626617,0.0001
285,19.116657489999998,84.0,723,33,0.7473000000000004,23940,5959,0.16579997539520264,0.0001
286,19.264075079999998,84.0,726,33,0.7464133333333332,24024,5980,0.10922487080097198,0.0001
287,19.17969203,84.0,729,33,0.7455266666666671,24108,6001,0.13583192229270935,0.0001
288,19.229110629999997,84.0,731,33,0.7446399999999999,24192,6022,0.15578089654445648,0.0001
289,19.21017701,84.0,734,33,0.7437533333333337,24276,6043,0.17542262375354767,0.0001
290,19.136495009999997,84.0,736,33,0.7428666666666666,24360,6064,2.941753387451172,0.0001
291,19.217779489999998,84.0,738,33,0.7419800000000003,24444,6085,0.2427859902381897,0.0001
292,19.159956679999997,84.0,741,33,0.7410933333333332,24528,6106,0.1544533371925354,0.0001
293,19.031357059999998,84.0,743,33,0.740206666666667,24612,6127,0.0841304212808609,0.0001
294,19.13146797,84.0,746,33,0.7393199999999998,24696,6148,0.08837360143661499,0.0001
295,19.20041528,84.0,748,33,0.7384333333333337,24780,6169,5.896240711212158,0.0001
296,19.31697066,84.0,750,33,0.7375466666666665,24864,6190,3.096762180328369,0.0001
297,19.233004289999997,84.0,753,33,0.7366600000000003,24948,6211,0.11180943250656128,0.0001
298,19.13443942,84.0,755,33,0.7357733333333332,25032,6232,0.11590418219566345,0.0001
299,19.12373647,84.0,758,33,0.7348866666666669,25116,6253,0.12350195646286011,0.0001
300,19.21436247,84.0,761,33,0.7339999999999998,25200,6274,0.15412934124469757,0.0001
301,19.177133,84.0,763,33,0.7331133333333336,25284,6295,0.27276432514190674,0.0001
302,19.27209914,84.0,766,33,0.7322266666666664,25368,6316,3.0311288833618164,0.0001
303,19.255318850000002,84.0,768,33,0.7313400000000003,25452,6337,3.055368423461914,0.0001
304,19.210110550000003,84.0,771,33,0.7304533333333331,25536,6358,0.2501293420791626,0.0001
