time/episodes,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/fps,rollout/exploration_rate,time/total_timesteps,train/n_updates,train/loss,train/learning_rate
610,24.442829240000002,84.0,1555,32,0.45913333333333384,51240,12784,2.973937511444092,0.0001
611,24.48735554,84.0,1557,32,0.4582466666666667,51324,12805,0.17247819900512695,0.0001
612,24.4123496,84.0,1560,32,0.45736000000000054,51408,12826,8.539589881896973,0.0001
613,24.534521879999996,84.0,1562,32,0.4564733333333334,51492,12847,5.72210168838501,0.0001
614,24.50179047,84.0,1565,32,0.45558666666666714,51576,12868,0.1534874588251114,0.0001
615,24.599880609999996,84.0,1568,32,0.4547,51660,12889,5.884235858917236,0.0001
616,24.593650630000003,84.0,1570,32,0.45381333333333385,51744,12910,2.8882908821105957,0.0001
617,24.534095980000004,84.0,1573,32,0.4529266666666667,51828,12931,2.9973862171173096,0.0001
618,24.833030800000007,84.0,1576,32,0.45204000000000044,51912,12952,0.13792376220226288,0.0001
619,25.034458450000006,84.0,1578,32,0.4511533333333333,51996,12973,0.09106962382793427,0.0001
620,25.06795567,84.0,1581,32,0.45026666666666715,52080,12994,2.8795952796936035,0.0001
621,25.345714199999996,84.0,1583,32,0.44938,52164,13015,0.13662633299827576,0.0001
622,25.270952879999996,84.0,1586,32,0.44849333333333374,52248,13036,3.064284324645996,0.0001
623,25.510547049999996,84.0,1589,32,0.4476066666666666,52332,13057,2.9860103130340576,0.0001
624,25.50335259,84.0,1591,32,0.44672000000000045,52416,13078,0.0666995719075203,0.0001
625,25.414750419999997,84.0,1594,32,0.4458333333333333,52500,13099,2.989941358566284,0.0001
626,25.323776299999995,84.0,1596,32,0.44494666666666705,52584,13120,2.904818058013916,0.0001
627,25.25951519,84.0,1599,32,0.4440599999999999,52668,13141,0.1280510425567627,0.0001
628,25.14914345,84.0,1601,32,0.44317333333333375,52752,13162,2.9557065963745117,0.0001
629,25.104359719999998,84.0,1604,32,0.4422866666666666,52836,13183,0.26751866936683655,0.0001
630,25.13714483,84.0,1606,32,0.44140000000000035,52920,13204,2.97039532661438,0.0001
631,25.32824076,84.0,1609,32,0.4405133333333332,53004,13225,0.2099510282278061,0.0001
632,25.17080648,84.0,1612,32,0.43962666666666705,53088,13246,2.977238655090332,0.0001
633,25.24767597,84.0,1614,32,0.4387399999999999,53172,13267,2.941694498062134,0.0001
634,25.27175635,84.0,1617,32,0.43785333333333365,53256,13288,2.9240779876708984,0.0001
635,25.284443980000002,84.0,1619,32,0.4369666666666665,53340,13309,0.08919449150562286,0.0001
636,25.290918460000007,84.0,1622,32,0.43608000000000036,53424,13330,3.0372376441955566,0.0001
637,25.343964690000007,84.0,1624,32,0.4351933333333332,53508,13351,0.22520406544208527,0.0001
638,25.5701973,84.0,1627,32,0.43430666666666695,53592,13372,0.11609306931495667,0.0001
639,25.356972190000008,84.0,1629,32,0.4334199999999998,53676,13393,0.15289059281349182,0.0001
640,25.54436008,84.0,1632,32,0.43253333333333366,53760,13414,2.973099946975708,0.0001
641,25.438225680000002,84.0,1635,32,0.4316466666666665,53844,13435,0.14654254913330078,0.0001
642,25.71073179,84.0,1637,32,0.43076000000000025,53928,13456,2.9355783462524414,0.0001
643,25.86195064,84.0,1640,32,0.4298733333333331,54012,13477,0.13377779722213745,0.0001
644,25.731519459999994,84.0,1642,32,0.42898666666666696,54096,13498,0.16532091796398163,0.0001
645,25.596138420000003,84.0,1645,32,0.4280999999999998,54180,13519,0.09247500449419022,0.0001
646,25.657538390000003,84.0,1647,32,0.42721333333333356,54264,13540,0.10881918668746948,0.0001
647,25.464859600000004,84.0,1650,32,0.4263266666666664,54348,13561,0.20002533495426178,0.0001
648,25.608310089999996,84.0,1652,32,0.42544000000000026,54432,13582,0.0834406167268753,0.0001
649,25.653414280000003,84.0,1655,32,0.4245533333333331,54516,13603,0.10924538969993591,0.0001
650,25.491912,84.0,1657,32,0.42366666666666686,54600,13624,0.13981018960475922,0.0001
651,25.56618688,84.0,1660,32,0.4227799999999997,54684,13645,3.035753011703491,0.0001
652,25.513151430000004,84.0,1662,32,0.42189333333333356,54768,13666,0.1338537484407425,0.0001
653,25.489918250000002,84.0,1665,32,0.4210066666666664,54852,13687,3.039438486099243,0.0001
654,25.670406200000006,84.0,1667,32,0.42012000000000016,54936,13708,0.1977846771478653,0.0001
655,25.797267810000005,84.0,1670,32,0.419233333333333,55020,13729,0.18591062724590302,0.0001
656,25.57960192,84.0,1673,32,0.41834666666666687,55104,13750,0.09879638999700546,0.0001
657,25.440303460000006,84.0,1675,32,0.4174599999999997,55188,13771,0.18030741810798645,0.0001
658,25.82778136,84.0,1678,32,0.41657333333333346,55272,13792,0.1937749683856964,0.0001
659,25.725026760000002,84.0,1680,32,0.4156866666666663,55356,13813,0.1274346113204956,0.0001
660,25.63705752,84.0,1683,32,0.41480000000000017,55440,13834,0.10061733424663544,0.0001
661,25.555956249999998,84.0,1686,32,0.413913333333333,55524,13855,0.11873643100261688,0.0001
662,25.582462259999996,84.0,1688,32,0.41302666666666676,55608,13876,0.16785675287246704,0.0001
663,25.572447769999993,84.0,1691,32,0.4121399999999996,55692,13897,0.15358874201774597,0.0001
664,25.422854650000005,84.0,1693,32,0.41125333333333347,55776,13918,0.1592174619436264,0.0001
665,25.50484445,84.0,1696,32,0.4103666666666663,55860,13939,0.14269660413265228,0.0001
666,25.775285559999997,84.0,1698,32,0.40948000000000007,55944,13960,0.1598106175661087,0.0001
667,25.78966732,84.0,1701,32,0.4085933333333329,56028,13981,0.14568866789340973,0.0001
668,25.714173819999996,84.0,1703,32,0.4077066666666668,56112,14002,2.9405276775360107,0.0001
669,25.81027525,84.0,1706,32,0.4068199999999996,56196,14023,0.22590842843055725,0.0001
670,25.96937819,84.0,1708,32,0.40593333333333337,56280,14044,0.15086784958839417,0.0001
671,26.185018940000006,84.0,1711,32,0.40504666666666733,56364,14065,2.9682061672210693,0.0001
672,26.154260230000006,84.0,1713,32,0.4041600000000001,56448,14086,0.13722912967205048,0.0001
673,26.213172720000003,84.0,1716,32,0.40327333333333293,56532,14107,0.18338966369628906,0.0001
674,26.098718750000003,84.0,1719,32,0.40238666666666667,56616,14128,0.12417628616094589,0.0001
675,25.897832160000004,84.0,1721,32,0.40150000000000063,56700,14149,5.823434829711914,0.0001
676,25.846266650000004,84.0,1724,32,0.4006133333333334,56784,14170,0.15291625261306763,0.0001
677,25.65048695000001,84.0,1726,32,0.39972666666666623,56868,14191,0.091522216796875,0.0001
678,25.614515240000006,84.0,1729,32,0.39884,56952,14212,0.11945869028568268,0.0001
679,25.70761649,84.0,1731,32,0.39795333333333394,57036,14233,0.06285380572080612,0.0001
680,25.466145859999997,84.0,1734,32,0.3970666666666667,57120,14254,2.9853711128234863,0.0001
681,25.39998507,84.0,1737,32,0.39617999999999953,57204,14275,0.1322024166584015,0.0001
682,25.302360899999993,84.0,1739,32,0.3952933333333333,57288,14296,0.1004641056060791,0.0001
683,25.533984969999995,84.0,1742,32,0.39440666666666724,57372,14317,0.2382316291332245,0.0001
684,25.65586728,84.0,1744,32,0.39352,57456,14338,0.15790247917175293,0.0001
685,25.671658749999995,84.0,1747,32,0.39263333333333383,57540,14359,0.11853756010532379,0.0001
686,25.781559999999995,84.0,1749,32,0.3917466666666666,57624,14380,3.0407910346984863,0.0001
687,25.835191719999997,84.0,1752,32,0.39086000000000054,57708,14401,0.0930347740650177,0.0001
688,25.85257917000001,84.0,1755,32,0.3899733333333333,57792,14422,0.09280820190906525,0.0001
689,25.84638218000001,84.0,1757,32,0.38908666666666714,57876,14443,0.14390860497951508,0.0001
690,25.810863100000006,84.0,1760,32,0.3881999999999999,57960,14464,0.11244986951351166,0.0001
691,25.828117710000004,84.0,1763,32,0.38731333333333384,58044,14485,2.8912150859832764,0.0001
692,25.78293436000001,84.0,1766,32,0.3864266666666666,58128,14506,0.11779824644327164,0.0001
693,25.929064290000007,84.0,1768,32,0.38554000000000044,58212,14527,0.15448522567749023,0.0001
694,26.062977090000004,84.0,1771,32,0.3846533333333332,58296,14548,0.12864995002746582,0.0001
695,26.146573380000003,84.0,1773,32,0.38376666666666714,58380,14569,0.12804870307445526,0.0001
696,26.34980449,84.0,1776,32,0.3828799999999999,58464,14590,5.784079551696777,0.0001
697,26.58227562,84.0,1779,32,0.38199333333333374,58548,14611,0.1873602271080017,0.0001
698,26.697027870000007,84.0,1781,32,0.3811066666666665,58632,14632,0.14721354842185974,0.0001
699,27.137231120000003,84.0,1784,32,0.38022000000000045,58716,14653,0.10994352400302887,0.0001
700,27.19156135,84.0,1787,32,0.3793333333333332,58800,14674,0.07708679884672165,0.0001
701,27.43464555,84.0,1789,32,0.37844666666666704,58884,14695,0.10701434314250946,0.0001
702,27.733962970000004,84.0,1792,32,0.3775599999999998,58968,14716,0.13004359602928162,0.0001
703,27.74390014,84.0,1794,32,0.37667333333333375,59052,14737,0.14623813331127167,0.0001
704,27.697137399999995,84.0,1797,32,0.3757866666666665,59136,14758,0.24031829833984375,0.0001
705,27.532805329999995,84.0,1800,32,0.37490000000000034,59220,14779,2.859015703201294,0.0001
706,27.309468019999994,84.0,1802,32,0.3740133333333331,59304,14800,0.1249908059835434,0.0001
707,27.331347460000003,84.0,1805,32,0.37312666666666705,59388,14821,0.10743238031864166,0.0001
708,27.35464558,84.0,1808,32,0.3722399999999998,59472,14842,0.1357102245092392,0.0001
709,27.32814076,84.0,1810,32,0.37135333333333365,59556,14863,0.285182386636734,0.0001
710,27.195341239999994,84.0,1813,32,0.3704666666666664,59640,14884,0.14570902287960052,0.0001
711,27.232474759999995,84.0,1815,32,0.36958000000000035,59724,14905,0.10315414518117905,0.0001
712,27.424836439999993,84.0,1818,32,0.3686933333333331,59808,14926,0.22636768221855164,0.0001
713,27.176283899999994,84.0,1820,32,0.36780666666666695,59892,14947,0.06687548756599426,0.0001
714,27.200851789999998,84.0,1823,32,0.3669199999999997,59976,14968,0.09471370279788971,0.0001
715,27.131828989999995,84.0,1825,32,0.36603333333333365,60060,14989,0.19641603529453278,0.0001
716,27.217883629999996,84.0,1828,32,0.3651466666666664,60144,15010,0.07798201590776443,0.0001
717,27.342044129999998,84.0,1831,32,0.36426000000000025,60228,15031,0.16618528962135315,0.0001
718,27.295139649999992,84.0,1833,32,0.363373333333333,60312,15052,5.781097888946533,0.0001
719,27.136150259999994,84.0,1836,32,0.36248666666666696,60396,15073,0.10973475128412247,0.0001
720,27.195790989999995,84.0,1838,32,0.3615999999999997,60480,15094,0.14969123899936676,0.0001
721,27.149627219999992,84.0,1841,32,0.36071333333333355,60564,15115,0.13221576809883118,0.0001
722,27.174395079999996,84.0,1843,32,0.3598266666666663,60648,15136,5.801102638244629,0.0001
723,27.209706339999997,84.0,1846,32,0.35894000000000026,60732,15157,2.9159505367279053,0.0001
724,27.305821809999998,84.0,1848,32,0.358053333333333,60816,15178,0.1464683711528778,0.0001
725,27.367386059999998,84.0,1851,32,0.35716666666666685,60900,15199,0.16106845438480377,0.0001
726,27.4425223,84.0,1854,32,0.3562799999999996,60984,15220,2.937227725982666,0.0001
727,27.662857869999993,84.0,1856,32,0.35539333333333356,61068,15241,0.32738614082336426,0.0001
728,27.725069150000003,84.0,1859,32,0.3545066666666663,61152,15262,0.15310396254062653,0.0001
729,27.98814296,84.0,1861,32,0.35362000000000016,61236,15283,0.09127108007669449,0.0001
730,28.109040099999998,84.0,1864,32,0.3527333333333329,61320,15304,0.1566542387008667,0.0001
731,27.801572059999994,84.0,1866,32,0.35184666666666686,61404,15325,0.11497968435287476,0.0001
732,28.048964959999992,84.0,1869,32,0.3509599999999996,61488,15346,0.17825403809547424,0.0001
733,27.988291829999994,84.0,1872,32,0.35007333333333346,61572,15367,0.10704325884580612,0.0001
734,27.96428189,84.0,1874,32,0.3491866666666662,61656,15388,2.918233633041382,0.0001
735,28.13866702,84.0,1877,32,0.34830000000000017,61740,15409,0.06834747642278671,0.0001
736,28.03881643999999,84.0,1879,32,0.347413333333334,61824,15430,0.2220158874988556,0.0001
737,27.92937574,84.0,1882,32,0.34652666666666676,61908,15451,0.1404014229774475,0.0001
738,28.084079799999998,84.0,1884,32,0.3456399999999995,61992,15472,0.07878272235393524,0.0001
739,28.24617294,84.0,1887,32,0.34475333333333347,62076,15493,0.14408467710018158,0.0001
740,28.029515590000003,84.0,1890,32,0.3438666666666673,62160,15514,0.1685781329870224,0.0001
741,27.992854650000005,84.0,1892,32,0.34298000000000006,62244,15535,0.20598913729190826,0.0001
742,28.04577608,84.0,1895,32,0.3420933333333328,62328,15556,0.1887337565422058,0.0001
743,27.95152878,84.0,1897,32,0.34120666666666677,62412,15577,0.08710969984531403,0.0001
744,27.760559389999997,84.0,1900,32,0.3403200000000006,62496,15598,0.09122918546199799,0.0001
745,27.98912271,84.0,1902,32,0.33943333333333336,62580,15619,2.9551782608032227,0.0001
746,28.099035390000004,84.0,1905,32,0.3385466666666661,62664,15640,0.10411553084850311,0.0001
747,28.308287730000004,84.0,1907,32,0.33766000000000007,62748,15661,2.980358123779297,0.0001
748,28.241595739999998,84.0,1910,32,0.3367733333333339,62832,15682,2.937917470932007,0.0001
749,28.569458069999996,84.0,1913,32,0.33588666666666667,62916,15703,0.19377204775810242,0.0001
750,28.661149599999998,84.0,1915,32,0.3349999999999994,63000,15724,0.14349915087223053,0.0001
751,28.62818151,84.0,1918,32,0.3341133333333334,63084,15745,0.10480429977178574,0.0001
752,28.53901834,84.0,1920,32,0.3332266666666672,63168,15766,0.11997513473033905,0.0001
753,28.613905219999996,84.0,1923,32,0.33233999999999997,63252,15787,3.0056943893432617,0.0001
754,28.64553201,84.0,1925,32,0.3314533333333338,63336,15808,0.0965006873011589,0.0001
755,28.717175020000003,84.0,1928,32,0.3305666666666667,63420,15829,0.08370580524206161,0.0001
756,28.692546430000004,84.0,1930,32,0.32968000000000053,63504,15850,0.1508253663778305,0.0001
757,28.608373190000005,84.0,1933,32,0.32879333333333327,63588,15871,3.0359714031219482,0.0001
758,28.359133720000003,84.0,1935,32,0.3279066666666671,63672,15892,0.20797234773635864,0.0001
759,28.551134320000003,84.0,1938,32,0.32702,63756,15913,0.16421544551849365,0.0001
760,28.672343400000003,84.0,1941,32,0.32613333333333383,63840,15934,3.0445783138275146,0.0001
761,28.617601790000002,84.0,1943,32,0.3252466666666666,63924,15955,0.12311944365501404,0.0001
762,28.546586700000002,84.0,1946,32,0.3243600000000004,64008,15976,2.9559216499328613,0.0001
763,28.631361450000004,84.0,1948,32,0.3234733333333333,64092,15997,0.11584246903657913,0.0001
764,28.665833810000002,84.0,1951,32,0.32258666666666713,64176,16018,2.8870880603790283,0.0001
765,28.503843950000004,84.0,1954,32,0.3216999999999999,64260,16039,5.903420448303223,0.0001
766,28.614745390000007,84.0,1956,32,0.32081333333333373,64344,16060,0.19851990044116974,0.0001
767,28.57496474,84.0,1959,32,0.3199266666666666,64428,16081,0.21111103892326355,0.0001
768,28.566229040000003,84.0,1962,32,0.31904000000000043,64512,16102,0.1239221915602684,0.0001
769,28.53833235,84.0,1964,32,0.3181533333333332,64596,16123,0.06159866601228714,0.0001
770,28.37088734,84.0,1967,32,0.31726666666666703,64680,16144,0.14422301948070526,0.0001
771,28.194027759999994,84.0,1969,32,0.3163799999999999,64764,16165,0.16954216361045837,0.0001
772,28.266004440000003,84.0,1972,32,0.31549333333333374,64848,16186,2.9877448081970215,0.0001
773,28.133190600000002,84.0,1974,32,0.3146066666666665,64932,16207,0.15692415833473206,0.0001
774,28.21716069,84.0,1977,32,0.31372000000000033,65016,16228,0.20446623861789703,0.0001
775,28.74466778,84.0,1980,32,0.3128333333333332,65100,16249,0.15376394987106323,0.0001
776,28.888562020000006,84.0,1982,32,0.31194666666666704,65184,16270,0.17298604547977448,0.0001
777,28.82388305,84.0,1985,32,0.3110599999999998,65268,16291,3.006373405456543,0.0001
778,28.851192970000003,84.0,1988,32,0.31017333333333363,65352,16312,0.22675149142742157,0.0001
779,28.67861459,84.0,1990,32,0.3092866666666665,65436,16333,0.23057550191879272,0.0001
780,28.67499377,84.0,1993,32,0.30840000000000034,65520,16354,2.9663727283477783,0.0001
781,29.177380629999995,84.0,1995,32,0.3075133333333331,65604,16375,0.1786346137523651,0.0001
782,29.374192380000004,84.0,1998,32,0.30662666666666694,65688,16396,0.19490580260753632,0.0001
783,29.540885990000003,84.0,2001,32,0.3057399999999998,65772,16417,5.744562149047852,0.0001
784,29.534483660000006,84.0,2003,32,0.30485333333333364,65856,16438,0.240958571434021,0.0001
785,29.540964780000003,84.0,2006,32,0.3039666666666664,65940,16459,2.964975595474243,0.0001
786,29.231972550000002,84.0,2008,32,0.30308000000000024,66024,16480,2.9518377780914307,0.0001
787,29.59510349,84.0,2011,32,0.3021933333333331,66108,16501,3.011525869369507,0.0001
788,29.520142070000002,84.0,2013,32,0.30130666666666694,66192,16522,3.089592695236206,0.0001
789,29.67505552,84.0,2016,32,0.3004199999999997,66276,16543,0.14496222138404846,0.0001
790,29.679690490000002,84.0,2019,32,0.29953333333333354,66360,16564,0.06725217401981354,0.0001
791,29.622731700000003,84.0,2021,32,0.2986466666666664,66444,16585,5.654444694519043,0.0001
792,29.695435790000005,84.0,2023,32,0.29776000000000025,66528,16606,5.729287624359131,0.0001
793,30.022182570000005,84.0,2026,32,0.296873333333333,66612,16627,2.9165215492248535,0.0001
794,29.993727520000007,84.0,2028,32,0.29598666666666684,66696,16648,3.0417420864105225,0.0001
795,30.009678410000003,84.0,2031,32,0.2950999999999997,66780,16669,0.39167076349258423,0.0001
796,29.872593600000005,84.0,2034,32,0.29421333333333355,66864,16690,0.14538078010082245,0.0001
797,29.78162844,84.0,2036,32,0.2933266666666663,66948,16711,0.16279999911785126,0.0001
798,29.61215058,84.0,2039,32,0.29244000000000014,67032,16732,0.21998323500156403,0.0001
799,29.523091230000006,84.0,2042,32,0.291553333333333,67116,16753,0.1627875119447708,0.0001
800,29.67263115,84.0,2044,32,0.29066666666666685,67200,16774,0.20476825535297394,0.0001
801,29.683858410000003,84.0,2046,32,0.2897800000000007,67284,16795,2.903831720352173,0.0001
802,29.478580890000003,84.0,2049,32,0.28889333333333345,67368,16816,0.1419760137796402,0.0001
803,29.616361399999995,84.0,2051,32,0.2880066666666663,67452,16837,0.08398819714784622,0.0001
804,29.538604269999997,84.0,2054,32,0.28712000000000015,67536,16858,8.64907169342041,0.0001
805,29.694511589999998,84.0,2056,32,0.286233333333334,67620,16879,2.991239070892334,0.0001
806,30.34164936,84.0,2059,32,0.28534666666666675,67704,16900,0.19771955907344818,0.0001
807,30.52695279,84.0,2061,32,0.2844599999999996,67788,16921,0.1853371113538742,0.0001
808,30.649270189999996,84.0,2064,32,0.28357333333333345,67872,16942,0.061581969261169434,0.0001
809,30.905498979999997,84.0,2066,32,0.2826866666666673,67956,16963,0.22727862000465393,0.0001
810,30.801945709999995,84.0,2069,32,0.28180000000000005,68040,16984,0.21938686072826385,0.0001
811,30.927475689999998,84.0,2072,32,0.2809133333333329,68124,17005,0.179968923330307,0.0001
812,30.903454709999995,84.0,2074,32,0.28002666666666676,68208,17026,0.15555553138256073,0.0001
813,31.3403663,84.0,2077,32,0.2791400000000006,68292,17047,0.18496689200401306,0.0001
814,31.562393279999995,84.0,2080,32,0.27825333333333335,68376,17068,0.11529550701379776,0.0001
815,31.42692498,84.0,2082,32,0.2773666666666662,68460,17089,0.22464685142040253,0.0001
816,31.429062879999996,84.0,2084,32,0.27648000000000006,68544,17110,0.07774026691913605,0.0001
817,31.86625865,84.0,2087,32,0.2755933333333339,68628,17131,0.12470541149377823,0.0001
818,32.01365625,84.0,2089,32,0.27470666666666665,68712,17152,5.68475866317749,0.0001
819,32.057932550000004,84.0,2092,32,0.2738200000000006,68796,17173,3.042555332183838,0.0001
820,32.180187860000004,84.0,2094,32,0.27293333333333336,68880,17194,8.443655014038086,0.0001
821,32.33347641,84.0,2097,32,0.2720466666666672,68964,17215,0.1811276227235794,0.0001
822,32.57043101000001,84.0,2100,32,0.27115999999999996,69048,17236,8.622720718383789,0.0001
823,32.665413920000006,84.0,2102,32,0.2702733333333339,69132,17257,2.951235055923462,0.0001
824,32.502198560000004,84.0,2105,32,0.26938666666666666,69216,17278,2.902287006378174,0.0001
825,32.46100928,84.0,2107,32,0.2685000000000005,69300,17299,5.775605201721191,0.0001
826,32.79794862,84.0,2110,32,0.26761333333333326,69384,17320,8.829307556152344,0.0001
827,32.6935474,84.0,2112,32,0.2667266666666672,69468,17341,0.17479152977466583,0.0001
828,32.64187248,84.0,2115,32,0.26583999999999997,69552,17362,5.761994361877441,0.0001
829,32.40351193,84.0,2117,32,0.2649533333333338,69636,17383,0.11421554535627365,0.0001
830,32.436993230000006,84.0,2120,32,0.26406666666666656,69720,17404,0.12195266038179398,0.0001
831,32.45628345000001,84.0,2123,32,0.2631800000000005,69804,17425,2.9308955669403076,0.0001
832,32.41678979,84.0,2125,32,0.26229333333333327,69888,17446,2.9408626556396484,0.0001
833,32.67087154,84.0,2127,32,0.2614066666666671,69972,17467,0.14028269052505493,0.0001
834,32.7758791,84.0,2130,32,0.26051999999999986,70056,17488,0.31130897998809814,0.0001
835,32.62729441,84.0,2132,32,0.2596333333333338,70140,17509,3.098660945892334,0.0001
836,33.02403749,84.0,2135,32,0.25874666666666657,70224,17530,0.24206241965293884,0.0001
837,33.277807730000006,84.0,2138,32,0.2578600000000004,70308,17551,3.1910181045532227,0.0001
838,32.97068751,84.0,2140,32,0.25697333333333316,70392,17572,0.12017428874969482,0.0001
839,32.769184530000004,84.0,2143,32,0.25608666666666713,70476,17593,0.1511850655078888,0.0001
840,32.7373022,84.0,2146,32,0.25519999999999987,70560,17614,0.26412659883499146,0.0001
841,32.79903237,84.0,2148,32,0.2543133333333337,70644,17635,0.16325891017913818,0.0001
842,32.61044389,84.0,2151,32,0.25342666666666647,70728,17656,0.11375759541988373,0.0001
843,32.867976000000006,84.0,2154,32,0.25254000000000043,70812,17677,0.1611657589673996,0.0001
844,32.922892100000006,84.0,2156,32,0.2516533333333332,70896,17698,0.107655368745327,0.0001
845,32.769919980000005,84.0,2159,32,0.250766666666667,70980,17719,0.1721811294555664,0.0001
846,32.638564120000005,84.0,2161,32,0.24987999999999977,71064,17740,0.13758885860443115,0.0001
847,32.84142784000001,84.0,2164,32,0.24899333333333373,71148,17761,5.743155479431152,0.0001
848,32.88426692,84.0,2167,32,0.24810666666666648,71232,17782,0.1856532096862793,0.0001
849,32.60881233,84.0,2169,32,0.24722000000000033,71316,17803,3.0374555587768555,0.0001
850,32.59529105000001,84.0,2172,32,0.24633333333333307,71400,17824,0.15107780694961548,0.0001
851,32.55768861000001,84.0,2174,32,0.24544666666666703,71484,17845,0.16335149109363556,0.0001
852,32.67178594,84.0,2177,32,0.24455999999999978,71568,17866,0.16081854701042175,0.0001
853,32.99405612,84.0,2179,32,0.24367333333333363,71652,17887,0.1345033347606659,0.0001
854,32.87707769000001,84.0,2182,32,0.24278666666666637,71736,17908,0.11928160488605499,0.0001
855,32.792896860000006,84.0,2184,32,0.24190000000000034,71820,17929,5.743602752685547,0.0001
856,33.094750760000004,84.0,2187,32,0.24101333333333308,71904,17950,0.11175668984651566,0.0001
857,33.191715640000005,84.0,2189,32,0.24012666666666693,71988,17971,0.08236217498779297,0.0001
858,33.171312470000004,84.0,2192,32,0.23923999999999968,72072,17992,0.07978896796703339,0.0001
859,33.139396170000005,84.0,2195,32,0.23835333333333364,72156,18013,0.13983646035194397,0.0001
860,33.225337280000005,84.0,2197,32,0.23746666666666638,72240,18034,0.19666032493114471,0.0001
861,33.39551293,84.0,2200,32,0.23658000000000023,72324,18055,3.0294029712677,0.0001
862,33.437668890000005,84.0,2202,32,0.23569333333333298,72408,18076,3.0068366527557373,0.0001
863,33.38121891,84.0,2205,32,0.23480666666666694,72492,18097,0.10536210238933563,0.0001
864,33.68228225,84.0,2207,32,0.23391999999999968,72576,18118,2.9225411415100098,0.0001
865,33.78850653000001,84.0,2210,32,0.23303333333333354,72660,18139,0.2401326298713684,0.0001
866,33.63156455,84.0,2212,32,0.23214666666666628,72744,18160,0.23622384667396545,0.0001
867,33.726956130000005,84.0,2215,32,0.23126000000000024,72828,18181,0.10107288509607315,0.0001
868,34.26538648,84.0,2217,32,0.23037333333333299,72912,18202,3.0346240997314453,0.0001
869,34.3792585,84.0,2220,32,0.22948666666666684,72996,18223,5.709553241729736,0.0001
870,34.685067749999995,84.0,2222,32,0.22860000000000058,73080,18244,0.20357713103294373,0.0001
871,34.844931249999995,84.0,2225,32,0.22771333333333355,73164,18265,0.14391878247261047,0.0001
872,34.99327609,84.0,2228,32,0.2268266666666663,73248,18286,0.22799761593341827,0.0001
873,35.03606421,84.0,2230,32,0.22594000000000014,73332,18307,3.0246739387512207,0.0001
874,35.005943079999994,84.0,2233,32,0.22505333333333388,73416,18328,0.23990342020988464,0.0001
875,34.57813674,84.0,2235,32,0.22416666666666685,73500,18349,2.8520989418029785,0.0001
876,34.630284499999995,84.0,2238,32,0.2232799999999996,73584,18370,0.20125360786914825,0.0001
877,34.96684757,84.0,2240,32,0.22239333333333344,73668,18391,0.14743107557296753,0.0001
878,34.9923985,84.0,2243,32,0.22150666666666718,73752,18412,0.1174810454249382,0.0001
879,35.43503402,84.0,2245,32,0.22062000000000015,73836,18433,0.22359324991703033,0.0001
880,35.59867989,84.0,2248,32,0.2197333333333329,73920,18454,0.13013027608394623,0.0001
881,35.40569953000001,84.0,2250,32,0.21884666666666674,74004,18475,0.17110414803028107,0.0001
882,35.524146120000005,84.0,2253,32,0.2179600000000005,74088,18496,0.08026652038097382,0.0001
883,35.30591776000001,84.0,2255,32,0.21707333333333345,74172,18517,0.1382087767124176,0.0001
884,35.47497808,84.0,2258,32,0.2161866666666662,74256,18538,0.17850260436534882,0.0001
885,35.517248949999995,84.0,2261,32,0.21530000000000005,74340,18559,0.13832899928092957,0.0001
886,35.68819945,84.0,2263,32,0.2144133333333338,74424,18580,0.14886972308158875,0.0001
887,35.6012738,84.0,2266,32,0.21352666666666675,74508,18601,0.20050980150699615,0.0001
888,35.8830162,84.0,2268,32,0.2126400000000005,74592,18622,0.37945419549942017,0.0001
889,35.93962355,84.0,2271,32,0.21175333333333335,74676,18643,2.9251813888549805,0.0001
890,35.99728864,84.0,2273,32,0.2108666666666671,74760,18664,0.14215068519115448,0.0001
891,36.01491319,84.0,2276,32,0.20998000000000006,74844,18685,0.04692704603075981,0.0001
892,36.3169653,84.0,2279,32,0.2090933333333338,74928,18706,0.21366117894649506,0.0001
893,36.231730430000006,84.0,2281,32,0.20820666666666665,75012,18727,0.16543516516685486,0.0001
894,36.506645090000006,84.0,2284,32,0.2073200000000004,75096,18748,0.10778839141130447,0.0001
895,36.75924208000001,84.0,2287,32,0.20643333333333336,75180,18769,0.09374618530273438,0.0001
896,36.95386659,84.0,2289,32,0.2055466666666671,75264,18790,0.12720751762390137,0.0001
897,37.0950927,84.0,2292,32,0.20465999999999995,75348,18811,5.724156856536865,0.0001
898,37.328329069999995,84.0,2295,32,0.2037733333333337,75432,18832,0.06551150977611542,0.0001
899,37.47544435,84.0,2297,32,0.20288666666666666,75516,18853,0.2220371663570404,0.0001
900,37.41104758,84.0,2300,32,0.2020000000000004,75600,18874,0.15969157218933105,0.0001
901,37.49742696,84.0,2303,32,0.20111333333333326,75684,18895,0.25895580649375916,0.0001
902,37.58103618,84.0,2305,32,0.200226666666667,75768,18916,0.13675907254219055,0.0001
903,37.7633084,84.0,2308,32,0.19933999999999996,75852,18937,0.1811358779668808,0.0001
904,37.83248782,84.0,2310,32,0.1984533333333337,75936,18958,0.2128974050283432,0.0001
905,38.02993389,84.0,2313,32,0.19756666666666656,76020,18979,0.2186139076948166,0.0001
