time/total_timesteps,time/time_elapsed,time/episodes,rollout/exploration_rate,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,train/loss,train/learning_rate,train/n_updates
43511,250,1051,0.05,-1.46998901,173,39.73,0.7903169393539429,0.0001,10852
43596,251,1052,0.05,-0.6585268799999998,173,40.33,4.936253547668457,0.0001,10873
43681,251,1053,0.05,-1.0859154000000002,173,40.38,2.4443089962005615,0.0001,10895
43706,251,1054,0.05,-1.08589363,173,40.38,0.8329845666885376,0.0001,10901
43732,251,1055,0.05,-1.0857559299999997,173,40.39,2.1948423385620117,0.0001,10907
43757,252,1056,0.05,-1.0805094800000001,173,40.39,0.704392671585083,0.0001,10914
43782,252,1057,0.05,-1.0936197699999999,173,40.39,4.871923446655273,0.0001,10920
43867,252,1058,0.05,-0.3320658799999996,173,40.99,0.7138956785202026,0.0001,10941
43892,252,1059,0.05,-0.3247182099999997,173,40.99,2.7932684421539307,0.0001,10947
43920,252,1060,0.05,-0.29594174999999956,173,41.02,2.681875705718994,0.0001,10954
43945,253,1061,0.05,-0.9284807399999996,173,40.42,2.8961315155029297,0.0001,10961
43970,253,1062,0.05,-0.9271790199999995,173,40.42,5.0837507247924805,0.0001,10967
43995,253,1063,0.05,-1.2805694199999997,173,39.82,0.8709507584571838,0.0001,10973
44080,253,1064,0.05,-0.7362374999999998,173,40.42,0.8819738626480103,0.0001,10994
44105,254,1065,0.05,-1.56932625,173,39.82,2.91571307182312,0.0001,11001
44130,254,1066,0.05,-1.5685573300000002,173,39.82,0.8448529243469238,0.0001,11007
44155,254,1067,0.05,-1.5722825000000002,173,39.82,2.0675230026245117,0.0001,11013
44182,254,1068,0.05,-1.53176376,173,39.84,0.7670139074325562,0.0001,11020
44208,254,1069,0.05,-1.53053338,173,39.85,1.0158244371414185,0.0001,11026
44233,255,1070,0.05,-1.529139,173,39.85,0.6797353029251099,0.0001,11033
44258,255,1071,0.05,-2.17967256,173,39.37,1.0417368412017822,0.0001,11039
44343,255,1072,0.05,-2.7274751399999997,173,39.43,2.833068609237671,0.0001,11060
44368,255,1073,0.05,-2.7782565300000006,173,39.38,3.2734196186065674,0.0001,11066
44453,256,1074,0.05,-2.6787636200000002,173,39.98,2.544661045074463,0.0001,11088
44478,256,1075,0.05,-2.6874554200000005,173,39.97,8.883977890014648,0.0001,11094
44505,256,1076,0.05,-2.6833424000000003,173,39.97,0.9766448140144348,0.0001,11101
44590,256,1077,0.05,-2.4289818300000006,173,40.57,0.6994315385818481,0.0001,11122
44659,257,1078,0.05,-1.9292830900000002,173,40.41,2.881948947906494,0.0001,11139
44744,257,1079,0.05,-1.2999406000000002,173,41.01,0.5858606100082397,0.0001,11160
44828,257,1080,0.05,-0.6312887800000002,173,41.6,2.922990322113037,0.0001,11181
44854,258,1081,0.05,-0.6555346600000002,173,41.58,0.7565914988517761,0.0001,11188
44939,258,1082,0.05,0.25443365,173,42.18,2.7508466243743896,0.0001,11209
44964,258,1083,0.05,-0.2320659900000001,173,41.58,0.8729763031005859,0.0001,11215
44989,259,1084,0.05,-0.23206599000000014,173,41.58,1.1382112503051758,0.0001,11222
45014,259,1085,0.05,-1.0108482500000002,173,41.16,2.655707836151123,0.0001,11228
45039,259,1086,0.05,-1.0159315900000003,173,41.16,1.0586795806884766,0.0001,11234
45064,259,1087,0.05,-1.2065864200000003,173,40.56,4.715612888336182,0.0001,11240
45089,259,1088,0.05,-1.3790630800000003,173,40.44,1.178940773010254,0.0001,11247
45114,260,1089,0.05,-1.4118341800000003,173,40.41,2.7680020332336426,0.0001,11253
