#{"t_start": 1755487632.2409654, "env_id": "None"}
r,l,t
95.810114,84,1.184101
87.834805,84,1.994426
140.948261,84,2.730877
148.890899,84,3.347194
94.775471,84,4.037001
94.637804,84,4.656188
95.62382,84,5.234111
100.715612,84,5.886999
136.616869,84,6.477314
20.605603,84,7.062659
101.479822,84,7.635963
116.164547,84,8.257643
143.279269,84,8.856948
105.184503,84,9.432912
91.715064,84,10.052752
149.257455,84,10.695244
164.119743,84,11.271156
71.836289,84,11.858879
47.582757,84,12.488184
151.825649,84,13.157907
150.728913,84,13.726095
60.514317,84,14.342008
144.330309,84,14.918452
116.031167,84,15.496573
173.746792,84,16.085695
140.103206,84,16.602762
120.075878,84,17.150047
143.756211,84,17.730411
131.006223,84,18.261876
124.972221,84,18.839419
122.724841,84,19.443668
149.271283,84,20.060256
138.839866,84,20.700443
101.779105,84,21.257472
123.667026,84,21.762929
141.270893,84,22.302412
93.430245,84,22.827749
73.923625,84,23.407549
125.176805,84,23.978678
144.637212,84,24.598609
141.165166,84,25.235453
152.324772,84,25.913896
109.137317,84,26.579327
101.18349,84,27.164608
109.756641,84,27.748914
108.991389,84,28.327165
165.055245,84,28.95474
115.923012,84,29.545176
93.40902,84,30.164098
116.924254,84,30.830117
106.30718,84,31.438463
150.052477,84,32.085505
150.707712,84,32.67427
90.241493,84,33.338226
134.789995,84,34.01286
102.611514,84,34.701688
116.932445,84,35.409284
70.79266,84,36.05498
130.158361,84,36.867387
155.451403,84,37.54276
106.82846,84,38.220629
134.672085,84,38.946197
106.807241,84,39.715351
129.95077,84,40.459626
139.954361,84,41.173977
137.963662,84,41.842442
128.677404,84,42.462126
153.295509,84,43.118834
46.90235,84,43.731472
84.372562,84,44.356464
152.310794,84,44.965155
129.430347,84,45.568124
102.529931,84,46.248004
135.324694,84,46.842758
114.839529,84,47.441851
121.296067,84,48.090546
67.120749,84,48.733889
40.232613,84,49.410747
103.206872,84,50.084642
97.870065,84,50.703673
154.61108,84,51.355971
151.213917,84,51.956581
111.169386,84,52.533383
113.251366,84,53.210111
108.508347,84,53.88188
125.967742,84,54.528921
99.728751,84,55.135525
142.522579,84,55.879606
172.129125,84,56.505538
122.239475,84,57.170412
120.097066,84,57.786699
73.82284,84,58.396669
114.091433,84,59.047622
110.603279,84,59.64763
96.960605,84,60.309633
132.419958,84,60.943453
141.928134,84,61.61449
142.86329,84,62.243372
152.808526,84,62.886894
74.380132,84,63.499655
146.715823,84,64.107641
114.974803,84,64.766839
100.109446,84,65.463104
109.450706,84,66.112443
132.30789,84,66.819294
140.57323,84,67.449387
131.822776,84,68.13527
