time/total_timesteps,rollout/exploration_rate,time/time_elapsed,rollout/ep_rew_mean,time/episodes,time/fps,rollout/ep_len_mean,train/n_updates,train/learning_rate,train/loss
154140,0.05,1245,-87.65280722,1835,123,84.0,38509,0.0001,4.531283378601074
154224,0.05,1246,-88.32071721,1836,123,84.0,38530,0.0001,1.3435314893722534
154308,0.05,1247,-89.1493401,1837,123,84.0,38551,0.0001,0.6971559524536133
154392,0.05,1247,-90.06927470999999,1838,123,84.0,38572,0.0001,1.3500447273254395
154476,0.05,1248,-90.46140930000001,1839,123,84.0,38593,0.0001,5.110822677612305
154560,0.05,1249,-90.99669723000001,1840,123,84.0,38614,0.0001,1.1583740711212158
154644,0.05,1250,-88.85801601000001,1841,123,84.0,38635,0.0001,1.1047031879425049
154728,0.05,1251,-87.98123658000003,1842,123,84.0,38656,0.0001,4.776618480682373
154812,0.05,1251,-88.28021734000002,1843,123,84.0,38677,0.0001,1.2362644672393799
154896,0.05,1252,-85.59254847,1844,123,84.0,38698,0.0001,1.3305280208587646
154980,0.05,1253,-84.83448859999999,1845,123,84.0,38719,0.0001,1.036895751953125
155064,0.05,1254,-85.23264277999999,1846,123,84.0,38740,0.0001,0.7884963750839233
155148,0.05,1254,-81.89323969000002,1847,123,84.0,38761,0.0001,1.4666695594787598
155232,0.05,1255,-81.32795655999999,1848,123,84.0,38782,0.0001,1.2773518562316895
155316,0.05,1256,-80.21369507000001,1849,123,84.0,38803,0.0001,0.9416148662567139
155400,0.05,1257,-79.36302699000001,1850,123,84.0,38824,0.0001,4.422274589538574
155484,0.05,1258,-76.1366876,1851,123,84.0,38845,0.0001,1.4432439804077148
155568,0.05,1259,-76.2860235,1852,123,84.0,38866,0.0001,1.0371921062469482
155652,0.05,1259,-76.34796677,1853,123,84.0,38887,0.0001,4.513028621673584
155736,0.05,1260,-74.82062531,1854,123,84.0,38908,0.0001,5.304910182952881
155820,0.05,1261,-75.03454598999998,1855,123,84.0,38929,0.0001,0.999298095703125
155904,0.05,1262,-74.99944187,1856,123,84.0,38950,0.0001,5.40717077255249
155988,0.05,1262,-76.71267384,1857,123,84.0,38971,0.0001,4.815943717956543
156072,0.05,1263,-76.75494223000001,1858,123,84.0,38992,0.0001,0.9934581518173218
156156,0.05,1264,-80.00329733000001,1859,123,84.0,39013,0.0001,1.0363359451293945
156240,0.05,1265,-79.67312804000002,1860,123,84.0,39034,0.0001,1.2231508493423462
156324,0.05,1266,-81.42264580000001,1861,123,84.0,39055,0.0001,1.4813822507858276
156408,0.05,1266,-82.44771172,1862,123,84.0,39076,0.0001,0.633028507232666
156492,0.05,1267,-81.78765375,1863,123,84.0,39097,0.0001,1.012326717376709
156576,0.05,1268,-83.38001695999999,1864,123,84.0,39118,0.0001,1.0043047666549683
156660,0.05,1269,-87.15881985,1865,123,84.0,39139,0.0001,1.1634583473205566
156744,0.05,1270,-86.72239456999999,1866,123,84.0,39160,0.0001,0.8324673771858215
156828,0.05,1270,-85.12787678,1867,123,84.0,39181,0.0001,1.211120367050171
156912,0.05,1271,-83.84485495999999,1868,123,84.0,39202,0.0001,1.098313808441162
156996,0.05,1272,-86.00666781999999,1869,123,84.0,39223,0.0001,1.0023865699768066
157080,0.05,1273,-85.90368679999997,1870,123,84.0,39244,0.0001,0.7079241275787354
157164,0.05,1273,-84.63390946000001,1871,123,84.0,39265,0.0001,0.9707373976707458
157248,0.05,1274,-84.06329862000001,1872,123,84.0,39286,0.0001,4.409971237182617
157332,0.05,1275,-83.57310036999999,1873,123,84.0,39307,0.0001,0.8791705965995789
157416,0.05,1276,-83.3351935,1874,123,84.0,39328,0.0001,1.2039378881454468
157500,0.05,1277,-81.42528569000001,1875,123,84.0,39349,0.0001,0.8263057470321655
157584,0.05,1277,-84.58906779,1876,123,84.0,39370,0.0001,1.5644326210021973
157668,0.05,1278,-85.41887781999999,1877,123,84.0,39391,0.0001,1.2067320346832275
157752,0.05,1279,-83.41008633999999,1878,123,84.0,39412,0.0001,4.493283271789551
157836,0.05,1280,-82.94335848,1879,123,84.0,39433,0.0001,1.2232106924057007
157920,0.05,1281,-81.38526485,1880,123,84.0,39454,0.0001,1.0254839658737183
158004,0.05,1281,-83.21716676,1881,123,84.0,39475,0.0001,6.499402046203613
158088,0.05,1282,-82.62655314000001,1882,123,84.0,39496,0.0001,1.0796871185302734
158172,0.05,1283,-83.44163020000002,1883,123,84.0,39517,0.0001,1.435610294342041
158256,0.05,1284,-82.23461873000001,1884,123,84.0,39538,0.0001,1.201329231262207
158340,0.05,1284,-82.85880452,1885,123,84.0,39559,0.0001,5.246272087097168
158424,0.05,1285,-84.60076129999999,1886,123,84.0,39580,0.0001,0.751754641532898
158508,0.05,1286,-88.08066751,1887,123,84.0,39601,0.0001,1.5059819221496582
158592,0.05,1287,-90.19874421,1888,123,84.0,39622,0.0001,4.750031471252441
158676,0.05,1287,-92.2210523,1889,123,84.0,39643,0.0001,1.4085744619369507
158760,0.05,1288,-91.83961742,1890,123,84.0,39664,0.0001,1.4421712160110474
158844,0.05,1289,-91.88881508,1891,123,84.0,39685,0.0001,8.246709823608398
158928,0.05,1290,-93.01350395,1892,123,84.0,39706,0.0001,1.0728578567504883
159012,0.05,1290,-94.29535986,1893,123,84.0,39727,0.0001,0.7685120701789856
159096,0.05,1291,-95.52544591,1894,123,84.0,39748,0.0001,9.932760238647461
159180,0.05,1292,-97.50130521,1895,123,84.0,39769,0.0001,4.736321449279785
159264,0.05,1293,-98.83707491999999,1896,123,84.0,39790,0.0001,1.2834442853927612
159348,0.05,1294,-99.84524305999997,1897,123,84.0,39811,0.0001,1.551603078842163
159432,0.05,1294,-99.80591432999998,1898,123,84.0,39832,0.0001,1.2440681457519531
159516,0.05,1295,-98.86727415999998,1899,123,84.0,39853,0.0001,1.3665881156921387
159600,0.05,1296,-100.11713750999999,1900,123,84.0,39874,0.0001,1.5934737920761108
159684,0.05,1297,-102.72453714,1901,123,84.0,39895,0.0001,1.2680058479309082
159768,0.05,1297,-103.58274929999999,1902,123,84.0,39916,0.0001,1.0364854335784912
159852,0.05,1298,-101.87942656999999,1903,123,84.0,39937,0.0001,1.0293394327163696
159936,0.05,1299,-102.28209749999998,1904,123,84.0,39958,0.0001,1.8724486827850342
160020,0.05,1300,-99.73964197,1905,123,84.0,39979,0.0001,1.5376135110855103
160104,0.05,1300,-99.08181933999998,1906,123,84.0,40000,0.0001,0.5546444654464722
160188,0.05,1301,-98.07567592,1907,123,84.0,40021,0.0001,1.0007274150848389
160272,0.05,1302,-96.6442603,1908,123,84.0,40042,0.0001,1.125486135482788
160356,0.05,1303,-96.39208768,1909,123,84.0,40063,0.0001,0.9197537899017334
160440,0.05,1303,-96.16137283000002,1910,123,84.0,40084,0.0001,5.230267524719238
160524,0.05,1304,-96.2729176,1911,123,84.0,40105,0.0001,1.1467504501342773
160608,0.05,1305,-95.88604507000002,1912,123,84.0,40126,0.0001,0.8682450652122498
160692,0.05,1306,-94.78435187000001,1913,122,84.0,40147,0.0001,4.673929691314697
160776,0.05,1307,-94.64457666000003,1914,122,84.0,40168,0.0001,4.841790676116943
160860,0.05,1308,-94.08342273000002,1915,122,84.0,40189,0.0001,1.6793819665908813
160944,0.05,1308,-95.17593470000001,1916,122,84.0,40210,0.0001,1.0156643390655518
161028,0.05,1309,-94.95229142,1917,122,84.0,40231,0.0001,5.166263103485107
161112,0.05,1310,-95.30581093999999,1918,122,84.0,40252,0.0001,5.030336380004883
161196,0.05,1311,-96.09592045999997,1919,122,84.0,40273,0.0001,0.9966535568237305
161280,0.05,1312,-95.9663855,1920,122,84.0,40294,0.0001,4.9033684730529785
161364,0.05,1312,-94.59532345999997,1921,122,84.0,40315,0.0001,13.445164680480957
161448,0.05,1313,-92.46022423999999,1922,122,84.0,40336,0.0001,4.684021949768066
161532,0.05,1314,-92.56048836,1923,122,84.0,40357,0.0001,1.413792610168457
161616,0.05,1315,-91.07600578,1924,122,84.0,40378,0.0001,0.8095685243606567
161700,0.05,1316,-89.71324022,1925,122,84.0,40399,0.0001,5.4083380699157715
161784,0.05,1316,-89.94282077999998,1926,122,84.0,40420,0.0001,0.9612063765525818
161868,0.05,1317,-89.99222720999997,1927,122,84.0,40441,0.0001,2.0445945262908936
161952,0.05,1318,-89.94113631999998,1928,122,84.0,40462,0.0001,4.726522445678711
162036,0.05,1319,-90.53397154999998,1929,122,84.0,40483,0.0001,4.908649444580078
162120,0.05,1319,-90.56014248999998,1930,122,84.0,40504,0.0001,1.369079828262329
162204,0.05,1320,-89.80565182000001,1931,122,84.0,40525,0.0001,2.3501198291778564
162288,0.05,1321,-88.29522722999998,1932,122,84.0,40546,0.0001,0.9982767105102539
162372,0.05,1322,-88.57734325999998,1933,122,84.0,40567,0.0001,1.4134769439697266
162456,0.05,1322,-86.10529959999998,1934,122,84.0,40588,0.0001,1.033503770828247
162540,0.05,1323,-87.96504548000001,1935,122,84.0,40609,0.0001,1.199426293373108
162624,0.05,1324,-88.22144188,1936,122,84.0,40630,0.0001,4.903480052947998
162708,0.05,1325,-90.34753397,1937,122,84.0,40651,0.0001,0.6433972120285034
162792,0.05,1325,-89.35265657000002,1938,122,84.0,40672,0.0001,4.867177486419678
162876,0.05,1326,-90.56776114,1939,122,84.0,40693,0.0001,1.11452054977417
162960,0.05,1327,-91.18993411,1940,122,84.0,40714,0.0001,1.1164658069610596
163044,0.05,1328,-89.92083896,1941,122,84.0,40735,0.0001,1.10179603099823
163128,0.05,1329,-91.48609917999998,1942,122,84.0,40756,0.0001,5.023233413696289
163212,0.05,1329,-91.37993578999998,1943,122,84.0,40777,0.0001,1.4351966381072998
163296,0.05,1330,-93.20928540999999,1944,122,84.0,40798,0.0001,1.061420202255249
163380,0.05,1331,-95.15787208,1945,122,84.0,40819,0.0001,5.9194416999816895
163464,0.05,1332,-94.94324504000001,1946,122,84.0,40840,0.0001,1.1685346364974976
163548,0.05,1332,-94.697166,1947,122,84.0,40861,0.0001,9.564946174621582
163632,0.05,1333,-94.51831185,1948,122,84.0,40882,0.0001,1.2394366264343262
163716,0.05,1334,-94.29552011,1949,122,84.0,40903,0.0001,5.068589210510254
163800,0.05,1335,-94.58539458999999,1950,122,84.0,40924,0.0001,5.583411693572998
163884,0.05,1335,-96.88224731999999,1951,122,84.0,40945,0.0001,1.1920349597930908
163968,0.05,1336,-99.06450461,1952,122,84.0,40966,0.0001,0.4633655250072479
164052,0.05,1337,-98.84454582000001,1953,122,84.0,40987,0.0001,0.6310089826583862
164136,0.05,1338,-99.00181644,1954,122,84.0,41008,0.0001,1.5305439233779907
164220,0.05,1338,-98.67633540000001,1955,122,84.0,41029,0.0001,4.857204437255859
164304,0.05,1339,-101.13686102999998,1956,122,84.0,41050,0.0001,1.6317248344421387
164388,0.05,1340,-100.55794879,1957,122,84.0,41071,0.0001,9.148134231567383
164472,0.05,1341,-99.17348711999999,1958,122,84.0,41092,0.0001,4.305014133453369
164556,0.05,1342,-97.23548968000001,1959,122,84.0,41113,0.0001,1.173933506011963
164640,0.05,1342,-97.18822525000002,1960,122,84.0,41134,0.0001,4.886925220489502
164724,0.05,1343,-95.28138922000002,1961,122,84.0,41155,0.0001,4.784697532653809
164808,0.05,1344,-95.63448116,1962,122,84.0,41176,0.0001,1.1575969457626343
164892,0.05,1345,-98.81175818000001,1963,122,84.0,41197,0.0001,1.0565637350082397
164976,0.05,1345,-97.68755811000001,1964,122,84.0,41218,0.0001,1.373567819595337
165060,0.05,1346,-95.05547285000003,1965,122,84.0,41239,0.0001,1.425325632095337
165144,0.05,1347,-95.46042946000001,1966,122,84.0,41260,0.0001,0.8385748863220215
165228,0.05,1348,-96.02474286,1967,122,84.0,41281,0.0001,4.415834903717041
165312,0.05,1348,-96.01974563,1968,122,84.0,41302,0.0001,0.7181412577629089
165396,0.05,1349,-94.38003909999999,1969,122,84.0,41323,0.0001,1.269507646560669
165480,0.05,1350,-97.87438204999998,1970,122,84.0,41344,0.0001,1.1983006000518799
165564,0.05,1351,-99.11844041999997,1971,122,84.0,41365,0.0001,0.796295702457428
165648,0.05,1351,-98.33839866999999,1972,122,84.0,41386,0.0001,0.8940304517745972
165732,0.05,1352,-101.30993502,1973,122,84.0,41407,0.0001,0.8801102638244629
165816,0.05,1353,-104.27438869,1974,122,84.0,41428,0.0001,1.7149707078933716
165900,0.05,1354,-104.38946836999999,1975,122,84.0,41449,0.0001,4.786574363708496
165984,0.05,1354,-104.83831987999999,1976,122,84.0,41470,0.0001,1.3601710796356201
166068,0.05,1355,-101.71689789999999,1977,122,84.0,41491,0.0001,4.798544883728027
166152,0.05,1356,-102.50552759,1978,122,84.0,41512,0.0001,5.509779453277588
166236,0.05,1357,-102.32480259000002,1979,122,84.0,41533,0.0001,1.3070570230484009
166320,0.05,1357,-103.56107275000001,1980,122,84.0,41554,0.0001,1.2234487533569336
166404,0.05,1358,-101.44251028,1981,122,84.0,41575,0.0001,4.495119094848633
166488,0.05,1359,-102.12354633,1982,122,84.0,41596,0.0001,1.2044670581817627
166572,0.05,1360,-101.74882172999997,1983,122,84.0,41617,0.0001,1.0352652072906494
166656,0.05,1361,-102.84202477999997,1984,122,84.0,41638,0.0001,1.5864250659942627
166740,0.05,1361,-104.92132887,1985,122,84.0,41659,0.0001,9.03099250793457
166824,0.05,1362,-102.74527012,1986,122,84.0,41680,0.0001,4.987382411956787
166908,0.05,1363,-101.17278046000001,1987,122,84.0,41701,0.0001,9.536970138549805
166992,0.05,1363,-102.95121237,1988,122,84.0,41722,0.0001,1.0690969228744507
167076,0.05,1364,-101.28602519,1989,122,84.0,41743,0.0001,0.7671776413917542
167160,0.05,1365,-100.63609553,1990,122,84.0,41764,0.0001,0.8145405054092407
167244,0.05,1366,-104.56480880999999,1991,122,84.0,41785,0.0001,0.8695012331008911
167328,0.05,1367,-103.28501694000002,1992,122,84.0,41806,0.0001,4.7225470542907715
167412,0.05,1367,-104.34518822,1993,122,84.0,41827,0.0001,4.606841564178467
167496,0.05,1368,-103.88223766000002,1994,122,84.0,41848,0.0001,1.197205662727356
167580,0.05,1369,-104.33221313000001,1995,122,84.0,41869,0.0001,5.089805603027344
167664,0.05,1370,-104.55338975000001,1996,122,84.0,41890,0.0001,1.193237543106079
167748,0.05,1371,-106.88175614,1997,122,84.0,41911,0.0001,5.082622051239014
167832,0.05,1371,-107.19908594,1998,122,84.0,41932,0.0001,1.1450389623641968
167916,0.05,1372,-111.08311934000001,1999,122,84.0,41953,0.0001,1.156810998916626
168000,0.05,1373,-112.43662912000002,2000,122,84.0,41974,0.0001,0.7752012014389038
168084,0.05,1374,-110.52084679000001,2001,122,84.0,41995,0.0001,0.9812455773353577
168168,0.05,1374,-109.95067863000003,2002,122,84.0,42016,0.0001,1.2183711528778076
168252,0.05,1375,-113.08703133,2003,122,84.0,42037,0.0001,1.1129810810089111
168336,0.05,1376,-115.12700553999998,2004,122,84.0,42058,0.0001,1.3170148134231567
168420,0.05,1377,-117.97549301999999,2005,122,84.0,42079,0.0001,0.6786662340164185
168504,0.05,1377,-122.07142758999998,2006,122,84.0,42100,0.0001,0.4962227940559387
168588,0.05,1378,-126.47265395999999,2007,122,84.0,42121,0.0001,1.911877155303955
168672,0.05,1379,-126.30893002,2008,122,84.0,42142,0.0001,1.0499588251113892
168756,0.05,1380,-127.63703563999998,2009,122,84.0,42163,0.0001,1.0182809829711914
168840,0.05,1380,-128.26777549,2010,122,84.0,42184,0.0001,1.1613532304763794
168924,0.05,1381,-128.97729515999998,2011,122,84.0,42205,0.0001,8.464157104492188
169008,0.05,1382,-132.43641028,2012,122,84.0,42226,0.0001,5.265610218048096
169092,0.05,1383,-133.83319254,2013,122,84.0,42247,0.0001,0.7426238656044006
169176,0.05,1383,-134.16151028000002,2014,122,84.0,42268,0.0001,4.562557697296143
169260,0.05,1384,-134.40435859000002,2015,122,84.0,42289,0.0001,0.724733829498291
169344,0.05,1385,-136.11241999,2016,122,84.0,42310,0.0001,0.666519284248352
169428,0.05,1386,-138.98922517000003,2017,122,84.0,42331,0.0001,5.043310165405273
169512,0.05,1386,-139.42364313000002,2018,122,84.0,42352,0.0001,12.814738273620605
169596,0.05,1387,-139.28467429,2019,122,84.0,42373,0.0001,0.9157841205596924
169680,0.05,1388,-141.15057358,2020,122,84.0,42394,0.0001,1.5366127490997314
169764,0.05,1389,-142.26410925,2021,122,84.0,42415,0.0001,0.6350782513618469
169848,0.05,1389,-145.54414298,2022,122,84.0,42436,0.0001,0.6724584698677063
169932,0.05,1390,-148.39037081,2023,122,84.0,42457,0.0001,1.073928952217102
170016,0.05,1391,-151.34697479,2024,122,84.0,42478,0.0001,1.4394749402999878
170100,0.05,1392,-151.30969403,2025,122,84.0,42499,0.0001,2.085862636566162
170184,0.05,1392,-152.86729011,2026,122,84.0,42520,0.0001,5.271970748901367
170268,0.05,1393,-152.82076966,2027,122,84.0,42541,0.0001,8.994199752807617
170352,0.05,1394,-152.71154346,2028,122,84.0,42562,0.0001,9.249333381652832
170436,0.05,1395,-153.73616219,2029,122,84.0,42583,0.0001,2.6995506286621094
170520,0.05,1395,-156.91711228000003,2030,122,84.0,42604,0.0001,4.871204376220703
170604,0.05,1396,-156.46994637,2031,122,84.0,42625,0.0001,1.8078242540359497
170688,0.05,1397,-156.13805078999997,2032,122,84.0,42646,0.0001,1.7844822406768799
170772,0.05,1398,-156.36555173,2033,122,84.0,42667,0.0001,1.9352447986602783
170856,0.05,1398,-156.48687865,2034,122,84.0,42688,0.0001,1.7442114353179932
170940,0.05,1399,-155.40173447,2035,122,84.0,42709,0.0001,1.198472261428833
171024,0.05,1400,-154.69516537,2036,122,84.0,42730,0.0001,4.814240455627441
171108,0.05,1401,-152.94849737,2037,122,84.0,42751,0.0001,0.8390278816223145
171192,0.05,1402,-154.46611582,2038,122,84.0,42772,0.0001,1.973966360092163
171276,0.05,1402,-154.08787085999998,2039,122,84.0,42793,0.0001,1.0838804244995117
171360,0.05,1403,-153.20031706999998,2040,122,84.0,42814,0.0001,1.844327688217163
171444,0.05,1404,-153.80405312000002,2041,122,84.0,42835,0.0001,1.3821604251861572
171528,0.05,1405,-152.42571956,2042,122,84.0,42856,0.0001,1.2723660469055176
171612,0.05,1405,-153.64782041,2043,122,84.0,42877,0.0001,1.5847525596618652
171696,0.05,1406,-151.58116832999997,2044,122,84.0,42898,0.0001,1.2262556552886963
171780,0.05,1407,-152.10146371000002,2045,122,84.0,42919,0.0001,4.685295581817627
171864,0.05,1408,-152.52788617,2046,122,84.0,42940,0.0001,4.977571964263916
171948,0.05,1409,-152.66260338,2047,122,84.0,42961,0.0001,5.084704399108887
172032,0.05,1409,-152.12288426,2048,122,84.0,42982,0.0001,1.2077529430389404
172116,0.05,1410,-152.02708969000003,2049,122,84.0,43003,0.0001,0.5754803419113159
172200,0.05,1411,-154.83739242,2050,122,84.0,43024,0.0001,1.241950511932373
172284,0.05,1412,-153.77667190999998,2051,121,84.0,43045,0.0001,5.020570755004883
172368,0.05,1412,-149.69756884999998,2052,121,84.0,43066,0.0001,2.739474296569824
172452,0.05,1413,-152.4259115,2053,121,84.0,43087,0.0001,4.9193596839904785
172536,0.05,1414,-153.86276233,2054,121,84.0,43108,0.0001,6.572938919067383
172620,0.05,1415,-153.86338112,2055,121,84.0,43129,0.0001,1.7148141860961914
172704,0.05,1415,-151.21345747,2056,121,84.0,43150,0.0001,1.279257893562317
172788,0.05,1416,-151.38038714,2057,121,84.0,43171,0.0001,1.3767175674438477
172872,0.05,1417,-153.10957845000001,2058,121,84.0,43192,0.0001,1.6313316822052002
172956,0.05,1418,-151.21631422,2059,121,84.0,43213,0.0001,5.636673450469971
173040,0.05,1418,-151.70149454,2060,121,84.0,43234,0.0001,1.5989739894866943
173124,0.05,1419,-151.17288558,2061,121,84.0,43255,0.0001,5.501015663146973
173208,0.05,1420,-150.45642116000002,2062,121,84.0,43276,0.0001,1.2459464073181152
173292,0.05,1421,-148.75633584000002,2063,121,84.0,43297,0.0001,1.3685424327850342
173376,0.05,1421,-148.5180201,2064,121,84.0,43318,0.0001,4.839412212371826
173460,0.05,1422,-147.45561024000003,2065,121,84.0,43339,0.0001,1.1432336568832397
173544,0.05,1423,-146.85471757000002,2066,121,84.0,43360,0.0001,1.5115078687667847
173628,0.05,1424,-148.16094457000003,2067,121,84.0,43381,0.0001,1.9251906871795654
173712,0.05,1425,-147.54930692,2068,121,84.0,43402,0.0001,1.1294488906860352
173796,0.05,1425,-148.38558232000003,2069,121,84.0,43423,0.0001,1.6021323204040527
173880,0.05,1426,-145.92601908,2070,121,84.0,43444,0.0001,1.26225745677948
173964,0.05,1427,-144.44634299,2071,121,84.0,43465,0.0001,1.112414836883545
174048,0.05,1428,-144.96849412,2072,121,84.0,43486,0.0001,5.848459243774414
174132,0.05,1429,-143.46358012000002,2073,121,84.0,43507,0.0001,1.683877944946289
174216,0.05,1430,-140.81720852,2074,121,84.0,43528,0.0001,1.308424949645996
174300,0.05,1430,-140.28378018,2075,121,84.0,43549,0.0001,4.338366985321045
174384,0.05,1431,-137.38427892,2076,121,84.0,43570,0.0001,1.0268430709838867
174468,0.05,1432,-138.92467285,2077,121,84.0,43591,0.0001,1.4359769821166992
174552,0.05,1433,-138.25250909000002,2078,121,84.0,43612,0.0001,2.181781768798828
174636,0.05,1434,-138.69310442000003,2079,121,84.0,43633,0.0001,0.9120911359786987
174720,0.05,1434,-138.51507359000004,2080,121,84.0,43654,0.0001,1.3378337621688843
174804,0.05,1435,-137.98578852000003,2081,121,84.0,43675,0.0001,1.4827649593353271
174888,0.05,1436,-136.91218562000003,2082,121,84.0,43696,0.0001,1.0489468574523926
174972,0.05,1437,-137.72943913,2083,121,84.0,43717,0.0001,1.4676873683929443
175056,0.05,1438,-138.19916313000004,2084,121,84.0,43738,0.0001,1.7372770309448242
175140,0.05,1438,-135.60414188000001,2085,121,84.0,43759,0.0001,1.233663558959961
175224,0.05,1439,-135.12995692,2086,121,84.0,43780,0.0001,4.416993618011475
175308,0.05,1440,-134.67690345,2087,121,84.0,43801,0.0001,2.048521041870117
175392,0.05,1441,-132.03542133000002,2088,121,84.0,43822,0.0001,5.486038684844971
175476,0.05,1442,-135.39720473,2089,121,84.0,43843,0.0001,1.0601341724395752
175560,0.05,1443,-136.14825924000002,2090,121,84.0,43864,0.0001,0.7586079835891724
175644,0.05,1444,-136.31475313,2091,121,84.0,43885,0.0001,5.327644348144531
175728,0.05,1444,-136.07782652000003,2092,121,84.0,43906,0.0001,4.989078044891357
175812,0.05,1445,-133.45426739,2093,121,84.0,43927,0.0001,1.3381736278533936
175896,0.05,1446,-134.77256233000003,2094,121,84.0,43948,0.0001,2.33538818359375
175980,0.05,1447,-135.89411326,2095,121,84.0,43969,0.0001,5.318891525268555
176064,0.05,1447,-133.82149761000002,2096,121,84.0,43990,0.0001,0.8848918676376343
176148,0.05,1448,-129.87858691000002,2097,121,84.0,44011,0.0001,8.797505378723145
176232,0.05,1449,-131.66362039999999,2098,121,84.0,44032,0.0001,0.9918779134750366
176316,0.05,1450,-129.67775801,2099,121,84.0,44053,0.0001,12.102811813354492
176400,0.05,1450,-127.95150611,2100,121,84.0,44074,0.0001,1.1302525997161865
176484,0.05,1451,-126.84830566999999,2101,121,84.0,44095,0.0001,5.0185112953186035
176568,0.05,1452,-129.08782533,2102,121,84.0,44116,0.0001,2.109936475753784
176652,0.05,1453,-127.60263986000001,2103,121,84.0,44137,0.0001,1.300121545791626
176736,0.05,1454,-125.35192485000002,2104,121,84.0,44158,0.0001,1.7108256816864014
176820,0.05,1454,-122.72180871000002,2105,121,84.0,44179,0.0001,5.812961578369141
176904,0.05,1455,-119.14319006000001,2106,121,84.0,44200,0.0001,1.3563488721847534
176988,0.05,1456,-116.42657685000002,2107,121,84.0,44221,0.0001,0.9271159768104553
177072,0.05,1457,-117.55733601000001,2108,121,84.0,44242,0.0001,1.981048822402954
177156,0.05,1457,-116.28850679000001,2109,121,84.0,44263,0.0001,5.399011135101318
177240,0.05,1458,-117.31737246,2110,121,84.0,44284,0.0001,0.5346043109893799
177324,0.05,1459,-116.34164096000002,2111,121,84.0,44305,0.0001,0.6560021638870239
177408,0.05,1460,-112.88777177000003,2112,121,84.0,44326,0.0001,0.6855111122131348
177492,0.05,1460,-111.22309034000004,2113,121,84.0,44347,0.0001,5.43967342376709
177576,0.05,1461,-111.06713292000003,2114,121,84.0,44368,0.0001,1.3971593379974365
177660,0.05,1462,-112.24901573000002,2115,121,84.0,44389,0.0001,1.3134839534759521
177744,0.05,1463,-109.06885913000002,2116,121,84.0,44410,0.0001,1.8964852094650269
177828,0.05,1464,-106.53827617,2117,121,84.0,44431,0.0001,5.22131872177124
177912,0.05,1464,-108.43948352000001,2118,121,84.0,44452,0.0001,1.016689419746399
177996,0.05,1465,-108.63581851000002,2119,121,84.0,44473,0.0001,1.565739631652832
178080,0.05,1466,-105.83440584000003,2120,121,84.0,44494,0.0001,8.419872283935547
178164,0.05,1467,-105.65912817000002,2121,121,84.0,44515,0.0001,1.785818338394165
178248,0.05,1467,-107.48599505000001,2122,121,84.0,44536,0.0001,5.719729900360107
178332,0.05,1468,-104.54500222000003,2123,121,84.0,44557,0.0001,1.0765340328216553
178416,0.05,1469,-103.99647618,2124,121,84.0,44578,0.0001,0.8134373426437378
178500,0.05,1470,-104.76676795000002,2125,121,84.0,44599,0.0001,1.2785556316375732
178584,0.05,1470,-105.57092833000003,2126,121,84.0,44620,0.0001,4.566308975219727
178668,0.05,1471,-109.03983308000002,2127,121,84.0,44641,0.0001,5.247230529785156
178752,0.05,1472,-110.55397174000001,2128,121,84.0,44662,0.0001,1.2685189247131348
178836,0.05,1473,-109.90830878000003,2129,121,84.0,44683,0.0001,8.143843650817871
178920,0.05,1474,-108.93584543000003,2130,121,84.0,44704,0.0001,0.7127902507781982
179004,0.05,1474,-109.53188253000002,2131,121,84.0,44725,0.0001,5.902093410491943
179088,0.05,1475,-112.32569688000004,2132,121,84.0,44746,0.0001,1.6449830532073975
179172,0.05,1476,-113.57061135000004,2133,121,84.0,44767,0.0001,1.687798023223877
179256,0.05,1476,-115.47529368000004,2134,121,84.0,44788,0.0001,1.6306354999542236
179340,0.05,1477,-116.11819883000003,2135,121,84.0,44809,0.0001,1.3161814212799072
179424,0.05,1478,-118.58122829000004,2136,121,84.0,44830,0.0001,1.2051787376403809
179508,0.05,1479,-120.05420863000003,2137,121,84.0,44851,0.0001,4.936644077301025
179592,0.05,1480,-119.89042846000002,2138,121,84.0,44872,0.0001,1.615236520767212
179676,0.05,1480,-122.12884953000002,2139,121,84.0,44893,0.0001,1.2670750617980957
179760,0.05,1481,-124.83889464000003,2140,121,84.0,44914,0.0001,2.6960840225219727
179844,0.05,1482,-126.33332119000002,2141,121,84.0,44935,0.0001,1.7650600671768188
179928,0.05,1483,-127.63625619000003,2142,121,84.0,44956,0.0001,1.154848575592041
180012,0.05,1483,-128.10339804000003,2143,121,84.0,44977,0.0001,1.4958126544952393
180096,0.05,1484,-128.41555537000002,2144,121,84.0,44998,0.0001,0.8878350257873535
180180,0.05,1485,-127.25487822999999,2145,121,84.0,45019,0.0001,1.744674801826477
180264,0.05,1486,-127.19103182999999,2146,121,84.0,45040,0.0001,1.988460898399353
180348,0.05,1487,-128.75081297,2147,121,84.0,45061,0.0001,1.2641487121582031
180432,0.05,1487,-129.33216902,2148,121,84.0,45082,0.0001,0.6941928863525391
180516,0.05,1488,-128.70240076,2149,121,84.0,45103,0.0001,4.9563188552856445
180600,0.05,1489,-127.6537525,2150,121,84.0,45124,0.0001,1.6774235963821411
180684,0.05,1490,-127.02246102999999,2151,121,84.0,45145,0.0001,1.3527190685272217
180768,0.05,1490,-127.61382160000001,2152,121,84.0,45166,0.0001,5.005670070648193
