time/total_timesteps,rollout/exploration_rate,time/time_elapsed,rollout/ep_rew_mean,time/episodes,time/fps,rollout/ep_len_mean,train/n_updates,train/learning_rate,train/loss
533232,0.05,4747,157.75739049,6348,112,84.0,133282,0.0001,1.4862892627716064
533316,0.05,4748,158.73039491000003,6349,112,84.0,133303,0.0001,0.5964404940605164
533400,0.05,4749,158.40386330000004,6350,112,84.0,133324,0.0001,6.674190998077393
533484,0.05,4749,158.04573027000004,6351,112,84.0,133345,0.0001,11.19546127319336
533568,0.05,4750,157.73063703000003,6352,112,84.0,133366,0.0001,6.168049335479736
533652,0.05,4751,158.09157661000003,6353,112,84.0,133387,0.0001,6.626245021820068
533736,0.05,4752,158.38846002,6354,112,84.0,133408,0.0001,0.6724551320075989
533820,0.05,4753,158.42311902,6355,112,84.0,133429,0.0001,1.701928973197937
533904,0.05,4753,159.26376358,6356,112,84.0,133450,0.0001,0.6936683654785156
533988,0.05,4754,159.60134234,6357,112,84.0,133471,0.0001,0.5950426459312439
534072,0.05,4755,158.53969662000003,6358,112,84.0,133492,0.0001,0.6876568794250488
534156,0.05,4756,158.65877014,6359,112,84.0,133513,0.0001,0.8303209543228149
534240,0.05,4757,158.3609886,6360,112,84.0,133534,0.0001,1.4608234167099
534324,0.05,4757,158.24502610000002,6361,112,84.0,133555,0.0001,6.794387340545654
534408,0.05,4758,157.42598817,6362,112,84.0,133576,0.0001,14.148909568786621
534492,0.05,4759,158.26585442,6363,112,84.0,133597,0.0001,6.067715167999268
534576,0.05,4760,158.93817229,6364,112,84.0,133618,0.0001,1.306226372718811
534660,0.05,4761,159.99778179000003,6365,112,84.0,133639,0.0001,0.4604797959327698
534744,0.05,4762,160.04842514,6366,112,84.0,133660,0.0001,0.983081042766571
534828,0.05,4762,161.01456563,6367,112,84.0,133681,0.0001,0.3690803050994873
534912,0.05,4763,161.48497893,6368,112,84.0,133702,0.0001,0.6946056485176086
534996,0.05,4764,160.89738685,6369,112,84.0,133723,0.0001,1.1237008571624756
535080,0.05,4765,160.59510033,6370,112,84.0,133744,0.0001,0.5601519346237183
535164,0.05,4766,160.98642673999998,6371,112,84.0,133765,0.0001,0.392289936542511
535248,0.05,4767,161.55087898000002,6372,112,84.0,133786,0.0001,11.086331367492676
535332,0.05,4768,162.18054525000002,6373,112,84.0,133807,0.0001,0.6999797821044922
535416,0.05,4768,162.87738639,6374,112,84.0,133828,0.0001,1.0427675247192383
535500,0.05,4769,163.84789256,6375,112,84.0,133849,0.0001,3.0837321281433105
535584,0.05,4770,164.01505421000002,6376,112,84.0,133870,0.0001,0.9577921032905579
535668,0.05,4771,163.74944733,6377,112,84.0,133891,0.0001,0.9858801364898682
535752,0.05,4771,163.79567954,6378,112,84.0,133912,0.0001,1.1672306060791016
535836,0.05,4772,164.26792777999998,6379,112,84.0,133933,0.0001,1.6347181797027588
535920,0.05,4773,165.44200723000003,6380,112,84.0,133954,0.0001,1.594517707824707
536004,0.05,4774,166.65489806999997,6381,112,84.0,133975,0.0001,0.8519328832626343
536088,0.05,4775,167.88141385,6382,112,84.0,133996,0.0001,0.44820278882980347
536172,0.05,4776,168.50062198,6383,112,84.0,134017,0.0001,0.5763189792633057
536256,0.05,4777,169.15128363,6384,112,84.0,134038,0.0001,9.043971061706543
536340,0.05,4777,168.58199616000002,6385,112,84.0,134059,0.0001,0.480114609003067
536424,0.05,4778,168.42716778000005,6386,112,84.0,134080,0.0001,0.5556601285934448
536508,0.05,4779,168.65526479000005,6387,112,84.0,134101,0.0001,0.886402428150177
536592,0.05,4780,168.57615513000005,6388,112,84.0,134122,0.0001,1.5100772380828857
536676,0.05,4781,169.39402842000004,6389,112,84.0,134143,0.0001,5.307633876800537
536760,0.05,4781,169.84072427000004,6390,112,84.0,134164,0.0001,7.329308986663818
536844,0.05,4782,170.94563312999998,6391,112,84.0,134185,0.0001,1.0581754446029663
536928,0.05,4783,171.97770489,6392,112,84.0,134206,0.0001,12.566169738769531
537012,0.05,4784,172.96177179000003,6393,112,84.0,134227,0.0001,17.040376663208008
537096,0.05,4785,173.61972418000002,6394,112,84.0,134248,0.0001,5.863212585449219
537180,0.05,4785,174.1116848,6395,112,84.0,134269,0.0001,5.820747375488281
537264,0.05,4786,174.20143807,6396,112,84.0,134290,0.0001,9.639482498168945
537348,0.05,4787,174.8827307,6397,112,84.0,134311,0.0001,4.6124444007873535
537432,0.05,4788,175.04683571,6398,112,84.0,134332,0.0001,1.3046499490737915
537516,0.05,4789,176.13329805999993,6399,112,84.0,134353,0.0001,7.6825056076049805
537600,0.05,4790,176.93363802999997,6400,112,84.0,134374,0.0001,0.7433051466941833
537684,0.05,4790,177.11827248999998,6401,112,84.0,134395,0.0001,7.567882061004639
537768,0.05,4791,177.60504034,6402,112,84.0,134416,0.0001,0.4990452527999878
537852,0.05,4792,178.23392135999998,6403,112,84.0,134437,0.0001,0.7634984254837036
537936,0.05,4793,178.64299328,6404,112,84.0,134458,0.0001,7.368220329284668
538020,0.05,4794,180.04062474000003,6405,112,84.0,134479,0.0001,0.8610059022903442
538104,0.05,4794,180.41518179,6406,112,84.0,134500,0.0001,1.6065036058425903
538188,0.05,4795,179.87176134,6407,112,84.0,134521,0.0001,15.872908592224121
538272,0.05,4796,180.34269342,6408,112,84.0,134542,0.0001,1.0153274536132812
538356,0.05,4797,180.15169978999998,6409,112,84.0,134563,0.0001,0.6427012085914612
538440,0.05,4798,179.78636565,6410,112,84.0,134584,0.0001,1.3131203651428223
538524,0.05,4798,179.63553558,6411,112,84.0,134605,0.0001,0.9030599594116211
538608,0.05,4799,179.77666784999997,6412,112,84.0,134626,0.0001,1.1583421230316162
538692,0.05,4800,178.72568234,6413,112,84.0,134647,0.0001,7.364190578460693
538776,0.05,4801,178.90594783000003,6414,112,84.0,134668,0.0001,0.8244943022727966
538860,0.05,4801,178.99976608,6415,112,84.0,134689,0.0001,1.4121359586715698
538944,0.05,4802,179.66475037,6416,112,84.0,134710,0.0001,12.915485382080078
539028,0.05,4803,179.52674224000003,6417,112,84.0,134731,0.0001,3.9782304763793945
539112,0.05,4804,179.03734398,6418,112,84.0,134752,0.0001,0.7415794730186462
539196,0.05,4805,179.46785598,6419,112,84.0,134773,0.0001,0.5049720406532288
539280,0.05,4805,179.29089857,6420,112,84.0,134794,0.0001,0.9908784627914429
539364,0.05,4806,179.25902424,6421,112,84.0,134815,0.0001,1.061246633529663
539448,0.05,4807,179.24261066,6422,112,84.0,134836,0.0001,1.0204936265945435
539532,0.05,4808,178.72040044999997,6423,112,84.0,134857,0.0001,0.8144755363464355
539616,0.05,4809,178.85280430999998,6424,112,84.0,134878,0.0001,9.004348754882812
539700,0.05,4809,178.96532982,6425,112,84.0,134899,0.0001,0.8466925621032715
539784,0.05,4810,178.60985145000004,6426,112,84.0,134920,0.0001,6.14254903793335
539868,0.05,4811,178.81063449000004,6427,112,84.0,134941,0.0001,0.6411974430084229
539952,0.05,4812,179.04338300999999,6428,112,84.0,134962,0.0001,0.9403446912765503
540036,0.05,4813,179.24688561000002,6429,112,84.0,134983,0.0001,0.773725152015686
540120,0.05,4814,179.26891043,6430,112,84.0,135004,0.0001,6.494315147399902
540204,0.05,4814,178.53198770999995,6431,112,84.0,135025,0.0001,1.9366806745529175
540288,0.05,4815,178.57653811999998,6432,112,84.0,135046,0.0001,7.199842929840088
540372,0.05,4816,178.16516138999998,6433,112,84.0,135067,0.0001,6.558377265930176
540456,0.05,4817,178.15033172,6434,112,84.0,135088,0.0001,0.5358250141143799
540540,0.05,4818,177.71599702999995,6435,112,84.0,135109,0.0001,0.838329553604126
540624,0.05,4818,177.58595933,6436,112,84.0,135130,0.0001,0.6061168909072876
540708,0.05,4819,177.47151209999996,6437,112,84.0,135151,0.0001,0.664962649345398
540792,0.05,4820,178.09023252999998,6438,112,84.0,135172,0.0001,0.9188302755355835
540876,0.05,4821,175.81217564,6439,112,84.0,135193,0.0001,1.0711528062820435
540960,0.05,4821,175.30210487,6440,112,84.0,135214,0.0001,0.4407150149345398
541044,0.05,4822,175.03209278999998,6441,112,84.0,135235,0.0001,7.102402210235596
541128,0.05,4823,175.79522137999996,6442,112,84.0,135256,0.0001,0.9378103613853455
541212,0.05,4824,175.81845042999998,6443,112,84.0,135277,0.0001,0.46988070011138916
541296,0.05,4825,176.34975592000004,6444,112,84.0,135298,0.0001,0.6950725317001343
541380,0.05,4825,176.69071866000002,6445,112,84.0,135319,0.0001,0.35379594564437866
541464,0.05,4826,176.6566693,6446,112,84.0,135340,0.0001,13.12977409362793
541548,0.05,4827,176.74448741,6447,112,84.0,135361,0.0001,0.8921208381652832
541632,0.05,4828,176.73358115,6448,112,84.0,135382,0.0001,0.9133243560791016
541716,0.05,4828,176.65302390999997,6449,112,84.0,135403,0.0001,0.878930389881134
541800,0.05,4829,177.28066276999994,6450,112,84.0,135424,0.0001,1.1266283988952637
541884,0.05,4830,177.83565725999998,6451,112,84.0,135445,0.0001,1.3116204738616943
541968,0.05,4831,179.32951068999995,6452,112,84.0,135466,0.0001,1.390351414680481
542052,0.05,4832,179.45293442,6453,112,84.0,135487,0.0001,0.8422749638557434
542136,0.05,4833,179.58282715999997,6454,112,84.0,135508,0.0001,0.8238189220428467
542220,0.05,4833,179.46349318999998,6455,112,84.0,135529,0.0001,1.0748674869537354
542304,0.05,4834,179.28304006,6456,112,84.0,135550,0.0001,1.3958244323730469
542388,0.05,4835,179.61786012000002,6457,112,84.0,135571,0.0001,1.4900927543640137
542472,0.05,4836,180.48794850000002,6458,112,84.0,135592,0.0001,1.3097575902938843
542556,0.05,4836,180.85402216000003,6459,112,84.0,135613,0.0001,0.4614420235157013
542640,0.05,4837,181.68525862,6460,112,84.0,135634,0.0001,0.37135225534439087
542724,0.05,4838,182.27202572000004,6461,112,84.0,135655,0.0001,0.6822876334190369
542808,0.05,4839,183.22054536000005,6462,112,84.0,135676,0.0001,0.5564969778060913
542892,0.05,4839,183.84773805,6463,112,84.0,135697,0.0001,7.120554447174072
542976,0.05,4840,184.24776346,6464,112,84.0,135718,0.0001,0.6439481973648071
543060,0.05,4841,183.43201409000002,6465,112,84.0,135739,0.0001,0.797355055809021
543144,0.05,4842,182.96060290999998,6466,112,84.0,135760,0.0001,0.9975072741508484
543228,0.05,4842,182.60148528999997,6467,112,84.0,135781,0.0001,6.004923343658447
543312,0.05,4843,182.70306344,6468,112,84.0,135802,0.0001,0.5133577585220337
543396,0.05,4844,184.16090556,6469,112,84.0,135823,0.0001,0.6819641590118408
543480,0.05,4845,184.15466927999998,6470,112,84.0,135844,0.0001,6.902976036071777
543564,0.05,4845,185.01076078000003,6471,112,84.0,135865,0.0001,1.2583153247833252
543648,0.05,4846,185.15742827000003,6472,112,84.0,135886,0.0001,1.242328405380249
543732,0.05,4847,185.06805556999996,6473,112,84.0,135907,0.0001,7.46639347076416
543816,0.05,4848,184.79465002999999,6474,112,84.0,135928,0.0001,0.5166665315628052
543900,0.05,4849,184.17336096,6475,112,84.0,135949,0.0001,1.0967934131622314
543984,0.05,4849,183.64832607999998,6476,112,84.0,135970,0.0001,9.112196922302246
544068,0.05,4850,184.81059093999997,6477,112,84.0,135991,0.0001,0.9677712917327881
544152,0.05,4851,183.69163029999999,6478,112,84.0,136012,0.0001,0.6205028295516968
544236,0.05,4852,183.09843409999996,6479,112,84.0,136033,0.0001,5.485034465789795
544320,0.05,4853,183.12787686999997,6480,112,84.0,136054,0.0001,0.4348304569721222
544404,0.05,4853,183.41293735999992,6481,112,84.0,136075,0.0001,12.17666244506836
544488,0.05,4854,183.47394248999998,6482,112,84.0,136096,0.0001,0.6171937584877014
544572,0.05,4855,183.18917481,6483,112,84.0,136117,0.0001,26.268108367919922
544656,0.05,4856,182.95378526000002,6484,112,84.0,136138,0.0001,6.696734428405762
544740,0.05,4857,183.93512976999997,6485,112,84.0,136159,0.0001,0.9281853437423706
544824,0.05,4857,184.89495333,6486,112,84.0,136180,0.0001,0.8617660999298096
544908,0.05,4858,185.04037001999998,6487,112,84.0,136201,0.0001,6.73624849319458
544992,0.05,4859,185.23168299,6488,112,84.0,136222,0.0001,2.4991698265075684
545076,0.05,4860,183.88579485000002,6489,112,84.0,136243,0.0001,1.3879492282867432
545160,0.05,4861,184.01455025000004,6490,112,84.0,136264,0.0001,6.845439434051514
545244,0.05,4862,184.23293883000002,6491,112,84.0,136285,0.0001,13.24534797668457
545328,0.05,4862,183.56484041000004,6492,112,84.0,136306,0.0001,2.289656400680542
545412,0.05,4863,183.11527097,6493,112,84.0,136327,0.0001,0.5845922827720642
545496,0.05,4864,182.84857580000005,6494,112,84.0,136348,0.0001,0.5382885932922363
545580,0.05,4865,182.44613844000003,6495,112,84.0,136369,0.0001,1.2498340606689453
545664,0.05,4866,181.89583144000005,6496,112,84.0,136390,0.0001,4.923171043395996
545748,0.05,4867,181.27748166000003,6497,112,84.0,136411,0.0001,0.8733127117156982
545832,0.05,4867,182.15365597,6498,112,84.0,136432,0.0001,12.450128555297852
545916,0.05,4868,182.34056773,6499,112,84.0,136453,0.0001,0.9932764768600464
546000,0.05,4869,182.34117565999998,6500,112,84.0,136474,0.0001,8.519912719726562
546084,0.05,4869,181.99639913999997,6501,112,84.0,136495,0.0001,1.2346192598342896
546168,0.05,4870,181.58183439999993,6502,112,84.0,136516,0.0001,0.5999588966369629
546252,0.05,4871,181.88566544999998,6503,112,84.0,136537,0.0001,1.1157863140106201
546336,0.05,4872,182.87331220999997,6504,112,84.0,136558,0.0001,22.14030647277832
546420,0.05,4873,182.23044640999996,6505,112,84.0,136579,0.0001,0.8828909397125244
546504,0.05,4873,181.67796643999998,6506,112,84.0,136600,0.0001,0.8549618721008301
546588,0.05,4874,182.17918276,6507,112,84.0,136621,0.0001,0.6698534488677979
546672,0.05,4875,182.80880925000002,6508,112,84.0,136642,0.0001,5.275877475738525
546756,0.05,4876,183.82915331,6509,112,84.0,136663,0.0001,0.9727749824523926
546840,0.05,4877,184.32186136000004,6510,112,84.0,136684,0.0001,9.072593688964844
546924,0.05,4877,185.02202040000003,6511,112,84.0,136705,0.0001,0.5425662994384766
547008,0.05,4878,185.73353073000007,6512,112,84.0,136726,0.0001,7.270125389099121
547092,0.05,4879,186.39207462000002,6513,112,84.0,136747,0.0001,1.6271414756774902
547176,0.05,4880,185.95454341000007,6514,112,84.0,136768,0.0001,2.2029268741607666
547260,0.05,4880,185.73731024000006,6515,112,84.0,136789,0.0001,6.638887882232666
547344,0.05,4881,184.75778241000003,6516,112,84.0,136810,0.0001,0.6120051145553589
547428,0.05,4882,184.71230853,6517,112,84.0,136831,0.0001,0.4919757843017578
547512,0.05,4883,185.31496809000004,6518,112,84.0,136852,0.0001,0.6771823167800903
547596,0.05,4884,185.97118086000003,6519,112,84.0,136873,0.0001,0.7038414478302002
547680,0.05,4884,186.78279095999997,6520,112,84.0,136894,0.0001,1.5934141874313354
547764,0.05,4885,186.41126678,6521,112,84.0,136915,0.0001,0.9626349210739136
547848,0.05,4886,186.46154438999997,6522,112,84.0,136936,0.0001,0.6474027037620544
547932,0.05,4887,187.06963639999998,6523,112,84.0,136957,0.0001,0.6123546361923218
548016,0.05,4888,187.11897266,6524,112,84.0,136978,0.0001,0.5481923818588257
548100,0.05,4888,187.02437978,6525,112,84.0,136999,0.0001,0.529438853263855
548184,0.05,4889,187.13167848999998,6526,112,84.0,137020,0.0001,0.4856511950492859
548268,0.05,4890,186.76371373,6527,112,84.0,137041,0.0001,0.8480469584465027
548352,0.05,4891,186.80005086,6528,112,84.0,137062,0.0001,0.4456241726875305
548436,0.05,4891,187.29346543,6529,112,84.0,137083,0.0001,6.303544998168945
548520,0.05,4892,187.25601215000003,6530,112,84.0,137104,0.0001,8.709135055541992
548604,0.05,4893,187.5457354,6531,112,84.0,137125,0.0001,1.2037973403930664
548688,0.05,4894,188.04935955000005,6532,112,84.0,137146,0.0001,0.5586742162704468
548772,0.05,4895,188.53764402000004,6533,112,84.0,137167,0.0001,1.7307851314544678
548856,0.05,4895,188.31729687000004,6534,112,84.0,137188,0.0001,1.149937629699707
548940,0.05,4896,188.65947443000005,6535,112,84.0,137209,0.0001,1.0257008075714111
549024,0.05,4897,189.09326626,6536,112,84.0,137230,0.0001,0.7010924816131592
549108,0.05,4898,188.66063381000004,6537,112,84.0,137251,0.0001,8.429298400878906
549192,0.05,4899,187.7645516,6538,112,84.0,137272,0.0001,0.8246628046035767
549276,0.05,4900,188.97043712,6539,112,84.0,137293,0.0001,3.043041229248047
549360,0.05,4901,189.77152224999998,6540,112,84.0,137314,0.0001,0.6528111696243286
549444,0.05,4902,189.79215727,6541,112,84.0,137335,0.0001,0.8488059043884277
549528,0.05,4903,190.15196833,6542,112,84.0,137356,0.0001,6.409365653991699
549612,0.05,4903,189.42947042,6543,112,84.0,137377,0.0001,6.222713470458984
549696,0.05,4904,188.73564389999999,6544,112,84.0,137398,0.0001,0.8958959579467773
549780,0.05,4905,188.0714004900001,6545,112,84.0,137419,0.0001,0.7530721426010132
549864,0.05,4906,188.07537420000006,6546,112,84.0,137440,0.0001,7.651433944702148
549948,0.05,4907,187.90092113000006,6547,112,84.0,137461,0.0001,5.485125541687012
550032,0.05,4907,187.92555176999997,6548,112,84.0,137482,0.0001,7.141310691833496
550116,0.05,4908,188.57962884,6549,112,84.0,137503,0.0001,0.6613994836807251
550200,0.05,4909,187.53851817000003,6550,112,84.0,137524,0.0001,0.5046963691711426
550284,0.05,4910,187.35287815,6551,112,84.0,137545,0.0001,0.7958635091781616
550368,0.05,4911,185.93953112000003,6552,112,84.0,137566,0.0001,1.1443850994110107
550452,0.05,4911,184.51027684000005,6553,112,84.0,137587,0.0001,9.425748825073242
550536,0.05,4912,184.19622374000002,6554,112,84.0,137608,0.0001,1.4772342443466187
550620,0.05,4913,185.11000492,6555,112,84.0,137629,0.0001,0.771589994430542
550704,0.05,4914,185.58133073000002,6556,112,84.0,137650,0.0001,1.080317735671997
550788,0.05,4915,185.43292744000001,6557,112,84.0,137671,0.0001,0.4768472909927368
550872,0.05,4916,185.68917534000005,6558,112,84.0,137692,0.0001,0.9028472900390625
550956,0.05,4917,185.26360221000002,6559,112,84.0,137713,0.0001,6.944207668304443
551040,0.05,4917,184.58148784000005,6560,112,84.0,137734,0.0001,0.7121049165725708
551124,0.05,4918,184.69875944000003,6561,112,84.0,137755,0.0001,6.351521015167236
551208,0.05,4919,183.92239288000002,6562,112,84.0,137776,0.0001,1.6926876306533813
551292,0.05,4920,182.94123580999997,6563,112,84.0,137797,0.0001,9.157868385314941
551376,0.05,4921,182.84926009999995,6564,112,84.0,137818,0.0001,4.59873104095459
551460,0.05,4921,183.81905606,6565,112,84.0,137839,0.0001,0.8510491847991943
551544,0.05,4922,185.01234695,6566,112,84.0,137860,0.0001,6.411808490753174
551628,0.05,4923,185.75532794,6567,112,84.0,137881,0.0001,0.734445333480835
551712,0.05,4924,185.73042929999997,6568,112,84.0,137902,0.0001,1.0108740329742432
551796,0.05,4925,185.76647151,6569,112,84.0,137923,0.0001,0.7567636370658875
551880,0.05,4925,186.61748223999996,6570,112,84.0,137944,0.0001,12.265830039978027
551964,0.05,4926,186.89962794,6571,112,84.0,137965,0.0001,7.858023643493652
552048,0.05,4927,186.99306535,6572,112,84.0,137986,0.0001,7.710173606872559
552132,0.05,4928,187.56881925000002,6573,112,84.0,138007,0.0001,1.0862796306610107
552216,0.05,4929,187.13912822999998,6574,112,84.0,138028,0.0001,0.7216982245445251
552300,0.05,4929,188.67707386,6575,112,84.0,138049,0.0001,0.5173472166061401
552384,0.05,4930,189.78118144000004,6576,112,84.0,138070,0.0001,0.8166580200195312
552468,0.05,4931,188.51463254,6577,112,84.0,138091,0.0001,1.0486640930175781
552552,0.05,4932,189.78232501000002,6578,112,84.0,138112,0.0001,8.78177547454834
552636,0.05,4933,190.46805834999995,6579,112,84.0,138133,0.0001,0.9513811469078064
552720,0.05,4933,190.32741840999995,6580,112,84.0,138154,0.0001,1.1701726913452148
552804,0.05,4934,189.66220717999997,6581,112,84.0,138175,0.0001,1.2171001434326172
552888,0.05,4935,189.75908143999993,6582,112,84.0,138196,0.0001,0.4138782024383545
552972,0.05,4936,190.13184679999995,6583,112,84.0,138217,0.0001,1.2090559005737305
553056,0.05,4937,190.00737653999997,6584,112,84.0,138238,0.0001,11.921635627746582
553140,0.05,4938,189.96136051000002,6585,112,84.0,138259,0.0001,0.34770575165748596
553224,0.05,4938,189.67067145999997,6586,112,84.0,138280,0.0001,0.4611057639122009
553308,0.05,4939,189.98361047000003,6587,112,84.0,138301,0.0001,6.084630966186523
553392,0.05,4940,190.67275354999998,6588,112,84.0,138322,0.0001,1.0337677001953125
553476,0.05,4941,191.75524542000002,6589,112,84.0,138343,0.0001,0.46732211112976074
553560,0.05,4942,192.57466322,6590,112,84.0,138364,0.0001,0.5759555697441101
553644,0.05,4943,192.06131475000007,6591,112,84.0,138385,0.0001,0.7519334554672241
553728,0.05,4943,192.91037188000007,6592,112,84.0,138406,0.0001,7.082513332366943
553812,0.05,4944,193.72481006000007,6593,112,84.0,138427,0.0001,10.86567497253418
553896,0.05,4945,193.43589915,6594,112,84.0,138448,0.0001,0.6138025522232056
553980,0.05,4946,194.43856355,6595,111,84.0,138469,0.0001,1.3146603107452393
554064,0.05,4946,195.85490516,6596,112,84.0,138490,0.0001,0.8969961404800415
554148,0.05,4947,195.88058223999997,6597,111,84.0,138511,0.0001,0.47920331358909607
554232,0.05,4948,195.94961272999993,6598,111,84.0,138532,0.0001,0.6636302471160889
554316,0.05,4949,196.00788513999996,6599,111,84.0,138553,0.0001,0.7629082202911377
554400,0.05,4950,196.02961234999998,6600,111,84.0,138574,0.0001,0.6358588337898254
554484,0.05,4951,195.42853750999998,6601,111,84.0,138595,0.0001,0.8817135095596313
554568,0.05,4951,195.67006368,6602,111,84.0,138616,0.0001,3.1576485633850098
554652,0.05,4952,195.25105549,6603,111,84.0,138637,0.0001,14.387590408325195
554736,0.05,4953,194.60341419999997,6604,111,84.0,138658,0.0001,0.9944334030151367
554820,0.05,4954,194.51348894999998,6605,111,84.0,138679,0.0001,1.6804214715957642
554904,0.05,4955,195.78856404,6606,111,84.0,138700,0.0001,0.530781626701355
554988,0.05,4955,195.86233313999998,6607,111,84.0,138721,0.0001,12.832615852355957
555072,0.05,4956,194.75019788,6608,111,84.0,138742,0.0001,6.239574909210205
555156,0.05,4957,193.76091994999996,6609,111,84.0,138763,0.0001,0.7181816101074219
555240,0.05,4958,193.24850443,6610,111,84.0,138784,0.0001,1.150404930114746
555324,0.05,4958,192.64852211999997,6611,111,84.0,138805,0.0001,1.1222515106201172
555408,0.05,4959,192.91704931,6612,111,84.0,138826,0.0001,0.7562366127967834
555492,0.05,4960,192.59436597,6613,111,84.0,138847,0.0001,7.184886932373047
555576,0.05,4961,192.80749630000003,6614,111,84.0,138868,0.0001,0.35364586114883423
555660,0.05,4962,193.57252942000002,6615,111,84.0,138889,0.0001,2.086787223815918
555744,0.05,4963,194.20518188000003,6616,111,84.0,138910,0.0001,4.351292610168457
555828,0.05,4963,194.30478248,6617,111,84.0,138931,0.0001,1.1148841381072998
555912,0.05,4964,192.94652817,6618,111,84.0,138952,0.0001,0.944279134273529
555996,0.05,4965,192.17704212999996,6619,111,84.0,138973,0.0001,0.6027311682701111
556080,0.05,4966,191.86391611,6620,111,84.0,138994,0.0001,1.0905686616897583
556164,0.05,4967,192.31423988000003,6621,111,84.0,139015,0.0001,13.099180221557617
556248,0.05,4968,192.22827578000005,6622,111,84.0,139036,0.0001,0.4993627667427063
556332,0.05,4968,191.99933818000002,6623,111,84.0,139057,0.0001,0.6505878567695618
556416,0.05,4969,192.09779481,6624,111,84.0,139078,0.0001,4.926285743713379
556500,0.05,4970,192.15768789999998,6625,111,84.0,139099,0.0001,0.7464261651039124
556584,0.05,4971,192.2998842,6626,111,84.0,139120,0.0001,0.6822720170021057
556668,0.05,4972,192.53383874,6627,111,84.0,139141,0.0001,0.31035321950912476
556752,0.05,4972,192.91810635000002,6628,111,84.0,139162,0.0001,6.76630163192749
556836,0.05,4973,192.64325394000002,6629,111,84.0,139183,0.0001,0.5994452238082886
556920,0.05,4974,193.09125773000002,6630,111,84.0,139204,0.0001,0.9199962019920349
557004,0.05,4975,193.46344604,6631,111,84.0,139225,0.0001,2.864166498184204
557088,0.05,4976,194.22508592999998,6632,111,84.0,139246,0.0001,7.015176773071289
557172,0.05,4976,194.53123195999996,6633,111,84.0,139267,0.0001,0.6722718477249146
557256,0.05,4977,195.46845634999997,6634,111,84.0,139288,0.0001,1.0287036895751953
557340,0.05,4978,194.99795375000002,6635,111,84.0,139309,0.0001,0.882129430770874
557424,0.05,4979,194.55700276000005,6636,111,84.0,139330,0.0001,0.7795742750167847
557508,0.05,4979,194.98526142000006,6637,111,84.0,139351,0.0001,0.6155459880828857
557592,0.05,4980,196.42844805000004,6638,111,84.0,139372,0.0001,8.749382972717285
557676,0.05,4981,197.39248091000005,6639,111,84.0,139393,0.0001,0.982515811920166
557760,0.05,4982,197.14141645000004,6640,111,84.0,139414,0.0001,7.412917137145996
557844,0.05,4982,196.66980560000005,6641,111,84.0,139435,0.0001,0.6890854239463806
557928,0.05,4983,195.99357640000002,6642,111,84.0,139456,0.0001,1.414778470993042
558012,0.05,4984,196.51135861000003,6643,111,84.0,139477,0.0001,5.7807722091674805
558096,0.05,4985,196.4139225,6644,111,84.0,139498,0.0001,5.781810283660889
558180,0.05,4986,197.20147252000004,6645,111,84.0,139519,0.0001,0.8394920825958252
558264,0.05,4986,197.13843146,6646,111,84.0,139540,0.0001,6.54322624206543
558348,0.05,4987,197.82253492,6647,111,84.0,139561,0.0001,7.2905426025390625
558432,0.05,4988,197.84406131,6648,111,84.0,139582,0.0001,0.4525938630104065
558516,0.05,4989,198.27678158999998,6649,111,84.0,139603,0.0001,0.41861048340797424
558600,0.05,4990,199.12953905000003,6650,111,84.0,139624,0.0001,0.9230004549026489
558684,0.05,4990,199.76829439999997,6651,111,84.0,139645,0.0001,5.818140029907227
558768,0.05,4991,200.50260769,6652,111,84.0,139666,0.0001,0.4871590733528137
558852,0.05,4992,202.15467387000004,6653,111,84.0,139687,0.0001,1.021010160446167
558936,0.05,4993,202.1138954,6654,111,84.0,139708,0.0001,12.394611358642578
559020,0.05,4993,201.3840738,6655,111,84.0,139729,0.0001,0.4611058831214905
559104,0.05,4994,201.4178046,6656,111,84.0,139750,0.0001,1.2380313873291016
559188,0.05,4995,201.2866457,6657,111,84.0,139771,0.0001,5.581921100616455
559272,0.05,4996,201.21321020000002,6658,111,84.0,139792,0.0001,0.8305140137672424
559356,0.05,4996,200.89117321,6659,111,84.0,139813,0.0001,9.124916076660156
559440,0.05,4997,201.49032814999998,6660,111,84.0,139834,0.0001,0.44467663764953613
559524,0.05,4998,201.31609423999998,6661,111,84.0,139855,0.0001,0.6631793975830078
559608,0.05,4999,201.84043025,6662,111,84.0,139876,0.0001,9.38252067565918
559692,0.05,4999,202.27798716000004,6663,111,84.0,139897,0.0001,0.47037622332572937
559776,0.05,5000,202.19379293000003,6664,111,84.0,139918,0.0001,0.3806188404560089
559860,0.05,5001,202.26486479000008,6665,111,84.0,139939,0.0001,4.834258079528809
559944,0.05,5002,201.56571947000003,6666,111,84.0,139960,0.0001,0.867538571357727
560028,0.05,5002,201.14356929000002,6667,111,84.0,139981,0.0001,0.9987632036209106
560112,0.05,5003,201.33649441,6668,111,84.0,140002,0.0001,0.8318185806274414
560196,0.05,5004,201.23379996,6669,111,84.0,140023,0.0001,0.7330586910247803
560280,0.05,5005,201.17769838999996,6670,111,84.0,140044,0.0001,0.7556091547012329
560364,0.05,5005,200.82708308999997,6671,111,84.0,140065,0.0001,0.7071524858474731
